Weight47
Date:,2025/04/22
Time:,17:36:27
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
66,872.011536,715.461426,94.415703,836.920227,620.117126,72.248596,990.301453,852.651184,224.588669,757.157776,675.625122,82.987274,1064.908813,862.930603,348.131561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,871.982666,715.579834,94.440285,837.090027,620.048279,72.360619,990.315918,852.712463,224.482788,756.921692,675.734863,83.129684,1064.880859,862.964111,348.115814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,872.056396,715.608643,94.456718,837.312134,619.965698,72.428055,990.351135,852.815857,224.412537,756.720276,675.849854,83.214905,1064.846924,862.976257,348.031219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,872.081299,715.689880,94.566185,837.456848,619.891174,72.543022,990.258240,852.960693,224.222519,756.554749,675.863953,83.412842,1064.817627,863.071533,348.034607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,872.054688,715.818115,94.622375,837.660278,619.833252,72.618492,990.347046,853.001404,224.168533,756.317993,675.974304,83.589272,1064.740723,863.122498,347.974335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,871.927429,715.866638,94.889786,837.967712,619.802246,72.772125,990.379517,853.196411,224.077286,755.989380,676.206909,83.785568,1064.716431,863.211487,347.979919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,871.970459,715.945618,94.873604,838.136169,619.802979,72.909607,990.445007,853.366089,224.055115,755.786316,676.372375,84.122673,1064.601196,863.348267,348.064758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,872.030273,715.956116,94.863998,838.388916,619.753296,73.219749,990.591003,853.496582,223.946350,755.431458,676.558472,84.612213,1064.592285,863.372620,347.908173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,871.901672,716.083801,95.031158,838.735229,619.635315,73.303970,990.658325,853.750549,223.861206,755.120117,676.791138,84.947495,1064.598145,863.505920,347.744781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,871.919189,716.212402,95.180138,838.785339,619.724609,73.476555,990.731812,854.023987,223.768433,754.882324,676.952820,85.240723,1064.643921,863.577759,347.660248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,871.881531,716.329529,95.183899,838.904663,619.818481,73.609772,990.807251,854.202148,223.622559,754.587769,677.181030,85.501472,1064.653931,863.663147,347.740021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,871.876709,716.430847,95.362709,839.066772,619.815491,73.590454,990.945862,854.571960,223.410187,754.387390,677.525269,85.891319,1064.659302,863.795715,347.601624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,871.962280,716.593750,95.524414,839.242249,619.878845,73.649162,991.073425,854.881470,223.218292,754.177246,677.794678,86.203545,1064.635864,864.050476,347.467957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,872.095093,716.683105,95.653709,839.598511,619.643738,73.823013,991.243408,855.068726,223.242050,753.921265,677.982361,86.180557,1064.710693,864.265320,347.163544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,872.231079,716.861450,95.762352,840.005920,619.434875,74.009903,991.277344,855.303223,223.233292,754.006287,678.309937,86.474167,1064.756958,864.413696,346.984070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,872.428040,716.981445,95.809258,840.507202,619.412964,74.456093,991.479736,855.652832,223.178375,754.049561,678.653809,87.083511,1064.781372,864.624695,346.989258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,872.594849,717.065735,95.901527,841.032227,619.362305,75.012741,991.697144,855.833191,223.268509,753.926697,678.783936,87.064354,1064.962036,864.932068,346.858673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,872.816711,717.236328,95.959740,841.446228,619.448181,75.458084,991.909668,856.240723,223.006973,753.920288,678.964417,87.155762,1065.189209,865.059326,346.826813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,873.105286,717.348755,95.871033,841.698303,619.576172,76.010422,992.186340,856.574707,222.736252,753.945557,679.183105,87.437149,1065.267700,865.204224,346.625977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,873.263794,717.416138,95.832809,841.975159,619.684937,76.402771,992.406128,856.878845,222.552841,754.004822,679.428101,87.732559,1065.375610,865.452332,346.499908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,873.554749,717.642578,95.869743,842.182373,619.805115,76.813934,992.583557,857.016968,222.486908,754.051270,679.583923,88.165192,1065.473022,865.606567,346.372070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,873.788940,717.882080,95.966019,842.467041,619.848022,77.059151,992.679871,857.143494,222.302628,754.173462,679.909973,88.681808,1065.366333,865.671753,346.594025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,874.158508,717.984741,95.894974,842.668152,620.626953,77.486374,992.757019,857.432373,222.649109,754.313416,680.188477,89.207634,1065.415771,865.955200,346.483978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,874.476501,717.991211,96.143913,843.234863,621.419678,77.944534,992.944092,857.610535,222.509277,754.095703,680.271973,90.239662,1065.652100,866.140381,346.223694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,874.696167,718.173462,96.216759,843.599670,621.781860,78.076180,993.135559,857.902222,222.391037,753.914917,680.557861,90.930321,1065.924194,866.362427,346.005005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,875.015442,718.382568,96.372581,843.954773,621.920166,78.197395,993.207825,858.236572,222.300079,754.077332,680.810974,91.376236,1066.177612,866.515625,345.829315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,875.295715,718.751587,96.421844,844.399719,621.870117,78.441154,993.601685,858.533142,222.305710,754.176880,681.256592,91.653496,1066.303711,866.641541,345.707001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,875.475647,719.054810,96.561264,845.050293,621.469849,79.173828,993.772705,858.891357,222.344498,754.395203,681.713196,91.870041,1066.334229,866.762024,345.662048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,875.681396,719.256042,96.786942,845.503479,621.113525,79.945435,994.053650,859.262146,222.281845,754.539246,682.081360,92.138847,1066.367920,866.896301,345.623840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,875.950378,719.461731,96.866837,845.899780,620.893127,80.369232,994.490967,859.634277,222.220032,754.734314,682.520203,92.323135,1066.349609,867.099121,345.674438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,876.018188,719.704895,96.998062,846.393616,621.072266,80.394890,994.886597,860.007690,222.036163,754.409668,683.068054,92.552773,1066.392944,867.248901,345.657990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,876.402954,719.971680,97.010788,846.850098,621.746155,80.620361,995.263000,860.375671,221.888123,754.718018,683.321716,92.934761,1066.427368,867.473877,345.538208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,876.744568,720.250488,97.071892,847.200378,622.452637,80.818474,995.700928,860.556335,221.870773,754.867310,683.708618,93.125183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,876.575745,720.752319,97.371101,847.626465,622.938477,81.105843,995.991882,860.820862,221.788040,754.908325,684.167480,93.323776,,,,1066.601074,867.935547,345.451538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,876.585815,721.187378,97.745247,847.914307,623.276367,81.481537,996.048706,861.045715,221.580490,754.634460,684.755310,94.069382,,,,1066.527588,868.186829,345.532135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,876.794800,721.553955,97.442871,848.089722,623.375549,81.834297,996.213013,861.269836,221.464401,754.464783,685.217224,94.614296,,,,1066.503906,868.441528,345.554901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,876.715393,721.643127,97.399879,848.483032,623.304932,82.775398,996.427917,861.588684,221.434189,754.468994,685.668152,94.779030,,,,1066.556885,868.666931,345.557068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,877.111938,721.890503,97.829865,848.753967,622.887512,83.659843,996.671326,862.038513,221.261902,754.610107,686.062134,94.829910,,,,1066.852783,868.898560,345.390839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,877.313843,721.930908,98.220818,849.149963,622.487549,84.352005,996.892578,862.479797,221.047592,754.602417,686.403259,94.891998,,,,1067.118896,869.070740,345.244385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,877.404480,722.084290,98.245895,849.569824,622.170227,84.825218,997.252808,862.912476,220.777939,754.572205,686.713013,95.015060,,,,1067.450073,869.301819,345.127960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,877.485535,722.445374,98.184494,849.934998,622.304443,85.077904,997.475708,863.155701,220.728333,754.551697,686.932495,95.150803,,,,1067.877808,869.662476,344.431183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,877.679688,722.888855,98.078957,850.298157,622.819885,85.128395,997.721069,863.467041,220.679520,754.528320,687.139282,95.209564,,,,1068.296631,869.892212,344.163269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,877.933899,723.188904,98.083145,850.824341,623.565735,85.015221,997.980652,863.884888,220.521942,754.519531,687.361206,95.336899,,,,1068.379761,869.947021,344.464539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,878.094910,723.579285,98.054230,851.290894,624.418762,84.867188,998.440247,864.217712,220.315582,754.575134,687.594910,95.382683,,,,1068.306274,870.074829,344.509918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,878.121887,723.859741,98.050003,851.708496,625.261292,84.615280,998.726501,864.609924,220.060822,754.723633,687.808350,95.337730,,,,1068.351318,870.246765,344.424591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,877.821594,724.247925,97.892654,851.802490,626.145020,84.243141,999.003784,864.889343,219.926834,754.782654,687.997131,95.440742,,,,1068.503174,870.387451,344.253204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,877.980591,724.653320,98.020096,852.020813,626.321533,84.758141,999.074890,865.090332,220.059189,754.799438,688.234497,95.508720,,,,1068.651611,870.531372,343.948212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,878.054260,724.819336,98.012604,852.964172,625.710083,85.842415,999.254578,865.141602,219.858017,754.986206,688.346741,95.538788,,,,1069.099365,870.686768,343.294098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,878.018372,724.949524,97.856483,853.792969,624.832031,86.737495,999.377197,865.323120,219.741867,755.143372,688.525574,95.552032,,,,1069.526245,870.801758,342.868286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,877.938843,725.107910,97.838173,854.143005,624.413757,87.259560,999.467957,865.581116,219.710037,755.221680,688.733215,95.515366,,,,1069.650757,870.908081,342.720306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,877.928955,725.339111,97.738968,854.289856,624.451660,87.312645,999.688904,865.908020,219.576111,755.341492,688.930054,95.630226,,,,1069.645508,871.043030,342.720673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,877.846375,725.509521,97.634094,854.259338,625.106812,87.543732,999.900452,866.073181,219.276581,755.439941,689.046570,95.705544,,,,1069.546021,871.172241,342.675140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,877.885437,725.703735,97.699005,853.904968,626.028137,87.842148,1000.013611,866.293823,219.081696,755.398682,689.253845,95.790459,,,,1069.369995,871.314575,342.550018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,877.951111,725.839355,97.716782,853.680115,626.750488,87.797661,1000.151672,866.573975,219.015808,755.429626,689.385315,95.787003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,877.916870,726.043396,97.760185,853.457336,627.161133,87.576363,1000.305115,866.842834,218.946732,755.462891,689.480225,95.770378,,,,,,,1069.328613,871.559204,342.312592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,877.876587,726.280945,97.779282,853.397705,627.306030,87.485435,1000.415955,867.023987,218.917374,755.433044,689.582886,95.735115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,877.813904,726.433594,97.706810,854.115601,627.663818,87.167412,1000.553528,867.237183,218.647964,755.377625,689.594604,95.661446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,877.751221,726.632568,97.787056,853.786865,627.678223,87.357239,1000.739380,867.416809,218.468887,755.355408,689.660706,95.530075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,877.490234,726.885559,97.689285,853.484375,627.539673,87.560532,1000.993042,867.686462,217.956177,755.263123,689.847046,95.835472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,877.333191,727.139343,97.701096,853.382751,627.467529,87.705551,1001.159668,867.890503,217.634354,755.015991,689.889648,95.904396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,877.338928,727.155823,97.419998,853.383240,627.508789,87.752441,1001.203247,867.908752,217.591476,754.819092,689.911133,95.957756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,877.143372,727.357422,97.584587,853.897095,627.853943,87.103310,1001.225952,868.079529,217.554794,754.627319,690.002319,96.004082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,876.942383,727.629395,97.698822,853.519714,628.315796,87.364784,1001.275452,868.131897,217.490189,754.377075,690.128113,96.104187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,876.730835,727.778015,97.736717,852.989990,628.712219,87.530304,1001.174011,868.247009,217.283279,754.124878,690.259949,96.231804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,876.622986,727.895508,97.773376,852.567139,629.234070,87.395813,1001.183960,868.365784,217.108368,753.917297,690.408447,96.378593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,876.484070,728.135681,97.769051,852.433960,629.731323,87.388412,1001.242981,868.498962,216.826920,753.610229,690.580444,96.457581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,876.234253,728.318909,97.781204,852.206970,630.093384,87.371346,1001.319580,868.631348,216.597061,753.351868,690.753906,96.615433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,875.989929,728.449707,97.881302,852.303833,630.099548,87.554283,1001.362366,868.665039,216.401657,753.098572,690.922180,96.783531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,875.756104,728.504883,97.915741,852.491943,629.671448,88.035034,1001.428467,868.697205,216.233307,752.761719,691.147522,96.920601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,875.603821,728.636230,97.914841,853.293213,628.312866,88.753510,1001.400024,868.808411,216.053574,752.435913,691.390198,96.893135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,875.333130,728.783936,97.939522,853.423584,627.626770,89.756500,1001.363281,868.834412,215.956741,752.138916,691.524597,96.658356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,875.012634,728.995911,98.120766,853.154602,627.737671,90.037247,1001.311462,868.895386,215.773590,751.932861,691.654541,96.547615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,874.645508,729.068359,98.341530,852.796204,628.380859,89.871635,1001.263550,868.906189,215.718140,751.615295,691.862366,96.847618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,874.123230,729.063721,98.583618,852.440430,628.977112,89.664406,1001.082214,868.911743,215.445358,751.111694,692.127441,97.267250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,873.483276,729.128906,98.876762,852.003174,629.268738,89.575027,1001.003418,868.928467,215.325500,750.560181,692.315857,97.434029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,872.924438,729.231873,99.134789,851.585938,629.116882,89.284607,1000.941284,869.030823,215.240875,749.978271,692.387085,97.717583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
