Weight07
Date:,2025/04/15
Time:,13:43:27
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,950.423523,890.004517,419.291321,839.839355,642.507751,92.337120,860.631226,737.092834,107.656998,962.049316,950.341003,260.010468,762.613831,667.508728,97.755959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,950.343201,890.001648,419.275879,839.834778,642.517090,92.346107,860.626953,737.088806,107.665848,962.040405,950.373596,260.009613,762.608093,667.512268,97.749466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,950.301025,890.011108,419.270630,839.847717,642.512085,92.318420,860.672668,737.103455,107.639549,961.997742,950.330200,260.014038,762.660461,667.509949,97.767433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,950.377808,889.988525,419.319489,839.842346,642.504822,92.263130,860.697815,737.103455,107.616554,961.983948,950.315674,260.018311,762.639648,667.498962,97.772873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,950.308350,890.003540,419.294739,839.848511,642.525391,92.286308,860.637817,737.088745,107.647835,961.984985,950.353333,260.042267,762.644165,667.507080,97.801094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,950.356445,889.995483,419.328094,839.873108,642.544434,92.310791,860.600037,737.091492,107.681564,961.971375,950.386841,260.033966,762.660339,667.507507,97.782852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,950.416260,890.039734,419.353912,839.852600,642.544922,92.349701,860.592468,737.095947,107.692093,961.969177,950.389648,260.029663,762.635010,667.498901,97.771729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,950.357422,890.094238,419.353760,839.862793,642.541626,92.374985,860.581665,737.082336,107.748451,961.984192,950.364197,260.044373,762.608154,667.508240,97.751686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,950.362183,890.090759,419.347565,839.844666,642.499573,92.285240,860.585754,737.094849,107.710907,961.934021,950.333008,260.103088,762.621826,667.509888,97.719101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,950.384888,890.098511,419.401703,839.861816,642.534302,92.341576,860.665405,737.107544,107.643349,961.912659,950.394470,260.069885,762.679993,667.491821,97.733948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,950.369812,890.094482,419.434570,839.838989,642.526611,92.321854,860.695251,737.082031,107.687614,961.874268,950.355957,260.020081,762.633423,667.509949,97.736305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,950.361145,890.092468,419.439026,839.886780,642.474487,92.371239,860.676819,737.078491,107.723366,961.794678,950.368591,260.050293,762.621521,667.500244,97.773849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,950.414368,890.062134,419.428711,839.850159,642.449707,92.355324,860.678894,737.082520,107.694031,961.818787,950.379211,260.127350,762.639221,667.505676,97.809433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,950.300659,890.100708,419.340668,839.835144,642.455811,92.290710,860.685669,737.101685,107.631264,961.874756,950.397583,260.122131,762.650269,667.490784,97.809258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,950.356750,890.069580,419.367706,839.889465,642.442627,92.320610,860.638184,737.075623,107.697014,961.801514,950.382568,260.069458,762.663696,667.503296,97.778511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,950.375061,890.169922,419.437897,839.857788,642.454712,92.293259,860.615784,737.087952,107.688492,961.727661,950.438477,260.056458,762.601196,667.500916,97.720299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,950.419434,890.161804,419.445251,839.879395,642.523743,92.357727,860.585754,737.081360,107.742363,961.707703,950.388672,260.025787,762.619385,667.498047,97.762466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,950.336487,890.184570,419.396484,839.859680,642.531433,92.323425,860.681580,737.086426,107.781120,961.729675,950.348877,260.027557,762.660217,667.505493,97.779099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,950.303772,890.189270,419.424225,839.838440,642.521057,92.256630,860.693787,737.088684,107.708389,961.757568,950.438904,260.017334,762.638245,667.509949,97.721756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,950.300232,890.187988,419.436584,839.834290,642.525940,92.236557,860.728699,737.079346,107.729179,961.694702,950.442261,260.072052,762.596985,667.519348,97.707321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,950.356323,890.157593,419.426605,839.840576,642.551758,92.325233,860.702332,737.078247,107.680344,961.703125,950.449402,260.082733,762.602417,667.506653,97.807716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,950.359985,890.159180,419.421356,839.833374,642.528137,92.324181,860.748291,737.085327,107.654190,961.746094,950.457336,260.033112,762.643738,667.499939,97.806465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,950.378235,890.251648,419.492462,839.868469,642.521790,92.321892,860.705261,737.062561,107.744972,961.707825,950.464905,260.062744,762.614258,667.500610,97.821999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,950.314514,890.285645,419.455841,839.906555,642.534546,92.438164,860.724792,737.072266,107.756439,961.694153,950.516968,260.083740,762.580017,667.504883,97.886665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,950.359985,890.292297,419.470215,839.913574,642.506836,92.491264,860.723145,737.081055,107.755280,961.662598,950.542786,260.101044,762.614075,667.500366,97.846832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,950.346619,890.292725,419.497070,839.886414,642.467285,92.383972,860.677368,737.068237,107.781319,961.632507,950.527588,260.039978,762.610840,667.508118,97.758354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,950.370056,890.306213,419.422516,839.841003,642.486572,92.316330,860.696594,737.081848,107.775200,961.615295,950.555481,260.052094,762.653625,667.515320,97.776299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,950.450317,890.281067,419.451660,839.907288,642.474487,92.325188,860.658752,737.066895,107.783577,961.608704,950.565186,260.067780,762.605652,667.512939,97.864784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,950.313354,890.376404,419.484619,839.895203,642.497620,92.333130,860.668091,737.081482,107.705063,961.564575,950.549316,260.089294,762.578857,667.501526,97.801414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,950.356018,890.380676,419.480743,839.846313,642.501892,92.273499,860.723633,737.080627,107.730209,961.530029,950.610535,260.107758,762.696777,667.495483,97.747452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,950.359741,890.408203,419.501892,839.888245,642.549683,92.413315,860.616821,737.075378,107.739807,961.536438,950.583984,260.081207,762.613403,667.508911,97.737206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,950.274109,890.454041,419.471252,839.883728,642.512146,92.429955,860.620300,737.087585,107.744560,961.498169,950.591736,260.058350,762.625977,667.501282,97.842049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,950.291626,890.416626,419.472687,839.850708,642.480591,92.394615,860.636475,737.074646,107.800781,961.438660,950.631165,260.062927,762.618652,667.508545,97.885048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,950.330566,890.495850,419.524139,839.829285,642.475403,92.334198,860.653381,737.069458,107.811134,961.406921,950.653564,260.133270,762.642944,667.502197,97.809822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,950.261475,890.512268,419.473541,839.914063,642.473999,92.425735,860.639587,737.070496,107.811386,961.468628,950.627319,260.118744,762.659729,667.517029,97.808556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,950.335022,890.502075,419.517578,839.859436,642.473816,92.412651,860.694519,737.084412,107.777283,961.427490,950.692322,260.146484,762.655029,667.519165,97.823090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,950.234558,890.543274,419.522461,839.887512,642.416016,92.362587,860.646362,737.057190,107.847626,961.351257,950.696655,260.192291,762.623291,667.496826,97.790390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,950.297485,890.503418,419.505554,839.901123,642.386047,92.405479,860.599182,737.057312,107.901314,961.326294,950.691101,260.210968,762.645996,667.507446,97.806030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,950.329529,890.513550,419.553436,839.858032,642.421631,92.417412,860.640259,737.052063,107.952538,961.426758,950.630127,260.320862,763.504517,668.045471,96.269974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,950.279602,890.514893,419.521729,839.827209,642.484497,92.392372,860.658630,737.052063,107.958702,961.411804,950.626099,260.261078,764.253662,668.424561,95.476433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,950.260803,890.644592,419.524323,839.822815,642.540588,92.359627,860.648193,737.034851,108.003815,961.438110,950.704407,260.232758,764.309753,668.428955,95.397827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,950.317078,890.639771,419.518890,839.826050,642.572205,92.340195,860.619019,737.038696,108.022713,961.177246,950.829407,260.290375,764.128113,668.343262,95.610352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,950.214966,890.661377,419.482086,839.861450,642.583008,92.346649,860.602722,737.028442,108.099266,960.914734,950.882874,260.417114,763.881470,668.275269,95.893883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,950.227539,890.667358,419.532043,839.877869,642.593201,92.444580,860.624512,737.006287,108.233009,960.943176,950.973694,260.533722,763.817200,668.253601,95.994530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,950.238831,890.667419,419.542053,839.884766,642.550842,92.447716,860.599243,736.989624,108.342911,960.995300,951.189880,260.575409,763.885742,668.256104,96.018402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,950.269653,890.625488,419.476593,839.876465,642.549988,92.524544,860.580017,736.977539,108.418251,960.889587,951.339539,260.771484,763.983398,668.315491,95.881310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,950.209290,890.655945,419.473358,839.874268,642.525391,92.516685,860.609131,736.957214,108.534401,,,,764.072815,668.344849,95.732895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,950.217529,890.749207,419.463104,839.873291,642.535583,92.540817,860.620056,736.938599,108.683167,,,,764.011841,668.360657,95.775833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,950.203247,890.781433,419.491425,839.829346,642.481140,92.575699,860.642334,736.934631,108.750824,,,,763.921753,668.349060,95.871895,960.614990,951.799500,261.146942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,950.115784,890.826904,419.392426,839.831299,642.435608,92.592117,860.682190,736.885193,108.986557,,,,763.883789,668.295410,95.991898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,950.093872,890.818909,419.417145,839.833130,642.430542,92.645592,860.615906,736.874207,109.107002,,,,763.882935,668.309082,95.954643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,950.024536,890.824341,419.395081,839.831970,642.447388,92.699570,860.609802,736.876221,109.191910,,,,763.889954,668.353088,95.913658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,949.953735,890.789429,419.403778,839.769287,642.432312,92.722351,860.648438,736.881104,109.340393,,,,763.933838,668.359741,95.879570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,949.913147,890.813843,419.436707,839.717957,642.533447,92.823921,860.732727,736.858459,109.394371,,,,763.972839,668.351929,95.912300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,949.799622,890.873169,419.352661,839.734863,642.536255,92.904366,860.867615,736.740479,109.402649,,,,763.995239,668.354980,95.920990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,949.720703,890.901733,419.275818,839.734863,642.557739,92.967735,860.975586,736.741394,109.502792,,,,764.074463,668.100891,96.147888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,949.557434,890.826843,419.261932,839.487427,642.366882,93.170540,860.973267,736.752502,109.571503,,,,764.041260,668.131653,96.181671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,949.472168,890.852783,419.195465,839.541382,642.320068,93.310051,860.861755,736.829041,109.981720,,,,764.043335,668.131775,96.261490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,949.095215,891.025757,418.732452,839.512512,642.353577,93.349289,860.690735,736.863831,110.395279,,,,764.024170,668.121704,96.301277,,,,960.747437,953.078186,261.988556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,949.041809,891.007141,418.600830,839.442261,642.441650,93.419930,860.608826,736.771118,110.645782,,,,763.796387,667.748535,97.009819,,,,960.750122,953.338196,261.954681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,948.912659,890.969238,418.696686,839.478882,642.473206,93.467773,860.621704,736.743225,110.983597,,,,763.491638,667.401001,97.559082,,,,960.849487,953.481995,262.075073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,948.753723,890.896240,418.819366,839.416260,642.469971,93.525345,860.591187,736.718567,111.272041,,,,763.591980,667.490845,97.431114,,,,960.996826,953.605835,262.147644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,948.838684,890.835205,418.901123,839.352722,642.417603,93.752945,860.473877,736.650452,112.026672,,,,763.633850,667.311646,97.631340,,,,960.982788,953.853577,262.148621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,948.597107,890.688232,418.971100,839.303467,642.242432,94.079025,860.348755,736.595764,112.988625,,,,763.726868,667.311462,97.431038,,,,961.053345,954.048767,262.247986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,948.187195,890.689697,418.949402,839.201477,642.041321,94.385231,860.120789,736.523193,113.797340,,,,763.583679,667.055664,97.792908,,,,961.128174,954.296082,262.286835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,948.053467,890.621887,418.914581,839.082825,641.871338,94.626862,860.034424,736.345215,114.476669,,,,763.201660,666.610046,98.411293,,,,961.281799,954.458984,262.286987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,948.001892,890.472290,418.837219,839.075073,641.801575,94.831413,860.187866,736.250549,115.049423,,,,763.165527,666.561523,98.329178,,,,961.390198,954.695129,262.335754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,947.883606,890.443909,418.827423,838.958252,641.855591,95.016205,860.256531,736.114868,115.236084,,,,763.118713,666.301086,98.533691,,,,961.431335,954.974915,262.426056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,947.650757,890.441467,418.929718,838.908813,641.879883,95.076088,860.213928,736.060852,115.355049,,,,763.051453,666.193298,98.340340,,,,961.734375,955.242065,262.550232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,947.399841,890.368225,418.948883,838.814392,641.956116,95.191612,860.399475,735.979126,115.590775,,,,763.216431,666.228638,98.273232,,,,961.770447,955.409241,262.524231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,947.129089,890.350647,418.918518,838.679993,641.965881,95.469383,860.038635,735.947754,116.036385,,,,763.211731,666.150940,98.306496,,,,961.868164,955.600403,262.598846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,946.997009,890.323181,418.918243,838.579834,641.861206,95.633972,859.634766,736.042542,116.749008,,,,763.099121,665.986206,98.540810,,,,961.845642,955.849670,262.698853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,946.862183,890.281616,418.745575,838.423584,641.763428,95.784866,859.228577,736.001526,117.327377,,,,762.982727,665.990051,98.357765,,,,961.571045,956.176636,262.962494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,946.733459,890.188782,418.628174,838.089966,641.609924,95.959618,858.688110,735.795105,118.559151,,,,762.776611,665.728699,98.804146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,946.547424,890.105713,418.520264,838.031677,641.520142,96.185654,858.274353,735.847656,119.600494,,,,762.229675,665.184082,99.848198,,,,,,,961.662903,956.486389,263.208344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,946.485474,890.073669,418.305634,837.922852,641.477112,96.351128,857.820740,735.919434,120.193092,,,,761.741516,664.873962,100.509834,,,,,,,961.810730,956.597229,263.301422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,946.394897,889.996033,418.149475,837.653625,641.500549,96.660370,857.757568,736.135376,120.842720,,,,761.600464,664.899475,100.475975,,,,,,,962.074097,956.662537,263.320953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,946.280823,889.918152,417.991821,837.279175,641.649719,97.169373,857.643127,736.098572,121.189705,,,,761.451599,664.827271,100.499084,,,,,,,962.246948,956.820496,263.562653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,946.229980,889.891785,417.892151,836.893921,641.825867,97.519257,857.606995,736.022095,121.406944,,,,761.254211,664.970764,100.531815,,,,,,,962.312866,957.029846,263.799133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,946.181152,889.820251,417.695679,836.515137,641.963928,97.880783,857.627136,736.063354,121.505562,,,,761.239319,665.154053,100.635689,,,,,,,962.458740,957.193665,264.097717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,946.094849,889.935852,417.301208,836.094604,642.316345,98.887451,857.586670,736.047546,121.569252,,,,761.276001,665.339417,100.572449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,945.975525,889.863342,417.084656,835.753235,642.422607,99.527100,857.314758,736.172607,122.073181,,,,761.137756,665.593018,100.898857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,945.830383,889.795776,416.911255,835.557739,642.356445,100.257950,856.800171,736.540283,123.443085,,,,760.633484,665.648376,101.631248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
