Weight12
Date:,2025/04/16
Time:,10:45:22
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
29,858.891357,732.393555,139.967575,819.669800,635.205750,136.598907,744.519897,689.010437,136.714417,1026.928833,869.429932,221.814575,1081.001953,852.289734,350.792358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,857.727417,732.148865,141.127106,818.181274,635.062622,138.687866,742.716187,688.922241,138.599884,1026.176880,869.768127,221.567902,1079.568237,852.094604,350.813538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,854.960205,732.563965,143.049728,816.155334,634.718628,141.237442,740.397156,688.987427,140.079742,1023.893677,870.287659,222.222458,1078.699585,851.669983,350.666107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,853.101440,732.098206,145.439224,813.996643,634.719543,143.262573,738.409180,688.837830,142.085129,1021.979980,870.195740,222.593445,1077.475708,851.578003,350.513458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,850.888062,731.871765,146.402405,811.565552,634.576050,144.998596,735.949341,688.908752,144.242569,1021.113586,869.918152,222.236725,1076.098877,851.786072,350.354004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,848.215942,732.129944,148.216843,809.132813,635.678894,147.110123,733.382813,688.693970,146.545929,1018.965881,870.309814,222.780869,1074.655396,851.441223,350.719635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,845.631592,732.140381,149.520493,806.251953,634.867981,148.805511,730.477844,688.656921,148.724792,1016.462830,870.416931,223.416840,1072.796753,851.499634,350.049713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,842.992615,732.222107,151.608246,803.581848,634.516968,150.780792,728.188538,688.661499,150.814377,1015.408752,869.618286,223.325409,1071.568481,851.294250,349.770874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,840.342285,731.549011,153.380661,800.714539,634.202820,153.205917,724.985107,688.658569,152.921204,1012.941040,869.654663,223.661118,1069.952271,851.167236,350.064819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,837.360046,731.476990,155.306534,797.561279,634.112793,155.685959,722.200256,688.588623,155.144943,1011.173218,869.289368,223.843826,1068.767334,850.955994,349.570709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,834.377930,731.196411,156.595581,794.212158,633.861816,157.407242,719.148254,688.507385,157.003143,1007.999268,869.503357,224.184494,1066.546143,850.882019,349.439423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,830.980408,731.286621,157.845901,790.655640,633.782166,159.431747,715.551819,688.589233,159.305588,1005.038330,869.584473,224.750687,1064.436890,850.753540,349.860168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,828.156860,730.549561,159.450470,787.241638,633.880554,161.337616,712.177307,688.703552,161.419327,1002.924500,868.736816,225.513397,1062.485474,850.372192,349.610535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,824.151245,730.593994,161.214706,783.005676,634.039673,162.657700,708.909912,688.641541,163.186783,1000.248596,868.646790,225.367493,1060.310181,849.679016,349.788574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,821.121521,730.296875,163.076218,779.693726,633.777954,164.917725,705.236755,688.776917,164.816620,997.337219,868.271912,225.893417,1058.701538,849.212341,349.501953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,817.185120,729.563843,164.825485,775.834106,633.436340,166.862839,701.527832,689.071716,166.717255,993.922363,867.929932,226.148224,1056.683716,848.667236,349.311951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,812.971008,729.524109,165.924301,771.794250,633.290222,168.726471,697.484924,689.343994,168.507202,991.223938,867.122681,226.760269,1054.102661,848.584473,349.301727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,809.816040,729.038391,166.873367,767.594238,633.464294,169.968613,693.447021,689.525940,170.142090,987.957031,866.359375,226.428955,1051.449829,848.391357,349.561523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,806.694702,728.995422,167.785873,763.295349,633.614197,172.233734,689.265564,689.842529,171.722763,984.464294,866.169006,227.170502,1048.809814,847.615112,349.650116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,802.016724,729.428894,169.246689,759.099243,633.336487,173.308365,684.872925,690.174866,173.644409,981.504272,865.347839,227.411911,1046.875000,847.323486,349.506744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,797.647095,728.664307,170.596100,754.350769,633.250183,175.046036,680.717529,690.101929,174.576553,977.635376,865.127625,228.140762,1044.656860,846.657288,348.576813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,792.901611,728.443359,171.653488,749.433044,633.180420,176.660492,,,,973.696960,864.462036,228.615921,1041.979614,846.010620,348.465790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,789.168274,727.930786,172.889877,744.657043,633.071167,177.955994,,,,970.941772,863.459106,228.477081,1038.980225,845.684021,348.540558,672.483582,690.843628,176.654282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,786.007629,727.423157,173.866882,740.020386,632.969604,179.285446,,,,968.020691,862.433472,228.562683,1036.101685,845.169128,348.833649,668.196411,691.034363,178.071655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,781.821472,727.203552,174.447220,735.096375,633.353821,180.137817,,,,963.903748,862.160522,229.052887,1033.190674,844.545654,348.923065,663.639221,691.250000,179.318756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,776.846497,727.213501,175.459106,731.182556,633.174988,180.690781,,,,959.934326,861.382446,229.822723,1030.801270,843.654602,348.850433,659.226501,691.587769,180.529541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,772.644531,726.569580,176.452682,726.205017,632.613037,181.662399,,,,955.685059,860.908386,229.973206,1028.000732,842.795471,348.622772,654.622925,691.805054,181.933441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,768.388977,726.261719,176.824173,721.431519,632.603699,182.044266,,,,952.335510,859.225647,230.331284,1026.136719,841.687012,347.815430,650.043518,691.983337,183.159897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,763.488708,726.357300,177.555557,716.679199,632.468872,182.664764,,,,949.315674,858.349915,230.250671,1022.471008,841.404968,347.994324,645.688354,692.222412,184.035385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,759.456116,725.653503,178.460632,711.868530,632.122681,183.134277,,,,944.856018,858.161682,230.474548,1018.861572,840.397339,348.763367,641.423828,692.498108,184.689484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,755.526001,724.894836,178.836136,707.147522,631.992676,183.637512,,,,941.907227,856.934509,231.275146,1016.295410,839.567017,348.337433,637.121094,692.770081,185.385315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,750.909851,724.764160,179.239471,702.393494,632.163086,184.036835,,,,937.188293,856.190857,231.649750,1013.915283,838.691345,347.643311,632.291626,692.968140,186.161713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,746.625244,724.505737,179.590057,697.549866,632.204712,184.306366,,,,933.088684,855.047302,232.446228,1010.458801,838.002380,347.796082,627.683411,693.210876,186.877914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,742.140076,724.669983,179.563660,692.697205,632.249146,184.575119,,,,929.801880,854.158447,232.555817,1007.229675,836.828247,348.608063,623.321777,693.573364,187.362335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,738.075378,724.531555,179.709396,688.007813,632.420715,184.764709,,,,925.570129,853.730042,233.021042,1004.604614,836.148376,348.011963,618.807861,693.921204,187.512253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,733.919678,724.354492,179.749832,683.267273,632.447021,184.566299,,,,922.645935,852.279602,233.351440,1001.159424,835.395203,348.100891,614.094788,694.288696,187.972763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,729.071777,724.321106,180.099182,678.406189,632.474121,184.595200,,,,918.971436,851.308716,233.611786,998.102295,834.357483,347.915253,609.372620,694.648682,188.403549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,724.863403,723.662292,180.697205,673.490540,632.424683,184.689743,,,,914.582825,850.360779,234.246674,995.393921,833.399963,348.283875,604.854004,695.152344,188.506424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,720.697876,723.681030,180.557144,668.666382,632.608643,184.580704,,,,910.994934,849.669922,234.992004,992.543579,832.442627,347.718933,600.820374,695.762146,187.625793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,716.571411,723.819580,179.986725,663.852722,632.832520,184.560318,,,,906.958496,848.629761,234.866882,988.891357,831.737915,348.056671,596.446350,696.282532,187.243607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,711.969055,723.853394,180.309799,659.110229,633.157959,184.361267,,,,903.304932,847.630188,235.470154,986.951355,830.300171,347.826782,591.875854,696.869690,187.281631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,707.547546,723.332214,180.441101,654.481140,633.528320,184.186813,,,,900.298462,846.901917,235.387024,983.269775,829.915405,348.213287,587.266113,697.598938,186.818436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,703.163452,723.736572,179.638184,649.806030,633.634705,183.665024,,,,897.197205,845.786621,235.428024,980.574158,828.859070,348.080322,582.642090,698.297791,186.665222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,699.018127,723.952576,178.974014,644.972290,633.958191,183.400681,,,,892.542969,845.255737,236.450150,977.780212,828.383850,347.153412,578.411133,698.895874,185.976288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,694.679626,723.806946,178.989975,640.430969,634.404419,183.081741,,,,888.899841,844.063110,237.189316,973.898621,827.518738,348.106842,574.886902,699.456360,184.981186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,690.999146,723.451965,178.687943,636.133972,634.788208,182.552933,,,,884.873413,843.521484,237.102219,970.932312,826.486511,348.598419,570.532166,700.171021,184.360413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,687.129272,724.067871,177.889359,631.679016,635.102722,181.813217,,,,881.517456,842.880920,237.551605,969.103210,825.809082,347.624329,566.038330,700.924194,183.793030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,682.933044,724.401062,177.435989,626.981262,635.326843,181.418243,,,,877.856201,842.234375,237.506683,967.048645,824.847107,347.152496,561.900452,701.514160,183.493835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,678.607727,724.230591,177.196106,622.720642,635.740723,180.834015,,,,873.802246,841.121704,238.440369,963.472229,824.328552,347.318542,558.051575,702.108704,183.078751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,674.611877,724.364624,176.442978,618.639648,636.154480,179.725250,,,,870.837280,840.078430,238.731339,961.099243,823.282471,347.471802,554.188782,702.988281,182.018738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,671.376404,724.386963,176.344131,614.319397,636.455994,178.704987,,,,867.718445,839.621704,238.243210,957.673340,822.659119,347.627655,550.332214,703.674316,181.167847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,668.135254,724.104919,175.255096,610.160034,636.824646,177.714706,,,,864.049805,839.111084,238.738312,955.589600,821.767578,347.464050,546.555847,704.424316,180.201675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,663.963501,724.734009,174.165268,606.403442,637.381348,176.726776,,,,860.903809,837.930115,238.729294,953.235474,820.846130,346.993774,542.679626,705.146606,179.157150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,659.566772,725.172974,174.609192,602.303406,637.718262,175.917496,,,,857.610229,837.230774,238.740601,950.151855,820.341858,347.279907,538.933472,705.837402,177.747604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,655.991272,725.282349,173.760406,598.315186,638.139526,174.779556,,,,854.557739,836.562500,239.057816,947.435364,819.472290,347.198120,534.964783,706.331116,176.910385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,653.528015,725.414917,171.659485,594.365479,638.751404,173.671722,,,,851.600891,835.841431,239.678024,944.937744,818.628174,347.530884,531.728149,707.051697,175.687057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,649.505249,725.400513,171.310303,590.377991,639.281128,173.045334,,,,848.317383,835.014038,239.771362,942.377319,818.007446,346.849609,528.139771,707.727600,174.689697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,645.828308,725.715576,170.335022,586.654419,639.684021,171.725876,,,,845.145203,834.233582,239.831970,940.773621,816.662476,346.751678,524.310974,708.464844,173.798172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,642.799561,726.174622,169.326752,583.109009,640.122070,170.451614,,,,842.565186,833.048401,240.040771,937.437866,816.376465,346.572540,520.949768,709.253052,172.438919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,639.567200,726.493958,168.587570,579.645508,640.517456,168.775925,,,,839.298950,832.433228,240.063141,934.419128,815.891541,346.707336,517.560669,709.987183,170.695236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,636.497742,726.761353,167.283936,576.067383,640.960083,167.302200,,,,836.747375,831.523560,240.510269,932.526001,814.493835,346.667664,514.750305,710.769836,169.727356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,633.038879,727.001526,166.686737,572.650024,641.616760,166.051636,,,,833.181885,831.258728,240.836075,930.364624,813.666382,346.259460,511.591003,711.353882,168.194870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,630.082642,727.318665,166.256851,569.236267,642.048096,164.646210,,,,830.187500,830.281006,241.372849,928.068665,812.861511,345.907043,508.200836,711.999390,166.986481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,627.034790,727.600098,164.502319,565.889587,642.554138,163.418060,,,,827.809631,829.403320,241.136795,926.312988,811.903564,345.644135,505.239502,712.566223,165.382401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,624.249207,727.876038,163.539001,562.370300,643.038879,161.889343,,,,824.511597,829.358154,241.518921,922.823608,811.418884,345.816650,502.055695,713.185486,164.173447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,621.349548,727.783691,162.750137,559.210266,643.579468,160.526489,,,,822.650269,827.868164,240.996002,920.258057,810.466187,345.876495,499.457611,713.880554,162.774231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,618.002075,728.103088,161.611023,556.264771,643.973328,158.504898,,,,819.978943,827.439453,241.179855,918.420166,809.465454,345.922150,496.192749,714.493469,161.416229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,616.332825,728.145325,160.170197,553.366272,644.502380,156.839767,,,,816.733704,826.753235,241.445557,916.283325,808.952820,345.582275,494.058197,715.368042,160.252731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,613.259827,728.488831,159.260147,549.992004,644.986328,155.900101,,,,814.620117,825.955688,241.622452,914.351685,808.180298,345.029968,491.013519,716.195984,158.744827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,611.080811,728.828308,158.432312,547.325745,645.514832,154.396454,,,,811.134399,826.026184,241.310669,912.604492,807.191162,344.205994,488.523499,716.943115,157.533569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,607.990479,728.895569,157.527100,544.343018,646.064392,153.020203,,,,809.719482,825.162781,240.809845,909.613159,807.028137,344.156830,485.993225,717.553040,156.002457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,605.785156,729.294189,156.810760,541.667603,646.459351,151.976074,,,,807.921021,824.093567,240.158112,907.387573,806.343445,343.650146,483.218353,718.180725,155.093475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,603.675842,729.279175,155.259796,539.198425,646.754333,150.322342,,,,805.298828,823.399231,240.426010,906.667053,805.145996,343.018158,481.108490,718.907104,153.389557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,601.170715,729.717896,153.820557,536.587708,647.335693,149.030090,,,,803.139160,822.926758,240.281952,904.436829,804.575378,342.830750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,599.532349,729.921570,152.876526,534.275269,647.746277,147.372650,,,,801.229919,822.140930,240.061234,901.533386,804.351624,342.611755,,,,476.878571,720.470093,151.198898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,596.941040,730.522400,151.829254,531.510010,648.309387,146.374176,,,,799.537048,821.663391,239.427551,900.007629,803.544189,342.441254,,,,474.252380,721.246399,149.807785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,594.321411,730.659302,151.140503,529.144409,648.862000,145.774506,,,,797.501038,821.244202,238.804886,898.438782,802.722229,341.894196,,,,472.099213,721.948730,148.902115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,592.872681,730.656067,150.473038,526.881653,649.514343,144.608887,,,,795.333801,820.561279,238.757919,897.105652,802.398987,340.991699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,590.478638,731.314880,148.946106,524.836792,650.098450,142.680664,,,,794.121582,819.486450,238.384308,895.495178,801.803711,340.198059,,,,,,,467.987701,723.238953,146.611664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,588.894775,731.485352,148.418488,522.388550,650.828674,141.726974,,,,792.049255,819.463867,237.754242,893.465576,801.098389,339.638000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
