Weight59
Date:,2025/04/24
Time:,13:52:59
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
195,536.168884,739.361694,100.659225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.370056,803.063049,307.277710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.641968,653.583740,93.093140,,,,,,,,,,,,,411.960846,710.487976,94.226440,726.159180,829.871582,160.909698,,,,,,
196,536.300537,739.263733,100.508316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.511475,803.122864,307.261505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.709869,653.637024,93.208458,,,,,,,,,,,,,411.949371,710.686951,94.266396,726.018433,829.976318,161.073074,,,,,,
197,536.432007,739.162170,100.424240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.536743,803.159973,307.290985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.657318,653.528870,93.228317,,,,,,,,,,,,,411.864105,710.810730,94.226212,725.983276,829.933289,161.083160,,,,,,
198,536.512024,739.162048,100.398735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.639465,803.230957,307.246643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.913300,653.569153,93.821999,,,,,,,,,,,,,411.935242,710.915222,94.242828,726.044739,829.810486,160.995377,,,,,,
199,536.641357,739.076843,100.426041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.713196,803.322998,307.141663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.097076,653.757935,93.641235,,,,,,,,,,,,,411.833862,711.014893,94.257561,726.111816,829.713135,160.989029,,,,,,
200,536.580261,739.099731,100.461731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.948975,803.331604,307.098297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.083282,653.437866,93.376617,,,,,,,,,,,,,411.824707,711.107361,94.254532,726.136475,829.714294,160.949280,,,,,,
201,536.748291,739.032715,100.582916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.024048,803.341858,307.060883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.081421,653.482971,93.565201,,,,,,,,,,,,,411.826447,711.207947,94.284630,726.107666,829.753052,160.923523,,,,,,
202,536.749023,738.996948,100.478691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.205811,803.403870,307.003967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.074036,653.162292,93.492409,,,,,,,,,,,,,411.710327,711.348572,94.098541,726.177917,829.679199,160.909897,,,,,,
203,536.820801,738.979431,100.544235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.313416,803.386658,306.951141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.054535,652.976807,93.345261,,,,,,,,,,,,,411.895599,711.461914,94.022827,726.117004,829.811646,160.767456,,,,,,
204,536.652771,739.096863,100.525139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.404541,803.342834,306.903931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.063354,652.911499,93.424980,,,,,,,,,,,,,411.900940,711.525635,93.888557,726.138123,829.862366,160.555008,,,,,,
205,536.633057,739.146545,100.444756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.645325,803.301208,306.769226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.058655,652.881104,93.624557,,,,,,,,,,,,,411.893921,711.620544,93.823311,726.242615,829.852234,160.394943,,,,,,
206,536.745911,739.043091,100.471939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.822754,803.335815,306.712097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.079895,652.786133,93.740913,,,,,,,,,,,,,411.850891,711.726929,93.864372,726.335693,829.831726,160.302094,,,,,,
207,536.853027,739.024780,100.493034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.901855,803.314270,306.704773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.996826,652.708557,93.823738,,,,,,,,,,,,,411.779449,711.837830,93.956383,726.325195,829.853760,160.285645,,,,,,
208,536.812805,738.992310,100.338799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.971619,803.392761,306.682861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.973511,652.664917,93.786934,,,,,,,,,,,,,411.708832,711.962219,93.903404,726.392090,829.835815,160.214462,,,,,,
209,536.884766,738.884216,100.177826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.023804,803.420166,306.670227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.917969,652.649963,93.791222,,,,,,,,,,,,,411.555634,712.086182,94.019051,726.456543,829.861755,160.084747,,,,,,
210,536.933777,738.885681,100.254448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.150146,803.408081,306.667725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.969269,652.671753,93.765694,,,,,,,,,,,,,411.481354,712.098511,94.126450,726.570129,829.802551,160.020584,,,,,,
211,537.153198,738.796509,100.100372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.234070,803.534546,306.657806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.937592,652.683838,93.801178,,,,,,,,,,,,,411.448883,712.203186,94.083427,726.680481,829.759216,159.931808,,,,,,
212,537.108582,738.784119,100.141075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.391418,803.529968,306.658997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.916351,652.735657,93.873497,,,,,,,,,,,,,411.451721,712.223450,94.053230,726.732178,829.768433,159.966431,,,,,,
213,537.007385,738.788818,100.216331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.494446,803.511475,306.601105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.837952,652.749939,93.918549,,,,,,,,,,,,,411.434296,712.302551,94.012215,726.758850,829.791504,159.924652,,,,,,
214,537.012756,738.833862,100.191315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.608093,803.631470,306.511993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.812561,652.685730,93.964432,,,,,,,,,,,,,411.451721,712.411987,93.969788,726.811951,829.757446,159.791946,,,,,,
215,537.091736,738.813843,100.173317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.607056,803.761536,306.826447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.833984,652.637451,93.977623,,,,,,,,,,,,,411.379456,712.525696,93.939697,726.854675,829.730713,159.729889,,,,,,
216,537.177917,738.792725,100.141434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.614441,803.798401,306.924225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.904266,652.709839,93.996178,,,,,,,,,,,,,411.352478,712.543762,93.984947,726.875916,829.724915,159.725235,,,,,,
217,537.125244,738.907166,100.130730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.755859,803.799438,306.970032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.882080,652.823669,94.281258,,,,,,,,,,,,,411.321075,712.615845,93.957146,727.032288,829.742981,159.638275,,,,,,
218,537.107666,738.930725,100.134995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.826050,803.775879,306.928619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.849579,652.738037,94.201103,,,,,,,,,,,,,411.490234,712.628784,94.004143,727.004883,829.752808,159.576447,,,,,,
219,537.099976,738.904419,100.127930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.858826,803.756836,306.889130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.709503,652.633240,94.570313,,,,,,,,,,,,,411.346741,712.616577,93.883354,727.007996,829.737854,159.570419,,,,,,
220,537.132507,738.991333,100.116104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.940491,803.761841,306.838501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.816681,652.651550,94.657791,,,,,,,,,,,,,411.269623,712.608032,93.903267,727.009827,829.734314,159.576309,,,,,,
221,537.102051,739.019470,100.103706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.929321,803.752686,306.916443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.048096,652.685242,94.281891,,,,,,,,,,,,,411.228180,712.704956,93.982834,727.121643,829.932251,159.570679,,,,,,
222,537.149353,739.030396,100.102135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.096252,803.729675,306.863831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.145081,652.655273,94.129143,,,,,,,,,,,,,411.353088,712.733276,94.009041,726.997620,829.871704,159.651489,,,,,,
223,537.174622,739.020447,100.069000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.163818,803.710754,306.888397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.161896,652.536560,94.045792,,,,,,,,,,,,,411.370575,712.722961,93.990089,726.929688,829.841003,159.702042,,,,,,
224,537.146301,739.023560,100.068657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.133301,803.590698,306.965332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.221771,652.745239,94.309357,,,,,,,,,,,,,411.185730,712.721130,93.925430,726.969299,829.849182,159.795624,,,,,,
225,537.136414,739.046143,100.098412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.122314,803.525940,306.707245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.280945,652.603882,94.108345,,,,,,,,,,,,,411.153687,712.714172,93.897705,726.931702,829.829590,159.896179,,,,,,
226,537.129639,739.025757,100.067574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.175171,803.533875,306.487915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.347809,652.545166,93.958603,,,,,,,,,,,,,411.149902,712.713257,93.883163,726.909241,829.805969,159.949844,,,,,,
227,537.116272,739.016235,100.092896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.256287,803.562866,306.460510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.421936,652.724854,94.282974,,,,,,,,,,,,,411.173187,712.622803,93.866936,726.895874,829.930847,159.924698,,,,,,
228,537.107910,739.027344,100.130035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.260437,803.458069,306.622772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.418884,652.556213,94.027138,,,,,,,,,,,,,411.196777,712.603516,93.841492,726.790588,829.959473,160.058334,,,,,,
229,537.040344,739.027649,100.167511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.247620,803.437500,306.663177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.410492,652.440918,93.867622,,,,,,,,,,,,,411.192169,712.605896,93.818802,726.784912,829.939270,160.104294,,,,,,
230,537.081421,738.990540,100.111404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.289307,803.566223,306.840332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.394318,652.481018,93.887383,,,,,,,,,,,,,411.178772,712.610474,93.827988,726.803162,829.930420,160.088470,,,,,,
231,537.076538,739.080994,100.093620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.366821,803.537537,306.529175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.412445,652.528870,93.901718,,,,,,,,,,,,,411.130951,712.615662,93.936951,726.761414,829.918579,160.158371,,,,,,
232,536.956848,739.102234,100.126305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.319153,803.456909,306.621857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.439514,652.711304,94.240395,,,,,,,,,,,,,411.156097,712.619934,93.854263,726.720154,829.932556,160.206802,,,,,,
233,536.983093,739.101379,100.147980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.337524,803.411133,306.699341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.324768,652.531433,93.991150,,,,,,,,,,,,,411.333588,712.604675,93.884789,726.637878,829.951599,160.279755,,,,,,
234,537.017822,739.126404,100.131226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.396729,803.513000,306.484100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.445618,652.508972,93.828819,,,,,,,,,,,,,411.359436,712.586609,93.836502,726.559875,829.936584,160.368698,,,,,,
235,537.013184,739.088684,100.114868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.438721,803.543884,306.473633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.493103,652.505615,93.883102,,,,,,,,,,,,,411.324829,712.593384,93.901566,726.422729,829.895935,160.524673,,,,,,
236,536.970398,739.092896,100.130806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.526672,803.500732,306.493866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.448730,652.554199,93.893814,,,,,,,,,,,,,411.196747,712.607849,93.754807,726.425293,829.932861,160.546280,,,,,,
237,537.012024,739.353394,99.789650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.411987,803.424927,306.694214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.429993,652.575317,93.886139,,,,,,,,,,,,,411.164825,712.611267,93.777451,726.362305,829.880676,160.649017,,,,,,
238,537.085144,739.234985,99.894287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.510071,803.463379,306.547211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.431854,652.575562,93.881157,,,,,,,,,,,,,411.126526,712.606873,93.878723,726.274353,829.861938,160.728088,,,,,,
239,536.947083,739.196594,100.106331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.576904,803.403442,306.458588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.465576,652.556152,93.876167,,,,,,,,,,,,,411.053345,712.716248,93.871071,726.263184,829.830322,160.907715,,,,,,
240,536.924622,739.175781,100.131340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.637085,803.383545,306.489868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.484497,652.538513,93.834389,,,,,,,,,,,,,411.104614,712.717468,93.841484,726.307129,829.821167,160.897873,,,,,,
241,536.941101,739.205139,100.051697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.575989,803.396545,306.522614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.448029,652.565918,93.865593,,,,,,,,,,,,,411.152557,712.703552,93.789452,726.343079,829.827148,160.958282,,,,,,
242,537.105713,739.182678,99.926468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.568420,803.374573,306.552368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.491608,652.582703,93.861328,,,,,,,,,,,,,411.149628,712.723877,93.742516,726.357483,829.797546,160.951553,,,,,,
243,537.187378,739.196167,99.841614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.622131,803.378296,306.529755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.494232,652.550598,93.863037,,,,,,,,,,,,,411.109070,712.631592,93.757965,726.306091,829.754822,161.002167,,,,,,
244,536.979980,739.226990,100.020020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.746643,803.341431,306.482391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.514221,652.559631,93.815582,,,,,,,,,,,,,411.322845,712.600098,93.886040,726.353760,829.726440,161.164444,,,,,,
245,537.167419,739.369080,99.625565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.778625,803.264893,306.483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.523010,652.574951,93.792580,,,,,,,,,,,,,411.201843,712.699768,93.863510,726.346191,829.654846,161.233307,,,,,,
246,537.132813,739.138855,99.964027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.704224,803.223145,306.489960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.492737,652.554749,93.810394,,,,,,,,,,,,,411.183960,712.632080,93.796295,726.389282,829.633423,161.177505,,,,,,
247,536.971008,739.102051,100.082626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.718506,803.213867,306.605774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.510376,652.564697,93.808624,,,,,,,,,,,,,411.195648,712.603394,93.800484,726.396667,829.628174,161.172287,,,,,,
248,536.970520,739.121277,100.130219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.851013,803.202759,306.581757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.520874,652.573914,93.800041,,,,,,,,,,,,,411.181244,712.607544,93.827141,726.437927,829.673279,161.275772,,,,,,
249,536.992249,739.117310,100.094009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.828979,803.218628,306.538696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.487793,652.487061,93.833138,,,,,,,,,,,,,411.156433,712.610718,93.826149,726.488586,829.575989,161.309097,,,,,,
250,537.146973,739.013733,100.004654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.659119,803.163086,306.625092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.477753,652.512024,93.842545,,,,,,,,,,,,,411.144135,712.613281,93.832756,726.451111,829.578918,161.325867,,,,,,
251,537.025818,739.016174,100.076347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.853027,803.076233,306.571442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.476318,652.474487,93.849670,,,,,,,,,,,,,411.142059,712.613647,93.836975,726.495483,829.516418,161.433472,,,,,,
252,537.090088,738.995605,100.047852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.717590,803.047729,306.596802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.457062,652.540710,93.875175,,,,,,,,,,,,,411.153625,712.610962,93.826347,726.511169,829.519958,161.477081,,,,,,
253,536.988770,739.004456,100.117180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.904297,803.109680,306.586609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.451111,652.570923,93.874992,,,,,,,,,,,,,411.151337,712.612366,93.824966,726.510315,829.527588,161.475250,,,,,,
254,537.208862,739.160645,99.647980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.100525,803.063416,306.514740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.377838,652.493530,93.843819,,,,,,,,,,,,,411.137451,712.530090,93.710762,726.511719,829.528137,161.466888,,,,,,
255,537.221252,739.022156,99.831451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.161316,803.025269,306.503174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.362793,652.525635,93.828537,,,,,,,,,,,,,411.196625,712.509888,93.787300,726.541626,829.519409,161.510269,,,,,,
256,536.918335,738.988953,100.235245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.188049,803.036438,306.493500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.269867,652.577271,93.842255,,,,,,,,,,,,,411.209290,712.524109,93.818810,726.613831,829.500061,161.512253,,,,,,
257,536.779785,739.077698,100.257523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.125122,803.158508,306.493164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.217987,652.546631,93.761925,,,,,,,,,,,,,411.218140,712.525269,93.807915,726.620361,829.471741,161.511780,,,,,,
258,536.831421,738.913940,100.247009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.158020,803.149780,306.486633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.189667,652.609619,93.688759,,,,,,,,,,,,,411.254456,712.436707,93.813492,726.602356,829.490540,161.544235,,,,,,
259,536.864868,738.872375,100.288956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.300232,803.144836,306.510284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.094910,652.678284,93.538712,,,,,,,,,,,,,411.282166,712.349426,93.813202,726.539307,829.526062,161.586777,,,,,,
