Weight13
Date:,2025/04/16
Time:,10:57:04
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
55,864.675415,677.108093,152.580353,1075.995117,724.665283,417.934723,781.176025,631.662781,116.577812,1098.634277,753.837036,261.950531,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.480835,709.383728,117.418205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,862.002075,677.465637,153.722412,1074.459961,725.068848,417.770111,778.944885,632.056152,117.109406,1096.275513,755.006714,261.602783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,858.629150,678.488647,154.547211,1073.352173,725.344788,417.991913,776.121216,632.422546,118.542816,1094.651245,755.564209,261.766449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.739624,710.003784,121.483162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,856.514404,678.880493,155.763794,1072.418213,725.796143,417.906097,773.224182,632.869202,120.493759,1091.785156,756.560059,261.282379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.287354,710.207214,122.381676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,853.560425,679.648682,156.350357,1070.639160,726.352905,417.551697,770.165833,633.229004,121.698410,1089.881348,757.104004,261.295074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,850.723816,680.372620,157.903534,1068.689819,726.825806,417.334717,767.054810,633.592712,122.703171,1087.375000,757.809814,261.314484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.911621,711.148865,124.755600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,847.642456,680.793091,158.649139,1067.286255,727.324036,417.467865,764.113464,633.985596,124.100082,1084.969360,758.507813,261.260986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.581665,711.446655,126.431023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,844.149048,681.437317,159.657700,1066.010620,727.804504,417.211517,760.441528,634.323181,125.776588,1082.307251,759.360229,261.113647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,841.504272,681.690979,160.460480,1064.066040,728.169800,416.978546,757.295532,634.887512,127.214363,1079.276978,760.218445,260.440704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,837.574158,682.260681,161.381531,1062.072632,728.677124,417.116486,753.785645,635.452148,128.215332,1076.957275,761.028625,260.689789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.750854,712.977295,130.967621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,833.862671,683.107300,162.740875,1060.580200,728.893677,416.620026,750.420105,636.106201,129.593460,1073.310669,761.847473,260.492981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.178833,713.425659,132.208405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,830.762085,683.429504,163.751587,1058.311768,729.304565,416.223907,746.564209,636.827515,130.992493,1070.284424,762.442993,260.100311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.526245,713.820435,132.623016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,826.852417,684.150513,164.525452,1056.074707,729.752319,416.397339,742.774780,637.188782,132.209564,1067.675049,762.679321,260.439392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,823.158081,684.958618,165.028656,1054.735352,729.931335,415.847504,738.727600,637.489563,132.931290,1064.020630,763.882324,259.520172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,819.183044,686.045227,165.993881,1051.935303,730.454468,416.100922,734.954590,638.363403,134.188583,1060.888550,764.612854,259.759644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,815.297791,686.417480,167.227905,1050.288330,730.677368,415.958191,730.901611,639.002197,135.754089,1058.077148,765.143005,259.526672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.048157,716.230164,138.225998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,811.518372,686.902954,168.142303,1047.764282,731.597046,415.361542,726.647827,639.416809,136.612000,1054.176270,766.091003,259.026642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.590210,716.768005,139.905441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,806.853943,687.963806,168.495834,1045.497803,731.872314,415.580994,722.746948,640.024292,137.511719,1050.489624,766.701172,258.848297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.940430,717.232300,141.135986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,802.562622,688.337158,169.372238,1043.148315,732.430115,414.705322,718.613037,640.468689,138.669434,1047.361694,767.076782,258.326904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.639832,717.646667,142.275085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,798.614807,688.888855,169.853607,1041.300171,732.681335,414.968536,713.937866,640.923279,139.839783,1044.022095,767.411865,258.237579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.505554,718.085266,143.242233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,794.539246,689.214783,170.734146,1038.711426,733.005371,414.524231,709.611755,641.446655,140.592804,1039.277466,768.294922,257.877930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.373413,718.548279,143.998627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,789.758545,689.774780,171.656723,1036.649658,733.204102,414.549164,705.720642,641.886841,141.076538,1035.585693,768.995300,257.448212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.903625,719.089355,144.561157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,785.222595,690.667664,172.238907,1033.879883,733.463867,414.267883,700.946716,642.376465,142.034363,1031.804199,769.500610,257.300568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.670959,719.653503,145.305054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,780.828369,691.627991,172.464981,1031.910522,733.596252,413.770966,696.435120,642.728149,142.818939,1028.019653,769.827637,257.179626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.254333,720.091064,146.037521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,776.634888,692.013000,173.040466,1028.955933,733.973938,413.388245,692.027283,643.393372,143.322845,1024.411987,770.327759,256.812561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.510742,720.542419,146.650803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,772.101563,692.506531,173.113678,1026.919800,734.125183,413.182373,687.401733,644.053345,143.889328,1020.427856,771.045593,256.461182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.612305,720.949646,147.689987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,767.841980,692.912842,173.133804,1023.727051,734.441650,412.743073,682.628418,644.742859,144.693970,1015.782898,771.630737,256.205231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.818054,721.514526,148.774857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,763.708740,693.375977,173.619904,1021.534302,734.537170,412.785339,677.966919,645.195496,145.328384,1011.120850,772.101563,255.748596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.231262,722.076111,149.574509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,758.861511,694.209473,173.897156,1018.189697,734.911682,412.230988,673.120605,645.612122,145.990250,1007.751770,772.356934,255.449387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.705811,722.736877,150.006699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,753.979553,694.824097,173.869034,1016.136658,734.900635,412.191956,668.609253,646.234253,146.264160,1004.143616,772.710571,255.352158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.385803,723.536682,149.664825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,749.302612,695.343384,173.965698,1012.913940,735.249756,411.537537,663.961060,647.059692,146.727219,999.596741,773.119690,255.340668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.945801,723.981567,149.408585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,744.476318,695.752563,173.824615,1010.463684,735.393982,411.909546,659.229919,647.611206,147.134140,994.899719,773.555420,254.806366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.194885,724.481506,149.905106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,740.085754,696.129395,174.001648,1007.322876,735.636536,411.166901,654.394897,648.004028,147.367355,990.626526,773.941162,254.350876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.243408,724.913330,150.591385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,735.560669,696.626099,174.022507,1004.765564,735.702026,411.451965,649.335754,648.275208,147.849213,986.406677,774.256653,254.058121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.355286,725.527283,150.780731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,730.995972,696.790833,174.050140,1002.088074,735.765564,410.942444,644.780640,648.611267,147.388565,982.361145,774.147583,254.232071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.414307,725.972534,151.025467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,725.807983,697.322510,174.129288,999.022095,735.969238,410.778809,640.156860,649.129639,147.017914,978.251160,774.170715,254.248871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.288940,726.204163,151.584396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,720.593323,698.046265,174.219467,996.563293,736.082275,410.398956,635.405640,649.755554,147.122879,973.840820,774.425293,253.727081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.546631,726.519775,150.950134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,715.932739,698.502991,173.809631,993.169128,736.353516,410.444580,630.610352,650.077393,146.982346,969.052551,774.595337,253.599548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.776428,726.826904,150.246811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,711.339050,699.010620,173.376465,991.064270,736.186340,410.170166,625.728271,650.453552,146.465866,964.927429,774.649536,253.830902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.665771,727.263550,150.385925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,706.862366,699.644104,172.801575,987.519470,736.426208,410.139008,621.321411,651.012085,145.945236,960.926392,774.467712,253.921249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,702.520325,699.788452,172.718277,985.415833,736.157349,409.856842,616.873169,651.441833,145.713409,956.780334,774.447327,253.871765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,697.954651,700.019104,172.255768,981.747559,736.418945,409.584595,612.301941,651.786255,145.487534,952.173706,774.745850,253.616776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.867737,728.512024,149.290726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,693.062988,700.715027,172.126083,979.712952,736.232605,409.641388,607.535950,652.039063,145.089249,947.616943,774.710205,253.571167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.133240,729.137634,147.794434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,688.359192,701.216248,171.664688,976.447327,736.303772,409.542908,602.922119,652.529968,145.084488,943.460754,774.579102,253.602509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,683.957703,701.390442,171.102692,974.123657,736.123901,409.598969,598.514160,652.925598,144.344025,939.615173,774.468872,253.673065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.896423,729.989258,147.333618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,679.648499,701.533630,170.924255,970.493713,736.417236,409.432007,593.889282,653.335083,143.804031,935.872375,774.298889,253.916992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.290833,730.620667,146.821472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,675.676758,701.633301,170.504868,968.047974,736.123901,409.806702,589.198547,653.579712,143.176361,931.137451,774.677795,253.750549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.728516,730.887817,146.639572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,671.321289,702.267700,169.785675,964.810303,736.315002,409.448029,585.101807,654.048157,142.565460,926.641235,774.815979,253.695892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.525208,731.227600,145.953720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,666.652344,702.505371,169.444199,962.390198,736.086609,409.574219,580.953430,654.482605,141.961777,922.879150,774.476929,254.029709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.906860,731.742188,145.128784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,662.597412,702.225525,168.904739,959.233154,736.285339,409.310089,576.750488,654.745300,141.189484,919.029846,774.275940,254.651199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.011292,731.922302,144.367874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,658.684204,702.411438,168.475006,956.958740,735.884460,409.344971,572.672058,655.022095,140.374832,914.753052,774.376038,254.265381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,654.380005,702.894836,167.720901,953.931824,736.166565,409.230286,568.855042,655.149353,139.480621,910.736816,774.162598,254.015259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,650.535645,702.866211,167.026199,951.407532,735.834717,409.555878,564.774109,655.327087,138.719009,907.246643,773.617737,254.471542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,646.971313,702.930786,166.598602,948.582458,735.922852,409.388733,560.990051,655.572388,137.937485,903.122314,773.633789,254.803665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.820007,732.795044,142.344070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,642.896118,703.175049,166.083664,946.383606,735.401978,409.716492,557.264893,655.814026,137.253738,899.749756,773.346130,254.998962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.027344,732.880920,141.333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,639.365295,703.303833,165.441742,943.885925,735.295166,409.326111,553.444763,655.822449,136.644989,896.332520,773.218384,255.178772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.933472,733.009521,141.188004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,635.820923,703.609375,164.515533,941.563721,735.068237,409.701691,549.968811,656.052734,136.102463,892.087585,773.149109,255.601028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,631.770752,703.840088,164.283386,938.648621,735.085205,409.421600,546.203857,656.104004,135.575745,889.353760,772.794556,255.842514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,628.994507,703.580017,163.685913,936.359802,734.713318,409.608368,542.705505,656.341064,134.791122,885.951111,772.861694,256.150269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.464508,733.759216,139.342285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,624.964417,704.086609,163.338013,933.758789,734.789429,409.797363,539.583740,656.518127,134.015045,882.622009,772.745239,256.041962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,622.043030,703.863403,162.752838,931.330505,734.203186,409.808838,536.409424,656.546875,133.244125,878.865417,772.803772,256.391144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,618.921143,704.186096,161.869431,929.660034,734.264221,409.880737,533.312866,656.738281,132.301727,875.667603,772.581055,256.726868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.852844,734.356384,136.929016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,615.435547,704.282104,161.190781,926.980591,733.804260,409.713135,529.950256,656.784973,132.046646,872.860168,772.179138,256.865723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,612.412354,704.251221,160.686829,925.440308,733.051575,409.711975,527.087341,656.864990,131.163589,869.275635,772.082153,257.115936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,609.747070,704.161743,160.177643,922.426880,733.103638,410.049225,524.088196,656.958069,130.067429,866.880310,771.453247,257.361816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.691650,734.751221,134.581100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,606.726379,704.488647,159.386871,919.625305,733.135986,409.977142,521.377625,657.023743,129.419403,863.554077,771.450378,257.723114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,603.706665,704.162476,158.948257,918.316467,732.488281,410.765320,518.534180,657.047607,128.736633,860.820068,771.065308,258.127808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.825684,734.732239,132.830017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,601.125793,704.327393,158.104416,915.964111,732.638733,410.437683,515.859863,657.146423,128.068314,857.730713,771.279114,258.134155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.830505,734.764587,131.576965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
