Weight61
Date:,2025/04/30
Time:,17:44:35
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
19,,,,1064.061768,804.539490,433.745667,810.225708,621.146362,126.454498,743.381287,660.760620,120.785812,1045.953613,833.575623,255.959808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,1063.590576,804.764526,433.900208,808.644775,621.950500,128.826599,741.774597,661.590027,122.310951,1045.241699,833.919373,256.375854,848.804016,717.098267,137.547272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,1062.838135,804.971863,433.943573,807.046997,622.758972,130.798111,740.119751,662.373108,124.697548,1044.431274,834.363586,256.437012,847.543335,717.376465,138.221024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,1062.042603,805.251831,433.766846,804.918213,623.445068,133.661575,738.028015,662.838257,127.282188,1043.488281,834.698914,256.477386,846.635193,717.853577,138.662903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,1061.079834,805.530640,433.443909,803.039368,624.168335,135.809830,736.157410,663.641541,129.245132,1042.309570,835.030884,256.896637,844.871033,718.922302,141.089661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,1059.869751,805.772522,433.262756,800.895264,624.993103,138.636337,733.786743,664.477234,131.601532,1041.083618,835.455383,257.479858,842.440002,719.431274,143.314728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,1059.111694,806.066772,433.528656,798.526123,625.510071,140.923508,732.029114,665.085205,133.265823,1039.903442,835.943787,257.661133,840.092529,719.985474,145.052795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,1058.364380,806.278625,433.961426,796.167236,626.293518,143.684982,729.352783,665.827393,136.173874,1039.022461,836.504944,257.867310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,1057.516968,806.564026,434.007690,793.457397,626.781799,146.379105,726.870728,666.432617,138.614319,1037.101807,837.148865,258.297882,,,,834.880493,721.566406,148.556412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,1056.181885,806.835999,433.771759,790.856750,627.517029,148.734161,724.225037,667.198792,141.169220,1035.328491,837.563843,258.346832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,1054.959473,806.976135,433.542877,787.844727,628.124390,151.535721,721.216553,667.885193,143.552048,1033.577271,838.169495,258.981750,,,,,,,829.898071,722.726746,152.313629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,1053.410034,807.184448,433.893768,784.993286,628.781006,153.509933,718.100098,668.430176,146.642838,1031.917480,838.520935,259.390411,,,,,,,826.609741,723.243042,154.514069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,1052.137573,807.544128,434.337952,781.666626,629.627319,156.025208,715.014709,668.982239,148.793777,1029.665283,838.989258,259.493195,,,,,,,823.840942,723.802063,156.052109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,1050.959473,807.782104,433.847717,778.466309,630.037231,158.221207,711.583313,669.349548,151.804398,1027.385376,839.473511,259.969879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,1048.991211,808.028687,433.886719,775.306274,630.703247,160.647842,708.297913,669.959167,154.186386,1024.944214,839.928528,260.723785,,,,,,,,,,817.847290,724.975098,160.000748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,1047.126953,808.312134,434.152252,771.505554,631.157715,163.053452,704.829956,670.843506,156.039322,1022.394043,840.452576,260.932343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,1045.802368,808.577820,434.104065,768.076477,631.563660,164.762405,701.169495,671.262329,158.628769,1019.746155,841.038574,261.589020,,,,,,,,,,,,,810.099243,726.149475,164.111481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,1043.519409,808.782349,434.270996,764.259155,632.211853,167.288971,697.472290,671.877930,161.409637,1017.020020,841.356812,261.945770,,,,,,,,,,,,,806.753296,726.545959,165.952759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,1041.500122,809.113098,434.072632,759.986450,632.599487,169.127167,693.395691,672.707275,163.386154,1013.902588,841.918945,262.558014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,1039.866699,809.318970,434.773041,756.202881,633.239746,171.140167,689.836548,673.374878,165.211395,1010.699524,842.490723,263.325775,,,,,,,,,,,,,,,,798.212402,727.822510,170.891342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,1036.911987,809.691650,434.721558,751.893433,633.782837,172.767624,685.565002,674.103088,167.454498,1007.367004,842.966614,263.615509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,1035.010010,809.959229,434.802887,747.676270,634.145386,174.551010,680.935120,674.528503,170.039810,1004.309448,843.496521,264.044647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,1032.318726,810.207153,435.245483,743.164856,634.733276,176.559692,676.384460,674.882507,172.504105,1000.563477,844.074036,264.547302,,,,,,,,,,,,,,,,,,,786.517395,729.070435,174.871445,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,1029.965576,810.472534,435.191162,738.461365,635.288086,178.562668,672.073425,675.613953,174.858765,996.683777,844.625366,265.044159,,,,,,,,,,,,,,,,,,,782.488892,729.231567,176.945450,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,1027.397339,810.732849,435.574310,734.122437,635.779968,179.811584,667.571411,676.366089,176.448135,993.101685,845.260498,265.602112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,1024.634155,811.074768,435.370453,729.404114,636.369873,181.288742,662.923401,677.061646,177.833359,989.278992,845.639160,265.682648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,1021.648438,811.354126,435.713318,724.419067,636.918579,182.649445,658.206482,677.653198,179.794693,985.346069,845.909424,266.520264,,,,,,,,,,,,,,,,,,,,,,768.280518,730.386963,182.771805,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,1018.645630,811.683838,436.193542,719.401611,637.226563,184.091522,653.446777,678.293640,181.478683,981.171997,846.298828,267.090546,,,,,,,,,,,,,,,,,,,,,,762.574341,731.041626,185.309372,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,1015.906860,811.812439,436.164917,714.638611,637.718201,185.471664,648.658203,678.966736,183.211517,976.968994,846.802979,267.532379,,,,,,,,,,,,,,,,,,,,,,757.866699,731.411560,186.906616,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,1013.032471,812.148560,436.444000,709.529846,638.136169,187.033478,643.552856,679.761169,185.344742,972.590698,847.256287,268.126221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,1010.067200,812.252075,436.687653,703.699219,638.991272,188.691803,638.525269,680.390259,187.093201,968.150879,847.680908,268.587372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,1006.583374,812.515076,436.925201,699.040527,639.209412,189.466187,633.331055,680.987122,188.402542,963.343994,848.197754,268.878448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,1003.391968,812.802246,437.387848,694.085266,639.649902,190.224045,628.020874,681.639221,190.212479,958.661316,848.437256,269.374298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,1000.229797,812.824463,437.402588,689.030151,640.300049,191.211243,623.132935,682.268188,191.488571,954.046875,848.728516,270.103577,,,,,,,,,,,,,,,,,,,,,,,,,734.417603,733.127136,192.192657,,,,,,,,,,,,,,,,,,,,,
53,,,,997.198486,813.091919,437.426117,683.744629,640.704468,192.290375,618.327087,682.835327,192.351303,949.619812,848.991028,270.522736,,,,,,,,,,,,,,,,,,,,,,,,,729.793640,733.612244,193.351212,,,,,,,,,,,,,,,,,,,,,
54,,,,993.384888,813.376709,437.664032,678.300964,641.117310,193.477524,613.309326,683.505676,193.575043,944.925842,849.286987,270.960266,,,,,,,,,,,,,,,,,,,,,,,,,724.638794,734.248535,194.220047,,,,,,,,,,,,,,,,,,,,,
55,,,,990.442383,813.393250,438.180328,673.151428,641.466064,193.996567,608.030640,684.180054,195.045197,939.912048,849.536743,271.103058,,,,,,,,,,,,,,,,,,,,,,,,,719.442810,734.511963,195.086594,,,,,,,,,,,,,,,,,,,,,
56,,,,986.907043,813.501282,438.014526,668.080017,641.865295,194.282440,602.806885,684.667053,195.959229,935.137146,849.649963,271.687958,,,,,,,,,,,,,,,,,,,,,,,,,714.109070,734.799866,196.081116,,,,,,,,,,,,,,,,,,,,,
57,,,,983.421692,813.614624,438.365112,662.753296,642.198914,194.985519,597.597229,685.186279,196.763702,930.471863,849.822083,272.169403,,,,,,,,,,,,,,,,,,,,,,,,,708.772461,735.052490,197.031815,,,,,,,,,,,,,,,,,,,,,
58,,,,979.816101,813.708435,438.535095,657.428528,642.654968,195.718170,592.472717,685.695801,197.467239,925.673645,849.878906,272.646912,,,,,,,,,,,,,,,,,,,,,,,,,703.704834,735.131836,197.337448,,,,,,,,,,,,,,,,,,,,,
59,,,,976.223816,813.696716,438.667572,652.079468,643.030701,196.143204,587.428894,686.226135,198.177521,920.791443,849.895325,273.138947,,,,,,,,,,,,,,,,,,,,,,,,,698.835205,735.383179,197.380188,,,,,,,,,,,,,,,,,,,,,
60,,,,972.922363,813.708984,439.169067,646.834473,643.420349,196.498154,582.288086,686.601563,199.131866,915.743164,849.888855,273.543152,,,,,,,,,,,,,,,,,,,,,,,,,694.198120,735.716736,196.980911,,,,,,,,,,,,,,,,,,,,,
61,,,,969.123413,813.714844,439.011078,641.515259,643.713684,196.740585,577.190002,687.110046,199.756866,910.531494,849.886475,273.956299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,965.682312,813.634827,438.882965,636.528320,643.997498,196.425278,572.127808,687.586060,200.237534,905.507935,849.897644,274.170258,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.436462,736.271057,198.493698,,,,,,,,,,,,,,,,,,
63,,,,961.899719,813.636230,439.178436,631.425293,644.325989,196.160919,566.659119,688.025085,200.599930,900.713806,849.818054,274.334595,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.240662,736.627563,199.164429,,,,,,,,,,,,,,,,,,
64,,,,958.508484,813.429016,439.306946,626.125122,644.774231,196.091492,561.611816,688.400940,200.533844,895.969360,849.534851,274.753540,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.704590,736.906372,198.345184,,,,,,,,,,,,,,,,,,
65,,,,955.037048,813.194336,439.336456,620.833984,645.093323,195.675751,556.522156,688.829712,200.276505,891.176147,849.277649,275.390900,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.532227,737.100159,198.789383,,,,,,,,,,,,,,,,,,
66,,,,951.158264,813.054810,439.332550,615.765137,645.432617,195.305847,551.401611,689.308594,200.304810,886.211365,849.102539,275.692963,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.425842,737.224487,199.025742,,,,,,,,,,,,,,,,,,
67,,,,947.552246,812.934509,439.632813,610.576904,645.659485,195.091461,546.400208,689.856628,200.357269,881.079712,848.894470,276.014587,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.391663,737.594666,198.717926,,,,,,,,,,,,,,,,,,
68,,,,944.230347,812.739929,439.572174,605.327820,645.803345,194.134430,541.615540,690.231506,199.872375,876.131653,848.631104,276.068146,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.289856,737.903442,198.457565,,,,,,,,,,,,,,,,,,
69,,,,940.456665,812.569458,439.455566,600.230591,646.246277,193.258148,536.853027,690.816833,198.920502,871.411377,848.273499,276.072784,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.654724,737.732910,197.769852,,,,,,,,,,,,,,,,,,
70,,,,936.905884,812.491333,439.451324,595.417664,646.572754,192.505112,531.991882,691.347900,198.447067,866.872498,847.841492,276.119446,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.969604,738.107361,196.713211,,,,,,,,,,,,,,,,,,
71,,,,933.666199,812.221191,439.424866,590.426758,646.849121,191.236740,526.856201,691.800537,198.117340,862.358093,847.373474,276.343292,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.283447,738.244995,196.425995,,,,,,,,,,,,,,,,,,
72,,,,929.791565,811.795593,439.508484,585.348022,647.219482,190.283966,521.810303,692.324097,197.336197,857.693970,846.963867,276.686432,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.575134,738.223938,195.954178,,,,,,,,,,,,,,,,,,
73,,,,926.368530,811.256226,439.479340,580.384216,647.524170,189.226471,516.742126,692.706787,197.143051,853.160645,846.443542,276.995789,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.552673,738.621704,195.186295,,,,,,,,,,,,,,,,,,
74,,,,923.022461,810.857422,439.450226,575.535828,647.868591,188.057190,512.065979,693.153625,195.859329,848.407166,845.970154,276.861847,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.984985,738.528259,194.367432,,,,,,,,,,,,,,,,,,
75,,,,919.228455,810.607300,439.249939,570.590515,648.105286,186.856934,507.334656,693.579224,194.980499,843.705322,845.605530,276.611572,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.659912,738.772339,193.023560,,,,,,,,,,,,,,,,,,
76,,,,915.961365,810.417725,438.873138,565.699646,648.426147,185.853439,502.709442,694.221863,193.576874,839.448730,844.945496,276.353821,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.582581,738.915344,192.625992,,,,,,,,,,,,,,,,,,
77,,,,912.315125,810.063232,439.200348,561.077454,648.712036,184.348816,498.326294,694.857788,191.800293,835.088135,844.227478,276.448944,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.147400,739.117126,191.538269,,,,,,,,,,,,,,,,,,
78,,,,908.904602,809.524597,438.782104,556.568298,649.026062,182.652237,494.118469,695.422485,190.061447,830.760742,843.674255,276.698700,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.464539,739.108276,189.810745,,,,,,,,,,,,,,,,,,
79,,,,905.699829,808.967651,438.719421,552.142456,649.443848,180.978668,489.618835,695.949219,188.461563,826.797607,843.134277,276.506317,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.743347,739.104492,188.205032,,,,,,,,,,,,,,,,,,
80,,,,902.448364,808.323608,438.467896,547.735779,649.910400,179.563171,485.193817,696.328857,187.027008,822.575317,842.520325,276.133301,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.837891,739.491028,187.431152,,,,,,,,,,,,,,,,,,
81,,,,898.639526,807.861816,438.138184,543.048889,650.077942,177.923660,481.005829,696.747192,185.872437,818.369141,841.662048,275.981995,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.326050,739.568481,186.501495,,,,,,,,,,,,,,,,,,
82,,,,895.745972,807.514282,437.925262,538.676819,650.272522,176.104965,476.814789,697.344727,183.758102,814.538025,841.109741,275.646698,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.344910,739.729797,185.264938,,,,,,,,,,,,,,,,,,
83,,,,892.470520,807.255737,437.505432,534.785461,650.577820,173.870438,472.900543,697.987366,181.628357,810.739014,840.610291,275.496338,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.516724,739.854858,184.254807,,,,,,,,,,,,,,,,,,
84,,,,888.813110,806.661804,437.353882,530.421631,651.067810,172.114182,469.053925,698.376770,179.848862,806.825623,839.668152,275.382690,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.952332,739.905762,182.157425,,,,,,,,,,,,,,,,,,
85,,,,885.720154,805.980835,436.985748,526.441284,651.430420,170.213165,464.786987,698.663818,178.910782,803.080933,838.948486,274.808136,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.553528,739.669922,180.135178,,,,,,,,,,,,,,,,,,
86,,,,883.077942,805.357727,436.667786,522.853088,651.591492,167.741531,460.663086,699.115295,176.599838,799.163879,838.376038,274.413788,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.458008,739.736633,178.829849,,,,,,,,,,,,,,,,,,
87,,,,879.479858,804.845581,436.175415,518.388977,651.681091,166.118484,457.058807,699.683472,174.530365,795.509033,837.555176,274.085449,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.607056,739.933044,178.423309,,,,,,,,,,,,,,,,,,
88,,,,876.792480,804.249146,435.621094,514.673035,652.126221,163.876434,453.639160,699.920593,172.643784,792.110474,836.561951,273.995728,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.257507,740.082336,176.454208,,,,,,,,,,,,,,,,,,
89,,,,873.467712,803.920044,435.496674,511.080688,652.406921,161.634018,450.043030,700.306030,170.519913,788.854858,835.790771,273.626587,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.342712,739.788879,174.931320,,,,,,,,,,,,,,,,,,
90,,,,870.786499,803.290161,434.763733,507.651062,652.597961,159.499619,446.549652,700.895447,167.837189,785.525085,835.171692,273.202179,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.319458,739.837097,172.845612,,,,,,,,,,,,,,,,,,
91,,,,867.491760,802.703735,434.865967,504.244659,652.822754,157.127274,443.200684,701.141235,166.006836,781.988098,834.265564,272.366241,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.069397,739.782410,171.480850,,,,,,,,,,,,,,,,,,
92,,,,864.567200,802.077698,434.552124,500.829712,653.115845,155.131271,440.215424,701.712585,164.062500,779.077759,833.208374,272.151123,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.085083,739.845825,169.516281,,,,,,,,,,,,,,,,,,
93,,,,862.039734,801.351868,433.831726,497.520081,653.259094,152.760849,437.133087,702.084290,161.943893,776.143066,832.537903,271.845917,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.320984,739.920593,168.332520,,,,,,,,,,,,,,,,,,
94,,,,859.423218,801.015503,433.467896,494.080353,653.450256,151.118698,434.123749,702.592651,160.194229,772.919556,831.861267,271.336578,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.488831,739.839905,165.904358,,,,,,,,,,,,,,,,,,
95,,,,856.878723,800.448059,432.839264,491.195221,653.760254,149.244934,431.599304,703.039307,157.408875,770.048584,830.971802,271.104492,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.754883,739.840393,164.946960,,,,,,,,,,,,,,,,,,
96,,,,854.216919,799.863525,432.466095,488.378510,653.929504,147.132706,428.697510,703.527832,156.034882,767.568726,830.126404,270.496521,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.871399,739.798584,163.287430,,,,,,,,,,,,,,,,,,
97,,,,852.207825,799.033264,431.823914,485.535461,653.947876,145.161682,425.940948,704.013550,153.859711,764.608398,829.635681,269.735229,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.752502,739.705078,161.492249,,,,,,,,,,,,,,,,,,
98,,,,849.672241,798.366394,431.667175,482.921051,654.165344,143.564438,423.490997,704.449707,151.805099,762.206970,829.009277,269.212646,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.974121,739.698120,159.661774,,,,,,,,,,,,,,,,,,
99,,,,846.939880,797.918396,431.392426,480.311554,654.387756,142.100525,421.077301,704.716553,149.983490,759.651428,828.069946,268.707520,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.046814,739.813782,157.950424,,,,,,,,,,,,,,,,,,
100,,,,845.421753,797.528748,430.510345,478.109192,654.739746,140.144455,418.651001,705.139404,148.173386,757.596436,827.260559,268.110809,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.681091,739.562134,156.651611,,,,,,,,,,,,,,,,,,
101,,,,843.498230,797.628296,429.916870,475.896301,654.770874,138.313629,416.614044,705.283264,146.068512,755.397095,826.713928,267.720856,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.760986,739.778076,154.951736,,,,,,,,,,,,,,,,,,
102,,,,841.205811,797.390808,429.795471,473.774902,654.779907,137.050247,414.525543,705.619873,144.586060,753.337463,826.327576,266.696075,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.727295,739.620300,153.625793,,,,,,,,,,,,,,,,,,
103,,,,839.372559,796.842163,429.248871,471.881805,654.782166,135.552429,412.814392,705.887390,142.613525,751.335449,825.672424,266.102570,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.115967,739.598145,151.530594,,,,,,,,,,,,,,,,,,
104,,,,837.817200,795.955444,428.740326,470.065918,654.965515,134.241913,411.038269,705.958374,141.300507,749.531494,825.013550,265.388306,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.194275,739.763123,150.591431,,,,,,,,,,,,,,,,,,
105,,,,835.533447,795.378235,428.114960,468.471405,654.823975,132.565430,409.226196,705.976563,139.611465,747.899475,824.254456,264.976318,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.457092,739.605469,149.138367,,,,,,,,,,,,,,,,,,
106,,,,834.010620,795.283386,427.274048,466.932129,654.701965,130.932404,408.079590,706.165771,137.295853,745.863953,823.623840,264.383911,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.932556,739.552307,147.409485,,,,,,,,,,,,,,,,,,
107,,,,,,,465.486664,654.691467,129.864899,406.626953,706.233704,135.798660,744.635376,823.345154,263.362091,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.551514,739.540344,146.249176,,,,,,,,,,,,,,,,,,
