Weight19
Date:,2025/04/16
Time:,14:18:25
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
45,887.584412,711.695129,118.571648,833.692749,630.742126,84.842323,762.896729,687.185608,95.144371,1107.826050,851.396729,282.068665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,887.562805,711.685974,118.696068,833.740601,630.748901,84.867958,762.889893,687.206482,95.118416,1107.887695,851.328857,282.289459,,,,1134.874756,845.088135,424.949371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,887.547302,711.687378,118.656418,833.752197,630.830261,84.832703,762.902344,687.195313,95.080254,1107.835693,851.485413,282.092834,,,,1134.666504,845.031250,424.867462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,887.475952,711.711365,118.660507,833.787598,630.789001,84.910263,762.946960,687.188049,95.151588,1107.821533,851.525635,282.012390,,,,1134.573120,845.031677,424.813263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,887.590576,711.758545,118.640053,833.659058,630.706543,84.978859,762.974426,687.201233,95.208412,1107.736938,851.470520,281.812195,,,,1134.554321,845.040833,424.819336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,887.569580,711.760193,118.569740,833.582581,630.696350,84.972870,762.948120,687.202515,95.214417,1107.667236,851.550293,281.824158,,,,1134.256226,845.076233,424.755890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,887.535461,711.691833,118.633728,833.538818,630.747498,84.968208,762.922424,687.207825,95.247398,1107.571167,851.736938,281.867889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,887.572754,711.626221,118.730293,833.538147,630.773438,84.959854,762.940674,687.206482,95.233879,1107.546143,851.690796,281.871124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,887.481384,711.684998,118.660492,833.470032,630.721130,85.000992,762.980164,687.198120,95.293159,1107.515625,851.705505,281.877869,,,,,,,1133.818481,845.088806,424.560059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,887.498901,711.696777,118.672409,833.490356,630.708923,85.004868,763.052979,687.181335,95.262497,1107.454346,851.724365,281.824463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,887.445618,711.701599,118.680382,833.420776,630.732239,85.089890,763.070129,687.200989,95.218666,1107.458252,851.775146,281.773407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,887.450623,711.643127,118.688873,833.380615,630.775818,85.155235,763.058594,687.182983,95.347458,1107.464233,851.849304,281.774689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,887.267822,711.583862,118.389900,833.417725,630.847778,85.303436,763.023804,687.169373,95.354301,1107.273926,851.834534,281.824799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,887.383789,711.604431,118.686256,833.350098,630.854858,85.392761,763.057251,687.186951,95.361641,1107.204590,851.856323,281.856049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,887.353333,711.707947,118.794594,833.136536,631.024536,85.612671,763.076233,687.182068,95.738571,1107.140381,851.904053,281.843201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,887.346985,711.750793,118.877647,833.159912,630.877563,85.630096,763.055969,687.151123,95.944496,1106.981201,851.882202,281.655731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,887.142883,711.566284,118.710258,833.147705,630.852417,85.742043,763.051575,687.029297,95.641998,1106.942627,851.936646,281.616608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,887.134827,711.610535,118.995651,833.126526,630.875366,85.846588,763.117981,686.947083,95.495667,1106.896973,851.962036,281.573700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,886.982605,711.780579,119.200012,833.096802,630.948730,86.002228,763.133240,686.931519,95.594078,1106.833984,852.062988,281.627747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,886.796875,711.728516,119.353897,833.021912,630.958862,86.188423,763.131531,686.923584,95.926399,1106.896973,852.093628,281.604370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,886.547241,711.703979,119.501022,832.871094,630.955078,86.357803,763.116333,686.807922,95.883270,1106.864136,852.076416,281.525116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,886.364441,711.726929,119.740005,832.850403,630.924255,86.632195,763.207642,686.777344,95.816330,1106.845093,852.196472,281.593811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,886.437622,711.547119,119.985123,832.721069,630.903748,86.743324,763.284607,686.689636,95.893303,1106.827637,852.259094,281.409088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,886.319763,711.563782,120.213272,832.632019,630.891663,86.878235,763.093262,686.754395,96.254089,1106.830566,852.239014,281.386353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,886.243591,711.476746,120.422585,832.510498,630.844177,87.026161,763.113647,686.710327,96.541832,1106.848999,852.407959,281.426544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,886.108582,711.413330,120.623016,832.453186,630.810730,87.244110,763.019226,686.621338,96.681351,1106.817383,852.541931,281.387787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,885.902222,711.444153,121.140923,832.364319,630.800354,87.404396,762.982910,686.683716,96.769066,1106.839722,852.767578,281.392975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
