Weight63
Date:,2025/05/06
Time:,14:07:49
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,873.677307,682.694031,126.560394,801.303223,613.593750,110.004150,1074.174438,835.202393,205.505844,1079.320435,821.487671,394.025940,753.464417,680.650269,116.906395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,872.885315,682.663635,127.403008,800.276733,613.707275,111.064293,1073.142456,835.542053,205.855759,1078.352661,821.640015,394.221313,752.597046,680.965210,116.998444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,871.800476,682.739868,128.361267,799.171021,614.146606,112.540604,1072.619263,835.816162,206.006165,1076.812378,821.861267,394.684418,751.494568,681.310608,117.305786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,870.637451,683.040039,129.585495,798.027161,614.378723,113.698868,1072.420532,836.115356,205.961548,1075.893555,821.916382,394.627686,750.553040,681.488342,118.059891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,869.201111,683.213806,131.070511,796.794434,614.411194,114.808548,1071.887695,836.476624,205.945618,1075.097412,821.920776,393.958191,749.669067,681.690918,119.145309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,868.102478,683.461792,132.006500,795.560303,614.720520,116.028137,1071.124756,836.895874,206.032455,1073.780884,821.989502,394.026001,748.332947,682.072632,119.690498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,866.619873,683.683655,132.937286,794.538879,615.026794,117.492462,1069.269897,837.363647,206.561417,1072.088379,822.125732,394.633728,746.777283,682.334534,121.218483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,865.580688,684.090759,133.557846,792.723145,615.301208,119.283485,1067.706177,837.645813,206.676956,1070.837158,822.312256,394.269257,745.398499,682.590698,122.332466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,863.821472,684.472534,134.520706,791.085388,615.505554,120.794609,1066.815430,837.860474,206.443451,1069.767334,822.202393,393.824585,744.173767,682.858154,123.072433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,862.446960,684.812622,135.308105,789.527893,615.941589,122.086014,1065.425049,838.377563,206.622345,1068.213013,822.255676,393.538391,742.264221,683.185547,124.122726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,860.620728,685.156067,136.347656,787.742493,616.239563,123.860405,1063.544556,838.808594,206.531876,1066.303223,822.395142,394.189728,740.497131,683.443542,125.636368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,858.664856,685.459839,137.319763,785.688232,616.496948,125.526718,1061.938599,838.965637,206.116425,1065.050781,822.441589,393.846222,738.533081,683.522766,126.993423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,856.616211,685.892822,138.590515,783.887024,616.746643,126.990410,1060.026733,839.529480,206.151062,1063.729736,822.235046,393.316559,736.375427,683.527039,129.101044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,853.903931,686.174561,139.465439,781.967224,617.008484,128.462067,1058.253418,839.775391,206.450439,1061.871704,822.190613,393.735809,733.809753,683.797485,131.287857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,851.771851,686.598267,140.550049,779.461609,617.160339,130.678024,1055.776733,840.209595,206.421875,1060.116821,822.427673,393.774994,731.375854,683.753601,132.677673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,848.810608,687.172913,142.107819,776.477905,617.168762,132.514984,1053.928955,840.486206,206.728149,1058.669434,822.302307,393.314941,729.177429,683.810974,133.677200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,846.311890,687.445984,142.937897,774.025818,617.322510,133.976807,1051.514771,840.859314,206.604172,1056.716797,822.161743,393.273346,726.482666,683.807434,135.643692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,843.125854,687.656982,144.163315,771.119812,617.532410,135.754929,1049.024170,841.198975,206.836212,1055.161255,822.219116,393.020294,723.175842,683.813904,137.722168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,839.723083,688.511841,146.082275,768.222473,617.646240,137.303284,1046.411011,841.603088,206.406052,1053.533081,822.067078,392.456177,719.695251,683.877441,140.353882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,836.539978,688.770081,147.530579,765.026794,617.649963,139.056168,1043.650391,841.825684,206.391479,1051.930542,821.985168,392.248474,716.363281,683.792480,142.517883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,833.052979,689.222839,148.621109,761.736755,617.914368,140.912262,1040.862915,842.100586,206.097122,1049.946289,821.831421,392.423523,712.817078,683.631470,144.635010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,829.651550,689.502625,149.969345,758.216003,618.062927,142.630035,1038.040894,842.171753,206.353912,1047.761597,821.626221,391.929962,708.991394,683.616516,146.767593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,826.072937,689.936646,151.261810,754.702698,617.927002,144.296188,1034.648071,842.268311,206.461670,1046.448242,821.585205,391.774200,705.328918,683.722412,148.991745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,821.707397,690.355408,152.737579,750.950867,618.255676,145.674286,1031.749756,842.522339,206.572037,1044.450806,821.557800,391.166412,701.464966,683.619263,150.939423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,818.045044,690.648987,153.984116,747.077942,618.363708,147.757889,1028.260864,842.536194,206.236069,1042.325317,821.443665,391.147064,697.520203,683.712646,152.763870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,813.995728,691.277527,155.512527,742.708313,618.629517,149.720474,1025.003662,842.724365,206.266510,1040.150879,821.434570,391.004181,693.317688,683.852417,154.451294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,809.831848,691.562439,157.157776,738.756287,618.616089,151.488022,1021.545959,842.792114,206.207886,1037.982788,821.186096,390.307098,689.165344,683.963196,156.399185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,804.923035,691.848816,158.707062,734.443054,619.018066,153.197098,1017.367065,842.764282,206.414337,1036.095825,821.323120,390.535248,684.634521,684.021912,158.767242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,800.250427,692.216553,159.885712,730.303345,619.329895,154.832718,1013.724121,842.831177,206.638382,1033.582153,821.081787,390.170044,680.013855,684.452393,160.979187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,795.740845,692.695984,161.025543,725.638367,619.587891,156.543793,1009.857178,842.903564,206.570374,1031.671021,820.704956,389.932922,675.429321,684.822937,162.779327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,791.382813,693.182739,162.411331,720.784058,620.066162,158.221436,1005.761414,842.884705,206.606979,1028.593750,820.465515,390.014038,670.847229,685.143982,164.301651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,786.577271,693.675354,163.334869,716.005310,620.387756,160.583710,1001.548096,842.885742,206.841370,1026.560791,820.418579,389.720490,666.121155,685.489258,165.707306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,781.947632,693.867554,164.115723,711.200256,620.744812,162.131424,996.893494,843.022522,207.198380,1024.336792,820.350891,389.407196,661.311157,685.930420,167.124756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,777.038269,694.330017,165.315125,706.169800,621.389160,163.690765,992.769714,842.863220,207.177612,1022.036743,820.121216,388.764679,656.482666,686.395081,168.564667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,771.844788,694.926453,166.584793,701.267578,622.000549,165.241409,988.940125,842.543945,207.177689,1019.618408,819.869263,388.912170,651.410522,687.004822,169.971024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,766.785828,695.610291,167.138962,696.315674,622.311340,166.430664,984.853149,842.185608,207.384705,1016.791931,819.834290,388.556671,646.027283,687.705383,171.531204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,761.426514,696.093994,167.975555,691.292358,622.812378,167.779617,980.359985,841.814392,207.569046,1014.458313,819.364929,388.444489,640.541077,688.180420,172.910889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,756.473511,696.527588,168.629211,685.974304,623.318848,168.949905,975.329895,841.882202,207.788513,1011.671875,819.551147,388.249786,635.332336,688.734924,173.822525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,751.058655,696.854309,169.352829,680.451416,623.784912,170.290009,970.630493,841.671326,207.888336,1009.097595,819.182739,387.979950,630.278442,689.282166,174.407623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,745.578613,697.260254,170.514801,675.138611,624.208862,171.141006,966.315002,841.164673,208.308548,1006.732727,819.028992,387.118744,625.269958,689.984253,175.101959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,740.153992,697.605713,171.431442,669.645447,624.666626,171.972794,961.923767,840.521484,208.759018,1003.538879,818.523499,387.128937,620.016479,690.582397,175.990723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,734.996094,697.972656,171.359604,664.097351,625.101318,172.856339,957.492004,839.997803,208.758377,1000.122070,818.336426,387.549957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,730.159607,697.849731,171.193604,658.746033,625.353271,173.406967,952.355774,839.575195,209.162704,997.560486,817.996460,387.060120,,,,609.058044,691.563293,178.425629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,724.843445,698.026306,171.917603,653.326599,625.709900,173.891617,947.741638,839.118896,209.266968,994.804443,817.949219,386.980164,,,,604.021973,691.899597,178.852249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,719.284241,697.905579,172.772537,647.682556,626.150269,174.246414,943.198914,838.427856,209.466125,992.044434,817.317505,386.679657,,,,598.847412,692.304138,179.507614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,714.300232,698.003174,172.626709,641.937134,626.393494,173.933929,938.608826,837.607361,209.681854,989.123474,816.871216,385.950104,,,,593.762878,692.696106,180.023239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,709.370972,697.841614,171.880814,636.506775,626.532654,173.834656,933.781677,836.973511,210.168228,985.888489,816.579956,385.717346,,,,588.558533,693.048035,180.486130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,703.880981,697.857849,172.050415,631.391296,626.704590,173.801620,928.475403,836.493469,210.773102,982.960266,815.502441,385.629547,,,,583.334534,693.353882,181.175049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,698.396240,697.838257,172.512756,626.099854,626.724060,173.484650,923.929016,835.668701,211.010956,979.617493,814.996582,385.560242,,,,577.958801,693.656982,181.815826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,692.845093,697.927063,172.066620,620.671509,626.919189,172.874939,919.331848,834.804443,211.553528,976.437988,815.330078,385.578613,,,,572.426453,693.890686,182.211212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,687.469360,698.093506,171.775742,615.313416,627.235107,172.358383,914.549133,834.116272,212.209534,973.700073,814.997070,385.458649,,,,567.338989,694.203491,182.217621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,682.522278,698.022400,171.832672,610.052429,627.345703,171.548721,909.302551,833.533813,212.839645,970.467957,813.870361,384.673615,,,,562.291931,694.492188,182.120697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,677.391663,698.040588,171.952805,604.899902,627.602905,171.110092,904.978333,832.553589,212.832870,967.452454,812.835632,384.320587,,,,557.238342,694.818970,182.393265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,672.513672,698.048218,171.113174,599.458679,627.853455,170.392685,900.686462,831.782288,212.914658,964.388733,812.305542,383.956116,,,,552.171692,695.123718,182.014771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,667.729736,698.037048,170.803116,594.307617,628.096680,169.384796,896.124268,831.016724,213.111404,961.174744,811.683289,383.681610,,,,547.068726,695.483276,181.240723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,662.443115,698.342773,170.534531,589.330200,628.425720,168.886780,891.491943,830.207458,213.391434,957.490356,811.439148,384.171814,,,,542.130676,695.945557,180.549713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,657.345093,698.512085,169.651779,583.897034,628.651917,168.150620,887.058472,829.289795,213.666733,954.330139,810.591675,384.121460,,,,537.305664,696.443909,179.967255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,652.391724,698.547913,169.152542,578.584412,629.029968,167.436050,882.294189,828.626892,214.118530,951.376221,809.756958,383.641418,,,,532.338989,696.842773,179.096909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,647.711853,698.735840,168.544327,573.695251,629.586853,166.959351,877.683350,827.736328,214.410034,948.512634,809.109131,383.022675,,,,527.427795,697.628479,177.449036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,643.040649,698.665771,167.475616,568.777771,630.017029,165.762238,873.758728,826.575745,214.934158,946.069519,808.819580,382.101105,,,,522.789063,698.441467,177.070480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,638.391907,699.129272,166.633606,563.858826,630.525574,164.814697,869.704590,825.651550,215.228790,943.141296,807.707153,381.846466,,,,517.936157,699.166382,175.875702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,634.079529,699.232300,165.244797,558.895569,630.996033,164.115997,864.875122,824.813354,215.671921,939.454529,806.818726,382.061737,,,,513.108032,699.990845,174.498077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,629.652405,699.139465,164.308655,554.068298,631.358337,163.592758,860.847534,823.611084,215.949463,936.215576,806.662476,382.382446,,,,508.751862,700.690002,173.392197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,625.181396,699.294373,163.089111,549.327820,632.024658,162.731339,856.902771,822.633301,216.609512,933.378601,805.824036,381.937378,,,,504.510773,701.436462,171.756073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,620.878601,699.131165,162.032288,544.692566,632.496033,161.410217,853.032776,821.752747,216.502853,930.415894,804.335022,381.424713,,,,500.329254,702.145020,170.932129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,616.529236,699.332520,160.968399,540.126099,632.934021,160.358566,849.243164,820.559631,216.389938,927.123291,804.325073,381.665619,,,,496.231598,702.762451,169.233719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,612.252136,699.295532,160.345535,535.973267,633.238464,159.303299,845.291016,819.594666,216.622574,924.187256,803.477539,381.041718,,,,492.031586,703.211243,168.159302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,608.544983,699.224121,159.190628,531.693298,633.600891,157.743439,841.294983,818.687744,217.028641,921.015503,802.214783,381.030396,,,,488.167755,703.753479,166.785278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,604.796204,699.338440,157.990448,527.354248,633.992432,156.473450,837.435059,817.588867,216.504364,918.206421,801.383545,380.633636,,,,484.386566,704.403625,165.856552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,600.559387,699.126892,157.032928,523.242859,634.297546,155.052719,834.098145,816.349854,216.496216,915.655823,800.373840,379.872345,,,,480.757751,704.899353,163.967972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,596.829712,699.054016,155.468079,519.189209,634.724426,153.856323,830.110718,815.445129,217.400345,912.854675,799.660828,379.769501,,,,476.639801,705.248657,163.109543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
