Weight61
Date:,2025/04/23
Time:,12:59:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
58,880.376282,694.994385,104.366180,821.444702,617.816040,115.047195,764.731750,681.621643,109.858131,1091.496216,802.423218,210.966980,1104.482178,783.051453,300.769348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,880.145813,695.032410,105.025780,820.885620,618.304321,115.519508,764.586731,681.776245,110.023117,1091.772095,802.890991,211.171188,1104.194824,783.417297,300.904572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,879.799561,695.062256,106.010139,820.382690,619.465149,116.265114,764.161255,682.073120,110.402733,1091.908325,803.231445,211.415237,1103.958496,783.656006,301.111969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,879.569214,695.108093,107.196602,819.884216,619.392883,117.357880,763.796814,682.456238,110.712967,1091.923462,803.589661,211.753021,1103.694580,783.944641,301.418060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,879.105591,695.608276,108.460602,819.403625,618.925537,118.504356,763.350830,682.845581,110.893875,1092.043579,804.076538,212.109329,1103.168213,784.135803,301.734039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,878.601318,696.182312,109.673119,819.070007,619.019714,119.429382,762.793335,683.222595,110.715973,1092.082153,804.674072,212.448746,1102.980591,784.359619,301.827209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,877.997009,696.800354,110.834633,818.370789,619.530090,121.037437,762.668701,683.638611,110.693726,1092.094604,805.248291,212.695358,1102.826416,784.523132,301.960236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,877.672424,696.934753,112.549591,817.436157,620.534851,123.247101,761.974609,684.422852,111.259979,1092.208252,805.911499,213.014297,1102.663574,784.874512,302.128998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,876.917542,697.408569,114.411804,816.472290,621.343445,124.919662,761.226990,685.030884,111.679581,1092.311279,806.370117,213.458221,1102.560181,785.167297,302.368317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,876.281738,698.040283,115.819481,815.740723,622.494629,127.665421,760.631775,685.693726,111.717827,1092.356079,806.730408,213.855011,1102.271118,785.500366,302.710754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,875.600220,698.941284,116.935478,815.008850,623.318298,129.879395,,,,1092.242065,807.103760,214.259949,1101.997314,785.837830,303.101196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,875.074524,699.987061,118.316376,813.670776,624.267517,132.266891,,,,1092.397583,807.742981,214.813919,1101.565186,786.185913,303.436829,758.879822,686.958923,113.136261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,874.713074,700.766113,120.188400,812.633362,625.510864,135.049423,,,,1092.433960,808.424255,215.568787,1101.068115,786.697510,303.854553,758.324219,687.816589,113.673309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,873.974060,701.180847,122.565247,812.420227,626.851440,137.366226,,,,1092.344482,809.258240,216.256378,1100.646729,786.977478,304.497192,757.995605,688.839905,114.775307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,873.364014,701.982117,124.200287,811.593140,628.208923,140.113083,,,,1092.354736,809.879700,216.741531,1100.457031,787.102112,304.861420,757.415039,689.493408,116.426392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,872.771301,703.090576,125.077797,810.473694,629.514099,142.879456,,,,1092.364868,810.220459,217.169479,1100.250122,787.306152,304.980316,756.637817,690.218079,117.635178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,872.412170,703.995850,126.196579,809.793152,630.689758,145.174835,,,,1092.275879,810.589844,217.607712,1099.937622,787.675476,305.423462,755.867798,691.470093,119.437538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,871.547607,704.609375,128.614395,808.622314,632.178284,148.571838,,,,1092.103271,811.056091,218.030853,1099.368164,787.973816,305.965729,755.104553,692.585693,121.066368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,870.376770,705.560303,131.198013,807.519531,633.266968,151.275742,,,,1091.833984,811.540955,218.552261,1098.663574,788.334351,306.357635,754.263306,693.248169,122.889519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,869.361816,706.320313,132.433365,806.441895,634.481934,153.996216,,,,1091.367432,812.074951,219.140198,1098.030762,788.553101,306.930023,753.461670,694.177429,125.115326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,805.326050,635.649414,156.987091,,,,1090.946289,812.582092,219.987411,1097.604004,788.914734,307.211334,752.497437,695.017212,127.026131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,804.613525,636.910828,159.863129,,,,1090.549805,813.070923,220.515991,1097.156738,789.198914,307.483673,,,,867.247864,708.375366,136.525314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,803.687073,637.990295,162.170654,,,,1090.171143,813.411072,220.838730,1096.445190,789.507507,307.782410,,,,866.164429,708.782166,138.218353,749.387756,696.349670,132.367981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,802.055786,639.165161,164.930573,,,,1089.528198,813.595276,221.282516,1095.455933,789.792419,308.140442,,,,865.045349,709.898193,140.022705,748.697083,697.066528,134.053757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,800.728638,639.850403,167.442245,,,,1088.752563,813.892212,221.977509,1094.572632,790.031372,308.588196,,,,863.609192,711.367310,141.829361,747.473450,697.615173,135.566116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,799.613647,640.722351,170.315063,,,,1088.147583,814.205200,222.414536,1094.017090,790.137695,308.822327,,,,,,,746.010315,698.556396,138.043945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,798.043274,641.604431,173.167343,,,,1087.427734,814.466003,222.802231,1093.189209,790.220398,309.134888,,,,,,,743.638977,699.212463,141.529861,860.044739,712.450562,146.783401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,796.750366,642.497864,175.646240,,,,1086.641846,814.720215,223.220612,1091.999878,790.453064,309.755768,,,,,,,741.672241,699.760925,144.472900,858.476501,713.637207,147.571564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,795.027039,643.222778,177.758774,,,,1085.506470,815.060669,223.823227,1090.948853,790.594421,310.276276,,,,,,,739.869995,700.237366,147.208435,856.995300,714.286804,149.515884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,793.264893,643.823547,179.952225,,,,1084.226807,815.462708,224.442245,1090.311279,790.607361,310.370361,,,,,,,738.035278,700.921082,149.419617,854.746460,715.516968,151.602325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,791.601990,644.493042,182.384796,,,,1082.949341,815.764160,224.871368,1088.891235,790.706970,310.564026,,,,,,,736.375366,701.580017,152.196625,853.049683,715.700745,153.643829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,789.693726,645.164185,184.180725,,,,1081.270020,816.306641,225.355820,1086.918579,790.868652,310.984528,,,,,,,,,,850.467468,716.716919,155.776901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,787.757629,645.966187,186.841858,,,,1079.864380,816.766663,225.732697,1085.897217,790.909424,311.012299,,,,,,,,,,847.560608,717.646484,158.124588,731.789001,702.955688,157.363022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,785.822388,646.532288,188.656021,,,,1078.127686,817.125366,226.442245,1084.673096,791.101563,311.549652,,,,,,,,,,845.803955,718.469666,159.805176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,783.648682,646.879272,190.819519,,,,1076.304443,817.537598,226.940872,1083.185425,791.260681,312.342529,,,,,,,,,,842.868469,719.565857,161.338043,,,,727.413208,704.078674,162.576538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,781.329590,647.393555,193.113403,,,,1074.608643,817.989258,227.491318,1081.892334,791.212891,312.344238,,,,,,,,,,840.796936,719.903992,163.237488,,,,725.167725,704.469910,164.743698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,779.108154,647.934998,194.771057,,,,1072.336548,818.255371,227.913010,1079.837769,791.523865,312.885284,,,,,,,,,,837.964294,720.336548,165.509644,,,,722.390076,705.155640,167.521255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,776.484985,648.505066,196.788437,,,,1070.010864,818.497803,228.534561,1078.207886,791.706848,312.966797,,,,,,,,,,835.278320,720.895264,167.658493,,,,719.407227,705.868652,170.161774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,773.678284,649.023865,198.814560,,,,1068.027588,818.951294,228.829834,1076.324829,791.906006,313.594604,,,,,,,,,,832.876404,721.552063,169.092438,,,,716.669983,706.507751,172.105835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,771.045593,649.344299,200.149582,,,,1065.262817,819.273071,229.279190,1074.596558,792.071167,314.231201,,,,,,,,,,829.906494,722.566650,170.000488,,,,713.643616,706.823181,174.353470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,768.446045,650.074097,201.778076,,,,1062.992065,819.829834,229.766357,1072.721802,792.358704,314.484100,,,,,,,,,,826.953857,723.059509,171.781433,,,,711.079041,707.447632,176.661987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,765.546509,650.460632,203.646255,,,,1060.360840,820.184021,230.424133,1070.287231,792.570557,314.818542,,,,,,,,,,823.977966,723.796875,173.268555,,,,707.663940,707.971863,178.852020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,762.649048,650.993896,204.956207,,,,1057.504395,820.669800,230.827637,1068.373169,792.824524,315.327454,,,,,,,,,,820.699524,724.065491,174.371109,,,,704.916931,708.473511,180.683075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,759.186768,651.321716,206.652023,,,,1054.749390,821.106934,231.458527,1066.199341,792.911316,315.956116,,,,,,,,,,817.750854,724.683044,175.806610,,,,701.754578,708.989502,182.094254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,756.335510,651.631287,207.895203,,,,1051.752686,821.587585,231.772812,1063.770020,793.208984,316.266510,,,,,,,,,,814.302612,725.367920,177.237122,,,,698.254822,709.421143,183.551956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,752.931580,651.956238,209.329010,,,,1048.644287,821.916931,232.010742,1061.666870,793.314209,316.735107,,,,,,,,,,811.195129,725.556152,178.389557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,749.928467,652.492615,210.221725,,,,1045.546631,822.410645,232.480133,1058.938354,793.486267,317.404480,,,,,,,,,,807.671570,726.210754,179.140366,,,,,,,691.670044,710.525452,186.687668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,746.532776,652.804443,210.872223,,,,1042.214355,822.770691,233.100464,1056.355835,793.623535,317.299438,,,,,,,,,,804.010864,726.801880,179.957016,,,,,,,687.842468,710.816711,188.651840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,742.894470,653.335449,212.361008,,,,1038.705322,823.104858,233.777283,1053.583374,793.798340,318.242126,,,,,,,,,,800.360474,727.090393,181.050888,,,,,,,684.650879,711.338684,189.466385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,739.636475,653.505249,213.129395,,,,1035.502930,823.451904,234.152252,1050.963745,793.891968,318.584869,,,,,,,,,,797.046997,727.739319,181.960388,,,,,,,681.275269,711.701111,190.714706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,735.729980,653.806519,213.823975,,,,1031.834839,823.749451,234.579010,1048.242676,793.960999,318.798096,,,,,,,,,,793.079407,728.177979,182.499130,,,,,,,676.993835,712.225525,191.918198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,732.135803,654.209473,214.227966,,,,1028.174316,824.025269,235.254303,1045.061401,794.157166,319.444397,,,,,,,,,,789.163147,728.142639,183.379547,,,,,,,673.288818,712.669861,193.368011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,728.639282,654.548096,214.561798,,,,1024.402588,824.346069,235.773285,1042.217407,794.188049,319.535858,,,,,,,,,,785.415955,728.598450,184.158646,,,,,,,669.995056,713.170959,194.020599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,724.340149,654.730835,215.206314,,,,1020.646790,824.311890,236.530228,1039.336792,794.193420,320.056488,,,,,,,,,,781.732727,728.921204,184.377655,,,,,,,666.131042,713.588562,194.540009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,720.732605,654.835144,215.221191,,,,1016.847290,824.435974,236.800323,1036.025635,794.377747,320.316132,,,,,,,,,,778.091064,728.956177,184.965454,,,,,,,662.085999,713.943909,195.011337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,717.049255,655.216187,215.199860,,,,1013.053650,824.599670,237.063873,1033.141479,794.312622,320.677734,,,,,,,,,,774.523987,728.960510,184.699493,,,,,,,658.413025,714.407471,195.694519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,712.775513,655.326477,215.335358,,,,1009.257935,824.806885,237.336685,1029.950439,794.155945,320.914551,,,,,,,,,,770.132202,729.460083,184.815887,,,,,,,654.069946,715.045593,196.546692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,708.419189,655.343262,215.341599,,,,1005.104370,824.685974,237.609879,1026.702881,794.124390,321.478455,,,,,,,,,,765.980042,729.813660,185.034729,,,,,,,650.062256,715.397278,197.214722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,704.353210,655.646912,215.011230,,,,1001.110596,824.525269,238.378922,1023.247192,794.034241,321.417908,,,,,,,,,,762.074829,729.793518,185.344070,,,,,,,645.817139,715.789978,197.663330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,700.175293,655.950378,214.451447,,,,996.925415,824.452759,238.956726,1020.368774,793.813049,321.824524,,,,,,,,,,758.311646,729.720276,185.544037,,,,,,,641.887695,716.199280,197.625595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,695.711914,656.258423,214.394073,,,,993.019165,824.399292,239.053635,1016.720520,793.680969,322.247864,,,,,,,,,,753.979370,729.786560,185.886932,,,,,,,638.368286,716.893921,197.159271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,691.552795,656.364014,214.127869,,,,989.219238,824.381897,239.427658,1013.461975,793.512817,322.407471,,,,,,,,,,749.760376,730.089172,185.425110,,,,,,,634.456238,717.275085,197.151001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,687.470276,656.385071,213.506973,,,,985.046753,824.286316,239.745148,1010.176941,793.305481,322.336761,,,,,,,,,,746.220642,729.946838,185.018539,,,,,,,630.097168,717.664673,197.258331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,683.236267,656.666260,213.081558,,,,980.688721,824.159302,239.996658,1006.563599,793.196045,322.811096,,,,,,,,,,742.164673,729.991211,184.817093,,,,,,,625.900330,718.104736,196.712128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,678.804382,656.881348,212.845673,,,,976.611206,823.971008,240.333252,1003.136902,793.029541,322.483673,,,,,,,,,,737.562378,730.045715,184.731598,,,,,,,621.894409,718.650696,196.788330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,674.348145,657.116882,212.472946,,,,972.831665,823.675964,240.432953,999.944092,792.737854,322.730713,,,,,,,,,,733.877014,729.806641,184.119232,,,,,,,617.680115,719.125488,196.537750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,670.226807,657.214417,211.484100,,,,968.697449,823.413879,240.467819,996.660767,792.516113,323.110901,,,,,,,,,,729.924622,730.123108,183.742599,,,,,,,613.722046,719.636292,195.818954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,666.034729,657.723511,211.012161,,,,964.661560,823.166748,240.842819,992.986755,792.337524,322.897339,,,,,,,,,,725.364563,730.142395,183.353989,,,,,,,609.646667,719.959351,195.388016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
