Weight61
Date:,2025/04/23
Time:,12:59:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
126,,,,661.555237,657.871521,210.532471,,,,960.607239,822.735962,241.235535,989.999573,791.785461,323.237976,,,,,,,,,,721.521545,729.910156,182.363373,,,,,,,605.445801,720.398804,195.544708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,657.107727,657.970581,209.892212,,,,956.097656,822.532837,241.520584,986.258118,791.505310,323.383636,,,,,,,,,,717.793823,729.713257,181.580872,,,,,,,601.621033,720.944946,194.613617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,653.060425,658.120361,208.944824,,,,952.139099,822.204163,241.615967,983.055054,791.019714,323.187866,,,,,,,,,,713.357361,729.847595,181.314407,,,,,,,597.833130,721.427246,194.056503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,648.894226,658.375549,208.279205,,,,948.374695,821.903931,241.642456,979.502197,790.750732,323.351105,,,,,,,,,,709.888184,729.851990,180.688873,,,,,,,593.581055,721.724426,193.507538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,644.572144,658.455627,207.649536,,,,944.415833,821.344727,241.396790,976.050232,790.502014,323.045685,,,,,,,,,,706.227600,729.918640,180.173080,,,,,,,589.269104,722.272034,192.890793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,640.572632,658.578064,206.578568,,,,940.135010,820.856689,241.478424,972.998047,790.044739,322.805847,,,,,,,,,,701.577759,730.402100,179.458771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,636.432678,658.690613,205.131699,,,,936.194031,820.443726,241.689346,969.182678,789.658142,322.982544,,,,,,,,,,697.327698,730.382874,178.902161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,632.176819,658.817627,204.386871,,,,932.384583,820.140808,241.815918,965.922668,789.340759,322.908783,,,,,,,,,,693.231506,730.262756,178.457214,,,,,,,,,,577.595825,723.383301,190.459579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,627.896240,658.872253,203.783401,,,,928.332581,819.645447,241.761642,962.873901,789.042847,323.088715,,,,,,,,,,689.686218,730.205444,177.517487,,,,,,,,,,573.469238,723.633362,190.088638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,623.888611,659.136414,202.553375,,,,924.472290,819.140747,241.179031,959.005981,788.585754,322.838928,,,,,,,,,,686.225769,730.281372,176.413879,,,,,,,,,,569.846680,724.072266,188.674942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,619.383911,659.529175,201.942215,,,,920.910645,818.602966,240.978561,955.688599,788.139832,322.297302,,,,,,,,,,682.336304,729.865417,175.799942,,,,,,,,,,566.201111,724.357544,187.359879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,615.291626,659.597351,201.356445,,,,917.138123,818.029236,240.991669,952.588379,787.808105,322.331726,,,,,,,,,,677.926331,730.130127,175.249420,,,,,,,,,,562.441040,724.740051,185.962784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,611.429626,660.001770,200.256699,,,,913.164429,817.561890,240.789032,949.434692,787.159973,321.833008,,,,,,,,,,674.620178,730.025208,174.127258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,607.370728,660.207275,199.466690,,,,909.502930,816.965332,240.649017,946.259155,786.844055,321.940674,,,,,,,,,,671.028809,729.922363,173.428070,,,,,,,,,,,,,554.324524,725.504578,185.150574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,603.636047,660.238831,198.175491,,,,905.922363,816.417297,240.614136,943.259399,786.444153,321.624207,,,,,,,,,,667.050293,729.876099,172.648895,,,,,,,,,,,,,551.048096,725.957031,183.519958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,600.130188,660.538940,197.046814,,,,902.462769,815.857788,240.149078,939.935852,786.185364,321.331573,,,,,,,,,,663.179688,729.811096,171.420380,,,,,,,,,,,,,547.085632,726.146301,182.827713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,596.068359,660.766907,196.217026,,,,898.177551,815.485168,239.648178,936.790771,785.386780,321.036407,,,,,,,,,,659.658997,729.902832,170.411591,,,,,,,,,,,,,543.732544,726.448975,181.408997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,592.231750,660.925659,195.097137,,,,895.232361,814.541626,239.386398,934.204712,784.543762,319.865784,,,,,,,,,,656.586121,729.804871,169.273392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,588.729309,661.148315,194.121979,,,,891.861145,813.944946,239.089417,931.026245,783.421753,319.732178,,,,,,,,,,652.689514,729.737427,168.203537,,,,,,,,,,,,,,,,536.633423,727.188538,179.015091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,584.972168,661.110291,192.742432,,,,888.459045,813.093689,238.767303,928.288086,783.047363,319.715820,,,,,,,,,,649.218506,729.747253,167.243179,,,,,,,,,,,,,,,,533.343811,727.402771,178.281021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,581.656616,661.197449,191.351440,,,,884.857239,812.574646,238.182617,924.296875,783.011963,319.711914,,,,,,,,,,646.399902,729.716309,165.936646,,,,,,,,,,,,,,,,530.056763,727.637024,176.978943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,577.836975,661.341797,190.103012,,,,881.958313,811.778442,237.903091,921.244263,782.543640,319.571991,,,,,,,,,,642.645569,729.536804,165.488251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,573.933472,661.293640,188.698959,,,,878.419495,811.203918,237.290207,919.058533,782.003296,318.254272,,,,,,,,,,639.132996,729.345825,164.890839,,,,,,,,,,,,,,,,,,,523.113525,728.295776,175.288025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,570.670288,661.347900,187.522766,,,,875.226074,810.349854,236.803299,917.085205,780.621521,316.906494,,,,,,,,,,636.207520,729.418884,163.455688,,,,,,,,,,,,,,,,,,,520.256531,728.615173,173.186157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,566.996826,661.253784,186.249557,,,,872.065247,809.905273,236.550858,,,,,,,,,,,,,632.909485,729.112305,162.541534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,563.733215,661.296204,184.599045,,,,869.325745,809.069153,236.032486,,,,,,,,,,,,,629.648987,728.908203,161.085114,,,,,,,,,,,,,,,,,,,,,,513.880188,729.244629,171.283905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,560.477905,661.373718,182.804459,,,,865.624329,808.494751,235.271591,,,,,,,,,,,,,627.078857,728.858337,159.727692,,,,,,,,,,,,,,,,,,,,,,510.422882,729.421936,170.494308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,557.635864,661.305969,181.397675,,,,863.409790,807.435242,234.909760,,,,,,,,,,,,,623.511536,728.765076,158.927078,,,,,,,,,,,,,,,,,,,,,,,,,906.766174,778.782654,314.389313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,554.062195,661.170593,180.101715,,,,859.961792,806.963989,234.547394,,,,,,,,,,,,,620.955505,728.894470,158.000854,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.750885,729.778931,167.872437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,551.122131,661.044556,178.974609,,,,857.345703,806.115234,233.926514,,,,,,,,,,,,,617.808594,728.709167,157.325653,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.703827,729.802490,167.410431,902.053284,777.467957,312.831177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,548.447754,661.018311,177.231415,,,,854.968933,805.400696,233.379578,,,,,,,,,,,,,615.218445,728.518921,156.171143,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.177185,729.985840,166.438934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,545.796021,661.147156,175.415848,,,,851.809875,804.630737,232.626938,,,,,,,,,,,,,612.299866,728.519775,154.893753,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.395447,730.135498,164.958939,,,,895.011902,777.663208,313.921814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,542.679077,660.948730,174.071915,,,,849.865784,803.818237,232.420212,,,,,,,,,,,,,610.068909,728.493103,153.288315,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.817566,730.148376,163.754227,,,,892.945251,777.326538,312.918365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,539.801636,660.902588,172.905579,,,,847.087341,803.599609,231.431595,,,,,,,,,,,,,607.341980,728.025696,152.653732,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.224792,730.422607,162.666428,,,,891.164673,776.597595,311.615387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,537.012817,660.654480,171.453156,,,,844.302246,802.970947,230.902771,,,,,,,,,,,,,604.752869,728.313538,151.397720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.445251,775.609924,310.510498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,534.731018,660.632019,169.365189,,,,842.447876,802.072510,230.606796,,,,,,,,,,,,,602.557434,728.004639,150.525314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.735352,775.455994,310.433228,486.109375,730.602600,161.374680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,532.319946,660.720276,168.099884,,,,839.685181,801.765198,229.932205,,,,,,,,,,,,,599.899170,728.175659,149.770996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.868286,775.300659,310.502930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,529.623657,660.573608,166.958603,,,,837.769897,800.942444,229.808975,,,,,,,,,,,,,597.470947,728.048889,149.041504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.278809,775.647156,309.735748,,,,481.728394,730.876038,158.916412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,527.416626,660.586975,166.232819,,,,835.542175,800.357727,228.850662,,,,,,,,,,,,,595.416260,727.920471,147.284836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.515198,775.595825,308.839569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,524.695740,660.848511,165.151474,,,,833.826172,800.141418,228.235413,,,,,,,,,,,,,592.717407,727.876953,146.261948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.457886,775.410767,308.172150,,,,,,,477.614716,731.196594,156.515030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,522.832336,660.764099,163.638367,,,,831.269226,799.739197,227.882187,,,,,,,,,,,,,591.540649,727.505554,145.647964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.716614,774.896606,307.694366,,,,,,,474.791748,731.329041,155.421616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,520.726013,660.898010,162.421387,,,,829.475708,799.057617,227.473801,,,,,,,,,,,,,589.340454,727.657715,144.479553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.131531,774.335876,307.110657,,,,,,,472.863098,731.534729,154.791611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,518.604980,661.077698,161.568954,,,,827.214233,798.794434,226.612183,,,,,,,,,,,,,587.273499,727.908508,143.687576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.883301,774.584534,306.270203,,,,,,,470.939606,731.617126,153.862915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,516.721802,661.075256,160.454132,,,,825.308167,798.539673,226.162735,,,,,,,,,,,,,585.627014,727.721375,142.775925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.535706,774.073059,305.944946,,,,,,,468.984894,731.762024,152.328598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,515.022461,661.382446,159.671249,,,,823.863647,798.167969,225.414185,,,,,,,,,,,,,583.303162,727.521606,142.252106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.976746,773.745605,305.172516,,,,,,,467.587860,731.941040,151.452026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,512.859497,661.569580,159.233582,,,,821.880066,797.825378,225.117599,,,,,,,,,,,,,581.802124,727.740356,141.256912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.647888,773.550354,304.640198,,,,,,,465.486511,732.095886,150.476486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,510.822052,661.476929,158.751404,,,,819.778381,797.600464,224.754135,,,,,,,,,,,,,580.019775,727.781921,140.076889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.473694,773.592773,304.016968,,,,,,,463.813965,732.205811,149.439529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,509.208435,661.556152,157.693970,,,,818.198486,797.515869,223.996811,,,,,,,,,,,,,578.446838,727.267883,139.735291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.096680,773.177490,303.546906,,,,,,,462.402893,732.373474,148.696472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,507.330872,661.578552,157.085052,,,,816.882141,797.000366,223.545639,,,,,,,,,,,,,576.389099,727.394104,139.109222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.081970,773.209534,303.219299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,505.623047,661.808716,156.532318,,,,815.072815,797.029602,222.787262,,,,,,,,,,,,,575.045288,727.549561,137.851440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.996399,773.590454,302.415588,,,,,,,,,,459.111359,732.506592,146.976746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,504.463287,661.752930,156.185074,,,,813.463989,797.035706,222.237274,,,,,,,,,,,,,573.864502,727.311951,136.775757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.205627,773.721619,301.963013,,,,,,,,,,457.461060,732.680603,145.924545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,502.866608,661.872253,155.016815,,,,811.695374,796.591309,221.865021,,,,,,,,,,,,,572.247681,727.061890,136.697037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.240540,773.097656,301.754974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,501.434204,661.924011,154.084869,,,,810.397949,796.100952,221.462921,,,,,,,,,,,,,570.208801,727.309937,136.277435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.822449,772.815125,301.145599,,,,,,,,,,,,,453.759796,732.564941,145.063522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,499.683960,661.608276,153.607239,,,,809.231201,796.067993,221.034576,,,,,,,,,,,,,568.916443,727.564514,135.192200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.153015,773.029907,300.674042,,,,,,,,,,,,,453.221924,732.714233,143.624298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,498.489014,661.935181,153.163284,,,,807.376038,796.096741,220.421021,,,,,,,,,,,,,567.701111,727.512085,134.436966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.308899,773.169006,300.225067,,,,,,,,,,,,,451.920776,732.739563,142.135742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,496.942017,661.844910,152.645798,,,,805.980286,796.013062,219.935516,,,,,,,,,,,,,566.285095,726.967712,133.546112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.190552,772.907410,300.012421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,495.631104,661.797668,151.976990,,,,805.048828,795.927002,219.436249,,,,,,,,,,,,,565.440552,726.713867,132.805878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.719849,772.484985,299.836029,,,,,,,,,,,,,,,,448.849274,732.278748,141.289505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,494.266907,661.695740,151.187637,,,,803.320129,795.674866,219.006760,,,,,,,,,,,,,563.489868,726.946899,132.435013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.733459,772.698181,299.038177,,,,,,,,,,,,,,,,447.831818,732.401611,140.593857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,492.837738,661.650940,150.807175,,,,801.524231,795.708984,218.865173,,,,,,,,,,,,,562.434937,727.169250,132.285706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.506958,772.758484,298.545288,,,,,,,,,,,,,,,,446.831482,732.309082,139.163330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,491.559723,661.635437,150.256195,,,,800.262695,795.664429,218.374817,,,,,,,,,,,,,560.999084,726.838867,130.710678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.868958,772.033752,298.168549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,490.545410,661.509399,149.523285,,,,799.273254,795.494934,217.813644,,,,,,,,,,,,,559.985535,726.762695,129.844528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.481995,771.948914,298.392151,,,,,,,,,,,,,,,,,,,443.888062,731.964294,138.448792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,489.352509,661.206360,148.374725,,,,798.086243,795.442444,217.790863,,,,,,,,,,,,,559.335144,726.236145,129.732925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.763550,772.309143,298.099365,,,,,,,,,,,,,,,,,,,442.615326,731.922180,137.915253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,488.214752,661.102539,147.614182,,,,796.289978,795.545715,217.375824,,,,,,,,,,,,,558.007507,726.105408,128.844208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.467590,772.302490,297.710541,,,,,,,,,,,,,,,,,,,441.888306,732.053040,136.868454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,486.912628,660.994446,147.123001,,,,794.539185,795.745422,216.834549,,,,,,,,,,,,,556.976990,726.098816,127.957664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.900208,771.259277,296.680481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,486.158966,660.909668,146.437820,,,,793.753235,795.545593,216.667786,,,,,,,,,,,,,556.042542,725.850342,126.670677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.590881,770.922058,296.065155,,,,,,,,,,,,,,,,,,,,,,439.662537,731.605286,134.737549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,485.358765,660.788086,145.591812,,,,792.470520,795.291870,216.191360,,,,,,,,,,,,,554.919983,725.599976,125.646370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.920593,771.309998,295.880707,,,,,,,,,,,,,,,,,,,,,,438.800690,731.319092,134.320435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,484.351807,660.676514,144.664398,,,,791.166016,795.306152,215.608536,,,,,,,,,,,,,553.831482,725.309937,125.633850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.493225,771.367065,295.857697,,,,,,,,,,,,,,,,,,,,,,437.703674,731.201477,133.707932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,483.461639,660.448792,144.147003,,,,790.040894,795.479126,215.257538,,,,,,,,,,,,,552.649475,724.994446,125.475090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.821289,731.038391,132.709976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,482.087250,660.025208,143.434341,,,,788.395813,795.375793,215.483261,,,,,,,,,,,,,551.749390,724.673767,124.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.789551,771.083435,295.543671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,481.197327,659.584717,142.419556,,,,786.985596,795.243408,215.362411,,,,,,,,,,,,,551.335083,724.527649,123.199806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.375671,771.169495,295.140259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
