Weight06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;13:43:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;865.447571;729.833374;103.097473;762.413940;671.310242;98.403481;937.765747;897.085266;409.116425;836.370789;637.245300;91.253510;961.257507;948.824036;245.763580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;865.421631;729.916931;103.241684;762.446533;671.327820;98.277718;937.779541;897.150879;409.210388;836.383911;637.243225;91.312164;961.292175;948.861816;245.912949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;865.429260;729.898560;103.431946;762.476563;671.353271;98.297928;937.811890;897.150269;409.279755;836.380310;637.240662;91.366714;961.248535;948.968933;246.047928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;865.449585;729.941711;103.600624;762.434998;671.278870;98.290199;938.035400;897.110413;409.464966;836.376831;637.229492;91.380348;961.271057;949.038147;246.218643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;865.364929;729.936218;103.716522;762.501282;671.264648;98.253014;938.071899;897.112427;409.448700;836.338196;637.230164;91.399628;961.179749;949.109802;246.361481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;865.175476;729.832275;104.097839;762.499084;671.255920;98.313583;938.120422;897.113586;409.494934;836.325623;637.231873;91.403465;961.039978;949.120667;246.746002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;864.962891;729.847900;104.423241;762.530212;671.260132;98.280159;938.300537;897.079224;409.645691;836.327881;637.235413;91.399986;960.965576;949.258118;246.858871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;864.855103;729.925110;104.590317;762.952209;671.529419;97.698555;938.426514;897.117126;409.801117;836.299377;637.311707;91.415268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;864.902283;729.913757;104.666328;763.270569;671.633667;97.081528;938.539795;897.123108;409.924988;836.330811;637.318542;91.418182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
