Weight11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;11:10:12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;868.755737;731.251404;114.185844;1118.661743;903.002625;332.009552;761.626404;671.539246;105.314629;1023.436218;890.655762;146.527054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;868.768188;731.233398;114.418907;1118.514893;903.016174;332.133514;761.643494;671.421753;105.321686;1023.380981;890.775024;146.592072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;868.729614;731.336731;114.461647;1118.369385;902.977478;332.149658;761.672791;671.405884;105.196503;1023.338928;890.878540;146.741638;840.928772;635.953186;93.038620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;868.649597;731.502808;114.616905;1118.269897;902.908142;332.178040;761.736816;671.431946;105.197105;1023.268188;890.906921;146.819855;840.877625;636.060913;92.989563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;868.693848;731.635193;114.720985;1118.019653;902.868713;332.310272;761.703918;671.333679;105.278625;1023.272644;891.000488;146.931534;840.950867;636.201538;93.109558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;868.418945;731.829895;115.343697;1117.774536;902.816589;332.360565;761.675476;671.191833;105.347816;1023.206238;891.120972;147.051941;840.936890;636.176392;93.221054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;868.218323;732.138794;115.798592;1117.445435;902.751343;332.442841;761.630737;671.169617;105.356430;1023.217651;891.349792;147.204407;841.010010;636.188232;93.424927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;868.021545;732.246460;116.173866;1117.220947;902.572632;332.585266;761.680054;671.073181;105.437744;1023.224670;891.499023;147.350388;840.950562;636.165161;93.538918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;867.769653;732.377380;116.528748;1116.989624;902.450012;332.631256;761.660461;670.951294;105.426353;1023.204041;891.694458;147.557068;840.875183;636.254761;93.700150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;867.604187;732.507080;116.842308;1116.650635;902.434937;332.851624;761.621460;670.934387;105.388535;1023.169739;891.924500;147.759094;840.862061;636.437805;93.867332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;867.266724;732.695557;117.600624;1116.641479;902.079407;333.040466;761.696106;670.829956;105.505936;1023.068298;892.300537;147.891998;840.914001;636.626770;94.100189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;867.319519;732.661133;118.099304;1116.153442;902.199280;332.870026;761.658630;670.699890;105.630150;1022.966858;892.608521;148.216919;840.975342;636.733948;94.355873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;866.846313;732.664856;118.525879;1115.829712;902.195007;332.865265;761.494629;670.597595;105.680916;1022.409180;893.156433;148.779160;840.939575;636.804382;94.693428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
