Weight61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:11:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;878.228149;700.507568;109.054024;759.472168;675.611572;112.917740;819.799133;616.657349;107.378731;1055.403809;866.736816;407.789154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;878.302185;700.452881;109.087685;759.462341;675.714600;112.972771;819.752808;616.774963;107.395889;1055.270020;866.726501;407.767761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;878.331604;700.455627;109.108383;759.450928;675.730469;112.970116;819.741455;616.788025;107.401360;1054.925415;866.660583;407.985474;1022.020203;859.140503;234.513245;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;878.131104;700.597839;109.229156;759.395569;675.728271;112.991013;819.854065;616.894104;107.241219;1054.716431;866.696228;407.916351;1022.145752;859.279297;234.349838;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;878.069092;700.684082;109.347382;759.419312;675.812988;113.000267;819.710693;616.937317;107.441116;1054.517212;866.686829;407.870544;1022.111572;859.487244;234.166000;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;878.009155;700.750305;109.466164;759.361572;675.851807;113.036949;819.509766;616.990234;107.699806;1054.080688;866.731445;407.901001;1021.971069;859.848938;233.856277;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;877.949524;700.781738;109.653442;759.304199;675.907715;113.282471;819.375305;616.951477;107.770592;1053.446289;866.744873;407.996552;1020.857361;860.263855;234.101318;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;877.941772;700.909485;110.172035;759.177979;675.906189;113.466309;819.211914;617.068542;107.937157;1052.890625;866.812866;408.085938;1020.155884;860.403137;234.443237;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;877.761902;700.979553;110.676788;759.129517;675.879456;113.547913;819.088501;617.208801;108.078728;1052.036133;867.031738;408.318634;1019.807312;860.626160;234.760498;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;877.620544;701.031128;111.165581;759.072632;675.739014;114.022156;818.956787;617.237915;108.204185;1051.439697;867.298035;408.494385;1019.460083;860.825745;235.012527;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;877.539246;700.990967;111.740494;758.888855;675.478027;114.664223;818.790161;617.243652;108.413612;1050.904175;867.633301;408.545135;1019.039429;860.886414;235.535110;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;877.368530;701.014282;112.217537;758.629150;675.095215;114.550583;818.672913;617.299316;108.601471;1050.484985;867.667114;408.666016;1018.408813;861.122498;235.809875;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;877.157593;701.109497;112.658264;758.484070;674.965271;114.888100;818.441956;617.213135;108.865326;1049.984253;867.530090;408.859863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;877.166077;701.073730;113.334175;758.163391;674.697998;114.999184;818.001038;617.175415;109.419716;1048.958740;867.535217;409.135712;;;;1016.831970;861.869812;236.903992;;;;;;;;;;;;;;;;;;;;;;;;
15;876.833801;700.927429;114.065987;757.658936;674.604065;115.509453;817.560669;617.085266;109.761086;1047.343872;867.934875;409.400879;;;;1017.147583;862.004517;236.732544;;;;;;;;;;;;;;;;;;;;;;;;
16;876.178772;700.878296;114.675804;756.949646;674.524475;116.054756;817.037170;617.083984;110.159805;1046.102661;867.982056;409.420624;;;;1016.948425;862.422058;237.036926;;;;;;;;;;;;;;;;;;;;;;;;
17;874.921387;701.305359;115.355621;756.326904;674.444946;116.557579;816.367859;617.245361;111.044083;1044.969727;868.184448;409.222412;;;;1016.304016;862.859436;237.226349;;;;;;;;;;;;;;;;;;;;;;;;
18;874.116943;701.676514;116.575958;755.793701;674.632813;116.857841;815.360840;617.403076;112.106461;1044.698608;868.088928;409.446045;;;;1014.769775;863.364075;237.695724;;;;;;;;;;;;;;;;;;;;;;;;
19;873.150146;701.771484;117.674934;755.117126;674.634155;117.768166;814.517456;617.641479;113.113228;1044.007324;868.221924;409.498260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;872.026733;701.974121;117.988083;753.918396;674.645142;119.454277;813.628052;617.930115;114.077667;1042.210815;868.360962;409.590027;;;;;;;1012.965332;864.018799;238.477875;;;;;;;;;;;;;;;;;;;;;
21;871.195618;702.083374;118.414894;752.898987;674.621704;121.006546;812.420776;618.101074;115.539436;1040.727417;868.553650;409.491791;;;;;;;1012.564087;864.213684;238.489441;;;;;;;;;;;;;;;;;;;;;
22;869.509827;702.831665;119.551270;751.282104;675.038940;122.668983;810.909912;618.418335;117.499023;1039.973267;868.634583;409.005859;;;;;;;1011.220642;864.574463;238.546463;;;;;;;;;;;;;;;;;;;;;
23;867.905640;702.990723;120.788414;749.775024;675.483826;124.363045;809.785706;618.818542;118.767204;1038.968506;868.717041;408.840759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;866.448364;703.185059;121.547806;748.069153;675.830505;126.920052;808.081299;619.146423;120.850121;1037.872192;868.711853;408.611420;;;;;;;;;;1008.577881;865.071655;239.225113;;;;;;;;;;;;;;;;;;
25;864.233826;703.858521;123.404770;746.109009;676.173645;129.319778;806.127197;619.402527;123.524925;1036.277466;868.909607;408.470367;;;;;;;;;;1007.625793;865.443481;239.606384;;;;;;;;;;;;;;;;;;
26;862.049561;704.168091;125.419472;743.973267;676.540771;131.504059;804.263184;619.662598;125.501259;1035.441406;868.806274;408.072632;;;;;;;;;;1006.201965;865.674622;239.841064;;;;;;;;;;;;;;;;;;
27;859.753784;704.380066;126.489243;741.978638;676.916382;134.597488;801.752625;620.026550;127.244652;1034.852539;868.727783;407.819458;;;;;;;;;;1004.624939;865.660095;239.995895;;;;;;;;;;;;;;;;;;
28;857.139648;704.768738;127.358841;739.291443;677.153198;136.903427;799.213196;620.304565;129.654129;1033.685059;868.648621;407.854218;;;;;;;;;;1003.444397;865.904419;239.861572;;;;;;;;;;;;;;;;;;
29;854.806335;704.991272;129.431320;736.939331;677.345398;139.772110;796.527832;620.471008;131.451324;1031.664795;868.737244;408.115448;;;;;;;;;;1001.172241;866.147461;240.610886;;;;;;;;;;;;;;;;;;
30;851.616394;705.647705;130.883484;733.962402;677.490540;142.434357;793.630432;620.647705;133.799789;1030.183472;868.820740;408.084595;;;;;;;;;;999.306213;865.915100;241.280807;;;;;;;;;;;;;;;;;;
31;847.779175;705.948486;132.582932;730.788757;677.845093;144.799072;790.357605;620.799988;135.991470;1029.342896;868.681030;407.746521;;;;;;;;;;997.544800;866.116089;241.721191;;;;;;;;;;;;;;;;;;
32;845.270752;705.590149;133.899643;727.603333;677.973511;147.625748;786.965759;621.139160;138.248352;1029.185791;868.118286;407.625153;;;;;;;;;;994.737976;866.241333;241.842575;;;;;;;;;;;;;;;;;;
33;841.721069;705.920593;135.202194;723.868530;678.046204;150.312546;783.383606;621.290344;140.327377;1027.351929;868.157898;407.809540;;;;;;;;;;992.999146;866.337036;242.188782;;;;;;;;;;;;;;;;;;
34;836.600281;706.519836;137.373016;719.923401;678.297485;152.908600;779.484314;621.398438;142.393372;1025.541504;868.074768;407.729095;;;;;;;;;;989.887939;866.454834;242.702362;;;;;;;;;;;;;;;;;;
35;832.198547;706.447327;139.258743;715.566284;678.609619;155.045654;775.508118;621.657959;144.271484;1024.289551;867.908752;407.450226;;;;;;;;;;987.984375;866.010315;242.855576;;;;;;;;;;;;;;;;;;
36;828.034058;706.696716;140.885895;711.317322;678.708618;157.343323;771.352661;622.153137;146.714325;1023.125427;867.458923;407.546570;;;;;;;;;;984.739746;866.099121;243.499573;;;;;;;;;;;;;;;;;;
37;823.838196;707.165222;142.127686;706.915161;678.921265;159.523788;766.804321;622.202332;148.263474;1021.941772;867.125427;407.386749;;;;;;;;;;982.660889;865.871582;243.178558;;;;;;;;;;;;;;;;;;
38;818.946838;707.817444;143.724152;702.031921;679.258240;161.905441;762.132141;622.494446;150.512817;1020.604431;867.110046;406.686462;;;;;;;;;;979.395447;865.803772;243.646088;;;;;;;;;;;;;;;;;;
39;814.307068;707.926392;144.972900;697.067383;679.597656;163.699020;757.186951;622.745361;152.189377;1019.171265;866.857239;406.517487;;;;;;;;;;975.707520;865.560913;243.994751;;;;;;;;;;;;;;;;;;
40;809.116516;708.518066;146.071152;692.054749;680.047729;165.253754;752.104187;623.087769;153.987091;1017.553711;866.609070;406.545288;;;;;;;;;;972.612427;865.290894;244.241959;;;;;;;;;;;;;;;;;;
41;803.935181;708.758789;147.489014;686.884338;680.457214;166.688568;746.873718;623.509033;155.802948;1015.889832;866.584167;406.186829;;;;;;;;;;968.523315;865.675659;244.487717;;;;;;;;;;;;;;;;;;
42;798.515442;709.263062;148.092468;681.572266;680.839722;167.944519;741.505554;624.142517;157.884003;1013.366943;866.356873;406.284332;;;;;;;;;;964.445007;865.301514;244.784485;;;;;;;;;;;;;;;;;;
43;793.390930;709.626526;149.246078;676.195679;681.463135;169.150772;735.934326;624.549988;159.015121;1012.035400;865.855530;406.306091;;;;;;;;;;961.030334;864.813843;245.223083;;;;;;;;;;;;;;;;;;
44;787.789063;710.048645;150.360550;670.328735;682.259460;170.288391;730.221008;625.089722;160.293839;1009.341370;865.942993;406.235748;;;;;;;;;;957.185364;864.699951;245.185699;;;;;;;;;;;;;;;;;;
45;781.960693;710.339172;151.374893;664.600342;682.933411;170.879532;724.580933;625.489563;161.438400;1006.971619;865.733459;406.389069;;;;;;;;;;952.106873;864.759277;245.435806;;;;;;;;;;;;;;;;;;
46;775.767456;710.817871;152.435547;659.046997;683.667175;171.663910;718.669189;626.223267;162.213638;1004.812805;865.465149;406.175903;;;;;;;;;;948.224426;864.005127;245.486984;;;;;;;;;;;;;;;;;;
47;770.029175;711.049927;153.115891;653.280457;684.417053;172.802383;712.733582;626.951904;163.544998;1002.491882;865.197937;405.803436;;;;;;;;;;944.992249;863.242615;245.475815;;;;;;;;;;;;;;;;;;
48;764.427734;711.392883;153.520325;646.981201;685.336792;173.817978;706.703613;627.516663;164.102325;1000.050110;864.716919;405.769684;;;;;;;;;;940.606140;862.963989;245.431122;;;;;;;;;;;;;;;;;;
49;758.746948;712.228333;153.257263;641.023682;686.227417;174.017395;700.360596;628.367432;165.095215;997.462158;864.623901;405.159302;;;;;;;;;;935.008789;863.168213;245.779160;;;;;;;;;;;;;;;;;;
50;753.036255;712.680176;153.853226;635.067627;687.097351;174.063858;694.235291;629.039185;165.646622;995.139343;863.991699;405.024719;;;;;;;;;;929.644592;862.975769;245.973190;;;;;;;;;;;;;;;;;;
51;746.839844;713.193420;154.454208;629.252563;687.955322;174.311859;688.260559;629.750427;165.894485;992.088501;863.929993;404.838623;;;;;;;;;;924.430481;862.228943;246.804733;;;;;;;;;;;;;;;;;;
52;741.114136;713.751160;154.750580;623.302185;689.108398;173.719955;681.859009;630.641418;166.368759;988.967102;863.507080;405.016937;;;;;;;;;;920.137878;861.383423;246.998138;;;;;;;;;;;;;;;;;;
53;735.283386;714.082092;154.729202;616.964905;690.088989;174.165878;675.675171;631.259705;166.644196;986.203857;863.247620;404.940887;;;;;;;;;;916.074036;860.553467;246.881027;;;;;;;;;;;;;;;;;;
54;728.574219;714.539490;154.921677;610.880371;691.029236;174.295013;669.585449;631.953308;166.744644;983.649292;862.764954;404.654877;;;;;;;;;;911.156311;860.119263;247.288666;;;;;;;;;;;;;;;;;;
55;722.889221;715.065796;154.908188;604.565002;691.974121;174.697083;663.185059;632.648254;166.357010;980.673401;862.535828;404.564240;;;;;;;;;;906.694336;859.647400;246.673325;;;;;;;;;;;;;;;;;;
56;717.056519;715.612061;154.711807;598.539001;692.559204;174.293518;657.113770;633.162720;165.958939;977.902161;862.080383;403.830780;;;;;;;;;;901.752380;859.026733;246.800751;;;;;;;;;;;;;;;;;;
57;710.972046;716.385376;154.074539;592.562317;693.479248;173.509735;650.802673;633.977722;166.158508;974.577576;861.716003;404.108185;;;;;;;;;;896.700195;858.347351;247.044785;;;;;;;;;;;;;;;;;;
58;705.000244;716.975708;153.400101;586.677795;694.419617;173.524399;644.391968;634.594666;165.842392;971.297363;860.899109;404.267059;;;;;;;;;;891.985107;857.479553;247.510483;;;;;;;;;;;;;;;;;;
59;699.378906;717.269104;153.464859;580.470154;695.309998;172.717102;638.558716;635.297302;164.952011;968.478271;860.418579;404.246826;;;;;;;;;;886.886292;856.827637;248.069382;;;;;;;;;;;;;;;;;;
60;693.496582;717.830444;152.986526;574.766174;696.046326;172.136658;632.462769;635.977539;164.191132;965.345703;859.875793;403.883301;;;;;;;;;;881.643433;856.469604;248.629272;;;;;;;;;;;;;;;;;;
61;687.590271;718.229675;152.788422;568.949768;696.753662;171.560272;626.509033;636.633362;163.086761;961.713623;859.536865;404.117249;;;;;;;;;;876.248047;855.754944;249.286026;;;;;;;;;;;;;;;;;;
62;681.780518;718.729980;152.719421;563.204346;697.437500;171.118088;620.697388;637.258240;162.149323;958.877075;859.011902;404.163208;;;;;;;;;;870.786743;855.315125;249.814301;;;;;;;;;;;;;;;;;;
63;675.932983;719.419312;151.917557;557.561401;698.393066;170.547058;614.866333;637.931580;161.140961;955.689941;858.782349;403.847504;;;;;;;;;;865.849731;854.208740;250.369904;;;;;;;;;;;;;;;;;;
64;670.625916;719.722595;151.242676;552.069519;699.065918;169.931061;608.900818;638.753540;160.305969;952.668762;858.046631;403.788177;;;;;;;;;;861.048706;853.627625;250.459686;;;;;;;;;;;;;;;;;;
65;665.541687;720.240601;150.479996;546.849060;699.806580;168.816513;603.242371;639.414856;159.466797;949.759521;857.487366;403.380768;;;;;;;;;;856.410400;853.057495;250.721436;;;;;;;;;;;;;;;;;;
66;660.298218;720.605286;150.461029;541.311829;700.668579;168.097107;597.672852;640.052124;158.346390;946.464233;857.048523;403.644226;;;;;;;;;;852.048706;852.299866;251.173935;;;;;;;;;;;;;;;;;;
67;654.865356;721.190552;149.092010;535.951294;701.730591;166.804947;592.053650;640.986450;157.655060;942.723816;856.515503;403.855743;;;;;;;;;;847.735596;851.497742;251.489960;;;;;;;;;;;;;;;;;;
68;649.632629;721.626587;148.460449;530.911926;702.604797;166.170731;586.513550;641.641235;156.630341;939.878418;855.899109;404.180878;;;;;;;;;;843.008423;850.766418;252.005341;;;;;;;;;;;;;;;;;;
69;645.072693;722.288025;147.511353;525.586182;703.641663;165.121475;581.329224;642.760742;155.305695;937.093018;855.544312;403.971100;;;;;;;;;;837.877686;850.375671;252.599609;;;;;;;;;;;;;;;;;;
70;640.593323;722.822998;146.852188;520.604248;704.455750;163.941620;576.576355;643.607178;154.388474;933.414246;855.193604;404.325897;;;;;;;;;;832.880676;849.792480;253.772324;;;;;;;;;;;;;;;;;;
71;634.996704;723.689087;146.585938;515.645996;705.408081;162.956100;571.470337;644.239502;153.287125;930.274597;854.320068;404.993652;;;;;;;;;;828.782227;849.143860;254.599442;;;;;;;;;;;;;;;;;;
72;629.425659;724.745789;146.511047;510.349152;706.565979;161.580185;566.199463;644.934143;152.617035;927.354797;853.788818;404.950348;;;;;;;;;;825.512573;848.360962;254.647644;;;;;;;;;;;;;;;;;;
73;624.831543;725.400635;145.213272;505.762543;707.570496;160.636795;561.167542;645.599792;151.785065;924.776306;853.261475;404.760773;;;;;;;;;;821.249451;848.181885;254.390472;;;;;;;;;;;;;;;;;;
74;621.159363;726.003296;143.851303;500.901764;708.760498;159.481461;556.683533;646.680664;150.949402;921.424927;852.983948;404.735962;;;;;;;;;;817.895386;847.172546;254.487152;;;;;;;;;;;;;;;;;;
75;616.765625;726.287842;143.777054;496.377716;709.585144;158.391434;552.051697;647.353210;150.103333;918.741394;852.645630;404.817261;;;;;;;;;;812.823730;846.919373;256.189331;;;;;;;;;;;;;;;;;;
76;612.013611;727.029663;143.037247;491.992340;710.553711;157.197144;547.299988;648.567566;149.197021;915.859863;851.983704;405.229797;;;;;;;;;;808.607788;846.303894;256.588013;;;;;;;;;;;;;;;;;;
77;608.074707;727.653931;142.016815;487.404724;711.375916;156.262878;542.983582;649.511047;148.033646;913.423401;851.543823;405.168549;;;;;;;;;;805.261108;845.491821;257.173706;;;;;;;;;;;;;;;;;;
78;604.040039;728.275452;141.249207;483.299927;712.375427;154.533127;538.817932;650.331177;147.100708;910.702271;851.065918;405.289673;;;;;;;;;;800.904175;845.392517;258.441742;;;;;;;;;;;;;;;;;;
79;599.811096;729.095886;140.462723;479.381592;713.434448;153.818832;534.631714;650.938354;146.235916;907.345520;850.619995;405.664185;;;;;;;;;;797.314514;845.000610;258.482727;;;;;;;;;;;;;;;;;;
80;596.309937;729.641113;140.192902;475.499573;714.340088;152.321136;530.563599;651.588806;145.211960;905.551331;849.781982;405.892639;;;;;;;;;;794.105713;844.227112;259.172363;;;;;;;;;;;;;;;;;;
81;592.726990;730.291748;139.104172;471.896606;715.057251;150.795425;526.551392;652.350403;144.215210;902.578613;849.396667;405.862488;;;;;;;;;;790.448120;843.929810;259.972229;;;;;;;;;;;;;;;;;;
82;589.115356;731.059937;138.580856;468.343658;715.783081;149.981262;522.898132;653.058533;142.998428;900.534302;848.874451;406.097992;;;;;;;;;;786.953796;843.402283;260.289185;;;;;;;;;;;;;;;;;;
83;585.248352;731.279541;138.199875;464.719086;716.358948;149.175980;519.109375;653.850952;141.864273;897.278687;848.587158;406.637268;;;;;;;;;;784.232483;842.561035;260.634430;;;;;;;;;;;;;;;;;;
84;582.131592;732.036072;136.901749;461.108368;717.277954;147.977097;515.679138;654.715393;140.816162;894.620789;848.125977;407.229309;;;;;;;;;;780.638245;842.353394;261.231995;;;;;;;;;;;;;;;;;;
85;578.796204;732.680298;136.229004;457.846649;718.085327;147.238174;512.243408;655.268188;139.470703;892.802490;847.321594;407.248932;;;;;;;;;;778.159668;841.793823;261.561584;;;;;;;;;;;;;;;;;;
86;575.515503;733.074829;136.153610;454.688019;718.925354;146.053894;509.337372;655.933777;138.078888;890.050171;846.829895;407.160034;;;;;;;;;;774.595276;841.434753;262.224274;;;;;;;;;;;;;;;;;;
87;572.553894;733.798706;134.865936;451.693909;719.516113;144.935394;506.109772;656.679565;137.167313;887.804688;846.452148;407.532501;;;;;;;;;;772.098267;840.897217;262.616852;;;;;;;;;;;;;;;;;;
88;570.063782;733.931763;134.320282;448.683563;720.141724;144.032120;503.284607;657.305664;135.654434;885.593384;845.610046;407.824646;;;;;;;;;;768.991882;840.534668;263.022003;;;;;;;;;;;;;;;;;;
89;567.243164;734.657166;133.682678;445.726654;720.708618;143.034851;500.313354;657.599243;134.900421;883.385193;845.280701;408.003601;;;;;;;;;;766.525513;839.808899;263.230164;;;;;;;;;;;;;;;;;;
90;564.433716;735.220032;132.803024;443.158691;721.054504;142.091461;497.591705;658.084778;134.053604;881.418152;844.853271;408.208191;;;;;;;;;;763.590637;839.449219;264.084137;;;;;;;;;;;;;;;;;;
91;561.981079;735.728821;132.292633;440.846954;721.527161;140.821747;494.759583;658.578125;132.606277;879.467346;844.437683;408.059814;;;;;;;;;;760.981262;838.929626;264.259918;;;;;;;;;;;;;;;;;;
92;559.499634;736.037048;131.410797;438.343140;721.980530;140.181793;492.347137;659.083496;131.250473;877.377808;844.110229;408.219727;;;;;;;;;;758.665100;838.629211;264.731445;;;;;;;;;;;;;;;;;;
93;557.072449;736.692932;130.194931;435.543152;722.412537;139.273605;490.325745;659.690674;129.980621;875.101440;843.784912;408.435852;;;;;;;;;;755.748352;838.308960;265.378815;;;;;;;;;;;;;;;;;;
94;554.984314;736.997437;129.637863;433.285400;722.840088;137.748795;488.288269;660.166443;128.557083;873.734192;842.985107;408.244934;;;;;;;;;;753.927734;837.884277;265.413544;;;;;;;;;;;;;;;;;;
95;552.713074;737.551697;129.488632;431.285309;723.215332;136.894226;485.939362;660.704163;127.372261;871.795166;842.699036;408.718536;;;;;;;;;;751.575439;837.409607;265.681213;;;;;;;;;;;;;;;;;;
96;550.248901;738.270142;127.853432;429.193878;723.731445;135.432007;483.628479;661.189697;126.576881;870.096924;842.492981;408.633331;;;;;;;;;;749.210022;837.370239;265.872284;;;;;;;;;;;;;;;;;;
97;548.860046;738.548706;127.122749;426.908020;724.277283;134.839981;481.626740;661.563049;125.476776;868.579956;842.368103;408.143066;;;;;;;;;;747.592957;836.530090;266.276947;;;;;;;;;;;;;;;;;;
98;546.406128;739.032104;126.811775;424.975189;724.623596;133.871323;479.716431;662.032776;124.323540;867.282410;841.893799;408.088165;;;;;;;;;;745.452148;836.279419;266.533905;;;;;;;;;;;;;;;;;;
