Weight08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;13:43:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;949.824219;898.770020;416.497223;762.905579;666.358521;97.123253;841.035339;645.206726;88.367615;857.981689;739.689575;107.102432;964.565735;956.115417;255.507431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;949.755798;898.742615;416.549957;769.364990;682.472717;87.910622;841.097839;645.239502;88.331757;858.004456;739.686401;107.132988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;949.739380;898.737122;416.539551;774.451599;693.582275;82.405617;841.039307;645.220459;88.337921;857.984436;739.689270;107.111130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;949.729553;898.670410;416.445068;;;;841.127869;644.963867;88.278511;857.974060;739.690002;107.102928;;;;762.884949;666.343933;97.130341;964.517273;956.204224;255.472595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;949.682617;898.611206;416.442993;;;;841.031982;644.914307;88.455757;857.973450;739.690002;107.104164;;;;762.887146;666.348877;97.136429;964.594849;956.079834;255.388214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;949.585754;898.647583;416.343018;;;;841.021912;644.934692;88.560600;857.974121;739.689941;107.105545;;;;762.823059;666.342346;97.159851;964.615234;956.120422;255.338211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;949.621460;898.525635;416.400757;;;;841.051636;644.995728;88.536049;857.974365;739.689880;107.105675;;;;762.784607;666.253296;97.205139;964.574646;956.186279;255.408096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;949.502625;898.483398;416.350250;;;;841.040527;645.050598;88.501289;857.981018;739.581055;107.129433;;;;762.751648;666.176636;97.232101;964.536804;956.201233;255.455246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;949.425964;898.508301;416.371521;;;;840.999878;645.076050;88.431808;857.880249;739.595154;107.251900;;;;762.750977;666.186096;97.259941;964.505920;956.207153;255.472946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
