Weight15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:08:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;876.482239;729.659302;92.623856;831.606201;635.927795;90.976921;760.612183;681.401245;105.798706;1027.517944;860.950989;166.231781;1046.170532;827.597717;419.123077;;;;;;;;;;;;;;;;;;
2;876.453308;729.702026;92.853813;831.486694;635.772827;91.048424;761.095825;681.679504;104.996582;1027.970215;860.817627;166.103729;1046.105103;827.610596;419.004547;;;;;;;;;;;;;;;;;;
3;876.349731;729.686279;92.728172;831.468750;635.770691;91.063148;761.216614;681.712158;104.815125;1027.679199;860.930176;166.046158;1046.100098;827.694031;418.988861;;;;;;;;;;;;;;;;;;
4;876.786926;729.706848;92.602097;831.494751;635.872009;91.069107;760.816406;681.563660;105.445503;1027.577515;860.994751;166.149200;1046.078247;827.696106;418.997711;;;;;;;;;;;;;;;;;;
5;876.617249;729.528625;92.500175;831.495483;635.874634;91.018517;760.933533;681.737000;105.219139;1027.461182;860.906860;166.132355;1046.148926;827.707886;419.036102;;;;;;;;;;;;;;;;;;
6;876.479004;729.578247;92.634476;831.490356;635.809448;91.022774;760.733398;681.584229;105.527542;1027.560547;860.871521;166.167175;1046.125488;827.752380;419.010864;;;;;;;;;;;;;;;;;;
7;876.552246;729.543823;92.687462;831.402649;635.792664;91.047714;760.991821;681.737183;105.189926;1027.556152;860.900391;166.092636;1046.206299;827.777283;418.943298;;;;;;;;;;;;;;;;;;
8;876.506653;729.588196;92.788712;831.378784;635.844360;91.041031;761.127747;681.791321;104.949142;1027.612305;860.881042;166.132477;1046.255249;827.779114;418.950073;;;;;;;;;;;;;;;;;;
9;876.512512;729.532776;92.718452;831.455139;635.963013;91.116356;760.772034;681.583069;105.478813;1027.711792;860.864075;166.171082;1046.231445;827.785217;418.952545;;;;;;;;;;;;;;;;;;
10;876.611877;729.529785;92.735008;831.426636;635.917114;91.123856;760.911926;681.742798;105.222389;1027.692139;860.887390;166.098221;1046.568359;827.703003;419.036163;;;;;;;;;;;;;;;;;;
11;876.510193;729.547607;92.757698;831.351135;635.894165;91.122856;761.068787;681.798706;105.009315;1027.755127;860.902710;166.134689;1046.388916;827.852600;419.011383;;;;;;;;;;;;;;;;;;
12;876.547058;729.513855;92.729187;831.377258;635.868713;91.174721;761.104065;681.793762;104.970070;1027.942383;861.051147;166.138397;1046.392212;827.890320;418.945618;;;;;;;;;;;;;;;;;;
13;876.501038;729.492126;92.703415;831.299622;635.823303;91.166740;761.083252;681.786804;104.997871;1027.896484;860.914063;166.105850;1046.413330;827.883972;418.935944;;;;;;;;;;;;;;;;;;
14;876.581482;729.487000;92.702171;831.272705;635.810120;91.162857;760.685669;681.562317;105.571701;1027.789429;860.925659;166.119797;1046.703491;827.892761;418.924133;;;;;;;;;;;;;;;;;;
