Weight61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:06:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;786.716064;691.716919;217.900635;812.118958;979.485718;275.590027;891.480896;984.982666;465.942474;791.937622;638.695740;128.372299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;783.044800;692.021667;218.603409;811.068115;979.717773;275.917389;891.113159;984.970093;466.203766;788.344360;638.524414;129.437241;742.489380;616.707825;137.838516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;779.759766;692.133667;219.234406;809.135498;979.840759;276.960419;890.744141;984.950745;466.430786;785.310913;638.426270;130.440872;738.223083;616.606628;138.586151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;776.120117;692.067444;220.092270;807.795959;979.626892;277.591400;890.286926;984.873657;466.621765;781.301086;638.321777;131.677902;734.059204;617.052856;139.823090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;772.273193;692.081482;221.359955;806.559814;979.497437;278.192017;889.450500;984.881531;467.067596;776.621582;638.159790;132.642548;729.420166;617.147400;140.968628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;768.367798;692.356140;222.181778;804.567261;979.416016;278.814545;888.772217;984.815186;467.706787;771.895996;638.070923;133.488190;724.889221;617.302246;141.907440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;764.341309;692.590576;222.366196;802.695251;979.369873;279.578003;887.940002;984.746277;468.261749;767.388916;637.994934;134.339554;720.120911;617.547058;142.791367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;760.479431;692.412842;223.458420;801.507385;979.167786;280.290009;887.517273;984.585938;468.557800;763.431335;637.765503;135.310410;715.219971;617.906982;143.769501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;756.405396;692.389771;224.382019;799.682373;978.816467;281.125854;887.501160;984.291931;468.876221;758.627808;637.687622;135.802109;710.406921;618.375793;144.547882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;752.230469;692.511292;224.545670;797.955383;978.518433;281.999939;887.419189;984.000122;468.958221;753.563293;637.741333;136.449875;705.713257;619.219177;144.930344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;747.969788;692.645325;224.933472;796.189514;978.145508;282.825867;886.939453;983.756653;469.011688;748.597595;637.872681;137.096039;700.519531;620.188843;145.664215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;743.583191;692.574097;225.600861;794.154968;977.743225;283.590332;886.457397;983.601501;469.144073;743.747925;637.922058;137.803741;695.036804;620.825562;145.630890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;739.140686;692.538147;226.474365;792.407104;977.353210;284.349915;885.479187;983.364929;469.616516;738.769836;637.939270;138.226822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;734.758789;692.708252;227.134384;790.707336;976.891968;285.294434;884.761353;983.063904;469.914520;733.554688;637.958923;138.570145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;730.410095;692.564575;226.845230;788.997925;976.598083;285.731934;884.226990;982.897644;469.933716;728.381897;637.929749;138.873535;;;;679.355591;621.387573;147.844513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;725.944824;692.466248;227.290497;786.985107;976.031067;286.632721;883.132385;982.758179;470.534821;723.294739;637.680237;139.174774;;;;674.369263;621.575378;148.383438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;721.377930;692.479858;227.578857;785.081543;975.636658;287.375122;882.205505;982.595337;470.927795;717.944214;637.446716;139.477173;;;;669.118958;621.929932;148.867218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;716.907349;692.393921;227.743805;782.691711;975.144958;288.277985;881.544983;982.291992;471.382538;712.078735;637.694946;139.339935;;;;663.451538;622.808105;149.466171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
