Weight63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;17:44:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;1073.006348;788.554871;443.239960;820.386169;612.849548;105.697609;869.664246;701.234314;124.034584;757.249817;659.930847;107.444466;1051.477783;814.714539;260.063477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1072.607422;788.729370;443.335846;820.091064;612.695496;105.933014;869.601318;701.077087;124.222839;757.162964;659.934998;107.513412;1051.395386;814.952820;260.126617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1072.294800;788.851318;443.335480;819.741394;612.666748;106.250610;869.366211;701.066040;124.534531;756.961365;659.958679;107.576775;1051.260010;815.237610;260.276886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1071.852173;789.086121;443.302429;819.233093;612.589905;106.630974;868.910461;701.177002;125.115250;756.674805;660.083923;107.780540;1051.178101;815.676636;260.372833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1071.481201;789.236206;443.200378;818.713745;612.517273;106.958229;868.701233;701.128357;125.414566;756.362610;660.122253;107.935379;1050.811890;816.040405;260.629242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1071.182983;789.428284;443.062988;818.172974;612.503906;107.385300;868.661743;701.117432;125.523628;755.995178;660.257080;108.167572;1050.601318;816.384399;260.697815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;1070.713623;789.681091;442.884888;817.714783;612.551147;107.740807;868.524780;701.117554;125.576187;755.470947;660.323669;108.182465;1050.314575;816.849426;260.976807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1069.961426;789.909058;442.561859;817.169861;612.723328;108.517601;868.414612;701.082214;125.581276;755.159180;660.455750;108.234299;1050.047485;817.243530;261.158478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1069.290283;790.093750;442.749451;816.667114;612.860474;109.115601;867.993164;701.193237;126.018814;754.735168;660.562744;108.391968;1049.867920;817.580017;261.303711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
