Weight62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:06:42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;794.284973;689.899353;215.611679;762.144775;616.275879;130.883408;884.947876;981.197449;461.924133;807.271545;637.494873;127.701324;813.358765;979.644836;269.271881;;;;;;;;;;;;;;;;;;;;;;;;
2;791.423157;690.339355;217.166916;758.866760;615.587585;132.916046;885.665405;980.980591;462.040558;803.340881;637.856445;128.650589;812.516235;979.679260;269.886749;;;;;;;;;;;;;;;;;;;;;;;;
3;788.227234;690.582764;217.973740;755.007996;615.249329;134.832733;885.268311;981.095276;462.266418;800.501953;637.567261;129.522079;811.340820;979.777161;270.577240;;;;;;;;;;;;;;;;;;;;;;;;
4;785.759155;690.970764;218.706299;751.261292;614.836914;136.243118;885.103943;981.075562;462.352966;797.639954;637.417542;130.252136;810.037170;979.942322;271.045441;;;;;;;;;;;;;;;;;;;;;;;;
5;782.611694;691.035950;219.452957;748.127502;615.116577;137.418869;885.146545;980.956787;462.533264;792.838440;637.678040;131.040573;808.421082;980.107849;272.042572;;;;;;;;;;;;;;;;;;;;;;;;
6;779.275452;691.179321;220.669998;744.451233;616.466431;137.776733;884.958008;980.943848;462.646545;789.392151;637.328613;132.760620;807.384827;979.891113;272.549133;;;;;;;;;;;;;;;;;;;;;;;;
7;776.231750;691.412598;221.712753;740.372131;617.169067;137.981720;884.761841;980.903809;462.866730;786.291016;636.960449;134.016998;806.135132;979.857727;273.167389;;;;;;;;;;;;;;;;;;;;;;;;
8;772.515137;691.529175;222.645813;736.131226;617.102295;139.032318;884.552490;980.970154;463.097717;782.154602;636.770752;134.824387;804.527344;979.909180;273.811249;;;;;;;;;;;;;;;;;;;;;;;;
9;769.101135;691.760254;222.894852;731.694885;616.924316;140.998474;884.254761;980.818542;463.409821;777.685181;636.723145;135.692017;802.741760;979.760681;274.397461;;;;;;;;;;;;;;;;;;;;;;;;
10;765.900391;691.603943;223.955627;727.062622;616.748535;142.253754;883.640381;980.742676;463.882904;772.434326;636.989014;135.696716;801.601379;979.682251;274.845490;;;;;;;;;;;;;;;;;;;;;;;;
11;761.648987;691.604919;224.846863;723.143250;616.997620;143.729691;883.097229;980.675598;464.096161;767.824402;637.013672;136.061890;800.196777;979.584045;275.614044;;;;;;;;;;;;;;;;;;;;;;;;
12;757.851990;691.555115;225.687286;718.462891;617.109131;144.733459;882.083801;980.708496;464.639618;764.293091;636.446045;137.322617;798.261719;979.195190;276.594788;;;;;;;;;;;;;;;;;;;;;;;;
13;754.076294;691.608521;226.412933;713.542725;617.287964;145.543930;881.066467;980.570679;465.132172;760.186157;636.038452;139.057358;796.883362;978.998230;277.160095;;;;;;;;;;;;;;;;;;;;;;;;
14;749.746460;691.560547;226.880417;708.328186;617.543335;146.046829;880.022522;980.391174;465.589478;755.522827;635.852295;140.117966;795.187561;978.570435;277.816345;;;;;;;;;;;;;;;;;;;;;;;;
15;745.615417;691.586243;227.549576;703.326660;618.209717;146.725174;879.856018;980.139954;465.896332;750.377136;635.860779;140.335144;792.958557;978.192627;278.891785;;;;;;;;;;;;;;;;;;;;;;;;
16;741.502991;691.551636;228.481903;698.443909;618.895325;147.306488;879.895203;979.877136;465.860474;745.112854;635.966614;140.642853;791.726624;977.787842;279.699585;;;;;;;;;;;;;;;;;;;;;;;;
17;737.321106;691.550903;229.059692;693.593079;619.359741;147.613953;879.742798;979.759399;465.898804;740.181274;635.951416;141.532410;789.803955;977.384949;280.234192;;;;;;;;;;;;;;;;;;;;;;;;
18;732.809814;691.393860;229.258957;687.861450;618.120056;148.414047;879.382874;979.498169;465.996185;735.334106;635.560364;142.038986;787.859131;977.193542;280.910187;;;;;;;;;;;;;;;;;;;;;;;;
19;728.257629;691.390259;229.400894;682.038818;616.827087;149.692398;878.753174;979.087891;466.212952;730.201782;635.168579;142.341766;785.971680;976.692627;281.748840;;;;;;;;;;;;;;;;;;;;;;;;
20;723.817688;691.524414;229.726730;676.653809;616.512085;150.732605;878.007263;978.718384;466.489319;724.599548;635.306152;141.777573;784.518982;976.317932;282.315918;;;;;;;;;;;;;;;;;;;;;;;;
21;719.453125;691.514099;230.146957;671.698669;617.312988;151.117889;877.524292;978.239075;466.670776;719.433472;635.228638;141.983017;782.182251;975.921082;283.317993;;;;;;;;;;;;;;;;;;;;;;;;
22;715.119324;691.374390;230.309067;666.054871;617.904846;151.728516;877.036133;977.835144;467.024231;714.198547;635.115295;142.759476;780.507263;975.156677;284.143921;;;;;;;;;;;;;;;;;;;;;;;;
23;710.632080;691.426697;230.547974;660.500061;618.248962;152.161819;876.329956;977.597473;467.423798;709.205872;634.536621;143.456604;778.442627;974.635254;284.658569;;;;;;;;;;;;;;;;;;;;;;;;
24;706.291748;691.452148;230.522705;655.195374;618.324646;152.735046;874.984863;977.339661;468.136780;704.074280;634.248962;144.214706;775.984375;973.927124;285.876007;;;;;;;;;;;;;;;;;;;;;;;;
25;701.857239;691.381226;230.522430;;;;874.174316;977.011719;468.552551;698.781677;634.020935;144.570908;774.404236;972.778381;286.958099;;;;;;;;;;;;;;;;;;;;;;;;
26;697.232971;691.175903;230.492447;;;;873.572144;976.570251;468.796997;693.197449;633.934448;144.413223;772.112976;972.255188;287.616241;643.479370;618.237305;153.111954;;;;;;;;;;;;;;;;;;;;;
27;692.852600;691.056091;230.575043;;;;872.690552;976.147278;469.039703;687.855713;634.176819;143.961731;769.522339;971.739563;288.708771;637.802490;618.779114;153.308563;;;;;;;;;;;;;;;;;;;;;
28;688.435425;690.873169;230.446014;;;;871.930542;975.788574;469.394684;682.521484;634.414734;143.781448;767.905090;970.993042;289.148804;632.513306;619.198181;153.471634;;;;;;;;;;;;;;;;;;;;;
29;683.861267;690.940491;230.003204;;;;871.320923;975.388733;469.739594;677.037781;634.483704;143.343643;765.746582;969.910706;289.761230;627.840149;620.058838;153.822662;;;;;;;;;;;;;;;;;;;;;
30;679.229858;690.845825;229.862656;;;;870.603699;974.732788;470.164459;671.907166;634.268555;143.311768;763.949646;968.809204;291.018433;623.645630;621.456543;153.800873;;;;;;;;;;;;;;;;;;;;;
