;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
50;894.278259;730.714233;141.509979;;;;1069.285156;840.889404;522.992737;;;;;;;855.092468;639.928833;117.681572;;;;;;;;;;;;;;;;1054.474243;811.253479;322.996857;761.608337;713.231018;119.758888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;893.957397;730.437561;141.401825;;;;1069.211670;840.809753;522.945679;;;;;;;854.943665;639.657288;117.358482;;;;;;;;;;;;;;;;1054.265869;811.110046;322.779602;761.427429;712.692322;119.707298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;893.733459;730.131897;141.365982;;;;1069.052124;840.709717;522.834717;;;;;;;854.911682;639.232849;117.187393;;;;;;;;;;;;;;;;1053.989014;810.898438;322.675446;761.201416;712.325500;119.597527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;893.648804;729.876343;141.333374;;;;1068.985840;840.612122;522.735535;;;;;;;854.668091;638.858887;117.146317;;;;;;;;;;;;;;;;1053.591431;810.574829;322.576233;760.992859;711.903259;119.483963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;893.542480;729.649841;141.244125;;;;1069.615967;840.224426;522.445435;;;;;;;854.641479;638.480896;117.083710;;;;;;;;;;;;;;;;1053.162109;810.258118;322.861786;760.776428;711.488525;119.281898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;893.479065;729.341492;141.130127;;;;1070.379395;839.954712;522.062073;;;;;;;854.480347;638.253906;116.974220;;;;;;;;;;;;;;;;1052.542358;810.000854;323.028778;760.680481;711.028137;119.032219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;893.281555;729.075317;141.037857;;;;1069.945801;840.016907;521.807922;;;;;;;854.306580;637.966614;116.928368;;;;;;;;;;;;;;;;1052.261841;809.874695;322.813110;760.605713;710.638611;118.855812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;893.200134;728.810059;140.971207;;;;1069.368530;840.009949;521.822083;;;;;;;853.925293;637.801208;116.922066;;;;;;;;;;;;;;;;1052.089600;809.656799;322.669098;760.633972;710.137634;118.714973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;893.100891;728.448669;140.775986;;;;1068.822021;839.950745;521.938538;;;;;;;853.706055;637.537231;116.812439;;;;;;;;;;;;;;;;1051.843506;809.410583;322.699310;760.776733;709.591736;118.401810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;892.923828;728.132935;140.634109;;;;1067.826416;840.149475;522.052490;;;;;;;853.459717;637.320801;116.662102;;;;;;;;;;;;;;;;1051.513062;809.118408;322.615051;761.026855;709.030518;118.023987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;892.896240;727.876038;140.326126;;;;1067.356079;840.218567;522.132874;;;;;;;853.187927;637.040161;116.448906;;;;;;;;;;;;;;;;1051.207886;808.971191;322.557556;760.900391;708.529663;118.039276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;892.761963;727.578613;139.957184;;;;1067.050537;840.190552;521.991394;;;;;;;852.918945;636.670410;116.367607;;;;;;;;;;;;;;;;1051.005249;808.800964;322.551910;760.737915;708.117981;118.133965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;892.717896;727.217896;139.826736;;;;1066.704224;840.135864;521.907410;;;;;;;852.708557;636.284119;116.312523;;;;;;;;;;;;;;;;1050.799316;808.606689;322.452789;760.659180;707.768860;118.127029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;892.586792;726.913513;139.735138;;;;1066.200684;840.169983;521.938293;;;;;;;852.380676;635.929810;116.415215;;;;;;;;;;;;;;;;1050.605103;808.475098;322.327820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;892.404297;726.578552;139.722565;;;;1065.832642;840.137573;521.845276;;;;;;;852.171692;635.575989;116.407913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;892.246155;726.255981;139.637527;;;;1065.550049;840.136780;521.858765;;;;;;;851.678589;635.348022;116.349854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;892.048706;725.854126;139.713272;;;;1065.179932;840.033569;521.796143;;;;;;;851.296692;635.102234;116.236107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;891.976257;725.617615;139.474136;;;;1064.919800;839.897217;521.766602;;;;;;;850.949768;634.811096;115.996834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;891.757019;725.413940;139.309464;;;;1064.647705;839.801147;521.660156;;;;;;;850.882813;634.530579;115.681862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;891.602661;725.031860;139.194458;;;;1064.296875;839.679016;521.569397;;;;;;;850.816040;634.265686;115.492279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;891.486450;724.711487;139.004120;;;;1064.040527;839.517151;521.688049;;;;;;;850.766479;633.976257;115.289894;;;;;;;;;;;;;;;;;;;;;;760.016785;704.335144;118.165649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;891.194031;724.401001;138.874451;;;;1063.610107;839.505737;521.445740;;;;;;;850.656372;633.618225;115.052658;;;;;;;;;;;;;;;;;;;;;;759.981567;703.884155;118.119247;1047.949463;806.699646;321.181061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;891.183777;724.120789;138.802948;;;;1063.301636;839.367737;521.350342;;;;;;;850.509583;633.144775;114.952446;;;;;;;;;;;;;;;;;;;;;;759.975281;703.544312;118.112793;1047.593994;806.494263;321.104431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;891.035767;723.824402;138.661057;;;;1063.238159;839.248535;521.259521;;;;;;;850.147217;632.888489;115.090706;;;;;;;;;;;;;;;;;;;;;;760.162354;703.061157;117.995201;1047.555176;806.167175;321.054718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;890.875793;723.592468;138.514496;;;;1063.020264;839.177124;521.119263;;;;;;;849.640381;632.677063;115.175232;;;;;;;;;;;;;;;;;;;;;;759.654968;702.668762;117.674950;1047.505615;805.937622;320.846039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;890.758728;723.335632;138.462616;;;;1062.869141;839.094360;520.834167;;;;;;;849.289246;632.360291;114.994209;;;;;;;;;;;;;;;;;;;;;;759.258911;702.259155;117.963081;1047.331787;805.729309;320.685852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;890.656372;723.057068;138.359314;;;;1063.062378;838.864807;520.522827;;;;;;;848.807068;633.197876;114.176178;;;;;;;;;;;;;;;;;;;;;;759.641602;701.689270;117.810295;1047.196899;805.434265;320.649994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;890.517822;722.809387;138.329819;;;;1062.923096;838.774597;520.326294;;;;;;;848.136230;632.579590;113.897728;;;;;;;;;;;;;;;;;;;;;;760.343262;701.104492;117.268257;1047.071899;805.210022;320.660675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;890.423706;722.516663;138.297470;;;;1062.750000;838.622375;520.091003;;;;;;;847.286621;632.357117;113.610443;;;;;;;;;;;;;;;;;;;;;;760.773132;700.683655;116.926880;1046.886353;805.113342;320.520325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;890.244873;722.412048;138.230225;;;;1063.374512;838.106812;519.688293;;;;;;;846.583923;632.372253;113.129623;;;;;;;;;;;;;;;;;;;;;;760.911804;700.351379;116.871590;1046.664307;804.932861;320.446747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;890.049744;722.258362;138.000763;;;;1063.483276;837.900879;519.352417;;;;;;;846.133423;632.435547;112.884644;;;;;;;;;;;;;;;;;;;;;;760.788269;700.018311;116.899780;1046.515381;804.715210;320.417175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;890.031494;722.041199;137.791260;;;;1063.289429;837.892395;519.078430;;;;;;;845.763306;632.340210;112.818024;;;;;;;;;;;;;;;;;;;;;;760.838257;699.747131;116.872177;1046.325195;804.608948;320.413727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;889.868347;721.985168;137.738831;;;;1062.056396;838.113220;519.412476;;;;;;;845.277588;632.242493;112.791435;;;;;;;;;;;;;;;;;;;;;;760.939758;699.417725;116.791840;1046.273682;804.481567;320.292175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;889.887085;721.845337;137.682922;;;;1061.284058;838.159546;519.733826;;;;;;;844.229614;631.990601;112.629311;;;;;;;;;;;;;;;;;;;;;;761.208374;699.008423;116.405807;1045.898804;804.381714;319.977997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;889.720032;721.749817;137.566315;;;;1061.090210;838.165222;519.586304;;;;;;;843.850952;631.468689;112.769989;;;;;;;;;;;;;;;;;;;;;;;;;1045.449219;804.140625;319.841003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;889.555054;721.616821;137.340515;;;;1060.697266;838.251099;519.459595;;;;;;;843.389709;630.727661;112.949150;;;;;;;;;;;;;;;;;;;;;;;;;1045.024414;803.877136;319.685089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;889.407532;721.398438;137.061020;;;;1060.188477;838.159241;519.262146;;;;;;;842.428955;630.639343;113.236412;;;;;;;;;;;;;;;;;;;;;;;;;1044.622314;803.605286;319.532684;761.020142;698.021240;116.265015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;889.245789;721.171021;136.984818;;;;1059.597778;838.191406;519.182861;;;;;;;842.088257;630.364746;112.913933;;;;;;;;;;;;;;;;;;;;;;;;;1044.243042;803.464539;319.316925;761.103394;697.796143;116.151779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;889.054016;721.015686;136.880142;;;;1059.142822;838.161194;519.004822;;;;;;;841.488708;630.252930;112.465950;;;;;;;;;;;;;;;;;;;;;;;;;1044.010986;803.281799;319.049103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;888.835388;720.946838;136.683609;;;;1058.747803;838.115112;518.776489;;;;;;;840.506897;631.308350;111.901192;;;;;;;;;;;;;;;;;;;;;;;;;1043.819824;803.091370;318.823151;;;;761.070007;697.399719;116.422844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;888.702942;720.715576;136.529617;;;;1058.387207;838.117188;518.632690;;;;;;;840.221252;631.905701;110.829430;;;;;;;;;;;;;;;;;;;;;;;;;1043.685791;802.980469;318.675018;;;;761.591553;697.054871;115.919411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;888.562378;720.588684;136.479187;;;;1058.153564;838.072266;518.416260;;;;;;;839.799438;632.868408;110.792763;;;;;;;;;;;;;;;;;;;;;;;;;1043.613159;802.742798;318.499817;;;;761.405090;696.993164;116.427391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;888.427917;720.488953;136.388229;;;;1057.797241;838.048340;518.318359;;;;;;;839.176270;633.874573;110.419899;;;;;;;;;;;;;;;;;;;;;;;;;1043.495728;802.638062;318.291901;;;;761.089783;696.860352;116.905945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;888.269531;720.392395;136.266891;;;;1057.553711;837.987854;518.292542;;;;;;;838.598267;633.666321;110.109703;;;;;;;;;;;;;;;;;;;;;;;;;1043.451050;802.473877;318.156067;;;;761.300354;696.545654;116.722717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;888.025146;720.312378;136.204910;;;;1057.526978;837.963745;518.169556;;;;;;;837.821777;632.995544;110.064186;;;;;;;;;;;;;;;;;;;;;;;;;1043.374634;802.382141;318.019867;;;;761.564331;696.336792;116.484131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;887.872681;720.155334;136.118942;;;;1057.452393;837.908752;518.028076;;;;;;;837.131958;632.429321;110.164787;;;;;;;;;;;;;;;;;;;;;;;;;1043.144531;802.311768;317.835846;;;;762.014771;695.914001;116.072571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;887.707703;720.017822;136.027100;;;;1057.306396;837.858826;518.011414;;;;;;;836.343018;632.227844;110.241776;;;;;;;;;;;;;;;;;;;;;;;;;1042.965088;802.293518;317.404541;;;;762.288025;695.616272;115.923218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;887.571716;719.889648;135.972946;;;;1057.291748;837.859863;517.601074;;;;;;;836.147766;631.984436;110.391052;;;;;;;;;;;;;;;;;;;;;;;;;1042.876343;802.221802;317.123840;;;;762.454346;695.353210;115.904800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;887.444763;719.823730;135.874588;;;;1057.960815;837.377380;517.320313;;;;;;;835.400330;632.388062;109.592216;;;;;;;;;;;;;;;;;;;;;;;;;1042.629517;802.147217;316.905670;;;;762.585144;695.107910;115.845840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;887.308350;719.619141;135.763519;;;;1058.111328;837.188660;517.097656;;;;;;;835.086182;632.906433;108.970291;;;;;;;;;;;;;;;;;;;;;;;;;1042.348877;802.054260;316.747711;;;;762.578186;694.890747;115.570107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;887.211853;719.494995;135.693573;;;;1058.176636;836.941650;516.665344;;;;;;;834.916931;633.381897;108.525360;;;;;;;;;;;;;;;;;;;;;;;;;1042.092773;801.959534;316.691650;;;;762.679321;694.656982;115.524460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;887.157654;719.408020;135.609726;;;;1057.424316;837.030518;516.603516;;;;;;;834.721741;633.592529;108.231689;;;;;;;;;;;;;;;;;;;;;;;;;1041.717041;801.952515;316.456665;;;;762.792847;694.377136;115.498260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;887.085266;719.309265;135.567535;;;;1056.749512;837.024048;516.612488;;;;;;;834.579407;633.620239;108.097343;;;;;;;;;;;;;;;;;;;;;;;;;1041.525635;801.861389;316.335632;;;;762.860840;694.151062;115.451660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;886.992004;719.285767;135.654541;;;;1056.290649;837.046448;516.581482;;;;;;;834.374756;633.583191;108.073196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.887634;693.998230;115.516380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;886.851196;719.178162;135.598862;;;;1055.875610;837.100281;516.506531;;;;;;;834.118347;633.571899;107.995903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.931030;693.867371;115.547150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;886.749878;719.114502;135.591187;;;;1055.452881;837.202515;516.416809;;;;;;;833.967102;633.662109;107.936203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.983032;693.670532;115.540611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;886.696350;719.072754;135.656189;;;;1055.109741;837.337952;516.214050;;;;;;;833.754517;633.751404;107.782822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.090637;693.533325;115.534248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;886.468323;719.250977;135.844559;;;;1054.972534;837.394409;516.134277;;;;;;;833.464722;633.920776;107.708450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.203613;693.424805;115.552498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;886.334351;719.242065;135.966095;;;;1054.421021;837.513672;516.238708;;;;;;;833.261108;634.060608;107.670174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.283752;693.300537;115.619972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;886.175171;719.116943;136.077438;;;;1054.057251;837.639526;516.275391;;;;;;;833.067627;634.145142;107.583328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.302246;693.179993;115.624115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;886.042542;719.081543;136.162003;;;;1053.881348;837.656799;516.116516;;;;;;;832.705811;634.363220;107.149353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.324951;693.051636;115.663963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;885.897583;719.103149;136.262100;;;;1053.617798;837.818298;516.072693;;;;;;;832.387085;634.946838;106.837257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.340454;692.951843;115.679092;1040.170410;801.617004;315.685486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;885.784302;719.039246;136.450180;;;;1053.470215;837.859985;516.006897;;;;;;;832.530029;635.191833;107.039063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.468140;692.885071;115.863708;1039.979492;801.756775;315.764648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;885.657654;719.007446;136.623993;;;;1053.660278;837.761597;515.594177;;;;;;;832.578430;634.976563;107.317169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.435059;692.783142;115.939163;1040.093018;801.747986;315.991119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;885.506592;718.994873;136.775818;;;;1053.527222;837.713257;515.243164;;;;;;;832.463684;634.561279;107.599365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.439331;692.672302;115.918762;1039.942261;801.814819;315.671844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;885.342407;719.007690;136.951279;;;;1053.261841;837.692993;515.150513;;;;;;;832.339417;634.278137;107.836746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.540710;692.653931;115.947441;1040.044434;801.952148;315.827515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;885.135132;718.966492;137.265701;;;;1053.096558;837.657532;515.090210;;;;;;;832.266968;634.195068;107.956474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.473389;692.568726;115.908501;1039.934692;802.192322;315.940674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;885.019104;718.940369;137.423172;;;;1052.881836;837.721313;515.040710;;;;;;;832.113831;634.165527;108.069542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.508789;692.539978;115.953705;1039.812500;802.351379;316.014496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;884.768005;718.938110;137.689682;;;;1052.586182;837.701477;514.973572;;;;;;;831.984375;634.242676;108.146187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.394104;692.443420;115.945854;1039.577637;802.562927;316.005798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;884.559570;718.904907;138.252563;;;;1052.292603;837.644531;514.987671;;;;;;;831.777588;635.909058;107.011528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.213928;692.436890;115.944359;1039.448242;802.876587;316.139008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;884.299683;718.968262;138.511063;;;;1052.188477;837.580078;514.644897;;;;;;;831.512207;638.490173;105.738533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.239746;692.423889;116.132225;1039.352539;803.158936;316.128479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;884.191040;718.942017;138.725418;;;;1051.804688;837.644775;514.647339;;;;;;;831.962402;640.435913;104.722527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.115967;692.444214;116.080589;1039.301270;803.384827;316.179596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
