PTP-1126;;;
Date:;2025/04/16;;
Time:;10:37:51;;
Type:;test;;
Description:;"";;
Notes:;"";;
TRAJECTORIES;;;
200.000000;Hz;;
;*1;;
Field #;X;Y;Z
1;878.103027;680.167114;118.462929
2;878.083557;680.377869;118.283585
3;878.143005;680.159790;118.376945
4;878.159546;680.158203;118.390068
5;878.162598;680.160034;118.441154
6;878.182007;680.176636;118.425224
7;878.483582;680.187927;118.412529
8;878.273926;680.184387;118.383385
9;878.191467;680.193054;118.425049
10;878.192993;680.193237;118.440933
11;878.227722;680.187927;118.458008
12;878.210205;680.147217;118.488777
13;878.164856;680.138672;118.526039
14;878.190491;680.086426;118.551727
15;878.442444;680.126770;118.515770
16;878.474060;680.222900;118.481125
17;878.141052;680.189514;118.537254
18;878.012573;680.170898;118.602264
19;878.038696;680.158508;118.607025
20;878.014343;680.248230;118.639915
21;878.187988;680.378967;118.564972
22;878.011047;680.302856;118.613022
23;878.152527;680.437012;118.903152
24;877.993713;680.406555;118.994736
25;877.818115;680.399231;119.147614
26;877.807312;680.496887;119.303062
27;877.549622;680.663757;119.454956
28;877.374451;680.762024;119.487259
29;877.554443;680.828674;119.999565
30;877.532166;680.878479;120.269371
31;877.474792;680.985779;120.320045
32;877.325134;681.009155;120.390717
33;877.159851;680.652039;121.267975
34;876.924622;680.988342;121.059769
35;876.954346;680.864014;121.654648
36;876.835327;680.867188;122.256989
37;876.464661;680.790222;122.626259
38;876.453918;681.118164;122.561783
39;876.620117;681.188477;122.700241
40;876.318665;681.513123;122.969315
41;875.916138;681.969788;123.793121
42;875.719604;682.400330;124.600517
43;875.422852;682.984985;125.265579
44;875.274963;683.594360;125.700783
45;874.979248;684.177673;126.054512
46;874.494385;685.020203;126.922569
47;873.957581;685.734924;127.746223
48;873.341370;686.881897;128.957901
49;872.546143;687.927856;129.969559
50;871.407043;688.924133;130.867996
51;870.259216;689.771973;132.605667
52;868.808411;690.756836;134.626587
53;867.229065;691.945435;136.036636
54;865.862366;693.329590;137.326416
55;863.905823;695.084900;139.066147
