;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
120;867.784973;705.089111;118.054329;;;;813.335632;616.764709;109.257713;1099.582397;866.377502;386.210083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;743.906372;677.470947;115.361443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;866.406616;705.099792;119.126068;;;;812.017029;616.676147;110.916412;1098.779053;866.049011;385.934662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;742.533691;677.568970;116.348915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;865.084656;705.343262;119.920586;;;;810.779968;616.797791;112.496338;1098.205566;865.674072;385.739990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;741.179504;677.694763;117.591454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;863.836853;705.161194;121.024620;;;;809.192383;616.900696;113.433525;1097.301636;865.373535;385.517365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;739.803223;677.970093;119.689941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;862.282104;705.149048;121.637711;;;;807.518860;617.046814;115.116119;1096.204956;864.807434;386.063538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;738.284668;678.134827;121.395424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;860.832214;705.319275;123.008842;;;;805.889343;616.945923;116.812515;1094.994995;864.703857;386.438782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;736.322937;678.364197;122.925865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;858.991150;705.341064;124.376289;;;;803.963013;617.148254;118.143379;1093.706543;864.501953;386.265869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;735.105713;678.730896;124.390167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;857.261475;705.304993;124.966614;;;;801.680664;616.991272;118.920914;1092.389160;863.976257;386.152924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;733.144165;678.737732;126.617050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;855.518005;705.012817;126.205147;;;;799.749084;617.278198;120.085327;1091.641724;863.339661;386.065643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730.628540;678.855408;128.537766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;853.603394;704.942139;127.906425;;;;797.454468;617.435974;121.809792;1090.622314;863.049011;386.037903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;729.028992;679.077942;129.654099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;851.563477;704.983398;129.210876;;;;795.307190;617.474731;123.304718;1089.839233;862.815002;386.121826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;726.518188;679.312805;131.151642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;849.407532;704.942749;130.766739;;;;792.971619;617.540894;124.957397;1088.645386;862.693237;386.092072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;724.887268;679.637329;132.759903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;847.128906;705.160278;131.357361;;;;790.080261;617.768311;126.109207;1086.663574;862.113892;386.419006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;722.186707;679.804382;134.376038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;844.702209;705.317261;133.045319;;;;787.854858;617.908630;127.096558;1085.723511;861.564575;386.470367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;719.825439;680.177917;136.918594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;842.403687;705.510254;134.208282;;;;785.011719;618.342590;129.388977;1084.726807;861.309387;386.302124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;716.829956;680.578918;138.475571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;839.971863;705.492310;135.837479;;;;782.642456;618.601807;131.184433;1083.729614;860.640015;386.562775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;714.659363;680.955139;139.733704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;836.781921;705.931091;137.390900;;;;779.493286;618.830017;132.239471;1082.295654;860.303040;386.663696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;712.109558;681.375244;141.213501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;834.060730;705.915344;139.018005;;;;776.528748;619.335571;134.074539;1080.875854;860.117432;387.006744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;709.138184;682.020386;142.558090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;831.562012;706.258606;140.422760;;;;773.817932;619.723389;135.665894;1079.564575;859.967468;386.801178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;706.178894;682.540649;144.135010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;828.542542;706.541443;141.485641;;;;770.444946;620.089600;137.310257;1078.163940;859.512390;386.819366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;703.588196;683.168518;145.541931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;825.866333;706.831909;142.644577;;;;767.561157;620.355286;138.825500;1076.507935;859.157654;387.132263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;822.634155;707.208679;143.899582;;;;764.094543;620.942566;140.805786;1075.392090;858.743652;387.444885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;696.808594;684.409729;149.156845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;819.352173;707.549683;145.106110;;;;760.723633;621.368164;141.877411;1074.313599;858.110291;387.608398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;694.056702;685.213501;150.028580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;816.580444;707.806885;145.842453;;;;757.516357;622.037598;143.163284;1072.975586;857.670898;387.585907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;690.642395;685.757690;151.350235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;812.806030;708.429077;147.567184;;;;753.530823;622.566223;144.843002;1071.408569;857.329346;387.531403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;809.636230;708.829468;148.569305;;;;750.251831;623.244629;146.229446;1069.818848;857.013000;387.874084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;683.778137;687.528076;154.215027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;806.213318;709.186584;149.674408;;;;746.472412;623.743103;147.373672;1068.296143;856.490845;388.389557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;680.484558;688.188293;155.341522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;802.742065;709.452026;150.995605;;;;742.867981;624.320313;148.494202;1067.059082;856.243591;388.277679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;677.174255;689.230103;156.201538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;799.419739;710.097717;151.892578;;;;738.952698;625.012817;149.221405;1065.385986;855.938843;388.163696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;673.233337;690.244446;157.192917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;795.454346;710.353943;152.783722;;;;734.562073;625.778442;150.422501;1063.719238;855.641479;388.237122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;669.658813;691.193115;157.915878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;791.973267;710.537659;153.607513;;;;730.565796;626.609924;151.170074;1062.175659;855.158386;388.718811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;666.202332;692.131226;158.360458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;788.535767;711.145874;154.842224;;;;726.733154;627.125977;151.599854;1060.895386;854.626953;389.039825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;661.969666;692.894104;159.070190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;784.587952;711.442993;155.681046;;;;722.685425;627.627808;152.568192;1059.030029;854.420776;389.044525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;658.253967;694.041748;160.287308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;780.773376;711.719666;156.262360;;;;718.106445;628.344299;153.292160;1056.695068;854.214966;389.239685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;654.465942;695.077454;161.214951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;776.567749;712.407837;157.531784;;;;713.972229;629.307373;153.964310;1055.633545;853.570496;389.357147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;650.452271;695.942383;161.921814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;772.619141;712.960144;158.300171;;;;710.010864;630.140381;154.732605;1054.348999;853.271179;389.654602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;646.425049;697.115417;161.829819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;768.945679;713.400513;158.636505;;;;705.800720;630.821472;155.273605;1051.691772;852.978149;390.167847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;642.824829;697.964478;161.753265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;764.851379;714.188477;159.178040;;;;701.635071;631.717285;155.528259;1050.203247;852.361633;390.047577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;638.726990;698.993958;162.078293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;761.090759;714.848145;159.828537;;;;697.363525;632.528931;155.848282;1048.538330;851.925232;390.539429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;634.152344;699.871826;163.026199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;757.191711;715.664246;160.264343;;;;692.814819;633.513855;157.646744;1046.667603;851.706055;390.656158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630.205078;701.053528;163.034546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;752.893860;716.318420;160.859146;;;;688.857910;634.138000;158.069183;1044.994507;851.484863;390.873596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;626.607971;702.104553;162.886337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;748.102600;716.910889;162.269974;;;;684.837036;634.819031;158.106750;1042.923706;850.766724;391.334106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;622.416809;703.033508;163.161697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;743.888550;717.351135;163.323990;;;;680.399109;635.513306;158.469101;1040.725830;850.334900;391.423187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;617.700989;703.989868;163.934433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;740.343262;717.680908;163.165192;;;;676.235168;636.246094;158.974777;1038.643311;849.810181;391.921906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;736.705994;718.210876;162.735107;;;;672.030945;637.263916;159.408127;1037.123535;849.006958;392.179047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;732.637878;718.717529;163.228592;;;;667.718567;638.130371;159.769577;1034.404175;848.826782;392.583282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;728.463867;719.499817;164.612381;;;;663.238159;638.833008;160.569763;1032.700928;848.286438;392.810211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;724.389587;720.594421;165.460129;;;;659.083801;639.471985;160.638107;1030.996826;847.486938;393.348511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;720.816711;720.965088;165.505981;;;;654.898743;640.151611;160.561386;1028.389526;847.112122;393.118500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;716.495239;721.241211;165.553802;;;;650.488342;640.631165;160.320572;1025.922485;846.544250;393.803406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;712.166016;721.853210;165.997757;;;;646.457275;641.347107;160.126953;1024.319214;845.725891;394.174072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585.828064;711.273376;165.561203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;708.764282;722.143555;165.875656;;;;642.397095;642.036804;159.933426;1021.383484;845.413940;394.115967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582.521545;712.057068;164.966782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;705.018799;722.409851;165.932465;;;;637.619629;642.565552;160.368622;1019.760925;844.465393;394.540222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578.687927;712.888306;164.610016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;700.703613;722.847778;166.305664;;;;633.461975;643.211426;160.303528;1017.423462;843.849731;395.224548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574.308350;713.555603;165.049896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;696.663330;723.193420;167.008087;;;;629.648071;643.822693;159.908386;1014.959778;843.362854;395.257111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;929.725098;851.305420;204.733841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;692.935364;723.470581;167.335678;;;;625.423218;644.419067;159.641541;1012.781555;842.868530;395.152588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;689.160400;724.012817;167.538788;;;;621.457031;645.009277;159.590485;1010.331787;842.136597;395.637115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;685.050415;724.461304;167.433075;;;;617.727905;645.713379;159.457962;1007.668823;841.470276;395.840149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;681.320313;724.570618;167.671829;;;;613.685913;646.062561;159.366837;1005.918640;840.727356;396.176147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;554.934998;716.736877;165.353729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;678.039429;724.734192;168.117340;;;;609.880005;646.480408;159.352341;1003.964661;840.204773;396.507935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;551.817505;717.452454;164.755203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;674.416016;724.913818;168.113861;;;;606.049377;646.973999;159.147720;1001.169373;839.537354;396.471924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;547.973816;717.924438;164.686646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;670.591431;725.114380;167.919083;;;;602.100769;647.346191;159.192078;999.562744;838.507141;396.551361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;667.027161;725.424072;167.868057;;;;598.319153;647.837524;158.884293;996.812256;838.080505;396.953827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;663.627563;725.415771;167.934769;;;;594.523926;648.148193;158.644073;994.794678;837.275818;396.710358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;900.480713;845.450623;211.016754;537.400208;719.476929;165.758362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;660.166565;725.447327;168.579163;;;;591.098572;648.455872;158.301239;992.676941;836.420410;396.887207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;534.147339;719.728699;165.105148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;656.399170;725.249390;168.408005;;;;587.746826;648.607666;157.613922;990.181519;835.731079;396.990143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;653.478333;725.337036;168.378235;;;;584.024292;648.798889;157.333847;987.682922;835.180237;396.694275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;649.895508;725.209229;168.234329;;;;580.627930;649.112244;156.887848;985.753601;834.070190;397.397797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;523.746338;720.579102;166.464294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;646.858887;725.231201;168.145523;;;;577.374878;649.155762;156.743759;983.695923;833.276123;396.893585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;521.097534;720.833069;165.673111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;643.457520;725.257629;167.938751;;;;574.037903;649.343201;155.758804;981.030701;832.465698;397.006439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;882.337036;840.997070;214.214462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
