;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
50;927.560486;778.181335;117.632996;;;;888.547852;682.540710;108.526543;1172.420044;896.885437;397.566864;1144.564941;919.835815;189.068436;;;;;;;;;;;;;794.867432;751.445129;110.027245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;926.530518;776.333618;117.753815;;;;887.445374;680.530945;110.090561;1171.383789;896.464783;397.461426;1143.034180;918.589905;188.917801;;;;;;;;;;;;;793.255981;749.440857;110.184868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;925.432251;774.475037;117.870979;;;;887.221558;678.109314;110.195862;1170.412842;896.064697;397.392670;1141.047974;917.798218;188.760391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;923.904358;772.342407;117.128738;;;;886.748291;676.333313;110.312904;1169.596680;895.493408;396.896362;1139.554199;916.660400;188.329773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;922.919128;770.812317;116.695847;;;;886.082642;674.283020;110.806389;1168.585449;894.911621;396.562103;1138.288452;915.274414;187.692108;;;;;;;;;;;;;;;;789.857483;743.850708;110.634514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;921.535034;768.735657;117.244614;;;;885.589111;672.678406;110.794792;1167.354736;894.458496;396.467255;1136.841675;914.489624;187.534775;;;;;;;;;;;;;;;;787.986816;741.731812;110.893265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;920.230469;767.281921;117.436478;;;;884.112732;670.516296;111.093178;1166.289551;893.944336;396.463898;1135.122314;913.317932;187.041748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;918.876953;765.309387;117.189056;;;;883.503418;668.509033;111.611046;1165.397461;893.579468;396.401459;1134.081177;911.914673;186.423172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;917.022034;763.674988;117.077065;;;;883.037537;666.632629;111.973770;1164.260254;893.129395;395.938599;1132.270996;911.090210;186.616867;;;;;;;;;;;;;;;;;;;784.357727;736.733154;109.487808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;916.097168;762.057739;116.708214;;;;882.262390;665.070557;112.158401;1163.164185;892.522949;395.601349;1130.195313;909.884094;186.380386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;915.080017;760.143066;116.272530;;;;881.358704;663.239319;112.391533;1162.106934;892.167542;395.233521;1129.312744;907.982056;185.649017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;914.258301;758.360657;115.934875;;;;880.752930;661.587097;112.748077;1161.070313;891.747498;395.044556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;913.547302;756.777039;115.567230;;;;880.124023;659.882751;112.207596;1160.018066;891.259460;395.170227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;911.954773;755.215149;115.599083;;;;879.160217;658.044861;112.839722;1158.447510;890.687622;394.929749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;910.874939;753.653687;115.466873;;;;878.482239;656.189636;113.272881;1157.511230;890.128784;394.427368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;910.118530;752.266907;115.315300;;;;877.724182;654.638733;112.941055;1156.840454;889.545837;393.989777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;909.158875;750.198364;114.932503;;;;877.249878;652.989868;112.670830;1155.486572;889.069336;394.137115;;;;;;;;;;;;;;;;;;;;;;;;;776.617859;723.356018;110.204155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;908.606018;748.830444;114.634796;;;;876.408203;651.020203;112.567284;1154.276001;888.747742;394.144012;;;;;;;;;;;;;;;;;;;;;;;;;776.093994;721.926392;109.810005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;907.808655;747.338379;114.321701;;;;875.739502;649.707397;112.611496;1153.031494;888.296753;393.761871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;906.496338;745.862122;114.272774;;;;874.964600;648.313416;112.587784;1151.858765;887.739746;393.474396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;905.321533;744.405457;113.757042;;;;874.050476;646.893921;112.535446;1150.812500;887.065002;393.157257;;;;;;;;;;;;;;;;;;;;;;;;;;;;773.658264;717.216614;110.906174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;904.996460;742.858398;113.855392;;;;873.438232;645.370239;112.400139;1149.866821;886.569092;393.115845;;;;;;;;;;;;;;;;;;;;;;;;;;;;772.823914;715.811157;111.470818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;904.058228;741.583008;114.220810;;;;871.957581;643.914368;112.362656;1148.677002;886.116150;393.049286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;902.942993;740.090881;114.409096;;;;870.811035;642.766724;112.147957;1147.303467;885.620117;392.741974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;901.997620;738.686829;114.559769;;;;869.944153;640.860962;112.714043;1146.130127;885.117981;392.675934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;769.856689;712.255127;112.725555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;901.338684;737.384705;113.814987;;;;869.191956;639.578308;112.726563;1145.472778;884.627625;392.631042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;769.421753;711.582031;112.739677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;900.355408;735.644348;113.257179;;;;867.890747;638.595825;112.001076;1144.469116;884.197693;392.269012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;768.630188;710.470642;113.262863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;899.939941;734.208374;112.941429;;;;866.624329;637.079163;112.253090;1142.912354;883.782288;392.019897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;899.279358;733.268738;113.281357;;;;865.364319;636.154724;111.672218;1141.597778;883.277283;391.735962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;898.172119;731.993164;113.646690;;;;864.221436;635.070251;111.097687;1140.412598;882.699646;391.862579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;897.060974;730.849609;113.997032;;;;863.371399;633.482971;111.257011;1139.861206;882.143860;391.680267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;896.394348;729.543091;113.128708;;;;862.632629;632.311646;110.702057;1139.118286;881.644226;391.559540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;896.023621;728.342957;112.790733;;;;861.038818;631.502808;109.989182;1137.987671;881.642639;391.213501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;895.320007;727.011047;112.377251;;;;859.714050;630.228088;109.282486;1136.686768;881.427917;390.967590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;894.522461;725.915527;112.062820;;;;858.773315;629.250793;108.945236;1135.484253;880.921204;390.817566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;893.639282;724.792358;112.017487;;;;858.135803;628.278503;108.379578;1134.336426;880.229370;390.953552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;893.237305;723.567627;111.439796;;;;856.936279;626.939331;108.079994;1133.458862;879.585327;390.704803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;892.922729;722.488464;111.375053;;;;856.032837;625.711731;107.555588;1132.913086;879.089294;390.330688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;892.102783;721.272400;111.544846;;;;855.334167;624.840576;107.043236;1132.007935;878.767334;390.092712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;761.181458;696.829773;113.913963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;891.074097;720.194397;111.445755;;;;854.261902;623.790527;106.596176;1130.814941;878.523193;390.064972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;760.618958;695.808105;114.058479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;890.591248;719.591187;111.363907;;;;852.868652;622.652405;106.418434;1129.598022;878.252686;390.168030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;760.142029;694.401489;114.267853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;890.063416;718.673645;111.285446;;;;851.841431;621.859863;105.897919;1128.517700;877.752197;390.187988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;889.923889;717.322632;110.643288;;;;850.608215;621.319519;105.539307;1127.855835;877.195679;389.892639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;889.374023;716.067261;109.941589;;;;848.914734;620.750305;105.342896;1126.886475;876.668335;389.480103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;758.828735;691.475098;116.304169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;889.009888;715.396973;109.809875;;;;847.628784;620.025208;105.183136;1125.645630;876.265503;388.954498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.074524;690.683105;116.049408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;888.507996;714.767273;109.774979;;;;845.803833;619.685791;104.103157;1124.920532;875.523376;388.987762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.025452;690.029175;116.128250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;887.979370;714.144226;109.777748;;;;843.308960;619.580505;103.500137;1124.039185;875.241394;389.278412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;758.659607;689.371765;116.675430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;887.246704;713.267029;109.824730;;;;841.242310;619.528259;102.389320;1122.910156;875.016907;389.126343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;758.215515;688.708130;117.058510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;886.406433;712.435547;109.933243;;;;839.017639;619.638733;101.414986;1121.759644;874.617554;388.754242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.776978;688.001160;117.148140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;885.518433;712.032410;109.983398;;;;836.619690;619.449707;100.745987;1120.521240;874.401245;388.176422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.497864;687.233521;117.083885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;884.962830;711.629883;110.021355;;;;834.273376;619.682617;99.668373;1119.682983;874.043579;387.811066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.421570;686.460876;117.313431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;884.341492;711.007813;109.823509;;;;832.447937;619.687683;99.256416;1118.897095;873.713989;388.019226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.304199;685.787231;117.071808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;883.662292;710.330750;110.072556;;;;830.520264;619.833618;98.815414;1117.924683;873.002258;388.138763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.212280;684.939453;116.523865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;882.871582;709.637878;110.524887;;;;829.608337;619.772949;98.986214;1116.887207;872.398254;387.787537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.078064;683.771729;115.848099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;882.014709;709.066406;110.401611;;;;829.501587;619.339539;99.246941;1115.980713;872.073059;387.381592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.018311;682.204346;115.381195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;881.786621;708.490479;110.138382;;;;829.494141;618.851318;99.255966;1114.965576;871.751343;387.011475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;756.899841;680.331543;115.582542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;881.584778;707.929871;110.253464;;;;828.866455;618.498291;99.102188;1113.861328;871.339844;386.796875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.127930;678.369202;115.526421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;880.971741;707.506653;110.600937;;;;827.299988;617.961853;98.738434;1112.779175;871.094971;386.922913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;756.746704;677.941162;115.128441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;880.071533;706.887634;111.133217;;;;826.328308;617.566895;98.871193;1112.000610;870.872986;387.100525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;756.111145;678.045959;114.790886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;879.078247;706.270874;111.825043;;;;825.456970;617.471924;99.114967;1111.021973;870.490784;386.778839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;755.398438;677.896851;114.556847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;878.128357;705.847839;112.347565;;;;824.570618;617.454163;99.307816;1109.739136;870.145203;386.595154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;754.638611;677.843201;114.176376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;877.270752;705.670898;112.572403;;;;823.664612;617.273682;99.717308;1108.940552;869.422607;386.406555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;753.847351;677.663330;114.072037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;876.614929;705.588684;112.725616;;;;822.719482;616.807495;100.416321;1108.215454;868.935364;386.326843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;753.023987;677.439026;113.787094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;876.359863;705.260437;113.162643;;;;821.623047;616.439697;101.153816;1107.330444;868.577759;386.254913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;751.846313;677.269775;113.697723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;875.269104;705.144043;113.962585;;;;820.629333;616.301819;102.048958;1105.949707;868.374695;386.178925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;750.584717;677.200195;113.709801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;873.675842;705.197998;114.795296;;;;819.354736;616.321167;102.924553;1105.115234;867.994873;385.918396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;749.510986;677.261963;113.928658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;872.095886;705.281982;115.284058;;;;818.097351;616.405151;103.924744;1104.380859;867.701904;385.837158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;748.685425;677.122681;114.107635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;871.336060;705.264343;115.925659;;;;816.977722;616.288086;105.104843;1103.566162;867.363342;385.882324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;747.505310;677.126038;114.295914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;870.364990;705.147888;116.696136;;;;816.033081;616.373291;106.255905;1102.419312;866.899231;386.026550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;746.095459;677.183044;114.549744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;868.997742;705.008423;117.421486;;;;814.815552;616.543152;107.467705;1101.059692;866.640259;386.201416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;744.811890;677.438171;114.879021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
