Grasp21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;13:42:53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;962.085693;507.442261;34.641918;889.546082;473.010162;32.971249;947.153198;600.409546;66.394119;886.771729;833.489563;252.499374;895.047607;846.869873;428.909943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;962.089111;507.612122;34.626255;889.562744;473.107086;32.936378;947.068054;600.378418;66.593430;886.636169;834.002563;251.905899;895.044434;847.062988;428.922729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;962.013855;507.686401;34.611771;889.595642;473.228668;32.917625;947.042297;600.434448;66.785027;886.467773;834.444275;251.812561;895.062927;847.188354;428.942627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;961.984436;507.794556;34.658131;889.599670;473.351227;32.954941;946.974976;600.582703;67.215927;886.178528;834.996887;252.019073;894.888489;847.433777;429.123138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;961.959229;508.031006;34.671677;889.686523;473.443359;32.996811;946.906372;600.601318;67.538010;886.001953;835.551941;251.847321;895.068542;847.595093;429.003448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;961.921631;508.280487;34.564476;889.767151;473.561981;32.988987;946.811646;600.566895;67.793983;885.976624;836.286926;251.794769;895.178223;847.892334;428.918457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;961.967102;508.537018;34.489365;889.886230;473.761536;33.016243;946.617065;600.610840;68.199928;885.502502;837.181030;252.167374;895.196716;848.354370;429.175995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;961.927795;508.694092;34.787617;890.019165;473.898315;33.109283;946.312073;600.757324;68.719971;885.526794;837.638733;251.755234;895.270630;848.585632;429.351868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;961.912903;508.922638;34.966709;890.161011;474.003082;33.192669;945.754822;600.875366;69.646080;885.378357;838.552246;251.797272;895.252014;848.902283;429.255066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;962.007202;509.265930;34.922760;890.427673;474.251770;33.217705;945.174927;601.046692;70.344994;885.244385;839.495178;251.857605;895.509216;849.230103;429.382202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;962.160461;509.615051;34.845455;890.599731;474.495850;33.274086;944.633911;601.375427;71.244118;885.227783;840.511780;252.182129;895.629272;849.673340;429.652496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;962.336365;510.115295;34.797375;890.848022;474.796387;33.332375;944.153442;601.728088;72.141090;885.117432;841.351074;252.403976;895.722839;850.250488;429.750458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;962.743469;510.401733;34.732063;891.307495;475.074036;33.328907;943.783691;602.022217;72.997513;884.956787;842.279053;252.603165;895.894958;850.739258;429.879242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;963.083801;511.217773;35.406609;891.826477;475.240997;33.406429;943.327026;602.436462;73.720276;884.545959;843.554565;252.743332;896.055786;851.307861;430.019348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;963.687378;512.137512;35.636204;892.387085;475.804413;33.606457;942.856018;602.765137;75.700806;884.110107;844.667847;253.076874;896.166443;851.971375;430.288025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;964.479980;513.046204;35.646198;892.879761;476.459625;33.937378;941.900635;603.416016;77.024948;884.039795;845.712585;253.348969;896.265503;852.549927;430.602356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;964.735413;513.637695;36.073780;893.537048;477.259613;34.276608;941.098816;604.149597;78.049591;883.852234;847.250122;253.447189;896.328613;853.110229;430.743988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;964.336426;514.167480;37.444916;894.427551;477.846558;34.343464;940.360413;604.783264;78.999062;884.143738;848.507690;253.475739;896.393433;853.685364;431.014282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;963.367310;514.551086;39.883453;895.273132;478.608978;34.286392;939.982178;605.591614;79.912987;884.357117;850.169861;253.996353;896.587219;854.336365;431.246735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;962.582214;515.232971;42.167034;896.098328;479.523590;34.099133;938.995178;606.371521;81.142593;884.263000;851.753235;254.508530;896.867981;854.993225;431.379181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;962.414856;516.117981;44.079041;896.939392;480.790985;34.083843;938.831665;607.385864;81.996315;884.056335;853.136475;254.664764;897.297485;855.841675;431.302582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;961.926270;516.872070;46.465656;897.855347;481.979523;34.414097;938.115356;608.575195;83.689194;884.029480;854.830078;254.657684;897.782166;856.812805;431.606812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;961.467957;517.682800;48.100319;898.764709;483.291809;35.009766;937.019653;609.605347;85.759964;883.799805;856.427429;254.907013;898.202454;857.728333;431.787842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;961.401917;519.190308;50.414646;899.917419;484.930969;35.117252;936.444336;610.801636;87.151756;883.898499;858.285828;255.861771;898.475342;858.632751;432.134491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;961.704834;520.748230;52.551128;900.865723;486.318390;35.077221;935.589233;612.102417;88.784019;883.786072;859.918762;256.675415;898.678894;859.430115;432.435150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;961.441589;522.528076;54.491848;902.195129;488.599976;35.107468;934.893860;613.280823;90.376221;884.034851;861.710327;256.909943;898.776062;860.370605;433.225037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;961.310181;523.425415;56.689686;903.326782;490.539276;35.343792;934.593262;614.876465;91.644867;884.480347;863.376221;256.879303;899.247375;861.367004;433.768005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;960.815796;524.523804;58.774288;904.857605;492.783722;35.645367;934.401672;616.325378;92.695244;884.521118;865.270325;257.338989;899.797668;862.325073;434.181396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;960.586609;526.895569;61.022713;905.936646;495.049957;36.527336;934.054688;618.099731;94.492020;883.900818;867.216919;258.497162;900.343140;863.541321;434.291412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
