;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;;*49;;;*50;;;*51;;;*52;;;*53;;;*54;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
40;932.391785;810.233154;73.335854;805.704773;847.129089;36.251202;1158.093750;844.670410;223.415710;1166.690063;817.405762;314.127533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;932.035828;810.117432;74.697517;804.324524;846.559631;38.785370;1158.642212;844.841248;223.397217;1167.182861;817.429626;314.018677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;931.830444;809.817871;75.606300;804.002136;845.930176;40.294365;1159.137085;844.930603;223.474289;1167.548950;817.432190;313.901093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;931.825378;809.055664;76.980637;804.196106;845.161133;40.978188;1159.686157;844.901672;223.484802;1167.999268;817.319153;313.759064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;931.780457;808.444214;78.361786;804.212280;844.091797;41.883049;1160.181274;844.739075;223.416946;1168.480957;817.308167;313.707947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;931.709717;807.937683;80.253265;803.981262;842.519348;43.330479;1160.796387;844.614624;223.209198;1168.726929;817.309509;313.738281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;931.580017;807.159729;82.055016;804.507507;840.905884;45.965683;1161.469482;844.411621;223.002487;1168.899414;817.313965;313.757690;;;;844.255066;761.868286;47.886066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;931.304138;806.509888;83.461517;804.401062;839.467957;47.565536;1162.121460;844.403076;222.997360;1169.023438;817.288391;313.674988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;931.514587;805.743103;85.258415;803.057129;837.532166;50.574776;1162.753296;844.363159;223.107758;1169.176880;817.177551;313.649139;;;;;;;844.417664;756.920593;54.571205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;931.603394;804.984131;87.002472;802.722046;836.005188;53.201015;1163.455200;844.262390;223.115936;1169.412842;817.104492;313.600098;;;;;;;845.078308;754.317688;58.330769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;931.514160;804.248291;88.704681;802.211304;833.831665;55.433884;1164.017578;844.191589;223.111969;1169.782593;817.023682;313.437378;;;;;;;845.583679;751.878479;62.014057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;931.504578;803.070740;90.489815;801.927429;831.210876;58.671028;1164.657837;844.072937;223.095901;1170.083740;816.929565;313.299072;;;;;;;845.778320;748.345215;66.078171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;931.506775;801.784546;92.507523;;;;1165.088135;844.020630;223.072861;1170.396484;816.860657;313.065582;;;;;;;846.154541;745.064880;70.108452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;931.268616;800.487000;93.994385;;;;1165.636353;843.729919;222.840332;1170.703735;816.781494;312.925171;;;;;;;846.822266;742.255432;74.154915;800.831421;826.286438;64.083534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;931.399597;799.126526;96.164108;;;;1166.309937;843.401733;222.776260;1171.073975;816.690613;312.755402;;;;;;;847.636108;739.365234;77.591949;799.795349;823.362915;67.296730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;931.256226;797.556702;98.093994;;;;1166.715210;843.179810;222.739365;1171.444092;816.506775;312.444794;;;;;;;848.807434;735.954407;81.035225;799.639587;819.929993;70.310165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;930.925720;796.367493;99.701515;;;;1166.990112;842.922607;222.785355;1171.630249;816.475708;312.403076;;;;;;;849.159546;732.205261;85.580284;799.180908;816.685120;74.078293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;931.140381;794.952637;101.805931;;;;1167.285278;842.764587;222.837845;1171.699463;816.435913;312.369232;;;;;;;850.632568;728.880127;89.772820;798.284058;813.482666;77.392464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;931.165405;793.179810;103.540947;;;;1167.432251;842.585938;222.818436;1171.784790;816.335205;312.302032;;;;;;;851.956421;725.602295;93.417343;797.681519;810.283752;80.718826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;930.773804;791.648010;105.230705;;;;1167.549805;842.410339;222.794449;1171.860596;816.315308;312.236206;;;;;;;853.217712;722.492004;97.551567;797.196594;806.710449;83.886696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;930.177612;790.089355;107.031807;;;;1167.690063;842.268555;222.664124;1171.932129;816.213867;312.164459;;;;;;;854.544373;719.169128;100.928139;796.317749;803.418335;86.975464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;929.945496;788.233948;109.062645;;;;1167.709717;842.053772;222.614136;1172.005493;816.092834;312.090546;;;;;;;855.924133;715.953979;104.655647;796.532349;799.416260;89.885895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;929.896729;786.967529;110.197716;;;;1167.599854;841.888367;222.480911;1171.975220;816.039673;312.007477;;;;;;;857.818909;712.653259;109.295822;795.712585;796.121765;92.973076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;929.655273;784.996826;111.632683;;;;1167.452393;841.735352;222.307205;1171.954590;815.983704;311.989838;;;;;;;859.247131;709.354736;113.398003;794.723938;792.778503;96.528870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;929.138245;783.454895;113.918541;;;;1167.282715;841.549561;222.070816;1171.933594;815.881836;311.969604;;;;;;;860.798889;706.281494;117.282570;794.955872;788.931396;99.567688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;928.556396;781.831299;115.374855;;;;1167.003662;841.452576;222.002960;1171.903076;815.804504;311.958527;;;;;;;862.169189;703.565674;121.139061;794.432617;785.513916;102.916664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;928.315308;779.916504;116.974678;;;;1166.728516;841.322876;221.878876;1171.777588;815.666748;311.796783;;;;;;;863.684753;700.765503;124.819374;793.648193;782.289063;105.779709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;927.830505;778.252808;118.129761;;;;1166.351196;841.223572;221.631668;1171.579590;815.549988;311.742004;;;;;;;865.190125;698.050720;128.165359;793.473511;778.424500;109.401375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;927.421997;776.164368;119.448128;;;;1165.822998;841.087952;221.419861;1171.228027;815.424500;311.518280;;;;;;;866.550415;695.588562;131.337936;792.636597;774.957520;112.282501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;927.028931;774.503235;120.712685;;;;1165.139526;840.867554;221.296478;1170.740723;815.260437;311.149658;;;;;;;867.840515;693.089417;134.573318;791.917480;772.128052;114.772972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;926.614563;772.588745;121.553917;;;;1164.142334;840.596130;221.162262;1169.986206;815.203308;310.906311;;;;;;;869.524536;690.315552;137.546799;791.608826;768.678162;116.892563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;925.781860;770.776367;122.892876;;;;1163.255859;840.597290;220.990143;1169.111938;815.177368;310.709686;;;;;;;870.993286;687.817749;140.320938;791.374146;765.618530;119.828178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;924.977661;768.666382;123.836700;;;;1162.380005;840.606750;220.951614;1168.279785;815.046997;310.581238;;;;;;;872.496948;685.271912;143.520966;790.490967;762.711304;122.691200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;923.955505;767.046509;124.221107;;;;1161.499146;840.461548;220.656326;1167.367310;814.962830;310.440277;;;;;;;873.709656;683.118774;146.047287;789.333557;760.275208;124.538651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;923.301147;764.987183;125.612747;;;;1160.493896;840.179504;220.230286;1166.551147;814.712952;310.452728;;;;;;;874.600281;681.109924;148.248398;789.159485;757.608154;127.001312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;922.394836;762.999146;126.280777;;;;1159.354126;839.697754;219.868500;1165.168213;814.438416;310.016327;;;;;;;875.428955;679.045532;150.610474;788.631836;755.009949;129.022797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;921.742554;761.246704;127.288017;;;;1158.296997;839.295715;219.520050;1164.376465;814.449219;309.281128;;;;;;;876.348206;677.168640;152.196518;787.552002;753.235596;130.814499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;921.178955;759.213196;126.674194;;;;1157.089600;839.118774;219.153275;1163.634155;814.331787;308.788177;;;;;;;876.981873;675.515625;154.789825;786.591797;751.084229;132.194366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;;;;;;;1155.667358;838.734436;218.944565;1162.394287;814.256165;308.679047;;;;;;;878.131836;673.795410;156.472000;785.719421;749.288940;134.153412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;;;;;;;1154.209106;838.477112;218.408279;1160.985229;814.211060;308.590454;;;;;;;878.633850;671.940857;158.006927;785.191711;747.362854;135.528931;919.738403;755.306763;128.339645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;;;;;;;1153.158936;838.223816;218.055008;1159.503174;814.121826;308.274933;;;;;;;879.252197;670.668823;159.390045;784.542725;745.972839;137.057373;917.621704;754.413086;130.095139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;;;;;;;1151.956177;837.989807;217.643784;1158.391113;814.020569;307.563507;;;;;;;879.261108;669.041321;161.986328;783.309937;744.202881;138.652954;917.772522;752.289612;128.911484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;;;;;;;1150.299438;837.618591;217.415344;1157.399048;813.689758;307.560242;;;;;;;879.622986;668.115051;163.158203;782.873535;742.936096;139.574982;916.816956;751.285278;129.505356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;;;;;;;1148.791016;837.275024;217.255920;1155.750000;813.549500;307.133453;;;;;;;880.583252;667.198914;164.191772;782.112244;741.976318;140.834885;915.413696;749.817688;130.520294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;;;;;;;1147.625732;836.928711;216.968887;1154.112427;813.402405;306.545715;;;;;;;880.221741;665.903198;165.567825;780.987549;740.521973;142.126602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;;;;;;;1146.022827;836.380005;216.321381;1152.593872;813.239746;306.346252;;;;;;;879.574097;664.603027;166.969025;780.031189;739.516541;142.644318;;;;913.430603;746.809204;131.390839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;;;;;;;1144.559692;835.914612;215.835342;1151.450439;812.943848;305.868469;;;;;;;878.987000;663.622620;167.777420;779.384094;739.017639;143.465790;;;;912.085632;745.027771;131.683746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;;;;;;;1142.926147;835.694702;215.309631;1150.176758;812.839233;305.273651;;;;;;;879.665161;662.995789;168.621368;778.486572;738.459900;144.332108;;;;910.938965;743.998169;132.056259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;;;;;;;1141.419800;835.213257;215.004395;1148.646484;812.613037;305.064880;;;;;;;880.122864;661.117981;168.858734;777.832092;737.175598;145.555054;;;;909.887390;742.439514;132.088638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;;;;;;;1140.058105;834.798889;214.304276;1147.166748;812.422058;304.950928;;;;;;;880.406067;659.673462;168.903992;777.132568;736.015869;146.201904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;;;;;;;1138.887329;834.220337;213.734848;1145.564697;812.249756;304.463470;;;;;;;880.492371;658.618896;169.030212;776.170410;735.499634;146.678802;;;;;;;908.121277;739.742920;130.762405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;;;;;;;1137.446411;833.712219;213.260452;1144.360107;812.009460;303.592987;;;;;;;880.418152;657.708618;169.026611;775.571655;734.937988;147.301743;;;;;;;907.692566;738.038757;130.450363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;;;;;;;1135.713623;833.133972;212.954086;1143.253052;811.592529;302.946869;;;;;;;880.316833;656.646118;168.849014;774.759216;733.928223;147.617966;;;;;;;906.505493;736.760498;130.271866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;;;;;;;1134.452148;832.853271;212.494354;1141.866821;811.313354;302.453033;;;;;;;880.002014;655.725342;168.910583;774.073059;732.528198;147.794601;;;;;;;905.171143;735.756653;130.290710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;;;;;;;1133.151611;832.524475;211.595001;1140.624390;811.108032;302.114563;;;;;;;879.714294;654.892273;168.969513;773.608765;731.708557;148.057724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;;;;;;;1131.753418;832.038025;210.745392;1139.641113;810.671082;302.246948;;;;;;;879.496399;653.780945;168.429871;772.721069;731.191467;148.135468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;;;;;;;1130.644775;831.427490;210.222961;1137.937256;810.463928;301.406219;;;;;;;879.271240;652.413696;167.711227;771.843567;730.499084;147.970230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;;;;;;;1129.602295;830.960144;209.567108;1136.761841;810.252380;300.556213;;;;;;;879.543396;652.092712;166.927017;771.128967;729.633301;148.158218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;;;;;;;1128.191284;830.642273;209.102722;1136.036743;810.034119;300.072693;;;;;;;879.982239;651.495972;166.436905;770.268860;728.885010;147.946991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
