Grasp121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:48:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;992.324524;623.179932;279.774780;760.054077;486.168549;30.193291;896.233459;513.693726;61.346298;1083.519409;701.434387;474.007965;830.678223;445.565857;31.084017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;992.349854;623.160645;279.775299;760.044434;486.133240;30.137009;896.186096;513.728333;61.142067;1083.476440;701.374939;473.933014;831.044373;445.890900;30.961088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;992.270447;623.189758;279.729492;760.037598;486.119843;30.220774;896.225525;513.645264;61.204102;1083.498291;701.332825;473.982971;830.663818;446.132111;30.925430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;992.278015;623.105225;279.781250;760.040161;486.097443;30.236607;896.177368;513.662598;61.190052;1083.461670;701.332336;473.943817;830.970642;445.937500;30.896648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;992.300476;623.074158;279.792114;760.020691;486.139709;30.171551;896.204773;513.644775;61.138763;1083.413330;701.303040;473.924713;830.793396;445.616272;30.988850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;991.975769;623.233826;279.810730;759.997864;486.128143;30.140491;896.203491;513.657532;61.159618;1083.517090;701.258240;473.890289;830.150696;445.703308;31.219345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;992.176453;623.104431;279.784546;760.000488;486.114563;30.125839;896.226318;513.740417;61.154495;1083.528687;701.223938;473.867676;829.955872;445.736267;31.357372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;992.257813;623.083984;279.732666;760.058044;486.089539;30.171007;896.201111;513.653687;61.109161;1083.519897;701.222534;473.866241;830.873962;445.836090;31.072617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;992.314514;623.077515;279.709076;759.989014;486.124390;30.199423;896.200012;513.685486;61.294842;1083.481689;701.228210;473.806580;830.885498;445.661133;30.926390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;992.316101;623.064575;279.722473;760.073425;486.119385;30.164320;896.208496;513.738220;61.203537;1083.639771;701.185120;473.801819;831.016785;445.807648;30.904009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;992.341614;623.181213;279.697083;760.020386;486.141724;30.200335;896.221069;513.678101;61.149086;1083.690674;701.167969;473.803345;831.046631;445.880524;30.928680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;992.363403;623.117371;279.723389;759.997742;486.105316;30.246887;896.163574;513.626526;61.212101;1083.733032;701.129089;473.751495;831.061157;445.894318;30.927130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;992.376587;623.072083;279.695404;760.000732;486.132935;30.186062;896.151062;513.699585;61.228924;1083.842163;701.102722;473.692017;831.061829;445.889130;30.924604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;992.417480;623.008301;279.593170;760.020386;486.102936;30.203463;896.216858;513.610962;61.313469;1083.912720;701.098267;473.742859;831.033752;445.868500;30.941166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;992.617737;623.053467;279.256256;759.991577;486.113861;30.168068;896.187683;513.594604;61.347870;1083.898315;701.094727;473.559814;831.051270;445.878937;30.934788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;992.586975;623.219177;279.373138;759.988831;486.111725;30.123999;896.212952;513.711731;61.151768;1084.089844;701.027039;473.611206;831.060669;445.886353;30.926046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
