Grasp106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:06:13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;970.309937;809.269714;68.705978;891.822327;757.175232;32.991085;1236.443115;884.438660;478.678955;1204.866577;909.909851;271.814362;834.783081;820.116882;35.367954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;970.132751;809.278320;68.995087;892.256836;757.472107;32.130627;1236.383789;884.453430;478.628815;1205.056763;910.035095;271.866791;835.080627;820.026917;34.825054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;969.979187;809.248779;69.195740;891.876587;757.643188;32.320057;1236.148438;884.515930;478.448395;1205.280884;910.146179;271.785645;834.743469;820.197205;35.079811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;969.735718;809.240356;69.431732;891.486633;757.627930;32.453777;1235.979248;884.510010;478.326263;1205.566284;910.296143;271.744843;834.310303;820.261780;35.581993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;969.358276;809.232239;69.763428;891.116516;757.540222;32.458809;1235.877563;884.539856;478.268311;1205.889893;910.477173;271.679199;833.870056;820.385803;35.796368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;968.690857;809.183472;70.584862;890.772766;757.527466;32.474888;1235.757080;884.557678;478.306335;1206.559570;910.733521;271.419983;833.621704;820.505188;35.857777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;967.891907;809.308594;71.427727;890.548218;757.555176;32.493473;1235.609497;884.583069;478.243286;1207.447754;911.009888;270.955048;833.466736;820.728760;35.978168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;967.569946;809.377930;71.851135;890.241699;757.500122;32.431526;1235.462402;884.612061;478.108795;1208.646484;911.046753;270.357483;833.247375;821.018005;36.134010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;967.036865;809.307983;72.475349;889.898254;757.426880;32.402870;1235.284180;884.608459;478.225494;1209.260620;911.201538;270.279694;832.967163;821.305481;36.247833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;966.566528;809.256348;73.421593;889.665161;757.333069;32.324535;1235.102295;884.605042;478.247406;1209.565430;911.583374;270.487976;832.652893;821.613953;36.624718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;966.111267;809.317078;74.387962;889.477478;757.119751;32.287498;1234.886841;884.657593;478.211456;1209.793335;911.869751;270.600159;832.273499;822.279358;37.002941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;965.827515;809.246582;75.325760;889.343323;756.612793;32.306206;1234.654053;884.674316;478.331635;1209.957886;912.088196;270.717743;831.858459;823.017761;38.028873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;965.363953;809.065796;76.256218;889.343933;755.685486;32.541405;1234.473389;884.738037;478.398621;1210.220581;912.288635;270.850159;831.366943;823.961060;39.408138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;964.547974;808.871399;77.442039;889.520752;754.304688;32.616489;1234.220093;884.823181;478.456268;1210.412598;912.413940;270.929840;830.956055;824.748169;40.976871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;964.193665;808.716125;78.900993;889.715210;752.417297;33.292015;1233.916382;884.874634;478.450653;1210.628540;912.609741;271.062744;830.102844;825.342896;43.712955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;963.797119;808.369385;80.076889;889.914612;750.495972;34.975487;1233.659424;884.897522;478.443451;1211.080322;912.641663;270.987701;829.317017;826.312927;46.201435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
