Grasp125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:10:07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;720.929260;477.040924;27.652681;940.207214;700.435730;253.223526;808.881104;426.906128;28.481056;853.947998;511.258575;60.292465;1023.455811;783.407654;420.150787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;720.775024;477.115265;27.719666;940.105835;700.554565;253.539871;808.945862;426.975922;28.408735;853.928772;511.251801;60.278435;1023.977844;783.415466;419.742767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;720.845886;477.119324;27.666004;940.156860;700.531860;253.563141;808.956055;426.998535;28.429361;853.922546;511.256866;60.338314;1023.966309;783.501587;419.864349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;720.887085;477.137573;27.684448;940.221558;700.521484;253.552795;808.908569;426.976227;28.425497;853.945557;511.359222;60.299965;1024.037231;783.537903;419.848907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;720.859375;477.157745;27.608889;940.353760;700.453613;253.209732;808.895752;426.977509;28.464302;853.964111;511.404510;60.317715;1024.047974;783.532898;419.753754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;720.840759;477.116852;27.668074;940.286499;700.637024;252.490997;808.867981;426.949310;28.455080;853.962341;511.321838;60.369984;1024.195190;783.534729;419.692200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;720.860962;477.112213;27.741611;940.584412;700.601318;252.815567;808.892151;426.972046;28.469963;853.855103;511.370056;60.392651;1024.317749;783.526794;419.713074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;720.834595;477.104126;27.706968;940.694031;700.558350;252.924530;808.872803;426.952362;28.450468;853.911621;511.379486;60.429020;1024.404053;783.528564;419.681366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;720.853821;477.126251;27.732140;940.689087;700.693481;252.973465;808.859009;426.993652;28.472548;853.851074;511.373718;60.519241;1024.545288;783.496826;419.568207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;720.800720;477.133728;27.705198;940.830994;700.676392;252.771805;808.863342;426.967010;28.489756;853.804871;511.375336;60.538246;1024.518188;783.491821;419.525635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;720.713501;477.130035;27.736095;940.971741;700.661682;252.643295;808.852112;426.960480;28.525908;853.806274;511.411316;60.572071;1024.830933;783.440979;419.292633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;720.688293;477.141968;27.719582;941.065186;700.743469;252.622971;808.783203;426.960846;28.557404;853.787659;511.325256;60.650272;1025.001099;783.440796;419.241089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;720.713806;477.148590;27.763588;941.107849;700.854370;252.665192;808.802429;426.940552;28.560219;853.665649;511.399933;60.746418;1025.207153;783.454346;419.230713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;720.702576;477.103516;27.848967;941.089783;701.098572;252.727219;808.808960;426.974823;28.542641;853.476440;511.394470;60.889660;1025.425781;783.278137;419.251495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;720.688965;477.100159;27.899673;941.142151;701.245056;252.887421;808.762390;426.950592;28.553322;853.467834;511.473419;61.056458;1025.495972;783.296753;419.351807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;720.714050;477.180603;27.849545;941.224243;701.467102;252.876297;808.756836;426.967407;28.600180;853.348816;511.608032;61.715672;1025.528198;783.286682;419.278473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;720.704224;477.238403;27.855326;941.247681;701.803650;252.901459;808.769470;426.961212;28.572519;853.124939;511.582825;62.014732;1025.462402;783.489929;419.214203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;720.699219;477.325104;27.938032;941.262085;702.284119;253.065384;808.714478;426.974609;28.638254;853.011597;511.580505;62.225086;1024.770386;783.540161;419.754517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;720.625854;477.436218;28.018145;941.306152;702.734375;253.175430;808.689636;426.935944;28.614323;852.913940;511.627808;62.516232;1025.135864;783.430603;419.492126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;720.571838;477.487152;28.125912;941.412170;703.206665;253.183533;808.714172;426.909210;28.580631;852.707031;511.811340;63.426228;1025.400391;783.211853;419.367249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;720.559631;477.698700;28.258575;941.389282;703.904724;253.291565;808.832031;426.925262;28.634008;852.432678;511.908508;64.247818;1025.489380;783.058105;419.476776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;720.584045;477.781799;28.551991;941.355652;704.524597;253.267166;808.954468;426.933167;28.609362;852.311829;511.968536;64.874565;1025.574341;782.937256;419.540680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;720.613770;477.785431;29.044769;942.068054;705.050537;253.426239;809.148315;426.916412;28.672817;852.059998;512.080322;65.610268;1025.671143;782.846436;419.568176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;720.465332;477.652100;30.717182;942.725708;705.762634;253.314728;809.542603;426.893799;28.750332;852.000610;512.097595;66.528374;1025.674805;782.773499;419.534882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;720.016846;477.808594;32.828327;943.582825;706.842712;252.961899;809.886841;426.636841;28.981016;851.961914;512.370605;68.038391;1025.713257;782.743774;419.617737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;719.804749;478.012909;35.140827;944.263367;707.699951;252.979370;810.388123;426.398987;29.560106;851.589661;512.590881;69.207176;1025.843994;782.758484;419.577545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;719.538269;478.117981;37.061863;944.777039;708.500671;253.347900;810.596741;426.116516;30.757313;851.362793;512.785339;70.362556;1026.085938;782.861633;419.535492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;719.114990;478.408722;40.222225;945.010254;709.851135;253.346771;810.458496;425.784241;33.225590;851.524780;512.898010;72.733528;1026.379639;783.031738;419.256897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;718.730530;478.602661;42.880783;945.867371;711.246887;253.236542;810.238403;425.604736;35.657520;851.477051;513.195679;74.576324;1026.651489;783.243591;419.061829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;718.268188;478.905853;46.625072;946.706909;712.520325;252.867371;809.809814;425.673309;38.966988;851.140991;513.415161;76.887466;1026.950806;783.711243;418.953949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;718.130737;479.302368;50.053436;947.841797;714.083313;251.929916;809.408813;425.677734;42.645626;851.258240;513.751465;78.930504;1027.651855;784.192810;419.216400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;717.843262;479.293976;54.032463;948.879883;715.348816;251.691177;808.937378;425.638245;46.835831;851.340332;514.244568;81.442116;1028.254761;784.643555;419.253815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;717.464722;479.797760;57.523830;949.689819;716.846985;251.778870;808.492920;425.404053;50.977886;851.313049;514.351135;84.201393;1029.222168;785.018311;419.067932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;717.578369;479.942810;61.732601;950.532898;718.490112;252.150238;808.244141;425.161987;55.476231;851.380310;514.568970;87.335136;1029.927734;785.571106;418.910126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;717.484436;479.885895;66.339149;951.604431;720.345215;252.226379;807.948242;424.804230;60.246609;851.415649;514.650879;90.109344;1030.510254;786.121399;419.113129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;717.483948;479.914032;71.462212;953.230591;722.192505;252.215439;807.969055;424.490143;64.642357;851.547363;514.907410;93.587059;1031.680664;786.838196;418.679352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;717.508179;479.774078;76.809273;954.605103;723.682312;252.102417;808.366333;424.191223;69.186501;852.113525;515.186768;97.081627;1032.666870;787.407593;418.347748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;717.483215;479.548340;81.821907;955.873413;725.523865;252.157211;808.684204;423.956512;74.225922;851.707825;515.354431;101.282730;1033.796875;787.966187;418.245789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;717.765259;478.996216;87.069023;957.292664;727.323547;252.103561;809.100281;423.748474;79.624199;851.876404;515.664978;104.911270;1034.546021;789.120850;417.891144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;718.064941;478.521790;92.861343;959.103394;729.608032;252.658432;809.620911;423.557404;84.949112;852.316956;516.111938;108.747955;1035.783203;789.873230;417.413391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;718.394653;477.969482;99.046585;960.695984;731.309021;252.513748;810.124451;423.471558;90.214989;852.440552;516.688110;113.289764;1036.427734;790.624146;417.397461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;718.872620;477.303802;105.502357;962.146179;733.258850;252.311722;810.778992;423.366241;96.120728;852.739685;517.112427;117.860359;1037.655762;791.521423;417.632233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;719.511292;476.684692;112.419464;963.518799;735.523193;252.634186;811.500366;423.384155;102.355476;853.036499;517.775574;122.299484;1038.901611;792.355042;417.647675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;720.060547;476.089783;119.106049;964.814026;737.725830;253.252869;812.340271;423.499420;108.596985;853.220703;518.494507;126.578461;1039.840576;793.139343;417.680054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;721.023621;475.409149;125.410545;966.515198;740.114258;253.162964;813.061890;423.576050;114.658028;853.570251;519.201843;131.509247;1041.233154;793.852844;417.500641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;722.079651;474.760803;131.894272;969.044617;741.930237;252.982635;814.243164;423.669342;121.029625;853.925293;519.946594;136.876740;1043.177734;794.455627;416.857635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;722.834961;474.626129;138.817810;971.070618;744.004028;253.537033;815.306580;423.972748;127.354034;854.509155;520.966553;141.914658;1044.123657;795.304504;416.441162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;723.441772;474.680237;145.373413;972.465698;746.107910;253.995621;816.127380;424.623718;133.759399;855.192688;521.890442;146.740829;1045.058594;796.182922;416.671021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;724.431702;475.050598;152.626877;974.602234;748.094971;253.767410;816.945862;425.429474;140.195389;855.860352;522.888062;151.536301;1046.151245;797.347229;416.717255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;725.417908;475.553497;159.395645;976.583069;750.364380;253.964737;817.958313;426.433228;146.525162;856.461731;524.349060;156.639572;1047.157593;798.180847;416.686493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;726.495911;476.504120;166.628586;978.261169;752.339600;254.056931;819.264954;427.380219;152.785080;856.941589;525.620605;161.758331;1048.607178;799.063354;416.636322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;727.113892;477.833496;173.408096;980.025391;754.348328;254.605331;820.207153;428.326263;159.153473;857.363586;527.124939;166.585587;1050.276123;799.841614;416.035980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;728.408752;478.815155;180.439896;982.255920;756.311218;255.056610;821.357727;429.628143;165.977875;858.232544;528.733276;171.855637;1051.214966;800.522339;415.766205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;729.248047;480.260376;187.705978;983.663147;758.690613;255.430679;822.260071;431.077759;172.029510;859.076965;530.464661;176.677933;1052.564209;801.359985;415.975403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;729.711365;482.114136;194.575180;985.089111;760.806458;255.991348;823.261658;432.845612;178.554169;859.747070;532.591858;181.434616;1053.627686;802.216064;416.014771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;730.792236;484.117920;201.544769;986.806396;762.597290;256.441620;824.487366;434.923065;185.118179;860.013489;534.955444;185.816010;1054.831665;803.314453;415.989136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;731.868652;486.284607;207.865692;988.058777;765.004272;256.824463;825.236816;436.923523;191.672363;860.277161;537.193604;190.697174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;732.971802;488.487885;214.464767;989.548950;767.164063;257.310669;825.733704;438.615875;199.372131;860.757996;539.900879;195.074570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;733.937683;490.796844;220.690781;992.184937;769.242126;257.403503;827.240479;441.496490;204.766052;861.593872;542.420776;199.179428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;735.496582;493.102295;226.744263;994.431519;771.061646;257.190979;828.485352;444.653961;210.045441;862.147827;544.968933;203.522141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
