;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
58;923.410645;525.674377;88.518951;876.709778;441.846741;57.536182;1006.330933;768.753418;245.325775;792.648376;496.556488;58.605347;;;;;;;1078.575195;823.519348;397.495483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;923.241577;526.439453;90.733833;876.361938;442.291870;60.556881;1007.077209;770.149292;245.127686;792.486816;496.511230;62.330200;;;;;;;1079.658081;824.119995;397.182953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;923.305237;527.090088;92.669502;876.094666;442.814819;63.729660;1007.569214;771.281860;245.041351;792.097473;496.404205;65.916267;;;;;;;1080.426758;824.626282;397.098267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;923.234619;527.560669;95.048752;875.975525;442.947449;66.591263;1008.550537;772.952087;244.527359;791.852173;496.195374;70.223564;;;;;;;1081.093384;825.261353;397.263489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;923.203613;528.299622;97.648354;875.877258;443.156311;69.875443;1009.659241;774.038208;244.743317;791.612488;495.876007;74.473579;;;;;;;1081.865601;825.940308;397.399506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;922.944885;528.948303;99.922676;875.732117;442.884460;73.233849;1010.007690;775.528381;245.120743;791.119629;495.458923;78.720276;;;;;;;1082.649170;826.437988;397.359222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;922.791077;529.769653;103.223206;875.565857;443.010803;76.895035;1011.026489;777.094177;245.206451;790.913574;494.783478;83.271263;;;;;;;1083.467529;826.849670;397.045746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;922.105957;529.993347;106.089828;875.488586;442.879517;80.217171;1012.010864;778.082092;245.516922;790.618286;494.088165;87.526711;;;;;;;1084.059692;827.357300;396.988403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;921.546875;530.553223;109.356056;875.004456;442.737976;84.235497;1012.578003;779.453979;245.474228;790.365723;493.378479;92.261978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;920.860291;530.968994;112.545784;874.997498;442.571686;87.889427;1013.105957;780.864380;245.468399;790.049866;492.766846;97.289177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;920.308655;531.213684;115.643860;874.678162;442.376770;91.861465;1013.680420;781.927795;245.341507;789.562256;492.043823;102.091568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;919.722229;531.711243;118.876831;874.299011;442.026520;95.703911;1014.481323;783.350586;245.040436;789.006226;491.395203;107.216827;;;;;;;;;;1087.107422;829.864563;398.364075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;919.204407;532.347290;122.520882;874.333557;441.922211;99.622452;1015.049866;784.703064;245.376724;788.321289;490.918091;112.396477;;;;;;;;;;1087.819214;830.305420;398.308960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;918.267334;533.216125;126.121956;874.066528;441.887390;103.812538;1015.448120;785.573181;245.995575;787.581848;490.603912;117.847008;;;;;;;;;;1088.447998;830.603516;398.417297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;917.486877;533.908569;129.083954;873.576416;441.835052;108.043610;1015.882690;786.710754;246.483673;787.056641;490.163757;123.045609;;;;;;;;;;1089.421265;831.054504;398.345245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;916.758362;534.459167;132.942276;873.281616;441.654144;112.691109;1016.776001;788.075134;246.747513;786.471558;489.845093;128.705460;;;;;;;;;;1090.492432;831.708252;398.240845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;915.881775;534.877380;137.098892;872.754578;441.644379;117.634422;1017.602051;789.151672;246.699081;785.592163;489.590485;134.662033;;;;;;;;;;1091.378052;832.264954;398.270508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;914.614746;535.545837;141.058563;871.902344;441.861389;121.970062;1017.961060;790.140686;246.780182;784.911560;489.750854;140.768356;;;;;;;;;;1092.127563;832.837646;398.163788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;913.491638;536.612488;144.723145;871.317810;442.234406;126.408463;1018.008484;791.423828;246.950226;784.120605;489.931061;146.754959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;912.537231;537.728333;148.628372;870.616760;442.900879;131.542206;1018.668396;792.701172;247.423569;783.385620;490.346283;152.893997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;911.354004;539.147705;152.315811;869.542053;443.427490;136.501999;1019.480896;793.997925;247.435562;782.475159;490.761597;159.597610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;910.358032;540.154236;156.306610;868.612305;443.915161;141.696793;1020.086182;795.293152;247.714142;781.739685;491.442535;165.960449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;909.093994;541.776672;160.330307;867.928894;444.945129;146.975204;1020.416077;796.573608;248.103516;780.912964;492.226929;172.762299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;907.492981;543.287781;165.104691;867.067139;446.195129;152.488129;1021.224976;797.917908;248.255417;780.084534;493.241669;179.511337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;906.255554;544.912537;169.063843;866.270081;447.455017;158.181473;1022.207703;799.484863;248.350601;779.481567;494.343689;186.068253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;905.344055;546.846680;173.148560;865.483887;448.829315;163.548706;1022.801086;800.704468;248.343689;779.144897;495.793152;192.472549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;904.132813;548.641418;176.910339;864.271423;450.641876;169.145691;;;;778.540955;497.419495;198.873642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;903.243164;550.782349;180.631699;863.388794;452.254120;174.788101;;;;778.142334;499.342804;205.286514;;;;;;;;;;;;;1099.049438;837.657959;398.300781;1024.192993;804.158325;249.136124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;901.855225;552.904480;184.734879;862.219421;454.296967;180.486084;;;;777.323730;501.475403;211.580719;;;;;;;;;;;;;;;;1024.462646;805.422668;249.117569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;900.873535;555.211792;188.288849;861.144043;456.452332;185.749634;;;;776.971436;503.555237;217.972290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;899.742676;557.606873;191.773102;860.146484;458.782257;190.541611;;;;776.678772;505.809357;224.015472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;898.846863;560.148132;195.469345;859.396973;461.237671;195.693542;;;;775.900146;508.632935;230.269760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;898.056580;562.871216;198.900726;858.547119;463.767578;200.969666;;;;775.528320;511.517334;236.170517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;897.148743;565.514343;202.145157;857.440735;466.440094;205.462585;;;;775.250854;514.308899;241.998611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;896.344666;568.313904;205.533798;856.621643;469.029541;209.689667;;;;774.495544;517.962463;247.551910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;895.315125;571.095337;208.986115;855.579346;472.173157;214.277786;;;;774.606262;521.040771;252.705582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;894.081604;574.276245;212.377472;854.384033;475.306000;218.868820;;;;774.114746;524.774841;257.768280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;893.391724;577.235229;214.997650;853.479370;478.446075;223.452057;;;;773.248230;529.347290;263.070435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;892.277405;580.526184;217.671539;852.231689;481.723358;227.754776;;;;772.593079;533.599915;267.129517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;891.522949;583.659607;220.660492;851.467041;485.078888;231.549866;;;;772.300232;537.435669;271.592682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;890.764221;586.812378;223.316589;850.454590;488.435181;234.991226;;;;771.883301;541.464050;275.383789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;889.874756;590.122009;225.489807;849.555725;492.406525;238.175400;;;;771.248962;545.199829;278.633636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;888.834106;593.692261;227.535828;848.739319;496.001190;241.570786;;;;770.610779;549.275574;281.861511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;887.826721;597.559143;229.823166;847.737732;499.778687;244.657120;;;;770.003662;553.817627;285.142700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;887.145325;601.344299;231.870148;846.616455;504.016327;247.844788;;;;769.673950;558.100403;287.901062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;886.218750;605.270874;233.420593;845.446655;508.176178;251.216049;;;;768.359924;562.885071;290.369843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;885.300171;609.033020;235.062408;844.176636;512.238525;254.072159;;;;767.049866;567.367126;292.088257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;884.418518;612.902710;236.852844;843.008606;516.348938;256.436188;;;;766.249146;572.016479;294.178833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;883.494690;616.686584;237.676544;841.923584;520.708069;258.688721;;;;765.417114;576.703613;295.568512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;882.611267;620.654846;239.193924;840.825928;525.297974;260.740662;;;;763.892944;581.621765;295.975159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;881.732727;624.875916;239.510895;839.505249;529.642517;262.028809;;;;763.003540;586.627686;296.470398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;881.028198;628.735535;240.007172;838.428040;533.825989;264.002380;;;;762.186768;591.386353;297.109985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;879.970398;632.585815;240.836639;837.309937;538.020874;265.874908;;;;760.793823;596.071716;296.587128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;879.027100;636.384338;241.226242;836.523193;542.159729;266.410767;;;;758.981079;600.672485;296.862701;;;;;;;;;;;;;;;;;;;1123.260254;856.197815;398.639252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;878.426575;640.180237;241.369537;835.587341;546.817871;267.655579;;;;757.404297;605.718445;295.894775;;;;;;;;;;;;;;;;;;;1124.042236;856.756836;399.011414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;877.416687;644.342712;241.010986;834.624573;551.100098;268.054474;;;;756.101501;610.252625;294.967255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;876.914673;648.160400;240.748840;833.299500;555.325867;268.662750;;;;755.282654;615.029724;293.522705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;875.671631;652.037048;240.161987;832.581726;560.091797;268.582520;;;;754.108521;619.389709;291.423828;;;;;;;;;;;;;;;;;;;;;;1127.962769;858.067444;398.630066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;875.103394;655.688538;239.034180;831.800110;563.879578;268.155731;;;;752.577026;623.924744;289.390839;;;;;;;;;;;;;;;;;;;;;;1128.652466;859.646545;398.964600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;874.306458;659.454468;238.548370;831.273132;567.622375;268.064240;;;;750.484863;628.430176;287.995300;;;;;;;;;;;;;;;;;;;;;;1129.490234;860.395630;399.300385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;873.159973;663.573059;237.673721;830.700989;571.530701;267.993805;;;;749.062439;632.801270;286.319366;;;;;;;;;;;;;;;;;;;;;;1130.488403;861.133545;399.568481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;872.664246;666.992676;236.683899;830.230957;575.510437;266.583771;;;;748.120056;637.226807;283.632111;;;;;;;;;;;;;;;;;;;;;;1131.356445;861.604309;399.910339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;871.513977;671.018066;235.170151;829.935303;579.575439;265.643768;;;;746.928406;641.740540;281.047607;;;;;;;;;;;;;;;;;;;;;;1131.853271;862.068481;400.166687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;871.398865;674.524109;233.460709;829.406799;583.222046;264.385345;;;;746.049011;646.076599;278.648193;;;;;;;;;;;;;;;;;;;;;;1132.904297;862.581116;399.824677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;870.636414;678.221375;231.181717;828.477966;587.585327;262.247528;;;;745.077026;650.314880;275.365814;;;;;;;;;;;;;;;;;;;;;;1133.751831;863.443542;399.927917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;870.528809;681.072815;229.247421;828.264771;590.800354;261.342590;;;;744.289856;654.367432;272.174591;;;;;;;;;;;;;;;;;;;;;;1134.335815;864.021790;400.101898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;869.994995;684.705505;226.995514;827.263611;594.691406;258.893402;;;;743.119385;659.033447;269.574524;;;;;;;;;;;;;;;;;;;;;;1134.828735;864.282776;400.302124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;870.175598;687.484192;225.188599;826.868713;597.591431;256.097260;;;;742.036621;663.226196;266.316467;;;;;;;;;;;;;;;;;;;;;;1135.337891;864.486450;400.548767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;869.589111;690.542664;223.061752;826.290100;601.148804;253.782669;;;;741.965088;667.202271;262.807068;;;;;;;;;;;;;;;;;;;;;;1135.908325;864.831177;400.959106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;869.669678;693.422974;220.346695;826.347778;603.999084;251.988815;;;;741.036072;671.512817;259.263763;;;;;;;;;;;;;;;;;;;;;;1136.393066;865.395508;401.101196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;869.755859;696.355469;217.653351;825.631714;606.988708;248.554810;;;;740.539673;675.312805;256.021057;;;;;;;;;;;;;;;;;;;;;;1136.938232;865.937012;401.365234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;869.569763;699.072449;215.523453;825.964172;610.139465;245.685242;;;;740.308044;679.123108;252.510971;;;;;;;;;;;;;;;;;;;;;;1137.404907;866.184326;401.389832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;869.587280;701.718567;212.872650;826.345581;612.624695;243.464523;;;;740.207764;682.817078;248.688675;;;;;;;;;;;;;;;;;;;;;;1137.713135;866.322693;401.264984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;870.387695;704.512939;210.152954;826.816345;615.566223;241.501251;;;;739.830505;686.284485;245.062164;;;;;;;;;;;;;;;;;;;;;;1138.453979;866.901123;400.874359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;869.951660;707.075745;207.611099;827.355347;618.087646;238.009262;;;;739.791382;689.571045;241.515808;;;;;;;;;;;;;;;;;;;;;;1138.903809;867.102234;401.033478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
