;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
133;869.861450;709.563049;205.328979;827.725220;620.392822;235.694641;;;;739.706604;692.883850;238.245895;;;;;;;;;;;;;;;;;;;;;;1139.095825;867.434265;401.221619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;870.726379;712.057495;202.431076;828.256287;623.104248;233.247803;;;;739.708313;695.657532;234.380020;;;;;;;;;;;;;;;;;;;;;;1139.192505;867.714294;401.177704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;871.271851;714.240234;199.706116;829.224121;625.030396;230.821960;;;;739.836426;698.412231;230.760101;;;;;;;;;;;;;;;;;;;;;;1139.273560;868.006470;401.062012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;871.033813;716.462830;197.403809;829.963806;626.709900;228.919693;;;;739.485596;701.320129;227.419006;;;;;;;;;;;;;;;;;;;;;;1139.560059;868.402588;401.046539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;871.396301;718.759521;194.799728;830.613159;628.661316;225.873688;;;;739.369141;703.912720;224.403854;;;;;;;;;;;;;;;;;;;;;;1139.848389;868.760010;401.092896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;871.881042;720.555847;192.188751;830.852356;631.591309;222.649094;;;;739.520630;706.182800;221.306274;;;;;;;;;;;;;;;;;;;;;;1140.206055;869.263794;401.118866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;872.333984;722.044861;189.665268;831.074646;633.013672;219.846680;;;;739.761475;708.369446;217.264420;;;;;;;;;;;;;;;;;;;;;;1140.652222;869.586304;401.213928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;873.042847;723.287659;186.592163;832.234131;634.333252;216.909973;;;;740.186096;710.593628;213.039444;;;;;;;;;;;;;;;;;;;;;;1141.326172;869.850647;400.709900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;873.764709;724.690979;184.353134;832.361511;635.784729;213.590866;;;;740.672363;712.255493;208.751877;;;;;;;;;;;;;;;;;;;;;;1141.786255;869.969116;400.489227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;874.557739;726.391479;181.590836;832.829529;636.640808;211.146957;;;;741.155579;714.026550;204.818481;;;;;;;;;;;;;;;;;;;;;;1142.350220;870.338928;400.103699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;874.839294;727.141663;179.136353;834.434998;637.610046;208.448639;;;;741.845215;715.373413;200.805618;;;;;;;;;;;;;;;;;;;;;;1142.725220;870.643555;400.106689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;874.989136;728.250793;176.983261;835.018311;638.600830;205.549789;;;;742.541321;716.218445;197.718369;;;;;;;;;;;;;;;;;;;;;;1143.046631;870.558350;400.145294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;875.940002;729.272766;174.320480;835.809387;639.524536;202.464005;;;;742.251221;717.566040;194.646240;;;;;;;;;;;;;;;;;;;;;;1143.288574;870.621643;400.119385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;876.773987;729.964111;171.668671;837.687683;639.826599;200.027481;;;;742.603455;718.670593;191.149811;;;;;;;;;;;;;;;;;;;;;;1143.455078;870.685120;400.089661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;877.423157;730.696411;169.739426;838.353149;640.016968;196.693634;;;;743.728210;719.273682;187.693771;;;;;;;;;;;;;;;;;;;;;;1143.595581;870.746826;400.067261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;878.322571;731.023804;167.266220;839.387451;640.013855;194.301468;;;;744.710510;719.530640;184.759583;;;;;;;;;;;;;;;;;;;;;;1143.784790;870.856506;399.977905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;879.130859;731.419495;165.109451;840.531372;640.232971;191.561646;;;;745.345093;719.756042;181.306229;;;;;;;;;;;;;;;;;;;;;;1143.952271;870.934753;399.883820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;879.768311;732.194092;163.139587;841.562439;640.804871;188.781555;;;;745.272095;720.090027;178.926147;;;;;;;;;;;;;;;;;;;;;;1144.307861;871.130371;399.624969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;881.122192;732.357605;160.587173;842.713196;640.727051;185.779404;;;;746.066345;719.791931;176.156784;;;;;;;;;;;;;;;;;;;;;;1144.673584;871.267578;399.348022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;881.284180;732.806396;158.950165;843.711548;640.554688;183.823318;;;;746.368103;719.648193;173.564026;;;;;;;;;;;;;;;;;;;;;;1144.891602;871.466248;399.053467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;881.288757;733.243713;157.211868;844.615173;640.438477;181.369965;;;;747.329773;719.357422;170.340729;;;;;;;;;;;;;;;;;;;;;;1145.075562;871.547729;398.675232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;881.544739;733.205994;155.332642;845.167236;639.994019;179.272980;;;;748.200989;718.941956;167.706833;;;;;;;;;;;;;;;;;;;;;;1145.184937;871.671570;398.390137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;882.253906;733.232727;153.700363;846.719543;639.881714;176.612045;;;;749.218018;718.131653;165.186356;;;;;;;;;;;;;;;;;;;;;;1145.299072;871.690369;398.100037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;883.274414;733.273071;151.802246;847.845520;639.690796;173.737183;;;;;;;;;;;;;;;;;;;;;;;;;;;;1145.256226;871.798767;397.885864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;884.181885;732.873840;150.248428;848.150330;639.008057;171.787674;;;;;;;;;;;;;;;;;;;;;;;;;;;;1145.197510;872.011292;397.702240;750.099731;717.249573;160.600632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;884.890259;732.176636;148.664474;848.963379;637.872986;168.948700;;;;;;;;;;;;;;;;;;;;;;;;;;;;1145.074097;872.120117;397.523499;750.345459;716.915955;157.815277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;885.578369;731.784546;146.860489;849.917297;636.449158;166.220154;;;;;;;;;;;;;;;;;;;;;;;;;;;;1145.097046;872.175232;397.432739;750.994995;715.726990;155.590363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;885.976013;731.439880;144.636475;850.064148;635.593140;163.544388;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.998413;872.183472;397.006683;751.800720;714.504395;153.469162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;886.125061;730.978271;143.771515;850.379944;634.829956;159.900940;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.965942;872.351990;396.825317;752.665283;713.708191;151.413422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;886.351563;730.161377;143.060913;850.163208;633.755798;156.401871;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.982422;872.312012;396.490997;752.779297;712.715759;149.033188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;886.460205;729.597900;141.784897;850.504944;632.500305;153.307114;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.934448;872.302917;396.347717;752.923584;711.696045;147.325562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;887.374695;728.822388;140.299576;850.037231;631.646973;149.930511;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.904053;872.328186;396.198608;753.657532;710.738953;145.305069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;888.151001;728.009949;138.734985;849.646545;630.450317;146.258286;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.761230;872.354004;395.937042;754.384644;709.208862;142.843430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;888.462097;727.160095;137.355621;849.126709;629.352661;142.400589;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.723877;872.369324;395.760040;754.890320;707.519592;140.799057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;888.318970;726.479919;136.252914;848.471497;628.929138;138.466370;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.596069;872.335938;395.603394;754.648438;706.589478;139.795792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;888.044861;725.730164;135.723511;847.653625;628.095581;134.532669;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.468872;872.246704;395.272827;754.977661;705.573364;137.691895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;887.756714;725.239502;135.268707;846.797363;627.133728;131.199509;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.242554;872.181213;394.981323;755.456421;704.140259;135.273804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;888.528503;724.359070;134.225342;846.363770;626.283508;128.059875;;;;;;;;;;;;;;;;;;;;;;;;;;;;1143.939209;872.143188;394.622040;755.554810;703.226013;134.111465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;889.161926;723.368958;133.235611;845.864746;625.792175;124.883171;;;;;;;;;;;;;;;;;;;;;;;;;;;;1143.716187;872.058289;394.315948;755.632446;701.793091;132.829086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;889.324280;722.565979;132.434647;845.890442;625.159912;122.105057;;;;;;;;;;;;;;;;;;;;;;;;;;;;1143.463135;871.947388;393.942108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;889.463013;721.518738;131.567856;844.993408;625.071838;119.104759;;;;;;;;;;;;;;;;;;;;;;;;;;;;1143.308472;871.837769;393.693329;;;;756.650696;699.718933;129.544327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;889.721680;720.722046;130.951904;844.777039;624.501892;116.339279;;;;;;;;;;;;;;;;;;;;;;;;;;;;1143.119629;871.762207;393.446747;;;;756.816956;698.376709;128.340759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;889.670654;720.021545;130.127579;844.373474;624.126099;114.219826;;;;;;;;;;;;;;;;;;;;;;;;;;;;1142.920166;871.624084;393.153137;;;;757.322144;696.935242;127.294609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;889.782471;719.268738;129.199326;843.854858;623.726379;111.501099;;;;;;;;;;;;;;;;;;;;;;;;;;;;1142.821533;871.524536;392.806305;;;;758.192017;695.636230;126.615196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;889.875732;718.524719;128.555801;843.206909;623.502930;109.635864;;;;;;;;;;;;;;;;;;;;;;;;;;;;1142.491943;871.515686;392.311310;;;;758.520630;694.260437;125.652840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;889.941956;717.835754;128.173279;842.498047;623.257080;107.416458;;;;;;;;;;;;;;;;;;;;;;;;;;;;1142.360229;871.511108;392.067413;;;;758.448547;693.197388;125.113930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;890.128784;716.753418;127.414108;841.979126;623.063477;105.424881;;;;;;;;;;;;;;;;;;;;;;;;;;;;1142.291504;871.535217;391.953613;;;;758.305664;692.293640;124.848221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;890.304749;716.029907;126.768906;841.270691;622.762634;104.074776;;;;;;;;;;;;;;;;;;;;;;;;;;;;1142.092163;871.565186;391.763519;;;;758.625977;690.999634;124.403870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;890.581055;715.329224;126.091339;840.725525;623.028992;102.176277;;;;;;;;;;;;;;;;;;;;;;;;;;;;1141.750610;871.554443;391.422394;;;;759.413269;689.518738;122.981895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;890.729736;714.687378;125.621246;840.102234;622.473572;100.759018;;;;;;;;;;;;;;;;;;;;;;;;;;;;1141.398926;871.659363;391.104584;;;;760.133789;688.413879;121.803917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;890.535461;714.084900;125.096237;839.397644;622.182434;99.548355;;;;;;;;;;;;;;;;;;;;;;;;;;;;1141.129639;871.639771;390.937317;;;;760.674377;687.256592;120.578140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;890.273376;713.704224;124.712669;838.778137;622.126038;98.339088;;;;;;;;;;;;;;;;;;;;;;;;;;;;1140.962891;871.547058;390.786285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;890.047119;713.256042;124.354248;837.643677;622.335632;97.220596;;;;;;;;;;;;;;;;;;;;;;;;;;;;1140.740845;871.488403;390.533234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;889.807312;712.908325;123.951004;836.745850;622.750244;96.149315;;;;;;;;;;;;;;;;;;;;;;;;;;;;1140.560913;871.535217;390.356445;;;;;;;760.264465;685.524841;119.016220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;889.539490;712.607300;123.548431;836.502014;624.596252;94.771278;;;;;;;;;;;;;;;;;;;;;;;;;;;;1140.406128;871.460876;390.326019;;;;;;;760.258179;684.875793;118.448128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;889.254761;712.590088;123.148720;836.229675;627.888550;92.088722;;;;;;;;;;;;;;;;;;;;;;;;;;;;1140.203613;871.445190;390.209961;;;;;;;760.534119;683.828735;117.513718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;888.954895;712.620972;122.744682;836.019836;631.308228;89.723427;;;;;;;;;;;;;;;;;;;;;;;;;;;;1140.020508;871.395142;390.033844;;;;;;;761.066833;682.974243;115.204948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;888.730469;712.622009;122.303482;835.861633;633.831360;88.070534;;;;;;;;;;;;;;;;;;;;;;;;;;;;1139.603882;871.576782;389.590607;;;;;;;761.576355;682.517700;113.347313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;888.610840;712.734436;121.879967;835.546997;635.039490;87.030327;;;;;;;;;;;;;;;;;;;;;;;;;;;;1139.408813;871.531738;389.736816;;;;;;;761.720276;681.944702;112.218987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;888.445313;712.788879;121.472893;835.203064;635.225220;86.557442;;;;;;;;;;;;;;;;;;;;;;;;;;;;1139.184326;871.492371;389.807312;;;;;;;761.869690;681.442078;111.392555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;888.184021;712.863647;121.074249;835.078674;634.445496;86.801529;;;;;;;;;;;;;;;;;;;;;;;;;;;;1138.915894;871.631165;389.711761;;;;;;;761.923767;681.021667;110.973282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;888.161621;712.879395;120.654678;834.925293;633.177002;87.390045;;;;;;;;;;;;;;;;;;;;;;;;;;;;1138.586060;871.629700;389.469727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;888.152283;712.806946;120.398468;835.110657;630.084839;89.385185;;;;;;;;;;;;;;;;;;;;;;;;;;;;1138.147705;871.679077;389.175354;;;;;;;;;;762.058899;680.213379;110.237679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;888.085999;712.832642;120.199776;835.282837;626.234375;91.678993;;;;;;;;;;;;;;;;;;;;;;;;;;;;1137.840332;871.795837;389.049622;;;;;;;;;;762.475098;680.021362;109.808670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;888.048401;712.832947;120.087532;835.426270;623.545593;93.143265;;;;;;;;;;;;;;;;;;;;;;;;;;;;1137.698364;871.439209;388.827484;;;;;;;;;;762.578857;679.925049;109.691933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;888.089600;712.811584;120.062241;835.520508;622.778687;93.558022;;;;;;;;;;;;;;;;;;;;;;;;;;;;1137.181274;871.255371;388.840515;;;;;;;;;;762.678589;679.827515;109.711639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;888.043823;712.785278;120.069611;835.364075;623.294373;93.243324;;;;;;;;;;;;;;;;;;;;;;;;;;;;1136.851074;871.414612;388.828461;;;;;;;;;;762.727417;679.707947;109.668671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;888.027649;712.699646;120.157707;835.263916;624.355774;92.652390;;;;;;;;;;;;;;;;;;;;;;;;;;;;1137.023682;870.829468;388.217987;;;;;;;;;;762.753113;679.613708;109.656898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;887.910950;712.743042;120.221039;835.182495;625.347778;92.119446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.760803;679.498901;109.617447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;887.815063;712.769714;120.409988;835.021973;625.877991;92.114944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.751892;679.408264;109.687622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;887.666199;712.892090;120.760040;834.991150;625.830872;92.295265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.721313;679.248840;109.589752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;887.418335;712.951050;120.888206;834.915100;625.429321;92.359528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.715881;679.129761;109.531258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;887.554260;712.915894;121.153740;834.872620;625.077454;92.604965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.734924;679.093811;109.513283;1136.755615;871.167908;387.339966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;887.441467;712.944153;121.359360;834.827515;624.907043;92.823822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.693237;679.000427;109.538261;1136.348389;871.612976;387.461731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;887.258789;712.889343;121.729874;834.757263;624.908691;93.212479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.642395;678.873657;109.557373;1136.113647;871.985413;387.525055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
