Grasp12;;;;;;;;;;;;;;;
Date:;2025/04/08;;;;;;;;;;;;;;
Time:;13:07:51;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;110.475540;579.510559;12.719492;102.071411;714.907776;39.737797;7.578783;897.627686;200.731613;156.637665;635.776123;12.574450;26.609541;969.222778;387.349701
2;110.484467;579.525024;12.734052;102.055023;714.865540;39.758545;7.567094;897.620667;200.743179;156.505096;635.787720;12.363231;26.610577;969.223999;387.411865
3;110.484749;579.525879;12.735564;102.066498;714.901367;39.747448;7.576348;897.626465;200.735703;156.595993;635.781799;12.547923;26.666046;969.216370;387.447449
4;110.484436;579.525146;12.734411;102.035568;714.865967;39.703602;7.583572;897.634521;200.750320;156.538589;635.765503;12.450506;26.670935;969.213745;387.409912
5;110.484459;579.525024;12.733964;102.026802;714.849976;39.700768;7.573218;897.632324;200.763245;156.588470;635.778687;12.479057;26.687263;969.221375;387.420288
6;110.470184;579.515869;12.744610;102.068443;714.902893;39.734028;7.590055;897.633545;200.791245;156.426117;635.713684;12.633673;26.647095;969.206116;387.518341
7;110.481934;579.523560;12.737683;102.031021;714.857910;39.714218;7.663328;897.620361;200.839508;156.505447;635.754700;12.623095;26.661699;969.122437;387.487244
8;110.470901;579.516357;12.743962;102.036613;714.894592;39.773491;7.668398;897.613159;200.804321;156.651947;635.770325;12.571125;26.716375;969.188477;387.539185
9;110.468033;579.514648;12.747538;102.189346;714.905762;39.660988;7.663126;897.619202;200.858383;156.574493;635.786072;12.453223;26.773705;969.210876;387.468475
10;110.476608;579.504639;12.698679;102.116829;714.868286;39.656071;7.669770;897.637634;200.829803;156.509842;635.764954;12.390629;26.746523;969.203796;387.504211
11;110.486244;579.504822;12.727349;102.059128;714.818420;39.732285;7.672735;897.628357;200.852707;156.599472;635.772400;12.467661;26.763180;969.210022;387.495422
12;110.470444;579.514282;12.747461;102.192345;714.970337;39.652084;7.665809;897.619080;200.844696;156.595993;635.775696;12.515111;26.769453;969.212280;387.485870
13;110.477112;579.505371;12.697748;102.112152;714.845703;39.680466;7.672493;897.624817;200.853210;156.625504;635.774841;12.577629;26.739473;969.201294;387.516663
14;110.479607;579.510559;12.706591;102.053604;714.766541;39.758251;7.657235;897.619995;200.808945;156.590881;635.778442;12.595778;26.793522;969.297424;387.442505
15;110.470451;579.515442;12.742427;102.038773;714.807007;39.783382;7.671552;897.626160;200.849640;156.591995;635.773071;12.553941;26.792992;969.311584;387.430450
16;110.443726;579.491577;12.768163;102.057533;714.821960;39.754875;7.653957;897.623535;200.834457;156.635635;635.776855;12.563148;26.788044;969.304199;387.396423
17;110.456566;579.498657;12.740933;102.073402;714.779785;39.715340;7.663094;897.624634;200.845047;156.580109;635.767090;12.433549;26.798588;969.306274;387.438141
18;110.475250;579.510315;12.718935;102.061539;714.811768;39.735603;7.669244;897.620667;200.821243;156.536438;635.773315;12.364312;26.814007;969.392578;387.424286
19;110.477432;579.511597;12.715929;102.055351;714.823120;39.758026;7.669430;897.630188;200.877640;156.590027;635.788879;12.526617;26.835211;969.400391;387.398529
20;110.484634;579.524475;12.731566;102.074341;714.901489;39.733727;7.662410;897.630188;200.900024;156.632095;635.776184;12.599019;26.837999;969.397888;387.393585
21;110.484673;579.525757;12.735442;102.074776;714.913208;39.731064;7.708554;897.615723;200.910904;156.499390;635.759155;12.504975;26.942152;969.417847;387.359711
22;110.484360;579.525146;12.734706;102.065407;714.901428;39.735760;7.695991;897.640320;200.842896;156.606339;635.774536;12.557396;26.900911;969.483826;387.395996
23;110.475792;579.511353;12.721038;102.069931;714.906433;39.739151;7.908200;897.624268;200.936356;156.637543;635.774902;12.581285;26.941753;969.500549;387.370850
24;110.469589;579.514343;12.741940;102.071472;714.908020;39.738449;7.768497;897.627747;200.834686;156.544266;635.768616;12.420480;26.946289;969.496948;387.348206
