Grasp123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/05/06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:15:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;810.265625;807.974609;35.515778;947.853577;786.477051;67.345230;1215.924316;801.520264;407.215668;1168.322754;847.171082;239.025635;862.379639;744.215942;34.446178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;810.265625;807.974609;35.515778;947.833679;786.487793;67.405701;1216.034668;801.416504;407.079895;1168.444336;847.080261;238.956467;862.500793;744.202515;34.293762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;810.253052;808.070007;35.542625;947.845154;786.466614;67.331985;1216.150879;801.266418;406.955750;1168.507935;846.970825;238.886154;862.512634;744.216431;34.304314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;810.296204;808.079529;35.553577;947.842896;786.466675;67.339249;1216.157349;801.119385;406.828339;1168.621338;846.814270;238.748291;862.499756;744.112488;34.308350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;810.284546;808.000732;35.542282;947.806030;786.388245;67.417976;1216.260864;800.903503;406.699890;1168.755493;846.565674;238.673935;862.472595;744.092957;34.368134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;810.300049;807.951660;35.498379;947.788818;786.347107;67.413094;1216.341309;800.650269;406.573364;1168.791504;846.490784;238.586014;862.477417;744.087341;34.342442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;810.273499;807.970215;35.500431;947.784302;786.361328;67.442375;1216.297974;800.468811;406.463562;1168.901855;846.360535;238.538910;862.337830;744.117126;34.353901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;810.263428;807.976196;35.514912;947.794373;786.357666;67.404831;1216.346680;800.324341;406.353699;1169.164551;845.968323;238.201660;862.283875;744.131836;34.393497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;810.233459;807.978271;35.512680;947.794983;786.370422;67.429398;1216.328003;800.084900;406.225891;1169.435913;845.856750;237.930206;862.300720;744.101440;34.340626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;810.207397;807.987549;35.523838;947.742493;786.362488;67.426483;1216.322632;799.933167;406.201569;1169.572998;845.674011;237.887543;862.214172;744.220398;34.174397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;810.162903;807.963257;35.533623;947.782166;786.354309;67.403595;1216.353027;799.749756;406.122559;1169.649536;845.459167;237.742035;862.311096;744.047119;34.266357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;810.173340;808.077881;35.568886;947.752502;786.360352;67.410866;1216.372925;799.558411;406.031403;1169.740601;845.205750;237.660858;862.333130;743.972717;34.332382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;810.473877;807.984070;35.421844;947.700073;786.361145;67.514984;1216.381836;799.358643;405.953003;1169.850586;845.025269;237.671097;862.217590;744.194641;34.167439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;810.335083;808.066589;35.461048;947.629150;786.363342;67.579880;1216.382324;799.090820;405.796417;1169.929443;844.837708;237.532196;862.321594;744.083130;34.295177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;810.180237;808.107483;35.561172;947.622375;786.349426;67.547089;1216.407837;798.849854;405.799988;1170.286255;844.591003;237.285416;862.318848;743.984680;34.359623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;810.108704;808.211853;35.647655;947.705322;786.299133;67.577538;1216.342529;798.682495;405.740814;1170.301880;844.473450;237.400024;862.291809;743.983643;34.403728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;810.093567;808.235962;35.670734;947.689453;786.353943;67.545822;1216.323608;798.522583;405.610291;1170.063843;844.434631;237.437088;862.179443;744.227051;34.224392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;810.287170;808.210571;35.654331;947.677429;786.405579;67.622925;1216.283081;798.320557;405.543915;1170.283813;844.216553;237.394852;862.296143;744.076904;34.302185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;810.623108;808.177856;35.482529;947.697693;786.459045;67.511841;1216.253174;798.185608;405.528015;1170.378906;843.959473;237.244278;862.240295;744.210693;34.213665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;810.508179;808.276733;35.540352;947.797668;786.464233;67.519394;1216.216187;798.015381;405.485870;1170.329712;843.880981;237.131989;862.179626;744.206177;34.595516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;810.358948;808.440125;35.670258;947.758972;786.480469;67.619461;1216.137329;797.843506;405.413177;1170.333984;843.824341;237.140594;862.293091;743.979675;34.531693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;810.405396;808.476929;35.636570;947.741760;786.479614;67.629097;1216.133423;797.644714;405.413940;1170.485352;843.732483;237.178513;862.384766;743.645752;34.352135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;810.485229;808.555664;35.624142;947.746216;786.577576;67.641136;1216.053467;797.470520;405.175201;1170.563599;843.623108;237.125580;862.666260;743.542908;34.533527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;810.603943;808.655701;35.708755;947.789246;786.620300;67.754219;1215.987061;797.118835;405.032959;1170.683228;843.519409;236.992157;862.986633;743.024841;35.114349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;810.719482;808.716309;35.707458;947.844116;786.708557;67.756561;1216.066162;796.739075;405.079865;1170.853149;843.291687;236.937302;863.310547;742.145081;36.081680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;810.896912;808.795715;35.742088;947.976501;786.869629;67.722588;1215.942139;796.346619;405.174530;1170.996216;843.098206;236.822067;863.484863;741.460449;36.762585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;811.053162;808.884277;35.822193;948.131042;787.020508;67.729370;1215.873413;796.020325;405.073792;1171.115356;842.974304;236.728577;863.628174;741.010986;37.211395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;811.175049;809.099487;36.058418;948.494507;787.191589;67.945953;1215.864014;795.789001;405.027893;1171.311401;842.752686;236.632202;863.968567;740.592285;37.364056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;811.160706;809.378357;36.565235;948.540955;787.417480;68.256790;1215.895264;795.506653;404.992828;1171.611938;842.434570;236.612823;865.007385;740.046143;37.633160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;811.304871;809.713745;37.445133;948.888428;787.690857;68.267509;1215.958130;795.249146;404.836456;1172.234375;842.147705;236.109589;865.702942;738.679077;39.204693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;811.362976;809.846741;39.970646;949.212585;787.827271;68.386215;1215.950684;795.026855;404.785309;1172.518188;841.882446;235.958542;865.874573;737.475220;40.628826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;811.047668;810.242615;41.843647;949.271545;788.065735;68.923592;1216.037354;794.840027;404.815674;1172.767456;841.793884;235.927917;866.605957;736.993042;41.432423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;811.295288;810.623718;43.340961;949.351074;788.189453;69.299690;1216.036865;794.609802;404.764130;1172.980225;841.694763;235.784744;867.396667;736.372131;42.069042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;811.188782;810.836914;46.273262;949.788574;788.266724;69.263313;1216.066162;794.339600;404.672424;1173.208618;841.572510;235.702255;867.880737;735.273987;43.793289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;811.252319;811.442139;48.322109;950.203491;788.539185;69.843864;1216.057983;794.127075;404.641205;1173.394653;841.559570;235.598557;868.701599;734.261292;45.436211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
