Grasp116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:08:14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;900.740845;839.550415;70.303955;852.888000;758.940308;33.143234;1157.780518;884.036316;423.385376;1130.660645;929.099854;269.516632;767.153503;823.583496;44.360748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;900.671021;839.541748;70.524315;853.062561;758.843994;33.073109;1157.798340;884.109985;423.265625;1130.988281;929.205139;269.410156;766.959167;823.843201;44.941963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;900.691895;839.563477;70.755272;853.258606;758.778625;33.094479;1157.888672;884.178406;423.104004;1131.336304;929.116211;269.199860;766.783020;823.927002;45.336109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;900.684387;839.528748;70.937057;853.380005;758.743835;33.094021;1157.838257;884.249329;423.042725;1131.664307;929.023499;268.961273;766.776184;824.086426;45.574375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;900.667480;839.519165;71.015404;853.424255;758.635742;33.145214;1157.806641;884.251953;422.925323;1131.894653;928.910706;268.760956;766.688416;824.269470;45.842991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;900.620544;839.469299;71.116486;853.351807;758.658936;33.052052;1157.804321;884.198792;422.785461;1132.069336;928.754578;268.529144;766.675781;824.471436;46.027401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;900.584717;839.470154;71.129517;853.062683;758.830933;32.669361;1157.700928;884.146179;422.542938;1132.224121;928.488037;268.192474;766.573120;824.612305;46.066566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;900.556824;839.472107;71.088203;853.270630;758.716553;32.988052;1157.697021;884.170227;422.464752;1132.413696;928.101563;267.791779;766.472595;824.740356;46.005951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;900.530762;839.421021;71.006935;853.327698;758.494812;33.244675;1157.661377;884.098145;422.276703;1132.582886;927.796143;267.562836;766.448059;824.854614;45.856045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
