Grasp118;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/28;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:15:09;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;946.037231;865.634766;67.861397;883.261047;796.133057;34.337200;1195.087524;918.069885;407.234924;812.475037;855.196777;35.150879;1161.102783;953.163208;207.652710;;;;;;;;;;;;
2;945.697388;865.447083;68.475372;883.024109;796.015198;34.378849;1194.922607;918.052673;407.219849;812.435059;855.280762;35.225246;1161.400757;953.248352;207.439575;;;;;;;;;;;;
3;945.376831;865.338379;68.990128;883.039124;795.572388;34.262634;1194.788208;918.025940;407.127991;812.233582;855.413635;35.257442;1161.744141;953.316528;207.186981;;;;;;;;;;;;
4;945.100220;865.327942;69.314522;883.196716;794.955444;34.374981;1194.630005;918.032532;407.101746;812.078735;855.514771;35.444645;1161.947876;953.327393;207.043747;;;;;;;;;;;;
5;944.899109;865.183960;69.911064;883.291077;794.318604;34.250256;1194.455322;918.025635;407.069366;811.868896;855.646423;35.558098;1162.044556;953.327332;206.982819;;;;;;;;;;;;
6;944.694519;864.596619;71.201981;883.154907;793.543579;34.342495;1194.041016;918.113464;407.164276;811.697632;855.759094;35.679539;1162.135376;953.382690;206.813080;;;;;;;;;;;;
7;944.473267;863.888367;72.140182;883.064880;792.578613;34.289604;1193.812866;918.137085;407.276093;811.578796;855.889771;35.858498;1162.229370;953.461365;206.703339;;;;;;;;;;;;
8;944.414185;863.413635;72.651428;882.887634;791.846619;33.960480;1193.585571;918.195801;407.315063;811.407715;855.908752;36.129650;1162.311279;953.522095;206.647461;;;;;;;;;;;;
9;944.382751;862.869568;73.073685;882.608521;790.980896;34.441563;1193.340332;918.223816;407.331116;811.342773;855.619446;36.588665;1162.393433;953.480042;206.555435;;;;;;;;;;;;
10;944.327332;862.066467;73.918144;882.453674;789.450195;35.493000;1193.101563;918.238037;407.373901;811.426697;855.120300;37.445038;1162.561401;953.490845;206.464676;;;;;;;;;;;;
11;943.907837;861.166626;75.361168;882.285278;787.926331;36.854805;1192.941650;918.204590;407.342346;811.104858;854.006042;39.262280;1162.604004;953.515137;206.192734;;;;;;;;;;;;
12;943.506775;860.364868;76.446426;882.176025;786.571716;38.528881;1192.673096;918.181213;407.316254;810.587280;852.913879;41.357433;1162.599243;953.422607;206.005768;;;;;;;;;;;;
13;943.216919;859.492920;77.124664;882.378967;785.233093;40.546848;1192.381470;918.216492;407.171478;810.149902;851.752319;43.538525;1162.468262;953.329102;205.710709;;;;;;;;;;;;
14;943.057922;858.447144;78.139755;882.067810;783.723633;42.185104;1192.055298;918.194092;407.113403;810.257385;850.362366;45.652103;1162.487183;953.158264;205.580872;;;;;;;;;;;;
15;942.931824;857.125977;79.982300;881.573242;782.054688;44.131180;1191.712158;918.107056;406.973267;809.638184;848.328979;48.703133;1162.519897;953.006836;205.427643;;;;;;;;;;;;
16;942.511963;856.253235;81.064682;881.387085;780.270813;46.379658;1191.356567;918.041382;406.951385;808.916443;846.720215;51.275673;1162.321777;952.861755;205.174667;;;;;;;;;;;;
17;942.096802;854.981873;81.828415;880.926331;778.648499;48.166733;1190.986084;917.947327;406.817871;808.840881;844.954895;53.921494;1162.124878;952.648010;205.127365;;;;;;;;;;;;
18;941.622437;853.378784;83.158455;880.856262;777.016602;50.380028;1190.572144;917.848511;406.621887;808.480835;842.937744;56.658421;1161.884644;952.427307;205.029709;;;;;;;;;;;;
19;941.310364;852.112549;84.315399;880.600159;774.925903;52.560539;1190.132935;917.733215;406.479095;807.966492;840.811768;58.533428;1161.619019;952.156006;205.060532;;;;;;;;;;;;
20;941.227600;850.649231;85.414940;880.361938;772.589722;54.822422;1189.752808;917.617615;406.300903;807.728943;838.498901;60.985481;1161.046875;951.900574;204.794983;;;;;;;;;;;;
21;941.075256;848.816345;86.967934;880.408936;770.181213;56.707928;1189.518311;917.452271;406.189117;807.268066;835.914856;63.420727;1160.675293;951.487610;204.650589;;;;;;;;;;;;
22;940.737488;847.290039;88.607040;880.720398;767.702209;58.247833;1189.296143;917.308533;406.078583;806.788940;833.538879;65.321182;1160.393188;951.105652;204.326096;;;;;;;;;;;;
