Grasp116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;15:57:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;
20;810.960327;784.611267;120.653793;1133.689331;748.525757;315.646027;1158.249146;814.386963;173.373184;875.251221;687.165344;101.573402;943.959656;760.208252;103.900398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;810.026123;782.492615;122.644089;1133.188843;748.345520;315.298309;1156.679688;813.719482;172.547180;874.883545;685.003235;103.338516;942.254639;758.217773;104.834862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;808.682739;780.514038;124.100670;1132.559814;748.202454;314.940430;1155.165039;813.147949;171.749023;874.001282;682.471741;105.472633;941.060364;756.239380;105.646278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;807.560364;778.488464;125.556946;1131.494751;748.037354;314.516418;1154.159546;812.671021;171.231705;873.247620;680.261536;107.429398;939.712158;754.520752;106.539101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;806.338135;776.360046;127.007477;1130.477539;747.921631;314.025208;1152.775879;812.304138;170.281937;872.419678;678.059631;108.833153;938.248596;752.533264;107.294106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;804.863464;774.237183;128.199295;1129.563232;747.905762;313.716461;1151.566772;811.956055;169.430710;871.491760;675.593262;110.603241;936.638184;750.673523;108.173866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;803.666931;772.114197;128.834686;1128.589355;747.869568;313.372986;1149.875732;811.561584;169.135803;870.669434;673.125183;112.347717;935.116699;748.679688;108.948212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;802.048706;769.745911;130.277634;1127.414307;747.822327;312.852661;1147.741089;810.976257;168.347305;869.895630;670.749451;113.669380;934.055542;746.642029;109.524162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;800.743103;767.770813;130.835999;1126.347656;747.592834;312.368835;1146.339966;810.404297;167.792297;869.133606;668.334412;114.812950;932.781006;744.590759;109.634750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;799.715088;765.728821;131.333771;1125.501587;747.415344;311.875549;1145.277222;809.813904;167.036743;868.457947;666.157837;116.359825;931.446228;742.822693;109.989662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;798.420105;763.653870;132.384003;1124.647339;747.235535;311.497742;1143.116211;809.499329;166.229767;867.872375;663.965027;117.048386;929.880859;740.690979;110.340660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;796.962646;761.424072;133.153336;1123.597046;747.101501;311.017334;1141.290405;809.219666;166.286697;867.090820;661.953674;118.295578;928.895813;739.021240;110.530624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;796.134644;759.449951;133.428879;1122.160278;746.942444;310.839508;1139.886719;808.897705;165.908401;866.376282;659.627625;119.383522;927.371460;737.079956;110.920860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;794.540283;757.677673;134.093674;1120.722046;746.694702;310.665771;1138.056519;808.679871;164.827576;865.808533;657.715576;119.913620;926.021973;735.416809;111.240364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;793.457520;755.523804;134.953323;1119.638794;746.536377;310.347015;1136.471680;808.320068;164.534439;864.973633;655.605164;120.762596;924.693237;733.405701;111.715828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;792.496033;753.465759;135.243164;1118.285034;746.322510;309.558502;1134.453491;807.683716;164.436722;864.432373;653.490417;121.571312;923.409119;731.956177;111.732620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;791.179260;751.510376;135.437912;1117.121338;746.034607;309.238159;1132.743896;807.283875;163.833313;863.576416;651.409363;122.018768;922.430359;730.131531;111.457748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;789.514099;749.645630;135.996414;1115.685059;745.833984;308.987030;1131.464966;806.851624;163.279572;863.098450;649.560425;122.139328;921.047302;728.557739;111.525620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;788.142456;747.746582;135.857864;1114.493286;745.733582;308.906250;1129.387085;806.502136;162.815643;862.078125;647.767029;121.807281;919.618896;726.889954;111.788048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;787.420471;745.949890;135.428436;1113.116089;745.562683;308.559265;1127.574585;806.203491;162.681396;861.624878;645.858093;121.794479;918.424255;725.496948;111.920700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;786.669800;744.017517;135.096710;1111.831543;745.403259;308.138702;1126.359619;806.064392;162.346878;860.862305;644.124207;121.936661;917.386169;723.723267;111.659065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;785.313599;742.401367;135.515884;1110.618774;745.201477;307.930511;1124.366333;805.767639;161.258392;860.194702;642.438721;122.201241;916.384338;722.206482;110.954689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;784.140503;740.544739;135.779388;1109.414429;745.137329;307.713104;1122.803955;805.383484;161.139572;859.236511;640.787598;121.718750;915.133179;720.978455;110.799255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;782.836975;738.802368;135.580887;1108.014282;745.016479;307.641327;1121.195923;805.013977;161.201859;857.997803;639.025208;121.800789;913.559631;719.578125;111.073692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;781.690857;737.003784;135.281845;1106.392212;744.860596;307.350983;1119.409302;804.636230;160.598984;856.900635;637.265930;121.980438;912.855103;718.190002;110.842224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;780.839905;735.811218;134.925552;1105.303589;744.602722;307.086670;1118.003174;804.365967;160.005737;856.557861;636.015991;121.415657;911.877502;716.979980;110.273338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;779.593262;734.176575;133.971924;1104.218018;744.420532;306.675323;1116.542358;803.977173;160.039413;855.799377;634.555359;120.288040;910.600952;715.523132;109.906540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;778.430298;732.761353;132.930115;1103.171631;744.151245;306.334839;1114.799316;803.760376;159.699417;854.431152;633.015259;120.156418;909.443481;714.496887;109.882347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;777.581970;731.778748;132.267593;1101.940308;743.912109;306.358154;1113.278442;803.686768;159.266403;853.281921;632.159729;119.649651;908.323059;713.358093;109.603470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;776.237915;730.531494;131.493835;1100.540649;743.862366;306.383575;1112.221558;803.601196;159.085327;851.980957;630.837952;118.403122;906.843140;711.998840;109.006439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;775.178589;729.317871;130.356888;1099.465820;743.770081;306.141937;1110.557129;803.303650;158.792648;850.809937;629.629456;117.355331;905.966187;710.930603;108.548744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;774.442078;728.622070;129.697723;1098.503662;743.589905;305.813019;1108.601563;803.027527;158.252319;849.568970;628.775452;116.681305;905.268860;710.259949;108.075027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;773.187439;727.596619;128.792191;1097.520508;743.402527;305.720276;1107.556519;802.850769;158.039917;848.146179;627.511475;116.102089;904.349792;709.378296;107.542473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;772.085815;726.633789;127.683434;1096.329712;743.272339;305.738556;1106.544678;802.723572;157.706085;846.354675;626.602783;115.120903;903.199951;708.319763;107.145035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
