Grasp118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;11:17:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;852.228882;801.142517;37.064365;921.434814;858.746216;77.328033;1158.283813;883.706665;521.244019;1143.001953;918.048340;339.343353;788.713867;875.592041;36.909954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;852.140259;800.460693;37.464573;920.461121;858.923950;78.825317;1158.205811;883.818481;521.203979;1143.314697;918.528687;339.235992;788.674805;875.038574;36.899403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;852.195618;799.326660;38.342937;919.826111;859.136475;80.177788;1158.139648;883.925903;521.176636;1143.924316;919.128052;339.200134;788.342468;874.080994;37.397770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;852.526062;797.685181;40.366352;919.551819;859.252136;81.172821;1158.290771;883.999878;521.297913;1144.667236;919.571533;339.250854;787.500854;872.830017;38.733967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;852.880798;796.358154;41.940228;919.182068;859.238647;82.146072;1158.365967;884.080811;521.377014;1145.202881;920.029297;339.191986;786.340820;871.559509;40.494350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;853.255676;794.548706;44.043877;918.181458;859.175903;83.553879;1158.358398;884.171814;521.400757;1145.704224;920.388550;339.104675;785.897888;870.151611;41.781242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;853.665161;792.187622;46.597511;917.585022;859.071716;85.071732;1158.418091;884.263123;521.469482;1146.155029;920.713318;338.984589;785.141113;868.258850;44.059383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;854.265442;790.216797;48.159286;916.938110;858.666565;86.446815;1158.467529;884.332153;521.579407;1146.583984;920.869263;338.881470;783.777527;866.572937;45.697647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;855.141418;787.979919;50.496696;915.919678;858.445557;87.738007;1158.501465;884.423401;521.622009;1146.914185;921.184448;339.048492;782.960693;864.241638;47.846367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
