;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
129;737.764465;725.216675;184.396072;693.486206;631.856140;164.126175;617.557312;685.919250;165.615356;;;;;;;;;;;;;;;;;;;;;;1072.086304;869.724976;493.057770;1030.030029;882.804260;306.194427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;732.837158;725.622803;184.528519;687.919861;632.702698;164.358658;612.379944;687.107544;166.009705;;;;;;;;;;;;;;;;;;;;;;1070.234741;869.168518;492.158661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;728.010986;726.097961;184.320801;682.372742;633.557617;164.257339;607.242554;688.289246;166.079010;;;;;;;;;;;;;;;;;;;;;;1068.406616;868.298279;491.827148;;;;1023.290710;880.680115;306.048370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;722.846680;726.476318;184.367615;677.057922;634.301025;164.462448;602.026794;689.395996;166.241028;;;;;;;;;;;;;;;;;;;;;;1066.692749;867.683289;491.723511;;;;1019.547546;879.370605;304.820190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;718.096558;726.659302;184.714737;671.873840;634.921570;164.437439;597.156250;690.665283;166.312668;;;;;;;;;;;;;;;;;;;;;;1065.074829;867.201599;491.277161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;713.454102;727.004578;184.906219;666.711487;635.825195;163.621201;592.334656;691.635132;166.407791;;;;;;;;;;;;;;;;;;;;;;1061.905029;866.805603;489.204010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;709.052429;727.324402;184.826477;661.304382;636.325500;163.510757;587.361084;692.609436;166.553879;;;;;;;;;;;;;;;;;;;;;;1059.271973;866.117126;487.962494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;704.018005;727.717102;184.826004;655.909729;636.850037;163.539642;582.391052;693.807556;166.344437;;;;;;;;;;;;;;;;;;;;;;1057.115967;865.325928;487.796936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;698.833313;727.958679;184.784180;650.632690;637.235413;163.315308;577.050537;694.700012;166.138901;;;;;;;;;;;;;;;;;;;;;;1055.192383;864.704529;487.139496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;693.821045;728.184387;184.997070;645.493286;637.771912;162.574432;571.894653;695.789978;165.864426;;;;;;;;;;;;;;;;;;;;;;1053.151489;864.255554;486.029449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;689.266724;728.706116;184.809677;640.454163;638.383667;162.296143;567.171143;696.799683;165.634857;;;;;;;;;;;;;;;;;;;;;;1050.933105;863.596680;485.124268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;685.415283;728.585999;184.285248;635.332214;639.028259;161.741226;562.315857;697.727600;165.141083;;;;;;;;;;;;;;;;;;;;;;1048.628662;862.856934;484.754120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;681.078796;728.839600;184.085480;630.437622;639.609009;160.736633;557.760925;698.729431;164.783295;;;;;;;;;;;;;;;;;;;;;;1046.754639;862.053406;484.337067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;675.823242;729.211975;183.828873;625.273499;640.375549;160.341614;553.020020;699.789246;164.546982;;;;;;;;;;;;;;;;;;;;;;1044.605957;861.437317;483.154663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;671.360168;729.597412;183.656204;620.138977;640.985596;160.027817;548.486206;700.834229;163.543137;;;;;;;;;;;;;;;;;;;;;;1041.944336;860.821167;482.119141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;667.189819;729.658997;183.462708;615.264404;641.562683;159.232239;543.983582;701.936035;163.083267;;;;;;;;;;;;;;;;;;;;;;1039.266602;860.227539;481.556915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;662.961792;729.635803;182.842499;610.390747;642.342102;158.325638;539.623962;702.937500;162.583817;;;;;;;;;;;;;;;;;;;;;;1037.320923;859.604431;481.004639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;658.181396;729.979919;182.470978;605.843933;643.245544;157.239288;534.877319;703.884033;162.129456;;;;;;;;;;;;;;;;;;;;;;1035.341309;858.772705;480.422852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;654.149780;730.037842;182.596451;601.160645;643.557251;156.600494;530.436157;704.800659;161.396393;;;;;;;;;;;;;;;;;;;;;;1032.750854;858.103088;479.424438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;650.422058;730.180237;181.380066;596.519836;644.356689;155.703644;526.765747;705.811523;160.597397;;;;;;;;;;;;;;;;;;;;;;1030.315308;857.476318;478.920410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;646.533020;730.467163;180.512161;592.367676;645.029114;154.768097;522.708740;706.628113;160.303986;;;;;;;;;;;;;;;;;;;;;;1028.089355;857.145203;477.954254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;642.391541;730.503479;180.314163;587.909973;645.230408;153.640747;518.238586;707.596802;159.386749;;;;;;;;;;;;;;;;;;;;;;1026.147949;856.295227;477.881195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;638.770630;730.358704;179.907913;583.755737;645.895569;152.324783;514.281433;708.170654;158.740555;;;;;;;;;;;;;;;;;;;;;;1023.556091;855.727600;477.298645;;;;;;;948.652344;854.364563;298.655640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;635.043152;730.524109;178.831161;580.339355;646.357239;150.242798;510.745789;708.829224;157.980957;;;;;;;;;;;;;;;;;;;;;;1021.567810;854.979980;476.639801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;631.408264;730.787720;178.085449;576.333801;646.421509;149.964020;506.861145;709.451904;157.060486;;;;;;;;;;;;;;;;;;;;;;1019.218933;854.559753;475.487915;;;;;;;;;;942.575378;851.666931;298.683624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;627.903259;730.527832;178.017792;572.093201;646.538391;149.476563;502.805664;709.890625;156.800278;;;;;;;;;;;;;;;;;;;;;;1016.212280;854.017883;474.893280;;;;;;;;;;939.939819;849.719604;299.420380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;623.879639;730.742554;177.418976;568.548767;646.928284;148.007751;499.548401;710.501343;155.866470;;;;;;;;;;;;;;;;;;;;;;1014.272156;853.484436;474.580719;;;;;;;;;;936.693726;848.859314;298.488586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;621.187622;730.547791;176.545883;564.840637;647.345520;147.026230;496.407135;710.890503;155.069778;;;;;;;;;;;;;;;;;;;;;;1012.226379;852.728271;473.815643;;;;;;;;;;932.294617;847.884399;297.327240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;617.734985;730.396545;176.213348;561.542664;648.134888;144.917664;;;;;;;;;;;;;;;;;;;;;;;;;1009.756104;852.227905;472.975861;;;;;;;;;;929.605652;846.556580;297.108002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;614.850647;730.287842;175.015762;558.286072;647.971741;144.125961;;;;;;;;;;;;;;;;;;;;;;;;;1007.122986;851.744446;472.278259;;;;;;;;;;926.745483;845.234558;297.152344;490.097748;711.761108;152.706268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;611.693787;730.529053;173.914139;554.966675;648.624939;142.540375;;;;;;;;;;;;;;;;;;;;;;;;;1005.115662;851.225830;471.733368;;;;;;;;;;924.014648;843.949585;296.472229;486.539398;712.134644;152.813034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;608.757385;730.313965;173.305573;551.566284;648.522339;141.857239;;;;;;;;;;;;;;;;;;;;;;;;;1002.793579;850.612122;471.105743;;;;;;;;;;920.993347;843.509705;296.308807;483.394135;712.725159;151.357727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;605.703796;730.321899;172.484924;548.312561;648.676636;141.299347;;;;;;;;;;;;;;;;;;;;;;;;;1000.540161;849.989380;470.929901;;;;;;;;;;918.210205;842.727417;295.921326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;602.950439;730.476807;171.372452;545.087219;648.884399;140.506943;;;;;;;;;;;;;;;;;;;;;;;;;998.233643;849.566650;470.047394;;;;;;;;;;915.924866;841.624634;296.101959;;;;477.493683;713.622498;149.741592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;599.934021;730.617371;171.071259;542.244690;649.547180;138.618866;;;;;;;;;;;;;;;;;;;;;;;;;996.189087;849.111206;469.128906;;;;;;;;;;913.818665;841.155640;296.166595;;;;474.870026;714.373718;147.824982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;597.246948;730.524109;170.289017;539.286682;649.366638;138.846085;;;;;;;;;;;;;;;;;;;;;;;;;993.736389;848.508667;468.583099;;;;;;;;;;911.100586;840.424744;296.003784;;;;471.991486;714.911560;146.925354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;594.438477;730.626343;169.582336;536.485168;649.924683;137.428345;;;;;;;;;;;;;;;;;;;;;;;;;991.721985;847.887512;468.402588;;;;;;;;;;908.141968;839.409607;294.888947;;;;469.442963;715.421265;146.290359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;592.238098;730.629028;168.541840;533.333801;649.685669;136.834442;;;;;;;;;;;;;;;;;;;;;;;;;989.768555;847.484863;467.759491;;;;;;;;;;905.646790;838.678589;294.654022;;;;466.937103;715.827332;144.911560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;589.759949;730.368530;168.006607;531.007019;650.259399;135.004745;;;;;;;;;;;;;;;;;;;;;;;;;988.003784;847.066650;467.214050;;;;;;;;;;;;;;;;464.140900;716.194214;144.313492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;587.022827;730.495483;167.059647;528.526794;650.654114;133.898346;;;;;;;;;;;;;;;;;;;;;;;;;985.685608;846.433899;466.750061;;;;;;;;;;;;;;;;461.931671;716.665039;142.722641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;585.259705;730.253540;165.754883;526.093262;650.114685;133.456512;;;;;;;;;;;;;;;;;;;;;;;;;983.518555;846.053955;465.863647;;;;;;;;;;;;;;;;459.679718;716.860962;141.968353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;583.136414;729.846008;164.813950;523.464966;650.257446;132.798538;;;;;;;;;;;;;;;;;;;;;;;;;981.633911;845.372925;465.165894;;;;;;;;;;;;;;;;457.709778;717.150330;140.886002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;580.890625;729.756836;164.408585;521.139771;650.728210;131.241196;;;;;;;;;;;;;;;;;;;;;;;;;980.292419;844.949036;464.694641;;;;;;;;;;;;;;;;455.668060;717.498535;139.572510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;578.923218;729.636475;163.037430;519.146362;650.439819;130.484802;;;;;;;;;;;;;;;;;;;;;;;;;978.433044;844.563049;464.543823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;577.121216;729.831970;162.178314;517.404236;650.758789;128.350250;;;;;;;;;;;;;;;;;;;;;;;;;976.089233;844.193726;464.032471;;;;;;;;;;;;;;;;;;;451.937500;717.601318;137.616669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;575.244690;729.694214;161.602051;515.577148;650.970337;126.511269;;;;;;;;;;;;;;;;;;;;;;;;;974.789429;843.668640;463.693573;;;;;;;;;;;;;;;;;;;449.755219;717.756165;136.664810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;573.606812;729.024170;160.904907;513.695984;650.501160;126.230637;;;;;;;;;;;;;;;;;;;;;;;;;973.344299;843.093628;462.872223;;;;;;;;;;;;;;;;;;;;;;886.127502;831.155151;292.693298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;571.931091;728.956116;159.494751;511.896423;650.317017;125.656563;;;;;;;;;;;;;;;;;;;;;;;;;971.832825;842.629639;462.096283;;;;;;;;;;;;;;;;;;;;;;;;;446.651703;717.772217;134.694519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;570.919067;729.029724;158.417160;510.075989;650.383362;124.722061;;;;;;;;;;;;;;;;;;;;;;;;;970.459045;842.279297;461.443298;;;;;;;;;;;;;;;;;;;;;;;;;444.537262;717.926331;133.824997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;568.886658;728.826660;157.743469;508.617279;650.919617;122.629898;;;;;;;;;;;;;;;;;;;;;;;;;968.552124;841.920044;461.245941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;567.277283;728.522278;157.087479;507.352356;650.790649;120.946632;;;;;;;;;;;;;;;;;;;;;;;;;967.153198;841.551514;461.098541;;;;;;;;;;;;;;;;;;;;;;;;;;;;442.234650;718.005249;131.390030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;566.202026;728.384216;155.268143;505.868195;650.479858;120.867104;;;;;;;;;;;;;;;;;;;;;;;;;965.908630;841.154480;460.645721;;;;;;;;;;;;;;;;;;;;;;;;;;;;441.035736;718.138306;129.863174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;565.005310;728.298706;154.730713;504.224548;650.434021;119.625771;;;;;;;;;;;;;;;;;;;;;;;;;964.583679;840.753418;460.017181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;563.425720;728.142822;154.343369;503.309875;650.773743;118.134560;;;;;;;;;;;;;;;;;;;;;;;;;963.564392;840.256775;459.378937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;437.827393;718.240173;128.165924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;561.602051;727.886292;153.541931;501.993713;650.954529;116.979774;;;;;;;;;;;;;;;;;;;;;;;;;962.321228;839.945007;458.556702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;437.145752;718.278809;126.543327;873.942444;826.250427;290.187195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;560.833862;727.870789;152.375229;500.869568;650.886658;116.276840;;;;;;;;;;;;;;;;;;;;;;;;;961.225281;839.507751;458.106964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;436.396759;718.417297;124.869057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;560.427979;727.721558;151.006485;499.489441;650.215454;115.502800;;;;;;;;;;;;;;;;;;;;;;;;;959.996948;839.207214;457.752747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;435.294464;718.437744;123.740959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;559.439514;727.579529;150.215240;498.432495;650.139648;114.446770;;;;;;;;;;;;;;;;;;;;;;;;;958.981018;838.980469;457.499298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;558.327393;727.427612;149.330231;497.754150;649.986877;113.630203;;;;;;;;;;;;;;;;;;;;;;;;;957.887573;838.791931;457.271973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;433.148621;718.328552;121.424988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;557.168274;727.395325;148.553955;496.848358;650.305969;111.762436;;;;;;;;;;;;;;;;;;;;;;;;;956.861572;838.398865;456.971802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;432.347443;718.300903;120.302422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;556.348938;727.417358;147.424255;496.074341;650.466980;110.438950;;;;;;;;;;;;;;;;;;;;;;;;;955.854858;837.991333;456.400482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;431.562195;718.193115;119.418671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;555.363098;727.258423;146.286163;495.391296;650.380798;109.716759;;;;;;;;;;;;;;;;;;;;;;;;;955.175903;837.557800;455.925171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.939514;718.188232;118.311089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;554.595581;727.079285;145.853104;494.499176;650.125488;108.488083;;;;;;;;;;;;;;;;;;;;;;;;;954.368103;837.203491;455.228882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.229248;718.216125;116.912888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;553.912781;726.807800;145.267075;493.959167;649.957642;107.145233;;;;;;;;;;;;;;;;;;;;;;;;;953.384949;836.923462;454.462128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;553.687866;726.644958;144.013290;493.381500;649.533569;106.941467;;;;;;;;;;;;;;;;;;;;;;;;;952.516785;836.661865;454.045258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;553.176392;726.643921;142.926620;492.541840;649.294495;106.289093;;;;;;;;;;;;;;;;;;;;;;;;;951.671387;836.417480;453.649628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;552.671387;726.376282;141.683075;491.900909;649.106812;105.310104;;;;;;;;;;;;;;;;;;;;;;;;;950.952820;836.222107;453.190521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;552.391174;726.165894;140.343842;491.760956;649.077393;103.924873;;;;;;;;;;;;;;;;;;;;;;;;;950.454407;836.154541;452.883972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;427.465271;717.458923;111.197578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;552.023865;725.846680;139.749466;491.458801;649.126099;102.282875;;;;;;;;;;;;;;;;;;;;;;;;;949.889282;835.906433;452.633270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;426.738922;717.423157;110.483971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;551.462952;725.699585;139.008957;491.055908;649.152588;100.956299;;;;;;;;;;;;;;;;;;;;;;;;;949.279907;835.640320;452.387268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;426.286530;717.386719;110.006660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;551.227112;725.567871;137.777328;490.721222;649.058167;99.769669;;;;;;;;;;;;;;;;;;;;;;;;;948.509155;835.236877;452.118378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;426.269226;717.383362;108.771988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;550.895691;725.536499;136.999954;490.144531;649.106079;98.677208;;;;;;;;;;;;;;;;;;;;;;;;;947.726501;834.952515;451.753082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;426.271606;717.422363;107.132278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;550.418518;725.325806;136.265381;489.525452;649.104431;97.878555;;;;;;;;;;;;;;;;;;;;;;;;;946.715088;834.762878;451.319153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;425.974762;717.497498;106.058060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;550.116699;725.176025;135.466812;489.388397;649.188232;96.269043;;;;;;;;;;;;;;;;;;;;;;;;;946.263000;834.467712;451.194550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;425.483093;717.588318;105.286278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;549.872192;725.096558;133.960724;489.456879;649.347595;94.544678;;;;;;;;;;;;;;;;;;;;;;;;;945.758118;834.205139;450.919220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;425.003418;717.677979;104.748146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;549.678101;725.162842;133.414734;489.244385;649.599487;93.047409;;;;;;;;;;;;;;;;;;;;;;;;;944.959656;834.017395;450.500824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;425.122345;717.898926;103.474632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;549.243347;725.276611;132.690704;488.750397;649.602539;92.456284;;;;;;;;;;;;;;;;;;;;;;;;;944.284485;833.826233;450.412750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.861786;718.060974;101.902496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;549.051697;725.197937;131.862244;488.216827;649.655701;92.284821;;;;;;;;;;;;;;;;;;;;;;;;;943.597290;833.730347;450.163574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.611450;718.250183;100.779518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
