;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
56;880.847290;737.044617;127.505806;862.117981;636.902283;110.127968;750.551208;700.094055;105.041161;;;;1124.218628;896.311768;319.742676;;;;;;;;;;;;;;;;1141.170776;876.532471;509.388336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;880.124207;735.176453;127.342224;860.364746;635.265198;108.199081;750.196777;698.275635;104.752693;;;;1123.655151;895.462402;319.269501;;;;;;;;;;;;;;;;1140.922363;876.283630;509.082458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;879.487244;733.633484;126.945686;858.490112;633.853149;106.746513;749.908936;696.637451;104.558846;;;;1123.291626;894.473633;318.720215;;;;;;;;;;;;;;;;1140.414795;876.143799;508.432709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;878.640625;732.025269;127.163422;857.046082;632.556213;105.102234;749.651428;694.995789;104.708145;;;;1122.381714;893.528992;317.992371;;;;;;;;;;;;;;;;1140.285156;875.694946;508.303680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;878.204651;730.740479;127.101791;855.107910;631.254089;104.186508;749.133911;692.980408;103.686256;;;;1121.720459;892.747742;317.359039;;;;;;;;;;;;;;;;1139.784546;875.450195;507.696106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;877.394836;729.201660;127.274048;852.976379;629.803162;102.670044;749.074402;690.929016;103.078911;;;;1121.134277;891.940918;316.996857;;;;;;;;;;;;;;;;1138.767822;875.378723;506.824707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;876.647522;727.864563;127.209579;852.106506;628.752808;101.495758;749.383911;688.912537;102.636520;;;;1120.675537;891.212158;316.585541;;;;;;;;;;;;;;;;1138.046997;875.223572;506.352112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;876.280029;726.687012;127.172836;851.092224;627.957886;100.116684;749.809265;686.800720;102.008492;;;;1120.417114;890.413452;316.239685;;;;;;;;;;;;;;;;1137.683960;875.011108;506.235992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;876.107544;725.568420;127.171158;849.520996;627.151428;98.958878;750.539246;684.162598;101.592529;;;;1120.185669;889.665710;315.995514;;;;;;;;;;;;;;;;1137.239746;874.830322;506.085297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;875.814636;724.448364;127.273216;847.864258;626.322571;98.025742;751.291809;681.752563;101.594131;;;;1119.654785;889.119934;315.607452;;;;;;;;;;;;;;;;1136.956421;874.674866;505.951935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;875.325317;723.520142;127.379448;846.664734;625.832458;97.349403;751.860168;679.695251;101.545837;;;;1119.288696;888.666748;314.838989;;;;;;;;;;;;;;;;1136.502563;874.666565;505.541229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;874.879028;722.687073;127.531166;845.467590;624.911987;96.858589;752.510498;678.057007;101.322685;;;;1118.862549;888.158936;314.365753;;;;;;;;;;;;;;;;1135.983521;874.575134;505.171448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;874.568726;721.749023;127.518295;844.667908;625.340149;96.320274;753.282166;676.254456;101.072350;;;;1118.562378;887.815247;314.038849;;;;;;;;;;;;;;;;1135.382935;874.584534;504.760773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;874.271118;720.892456;127.876854;843.818237;626.322266;95.662437;754.172729;674.377869;101.118942;;;;1118.277710;887.523621;313.646362;;;;;;;;;;;;;;;;1134.900146;874.617432;504.594788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;873.884460;720.218079;128.660828;843.055481;626.879700;94.779114;754.803040;672.220398;100.917931;;;;1118.096191;887.283752;313.420990;;;;;;;;;;;;;;;;1134.399902;874.543579;504.416229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;873.504395;719.472412;129.404449;842.657654;626.959534;94.405235;755.638367;670.987488;100.382133;;;;1117.846558;887.143127;313.181885;;;;;;;;;;;;;;;;1134.248169;874.469116;504.423706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;872.919495;718.798462;130.097900;842.390076;626.590881;94.476273;756.756165;669.698486;99.863960;;;;1117.797241;886.989929;312.984375;;;;;;;;;;;;;;;;1133.814087;874.409058;504.533844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;872.450073;717.974915;130.678528;842.062866;625.939758;94.920197;757.290344;668.398804;100.254539;;;;1117.769775;886.878662;312.918335;;;;;;;;;;;;;;;;1133.235352;874.465942;504.605286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;872.196594;717.345093;131.048538;841.755676;625.039734;95.542282;757.542236;667.559204;100.715797;;;;1117.771851;886.872681;312.926971;;;;;;;;;;;;;;;;1132.484131;874.598938;504.410706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;872.054565;716.788208;131.538940;841.274170;624.270081;96.307045;757.664246;667.108459;100.769257;;;;1117.705688;886.946289;312.893555;;;;;;;;;;;;;;;;1131.799805;874.821411;504.364990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;871.730530;716.071838;132.770569;840.971252;623.551514;97.233116;757.818787;666.596558;100.886223;;;;1117.615723;886.999573;312.940369;;;;;;;;;;;;;;;;1131.216797;874.973694;504.471985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;871.288879;715.631775;133.687225;840.453613;622.936462;97.937912;757.979248;665.895325;101.473915;;;;1117.522949;887.118958;312.987213;;;;;;;;;;;;;;;;1130.638550;875.138062;504.456940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;871.214478;715.264160;134.078583;840.280579;622.492432;99.276100;757.819946;665.094788;102.183449;;;;1117.439575;887.323914;313.060455;;;;;;;;;;;;;;;;1130.289673;875.241516;504.325500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;871.080627;715.156372;135.102859;840.034546;622.086731;100.446274;757.472229;664.625488;103.071037;;;;1117.458740;887.553406;313.098785;;;;;;;;;;;;;;;;1129.623413;875.540527;503.962738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;870.554932;715.010437;136.141312;839.038574;621.724304;101.401421;757.408936;664.152832;104.355621;;;;1117.390137;887.810547;313.149841;;;;;;;;;;;;;;;;1129.181885;875.617920;503.927856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;869.979553;714.866638;137.055740;839.036133;621.758484;103.244850;757.389282;663.867615;105.598969;;;;1117.329468;888.094299;313.231567;;;;;;;;;;;;;;;;1128.867432;875.718628;503.924255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;869.518127;714.590271;138.064743;839.043518;621.447937;104.964111;757.125854;663.700684;106.833229;;;;1117.278442;888.353638;313.369629;;;;;;;;;;;;;;;;1128.287354;875.843323;504.356506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;868.947937;714.382874;138.969223;838.643860;620.678040;106.441139;756.819824;663.323547;108.300423;;;;1117.091309;888.749084;313.414093;;;;;;;;;;;;;;;;1127.659302;875.997375;504.656311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;868.443970;714.238953;139.951096;837.870972;619.986877;108.524345;756.234314;663.026672;109.583908;;;;1117.018311;889.083679;313.543488;;;;;;;;;;;;;;;;1127.275757;876.069153;505.107849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;868.002563;714.081238;140.734116;837.235229;619.330933;110.804016;755.515991;663.013916;110.649200;;;;1117.014771;889.469971;313.565765;;;;;;;;;;;;;;;;1126.797974;876.211487;505.281891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;867.214600;714.137451;142.578369;836.913879;618.867432;112.610153;755.086914;662.767517;111.688393;;;;1116.968262;889.784485;313.702576;;;;;;;;;;;;;;;;1126.419678;876.361572;505.535492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;866.375488;714.092590;144.043182;836.353699;618.657837;114.142357;754.711243;662.336731;113.217087;;;;1116.801025;890.123779;313.714813;;;;;;;;;;;;;;;;1126.263184;876.467773;505.603790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;865.574707;713.982849;145.530746;835.374878;618.941711;115.905586;753.913147;661.789185;115.190346;;;;1116.847412;890.459595;313.968933;;;;;;;;;;;;;;;;1126.138794;876.494812;505.750916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;864.527344;713.993530;146.879456;834.450256;619.167847;117.591934;752.615234;661.547363;116.989357;;;;1116.730835;890.717834;314.175537;;;;;;;;;;;;;;;;1125.666992;876.569763;506.043427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;863.933472;714.036804;148.092529;833.381287;619.148193;119.163864;751.579834;661.422119;118.472450;;;;1116.323730;891.115234;314.266174;;;;;;;;;;;;;;;;1125.011353;876.758667;506.289185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;862.897949;713.992859;149.404190;832.456299;618.834045;120.418350;750.678223;661.167847;119.948044;;;;1116.020142;891.547607;314.773590;;;;;;;;;;;;;;;;1124.238403;876.861206;506.416962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;861.633423;713.984375;151.246429;831.313354;618.862244;122.200684;749.812988;660.882751;121.783058;;;;1115.571045;891.939819;315.220551;;;;;;;;;;;;;;;;1123.682983;876.817932;506.947540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;860.061707;713.882141;152.712296;829.968323;618.847107;124.801971;748.438049;660.840576;123.977226;;;;1114.989258;892.154175;315.620605;;;;;;;;;;;;;;;;1122.967529;876.998169;506.806549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;859.008484;713.957031;153.836487;828.468628;618.492004;126.401627;746.863342;660.836670;125.465271;;;;1114.338379;892.458374;315.876648;;;;;;;;;;;;;;;;1122.518921;876.879272;506.916718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;857.776306;713.954468;154.969696;827.092346;618.060181;127.597870;745.425598;660.686462;127.177330;;;;1113.963623;892.736084;316.040375;;;;;;;;;;;;;;;;1121.905762;876.903442;506.957581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;856.051575;714.046936;156.949631;825.126648;618.168091;129.662598;743.914368;660.808655;129.235504;;;;1113.455811;892.978943;316.323456;;;;;;;;;;;;;;;;1120.974854;876.990173;507.125732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;853.967041;714.057739;158.521240;823.514099;618.462830;131.699585;741.813538;661.048523;130.941147;;;;1111.984131;893.263245;316.327026;;;;;;;;;;;;;;;;1120.178223;877.024475;507.427643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;852.310669;714.007324;159.517471;821.631287;618.203979;132.983704;739.918701;661.112793;132.452744;;;;1110.463013;893.571716;316.616455;;;;;;;;;;;;;;;;1119.410400;877.012878;507.643799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;850.309326;714.132080;160.949112;818.833374;616.765015;135.294907;737.476807;661.400757;134.544846;;;;1109.493286;893.833740;316.607330;;;;;;;;;;;;;;;;1118.386108;877.109863;507.362305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;848.039734;714.453796;161.979416;816.746460;616.547729;137.586349;735.500122;661.753723;136.106308;;;;1108.676758;894.052673;316.620728;;;;;;;;;;;;;;;;1117.906860;876.989624;507.338867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;845.950317;714.596680;163.191223;814.262878;616.438843;139.642044;732.825684;661.807556;137.620346;;;;1107.418701;894.187622;317.150482;;;;;;;;;;;;;;;;1117.152222;876.956787;507.535980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;843.667358;714.884033;164.692749;811.825134;616.178589;140.989090;730.671143;662.272949;139.139954;;;;1105.363037;894.359314;316.970154;;;;;;;;;;;;;;;;1115.779419;876.939819;507.506500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;840.734070;715.224915;166.056076;808.784729;616.603821;142.661560;727.862976;662.669434;140.475586;;;;1104.065430;894.424194;316.616302;;;;;;;;;;;;;;;;1114.446533;876.923889;507.249695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;838.288940;715.132813;167.029434;806.193542;617.333130;144.146301;725.205994;663.137512;141.606400;;;;1102.493530;894.513794;316.842773;;;;;;;;;;;;;;;;1113.499756;876.868591;507.060028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;835.165405;715.530457;168.867111;802.916992;617.222229;145.298737;722.381287;663.807251;143.196442;;;;1100.346069;894.717468;316.631439;;;;;;;;;;;;;;;;1112.605347;876.638306;506.875641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;832.473206;715.751343;169.980179;799.658203;617.606628;147.048981;718.934326;664.356689;144.977768;;;;1098.692139;894.710144;316.229553;;;;;;;;;;;;;;;;1111.523682;876.504395;506.622009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;829.116333;716.014526;171.000626;795.983765;618.108765;148.478699;715.699646;664.805908;145.980392;;;;1096.811646;894.638123;316.245148;;;;;;;;;;;;;;;;1110.075195;876.484924;506.406830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;826.081604;716.262756;172.163345;792.803406;618.337769;149.782150;712.575256;665.256714;147.507919;;;;1094.262939;894.594543;315.867706;;;;;;;;;;;;;;;;1108.701172;876.493530;506.324799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;822.998596;716.670288;172.933624;789.204041;618.712036;150.595901;708.925110;665.919800;148.316986;;;;1092.394775;894.395569;315.542175;;;;;;;;;;;;;;;;1107.018188;876.310486;506.020599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;819.120667;716.972961;174.304749;785.425537;619.065186;151.737610;705.291077;666.710266;149.164642;;;;1090.310303;894.112244;315.912048;;;;;;;;;;;;;;;;1106.071045;876.018982;505.630829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;815.526123;717.341431;174.871613;781.140198;619.826904;153.400543;701.313416;667.431458;151.404099;;;;1087.791748;893.881958;315.151733;;;;;;;;;;;;;;;;1104.888916;875.814941;504.952759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;812.322327;717.837524;175.886444;777.376831;620.519836;154.933853;696.828613;668.378540;152.320358;;;;1085.289673;893.708984;314.835724;;;;;;;;;;;;;;;;1103.218140;875.657227;504.588715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;808.236755;718.278687;176.649551;773.235657;621.096619;155.425995;693.344299;669.133484;153.073227;;;;1082.485474;893.616821;314.118896;;;;;;;;;;;;;;;;1101.664063;875.493591;504.409882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;804.323120;718.859558;177.076462;768.708984;621.696228;156.457779;689.803040;670.070068;153.771515;;;;1079.963745;893.097656;314.043030;;;;;;;;;;;;;;;;1099.867676;875.342285;503.762482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;801.064575;719.484741;177.539139;764.224121;622.279175;157.607620;685.300659;670.963623;155.124619;;;;1077.210327;892.708679;313.842163;;;;;;;;;;;;;;;;1098.522095;874.900574;503.261627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;796.458984;720.048523;178.706024;759.877441;623.033447;158.763428;680.870117;671.834106;156.334427;;;;1074.757202;892.104065;313.569153;;;;;;;;;;;;;;;;1096.808228;874.577637;502.303253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;791.890320;720.215881;179.117096;755.175110;623.763367;159.484985;676.365051;672.782043;157.294052;;;;1071.274658;891.745544;313.094666;;;;;;;;;;;;;;;;1095.309692;874.345215;501.971100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;787.871704;720.653687;179.587326;750.380676;624.372986;159.845505;671.771790;673.914185;158.276215;;;;1068.031128;891.558838;311.559967;;;;;;;;;;;;;;;;1093.351318;874.197449;501.294952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;784.073669;721.112915;180.636368;745.588135;624.865662;160.235321;666.931641;675.077576;158.962234;;;;1064.885132;891.034363;311.557404;;;;;;;;;;;;;;;;1091.221802;874.004639;500.623383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;779.902893;721.264160;181.062347;740.064819;625.373474;161.408371;662.205566;675.824219;160.061066;;;;1061.715210;890.312073;310.949707;;;;;;;;;;;;;;;;1090.021973;873.664063;500.148193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;775.237976;721.582153;181.222000;735.258362;626.012573;162.018555;657.520630;676.805969;160.517761;;;;1058.968384;889.545959;311.152740;;;;;;;;;;;;;;;;1088.174316;873.209229;499.129608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;770.308533;722.243408;181.534042;730.488464;626.760681;162.151489;652.927307;677.882629;161.033295;;;;1055.732910;888.897217;310.322845;;;;;;;;;;;;;;;;1086.438721;872.749329;498.643127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;765.956543;722.825745;181.966019;725.372559;627.370544;162.437866;648.093018;679.089600;161.932510;;;;1051.536011;888.243042;309.172089;;;;;;;;;;;;;;;;1084.106812;872.400146;497.738159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;761.247375;723.279236;182.633698;720.162048;628.183228;162.752457;643.072388;680.048035;162.884476;;;;1047.788574;887.381531;308.419617;;;;;;;;;;;;;;;;1081.937500;872.075012;497.014069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;756.593079;723.268921;183.100327;714.920532;629.142273;162.763367;637.933044;681.179932;163.190979;;;;1045.025635;886.676697;308.374390;;;;;;;;;;;;;;;;1080.374146;871.561768;496.292999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;751.682495;723.496643;183.560532;709.668091;629.894104;162.805222;632.688232;682.290588;163.839569;;;;;;;;;;;;;;;;;;;;;;1078.786133;870.992249;495.448456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;747.123535;724.014954;183.632965;703.759155;630.161072;163.822784;627.730164;683.523438;164.521057;;;;;;;;;;;;;;;;;;;;;;1076.408203;870.568848;494.649780;1037.925293;884.762939;307.114014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;742.643677;724.583557;183.905563;698.648071;630.956604;164.285629;622.739807;684.760559;165.288162;;;;;;;;;;;;;;;;;;;;;;1073.747070;870.300720;493.686615;1033.645508;884.011414;306.664001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
