Grasp25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:55:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;910.101013;852.922302;64.728523;831.328125;813.919128;35.428360;1079.842163;944.469971;268.457825;772.738220;877.763245;36.513542;1078.691772;907.181885;448.896851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;910.249756;852.843689;64.633064;831.330017;814.017700;35.385796;1079.807373;944.484924;268.391754;772.718140;877.691101;36.292469;1079.060181;906.911682;449.028778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;910.137085;852.962341;64.580360;831.319702;813.949646;35.418030;1079.865356;944.473328;268.357361;772.698608;877.783081;36.277008;1078.949341;907.093079;448.762390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;910.077637;853.000366;64.588264;831.303101;813.998230;35.439178;1079.866333;944.482727;268.332153;772.737122;877.774658;36.398048;1078.936890;906.972229;448.968323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;910.052124;853.003784;64.536301;831.299011;813.910156;35.402130;1079.908203;944.425354;268.357361;772.706909;877.786560;36.345634;1078.916870;907.121155;448.772430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;910.092468;852.987427;64.579826;831.325256;813.907349;35.422100;1079.929443;944.409668;268.366638;772.667847;877.688660;36.325073;1078.978882;906.873901;448.939331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;910.150391;852.962463;64.669594;831.330811;813.910889;35.404072;1079.923218;944.358582;268.358002;772.642944;877.737854;36.385563;1078.962280;906.807678;449.008606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;910.055969;852.982910;64.659348;831.332947;813.914429;35.393002;1079.919434;944.351501;268.354645;772.647339;877.798462;36.367191;1078.942627;906.820496;449.014435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;910.041565;852.984558;64.646317;831.344910;814.009827;35.400188;1079.929565;944.349548;268.355408;772.701965;877.798401;36.319016;1079.013184;906.835083;448.973175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;910.082336;852.994812;64.626884;831.324341;813.944824;35.420052;1079.866089;944.448303;268.336548;772.728638;877.792847;36.291599;1079.025024;906.731873;448.940094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;910.042114;852.973999;64.573402;831.322327;813.912537;35.434258;1079.942383;944.365417;268.370697;772.690979;877.801392;36.312637;1078.942017;906.745117;448.952209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;910.096985;852.969727;64.675957;831.310364;813.910339;35.440884;1079.952881;944.338928;268.362396;772.756775;877.785767;36.361103;1078.917725;906.781189;448.967102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;910.064392;852.970642;64.717285;831.301453;813.914856;35.451145;1079.963135;944.344666;268.375732;772.726624;877.788513;36.316330;1078.851440;906.764648;448.936737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;910.129700;852.980286;64.691460;831.306335;813.910156;35.420105;1079.964478;944.347961;268.379913;772.717041;877.703003;36.288937;1078.969238;906.672058;448.916107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;910.166992;852.990234;64.644836;831.293945;813.891602;35.396500;1079.999878;944.352234;268.380188;772.719238;877.771118;36.296368;1079.037964;906.652527;448.884583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;910.178711;852.984253;64.682152;831.323486;813.914001;35.422523;1080.008301;944.352356;268.380341;772.719177;877.797058;36.302105;1079.030029;906.555786;448.796783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;910.167786;852.981445;64.647499;831.317078;813.918945;35.436012;1080.073120;944.309631;268.408600;772.718201;877.795105;36.303413;1079.103882;906.529846;448.810394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;910.127747;852.970154;64.699158;831.323669;813.918518;35.433800;1080.080322;944.279236;268.414124;772.717957;877.791565;36.303219;1079.112427;906.433533;448.735626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;910.155029;852.969116;64.678230;831.296692;813.915771;35.450096;1080.183960;944.228821;268.518494;772.771545;877.783936;36.347977;1079.149658;906.407288;448.790192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;910.140320;852.970642;64.707825;831.315186;813.915405;35.440826;1080.154785;944.220642;268.511536;772.724792;877.753296;36.428749;1079.235718;906.527466;448.529633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;910.162109;852.947388;64.704430;831.327148;813.895203;35.381618;1080.204956;944.260071;268.575287;772.764832;877.747925;36.497410;1079.377441;906.553284;448.402222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;910.146301;852.932434;64.705887;831.337097;813.917603;35.407749;1080.281616;944.186279;268.614258;772.783142;877.662720;36.486790;1079.440308;906.442505;448.441772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;910.110413;852.946045;64.745384;831.297424;813.895386;35.401615;1080.295288;944.169495;268.616058;772.714600;877.764832;36.335388;1079.438110;906.420654;448.378784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;910.125549;852.925659;64.691902;831.317688;813.912537;35.428940;1080.167236;944.201111;268.527954;772.717590;877.801025;36.282570;1079.533813;906.325806;448.379822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;910.126404;852.949646;64.708481;831.293701;813.892700;35.407631;1080.209351;944.214355;268.561005;772.726440;877.797607;36.285618;1079.095581;906.240845;448.770386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;910.162231;852.957703;64.678246;831.306335;813.910889;35.432327;1080.250122;944.169800;268.596252;772.722900;877.791992;36.297787;1079.398438;906.194397;448.519562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
