;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
33;898.115234;745.797058;129.367462;762.641479;726.502991;128.264297;866.505676;648.953125;126.074638;1162.203735;890.107666;410.702942;1082.989502;890.339600;256.221741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;896.808472;744.465271;129.334122;761.148438;724.876953;128.800858;864.019226;647.884766;124.987068;1161.086426;889.726929;410.204315;1082.220703;889.336121;255.676666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;895.524536;743.070984;129.611572;759.679138;722.854126;129.097992;862.313782;646.871643;124.840805;1159.716064;889.468018;409.825684;1080.993530;888.466248;255.302963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;894.686096;741.877808;129.972366;758.374756;720.852112;128.905045;860.386536;645.766174;123.599037;1158.253052;888.953491;409.208160;1079.742920;887.533752;254.758698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;893.328552;740.523926;129.354492;756.991821;718.947998;128.786942;858.613098;644.553711;123.018234;1157.077271;888.479492;408.366852;1079.104126;886.458740;254.130630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;892.322876;739.265564;128.793640;756.398560;716.830933;128.960022;856.838684;643.539856;121.046265;1156.365356;887.959412;408.065704;1078.439331;885.204590;253.748398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;891.506836;738.378174;129.051178;755.535095;714.207886;128.332169;855.219482;642.133728;120.420227;1155.381470;887.463684;407.838501;1076.077881;885.006165;253.648315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;889.866455;737.444153;129.536392;755.337708;711.518921;127.376175;853.247253;641.415588;119.755936;1153.556641;887.183289;407.186127;1074.453003;884.722839;253.587738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;888.660828;736.175781;129.667007;755.914124;708.291626;125.488380;850.812195;640.997925;118.123398;1152.232910;886.958740;406.781952;1073.425781;884.068176;253.318268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;888.011597;734.909912;129.152847;755.143860;705.455566;124.523628;848.969116;640.287354;117.226372;1151.186157;886.556641;406.907715;1072.462402;883.204956;252.682434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
