Präzision27;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;
Time:;14:10:04;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;815.347229;789.228821;81.979225;811.388000;696.932617;42.036774;821.231812;1083.954224;411.273224;794.732483;996.654785;170.373093;787.514954;684.084167;39.255207
2;815.357666;789.153015;81.962929;811.524231;696.946960;42.044598;821.305969;1083.976929;411.220703;794.688904;996.643738;170.340256;787.522461;684.077148;39.210201
3;815.378235;789.150757;81.972366;811.449890;696.981689;41.960979;821.366089;1083.995850;411.240479;794.706360;996.542725;170.341904;787.494446;684.090881;39.167713
4;815.349304;789.115234;81.923004;811.344421;697.117188;41.846863;821.441589;1084.092041;411.208649;794.660461;996.519714;170.290054;787.575867;684.059387;39.133331
5;815.350830;789.035706;81.979134;811.214966;697.216797;41.809570;821.542725;1084.139038;411.119751;794.623718;996.529541;170.289688;787.533264;683.998413;39.199970
6;815.304688;789.084900;82.048645;811.398071;696.908508;41.907928;821.607483;1084.244629;411.103638;794.522278;996.509583;170.340454;787.474121;683.965637;39.175438
7;815.236572;789.062195;82.105247;811.493103;696.775940;42.041889;821.765015;1084.299927;411.013000;794.132690;996.611633;170.745850;787.494507;683.979980;39.143459
8;815.210205;789.045654;82.171829;811.476746;696.678833;42.144848;821.834534;1084.422852;411.013306;793.894653;996.643127;170.901428;787.543579;683.976196;39.163364
9;815.133606;789.037537;82.339310;811.345276;696.633972;42.140980;821.905090;1084.634521;410.971649;793.930359;996.668396;170.316055;787.546936;683.953064;39.178219
10;815.057556;789.008667;82.514191;811.314331;696.705750;42.365162;822.028259;1084.783569;410.958527;793.947754;996.769958;170.008133;787.568481;683.957397;39.080967
11;814.909973;788.958923;82.641197;811.235535;696.796082;42.466381;822.146179;1085.007935;410.900177;793.779541;996.920654;169.939835;787.549683;683.982910;39.095612
12;814.835083;788.921204;82.764198;811.302917;696.679382;42.489735;822.240112;1085.183105;410.764557;793.508850;997.155029;170.039917;787.568115;683.951965;39.069321
13;814.672607;788.896545;82.931877;811.162781;696.655640;42.586658;822.291687;1085.411987;410.760864;793.346558;997.461487;170.243851;787.574097;683.871399;39.068394
