Präzision01128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:57:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;827.654602;760.867676;120.195068;908.015381;1030.414673;450.330719;831.188232;698.122986;39.686371;868.895935;1011.707703;253.666794;803.103210;683.149475;37.850285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;827.676147;760.874146;120.240402;907.989929;1030.438843;450.333069;831.017639;698.215027;39.584541;868.788147;1011.752686;253.647278;803.103210;683.149475;37.850285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;827.576965;760.870667;120.302658;907.988220;1030.618164;450.357758;831.623169;697.329773;40.235806;;;;803.103210;683.149475;37.850288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;827.462097;760.871643;120.331200;908.015381;1030.751465;450.370117;831.900574;696.901184;40.736946;;;;803.003784;683.044495;37.795681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;827.324097;760.894165;120.360855;908.018860;1030.761475;450.451538;831.726013;696.951721;40.729172;;;;802.958130;683.010925;37.851295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;827.218140;760.898071;120.416412;907.987366;1030.906616;450.547729;831.593811;697.083313;40.627201;;;;802.916626;683.009705;37.857944;868.741516;1011.949951;253.374710;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;827.122925;760.913025;120.475525;907.947510;1031.110840;450.547638;831.612793;696.958862;40.692139;;;;802.891663;683.006104;37.915051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;827.007751;760.953674;120.419380;908.045715;1031.325562;450.587402;831.407166;696.990112;40.749516;;;;802.937988;682.988342;37.862110;;;;868.682495;1012.157288;253.382141;;;;;;;;;;;;;;;;;;;;;;;;
9;826.966248;761.048035;120.509628;908.107544;1031.506226;450.676239;831.328674;696.931580;40.789230;;;;802.853394;682.934814;37.923595;;;;868.919861;1012.101501;253.363495;;;;;;;;;;;;;;;;;;;;;;;;
10;826.912781;761.211487;120.568474;908.261780;1031.717896;450.783997;831.106445;697.094482;40.694942;;;;802.682190;682.908508;38.094921;;;;869.022095;1012.224609;253.392410;;;;;;;;;;;;;;;;;;;;;;;;
11;826.808655;761.356934;120.535965;908.324707;1032.025879;450.768799;830.911072;697.366760;40.755489;;;;802.530273;682.967163;37.981339;;;;869.066040;1012.389709;253.468109;;;;;;;;;;;;;;;;;;;;;;;;
12;826.740479;761.524170;120.584610;908.393555;1032.342163;450.819824;830.874878;697.534546;40.816261;;;;802.408875;683.177979;37.936928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;826.718811;761.782410;120.594910;908.574341;1032.761963;451.124756;830.625244;697.608765;41.056644;;;;802.741455;683.788086;37.852978;;;;;;;869.165649;1012.817810;253.622696;;;;;;;;;;;;;;;;;;;;;
14;826.483337;762.150635;120.642769;908.790161;1033.115845;451.332428;830.429504;697.778015;41.241356;;;;802.534729;683.949036;38.065350;;;;;;;869.277222;1013.129150;253.824936;;;;;;;;;;;;;;;;;;;;;
15;826.515259;762.599304;120.728851;909.117065;1033.489380;451.222534;830.202087;698.014099;41.502354;;;;802.267395;684.209717;38.473568;;;;;;;869.331299;1013.461792;253.936874;;;;;;;;;;;;;;;;;;;;;
16;826.372314;763.051086;121.284256;909.254028;1034.000732;451.437256;829.999390;698.357666;41.744640;;;;802.120789;684.455811;38.835899;;;;;;;869.480347;1013.721619;254.344818;;;;;;;;;;;;;;;;;;;;;
17;826.164063;763.486450;121.771423;909.310242;1034.468384;451.551208;829.887634;698.812744;42.052513;;;;802.059998;685.000854;39.203903;;;;;;;869.526794;1014.190491;254.596329;;;;;;;;;;;;;;;;;;;;;
18;825.976013;764.012268;122.193329;909.447998;1034.942261;451.576324;830.335754;698.964233;42.842621;;;;802.031616;685.254456;39.844265;;;;;;;869.670288;1014.901123;254.915649;;;;;;;;;;;;;;;;;;;;;
19;825.838318;764.462402;122.830719;909.500610;1035.541992;451.669556;830.422119;699.287170;43.496231;;;;801.623047;685.415344;40.479568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;826.010132;764.787476;123.346260;909.507690;1036.134766;451.949066;830.232666;699.839355;44.096775;;;;801.435242;685.655945;41.029869;;;;;;;;;;869.731689;1016.101196;255.303513;;;;;;;;;;;;;;;;;;
21;825.820496;765.272949;124.090172;909.482422;1036.654419;452.234650;829.426270;700.493896;45.051559;;;;801.345581;686.041565;41.908577;;;;;;;;;;869.936340;1016.722839;255.418671;;;;;;;;;;;;;;;;;;
22;825.648621;765.767700;125.050163;909.633911;1037.250244;452.514099;828.626160;701.218994;45.481838;;;;801.034058;686.473022;42.963291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;825.460327;766.462036;125.898254;909.768250;1037.882813;453.030396;828.855713;700.951599;47.185940;;;;800.473755;686.828369;44.057941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;825.238342;767.164185;127.105804;910.017883;1038.768921;453.399597;828.530640;700.907654;48.900585;;;;800.226929;687.318787;45.453144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;825.039856;768.054565;128.183624;910.530579;1039.685181;453.448395;828.039978;701.302734;50.492096;;;;800.115845;687.901367;47.104961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;824.904358;768.704224;129.584244;911.031006;1040.714966;453.567505;827.250244;701.815125;51.566574;;;;799.796143;688.268616;48.622589;;;;;;;;;;;;;870.344238;1022.386963;256.428192;;;;;;;;;;;;;;;
27;824.500000;769.007324;131.061661;911.319214;1041.710205;453.764374;826.954285;702.250610;53.160027;;;;799.315369;688.807922;50.658928;;;;;;;;;;;;;869.800903;1023.590698;256.964508;;;;;;;;;;;;;;;
28;824.110840;770.223938;132.706833;911.550415;1042.800903;453.960358;826.467957;703.554260;55.070660;;;;798.635803;689.209534;52.824440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;823.940613;771.341125;134.359497;911.405518;1044.074951;454.433960;826.978149;703.415527;57.261410;;;;797.899597;689.445007;54.418507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;823.747070;772.285767;135.841721;911.406250;1045.290283;455.043457;826.372192;704.039734;59.714767;;;;797.396606;690.287598;56.965408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;823.353516;773.230530;137.894394;911.393372;1046.856689;455.747101;825.202332;704.961853;61.396610;;;;796.757263;690.954773;58.940220;;;;;;;;;;;;;;;;870.159485;1030.064575;257.762299;;;;;;;;;;;;
32;823.108582;774.370117;139.469788;911.550842;1048.488647;455.554901;824.092041;705.535217;62.685192;;;;796.107178;691.554565;61.481270;;;;;;;;;;;;;;;;870.047119;1031.634888;258.371552;;;;;;;;;;;;
33;822.458740;775.675903;141.342499;911.670227;1050.209717;455.610016;823.917480;706.530823;65.492683;;;;794.971558;692.288513;64.392067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;822.129333;776.723328;143.474442;911.700806;1051.798096;455.791962;824.093750;707.120728;68.546600;;;;794.636841;693.129883;66.800377;;;;;;;;;;;;;;;;;;;869.609741;1035.774780;258.672638;;;;;;;;;
35;821.708801;778.177795;145.592209;911.787109;1053.643433;456.060608;822.900696;708.217834;70.266266;;;;794.382874;694.226379;68.489281;;;;;;;;;;;;;;;;;;;869.026794;1037.881348;259.136902;;;;;;;;;
36;821.484680;779.569519;147.610809;911.909302;1055.428101;456.468201;820.105957;710.206055;71.615982;;;;794.932922;695.938538;69.951607;;;;;;;;;;;;;;;;;;;868.944702;1039.901489;259.681671;;;;;;;;;
37;820.862000;780.874329;149.390060;912.026001;1057.453613;456.854034;820.500427;710.816589;74.269707;;;;793.307007;697.127930;73.006187;;;;;;;;;;;;;;;;;;;868.542664;1042.039307;260.417725;;;;;;;;;
38;820.303894;782.753723;151.831070;911.864990;1059.195435;457.160065;820.513977;712.113098;77.715736;;;;791.754211;698.099792;76.053177;;;;;;;;;;;;;;;;;;;868.291748;1044.418457;261.163208;;;;;;;;;
39;819.874146;784.151367;153.922562;911.590820;1061.054077;457.478943;818.489746;714.187195;78.889725;;;;791.227722;699.243347;78.539696;;;;;;;;;;;;;;;;;;;868.055176;1046.517944;261.721405;;;;;;;;;
40;819.409668;785.948181;156.029602;911.453064;1063.044434;458.179443;818.500977;715.046692;81.893547;;;;789.673706;701.063965;81.407448;;;;;;;;;;;;;;;;;;;867.472961;1049.016968;262.157928;;;;;;;;;
41;818.545959;787.841492;157.935593;911.698547;1064.957153;458.798096;817.288452;716.913025;83.984108;;;;788.675293;702.556030;83.952797;;;;;;;;;;;;;;;;;;;867.158630;1051.429077;262.944275;;;;;;;;;
42;817.794006;789.877014;160.088516;911.484802;1067.128662;459.195068;815.263672;719.386597;85.595467;;;;787.756287;704.135559;85.884972;;;;;;;;;;;;;;;;;;;866.524109;1054.236694;263.225739;;;;;;;;;
43;816.984680;791.745300;162.475235;911.278809;1069.126221;459.654572;813.842834;721.369812;87.242363;;;;786.261414;706.164001;88.580940;;;;;;;;;;;;;;;;;;;866.250916;1056.831177;263.546326;;;;;;;;;
44;815.998840;793.832520;164.285080;910.864441;1071.073608;460.151611;813.104614;722.434204;90.946114;;;;784.913757;707.708984;90.980553;;;;;;;;;;;;;;;;;;;866.004578;1059.480347;264.335388;;;;;;;;;
45;815.105042;796.081055;166.585083;910.495911;1072.871094;460.782562;811.989807;724.461121;93.012627;;;;783.352234;710.063843;93.603920;;;;;;;;;;;;;;;;;;;865.507385;1062.188721;265.217438;;;;;;;;;
46;814.075623;798.367493;168.376862;910.330811;1074.790039;461.831757;810.394714;726.324524;95.838211;;;;781.752075;712.162476;95.396553;;;;;;;;;;;;;;;;;;;864.734741;1064.674805;265.891266;;;;;;;;;
47;812.841614;800.453125;170.596024;910.313416;1076.731201;462.259399;808.463196;729.259827;97.074585;;;;780.602722;714.499268;98.199463;;;;;;;;;;;;;;;;;;;864.053589;1067.321045;266.900513;;;;;;;;;
48;811.613037;803.204285;172.383682;910.674255;1078.794067;462.314087;805.916504;731.838135;98.788193;;;;778.762390;716.834106;100.475380;;;;;;;;;;;;;;;;;;;863.831726;1070.221680;267.333435;;;;;;;;;
49;810.287415;805.550476;174.492966;910.519531;1080.932983;462.666962;804.289917;733.943359;101.546921;;;;776.812927;718.967407;102.733925;;;;;;;;;;;;;;;;;;;863.245483;1073.170532;267.757141;;;;;;;;;
50;808.517944;807.987122;176.337189;910.036316;1082.869629;463.603882;802.897949;735.872559;103.407707;;;;774.154541;721.699951;105.595505;;;;;;;;;;;;;;;;;;;862.852966;1076.113770;268.278290;;;;;;;;;
51;807.042297;810.997437;178.305496;909.740295;1084.806274;464.259735;800.326782;738.228088;105.334854;;;;771.858643;724.047180;107.452957;;;;;;;;;;;;;;;;;;;862.384705;1078.735474;268.937744;;;;;;;;;
52;805.384766;813.471680;179.948654;909.872192;1086.865112;464.436218;798.156555;740.943542;107.591904;;;;770.191711;726.863159;109.114990;;;;;;;;;;;;;;;;;;;861.421204;1081.567749;269.958862;;;;;;;;;
53;804.189331;816.389282;181.816269;909.840881;1088.964844;464.877930;796.258911;743.844421;109.043098;;;;767.991394;729.657227;111.647614;;;;;;;;;;;;;;;;;;;860.583618;1084.521851;270.705536;;;;;;;;;
54;802.104370;819.002258;183.563049;909.247803;1091.013672;465.305481;794.245300;746.297119;111.668259;;;;765.941467;732.649048;113.348984;;;;;;;;;;;;;;;;;;;859.640259;1087.655884;271.662659;;;;;;;;;
55;800.027100;821.667725;185.486603;908.878906;1092.913330;466.285919;792.340515;748.499512;113.867989;;;;763.487732;735.587463;114.962845;;;;;;;;;;;;;;;;;;;859.430054;1090.604980;272.181732;;;;;;;;;
56;798.570374;824.710510;186.826813;908.533142;1094.688721;467.035400;789.039856;751.990662;114.865181;;;;760.646851;738.373596;116.786369;;;;;;;;;;;;;;;;;;;858.844910;1093.578369;272.500244;;;;;;;;;
57;796.316101;827.919189;188.125626;908.547363;1096.510864;467.479645;786.824524;754.643616;116.687195;;;;758.173828;741.545349;118.639427;;;;;;;;;;;;;;;;;;;858.262756;1096.287231;273.040009;;;;;;;;;
58;794.220520;830.855408;189.594345;908.461609;1098.574585;467.989471;784.724487;757.255188;118.395988;;;;755.792480;744.689880;120.130920;;;;;;;;;;;;;;;;;;;857.308777;1099.196777;274.062866;;;;;;;;;
59;792.550415;833.562744;190.751389;908.137207;1100.507813;468.645935;781.527527;760.156677;119.897491;;;;752.808533;748.109680;121.425438;;;;;;;;;;;;;;;;;;;856.589539;1102.040039;275.025574;;;;;;;;;
60;790.297485;836.901672;192.569107;908.320923;1102.417480;469.242645;778.423462;763.567139;121.128082;;;;749.983337;751.151001;122.881210;;;;;;;;;;;;;;;;;;;855.987061;1104.833374;276.113220;;;;;;;;;
