Präzision29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;11:12:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;855.541260;785.017944;77.932533;847.912537;1090.360474;328.239685;803.317871;684.361816;39.120686;832.764709;693.235291;37.117481;820.051514;1004.546387;136.210342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;855.167664;784.874207;77.995918;847.904541;1090.369507;328.270599;803.302063;684.399414;39.216461;832.809875;693.223328;37.218254;819.902283;1004.541504;136.297729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;855.146362;784.829468;78.000107;847.907532;1090.361816;328.248383;803.333801;684.359131;39.192780;832.833923;693.216553;37.086483;819.877747;1004.532959;136.298767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;855.496155;784.985229;77.908646;847.903564;1090.346680;328.269012;803.390869;684.337769;39.148785;832.793884;693.201660;36.947014;819.750366;1004.578186;136.372452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;855.336426;784.872314;77.952461;847.878906;1090.322632;328.355316;803.412170;684.356262;39.125694;832.715759;693.289185;36.810303;819.809570;1004.523621;136.369980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;855.244629;784.818176;77.920258;847.872803;1090.291626;328.412903;803.386780;684.372803;39.151340;832.725281;693.387268;36.926643;819.832214;1004.514648;136.348602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;855.282654;784.817444;77.966400;847.752380;1090.229614;328.402283;803.357483;684.373596;39.157043;832.722351;693.330383;36.846050;819.687927;1004.558472;136.414154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;855.273621;784.878052;77.965637;847.767639;1090.212524;328.395050;803.404785;684.394531;39.100243;832.733826;693.318909;36.800373;819.657654;1004.526672;136.407486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;855.337952;784.795349;78.065819;847.838928;1090.171387;328.389435;803.445618;684.463501;39.055435;832.769592;693.336731;36.867435;819.790833;1004.627380;136.300385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;855.316528;784.847717;78.010681;847.804321;1090.211060;328.381165;803.384338;684.488159;39.118202;832.763367;693.321533;36.841763;819.757202;1004.515869;136.412216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;855.300659;784.830688;77.977127;847.683472;1090.218872;328.421967;803.415527;684.403992;39.117550;832.756714;693.228333;36.839680;819.582397;1004.424255;136.532669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;855.271912;784.799988;78.099205;847.700134;1090.169434;328.447845;803.408508;684.382141;39.135746;832.731140;693.186096;36.845837;819.606079;1004.356323;136.545090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;855.273804;784.792358;78.137657;847.670593;1090.205200;328.437836;803.381348;684.385132;39.159569;832.784668;693.224976;36.983009;819.626160;1004.359680;136.522324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;855.339844;784.779480;78.106293;847.705811;1090.252686;328.458923;803.387878;684.367615;39.156624;832.769348;693.191040;36.910511;819.587524;1004.262451;136.521301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;855.317139;784.738831;78.032097;847.780823;1090.243042;328.442474;803.346985;684.345093;39.200226;832.765625;693.221313;37.012421;819.476135;1004.313110;136.533844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;855.336243;784.732239;78.085838;847.670166;1090.277222;328.494141;803.319702;684.296021;39.234764;832.780762;693.228149;37.124191;819.426270;1004.250061;136.545685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;855.283508;784.660645;78.190941;847.718750;1090.263428;328.530518;803.296387;684.189636;39.264782;832.766052;693.129700;37.225986;819.312073;1004.234192;136.578491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;855.265198;784.618225;78.240860;847.659546;1090.354126;328.578369;803.299255;684.157349;39.238838;832.773376;693.091248;37.257435;819.278748;1004.099243;136.643524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;855.249756;784.599854;78.199059;847.701233;1090.361938;328.563965;803.223083;684.141785;39.248726;832.739319;693.084167;37.241699;819.173889;1004.082886;136.662201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;855.258911;784.689880;78.474327;847.704529;1090.352661;328.645172;803.184265;684.011230;39.254997;832.657776;692.998718;37.253670;819.065918;1004.050659;136.738358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;855.195007;784.551270;78.414574;847.708862;1090.458008;328.677399;803.187744;683.923645;39.261623;832.669189;692.968994;37.302025;818.958252;1003.949585;136.730804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;855.200195;784.493713;78.493660;847.524658;1090.559082;328.934875;803.187195;683.924622;39.292080;832.909790;692.394653;37.652786;818.877075;1003.908936;136.755188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;855.159729;784.536560;78.639870;847.433594;1090.644287;329.144989;803.188477;683.886475;39.272518;833.230347;691.725220;38.086601;818.753052;1003.807983;136.736237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;855.143494;784.533936;78.422684;847.477539;1090.748657;329.194000;803.233337;683.772278;39.315338;832.904907;692.484924;37.829700;818.638733;1003.697144;136.801849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
