Präzision25;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;
Time:;14:09:45;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;811.248169;1054.066772;422.142578;776.419189;994.956909;164.549606;798.434448;679.932190;48.379860;814.870544;793.415710;77.446037;812.660522;700.275940;40.422054
2;811.399658;1054.137329;422.154083;776.354553;994.950073;164.650650;798.412537;679.972412;48.484562;814.870544;793.415710;77.446037;822.948669;697.555298;50.527546
3;811.415161;1054.176147;422.133514;776.243958;994.948730;164.671326;798.360413;679.949890;48.439991;814.820435;793.366516;77.419273;826.406128;696.781372;54.540596
4;811.499512;1054.264526;422.114960;776.201233;994.949219;164.631729;798.384766;679.927002;48.364922;814.849182;793.403687;77.476608;825.346008;697.053833;53.637783
5;811.420349;1054.264526;422.166656;776.122864;994.931152;164.738586;798.294861;679.973633;48.367599;814.824280;793.437561;77.478859;823.464233;697.486511;51.553627
6;811.502380;1054.418823;422.179352;776.074219;994.928162;164.813187;798.248169;680.017944;48.514908;814.776062;793.433289;77.474762;822.541199;697.750122;50.489315
7;811.604675;1054.454346;422.180725;776.040955;994.934998;164.875198;798.227051;680.018799;48.586967;814.726990;793.432800;77.520790;822.449646;697.812134;50.598263
8;811.670166;1054.657349;422.173553;775.936523;995.013916;164.879898;798.188660;680.017517;48.583664;814.933411;793.476685;77.672928;822.890381;697.820679;51.081902
9;811.795837;1054.735229;422.187958;775.825867;995.125854;164.934067;798.179871;680.103394;48.648251;814.682373;793.491699;77.657242;822.994568;697.694275;51.366016
10;811.849487;1054.877075;422.174805;775.707397;995.279175;164.889648;798.232971;680.141724;48.702995;814.596130;793.558044;77.661415;822.874329;697.637634;51.277946
11;811.909363;1055.002808;422.141571;775.600037;995.478882;164.993210;798.195496;680.224243;48.693928;814.497498;793.649048;77.826149;822.622375;697.769104;51.121872
12;811.971924;1055.419189;421.982178;775.490051;995.598389;165.089050;798.122498;680.321594;48.800400;814.354126;793.668884;77.911110;822.610474;697.829102;51.111382
13;812.104553;1055.665161;422.008667;775.334656;995.780945;165.076599;798.134460;680.430115;48.936504;814.298767;793.826660;77.988022;822.691589;697.768799;51.301952
14;812.225708;1055.895264;422.084351;775.269714;995.994690;165.133865;798.062134;680.533203;48.987606;814.242859;793.996399;78.159218;822.703430;697.788574;51.650604
15;812.368713;1056.082520;421.999207;775.087891;996.215210;165.302673;798.115051;680.633118;49.251595;814.059082;794.166565;78.285812;822.740417;697.893066;51.947338
16;812.454224;1056.198608;421.979340;774.900513;996.364258;165.598373;798.000854;680.887329;49.681091;813.864197;794.405945;78.503616;822.610779;698.046509;52.153538
17;812.540100;1056.410156;421.996948;774.797546;996.620728;165.606873;798.009766;681.025452;50.227268;813.577393;794.636353;78.699821;822.408875;698.299988;52.340931
18;812.781555;1056.589233;422.105530;774.632446;996.809143;165.589615;797.753723;681.179932;51.010925;813.510681;794.976624;78.868179;822.172546;698.582031;52.475140
19;812.834106;1056.850952;422.129059;774.407166;996.995667;165.692688;797.409180;681.545105;51.760109;813.362732;795.197388;79.182281;821.864014;699.030640;53.110928
20;812.912903;1057.074341;422.166351;774.327148;997.306335;165.511978;797.108887;681.897095;52.364677;813.284424;795.421204;79.227753;821.503662;699.408997;54.031464
