Präzision01166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;13:17:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;807.958252;774.527466;101.182808;809.250427;676.952515;63.747166;812.376221;1112.650146;392.772064;782.036255;663.984253;56.317368;797.333496;1023.496460;187.523560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;807.941162;775.465942;102.642334;809.046997;677.654541;65.490341;812.481506;1113.458740;392.549286;781.958862;664.747253;58.684807;796.970764;1025.124512;186.906448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;807.662659;776.575195;103.935226;808.640869;678.684326;68.156136;812.277466;1114.272827;392.122864;782.232300;665.681885;60.394981;796.682556;1027.180786;186.057053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;807.584900;778.467468;105.921120;808.687073;680.113403;70.050896;812.372253;1115.154419;391.815125;782.212585;667.195129;62.828442;796.658142;1028.971924;185.748398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;807.288086;779.925964;107.459991;808.751160;681.248352;73.152718;812.660706;1116.205811;391.815735;782.520081;668.169739;65.761116;796.379517;1031.133545;185.728653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;807.222656;781.695374;109.212967;809.341675;682.400208;76.264374;813.096497;1117.241943;391.889343;782.778870;669.561584;68.658623;796.064392;1033.097290;185.060638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;807.444397;783.469910;111.446678;809.482666;683.878235;79.217323;813.252686;1118.369385;391.557770;783.649536;670.958252;71.475723;795.823425;1035.617798;184.748703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;807.150940;785.121033;113.680573;810.113770;685.393311;82.527306;813.725037;1119.714722;391.115784;783.341675;672.355774;75.393112;795.222961;1037.929199;184.875412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;807.187805;787.335144;115.786942;809.949524;687.045044;86.014992;814.029724;1120.885376;391.002411;783.957764;673.827881;78.624046;794.704041;1040.184692;184.576035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;807.105896;789.437622;117.894180;810.163269;689.148438;88.702850;814.078857;1122.027954;391.024597;783.977966;675.415527;82.023483;794.143372;1043.189819;184.095322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;806.936829;791.695190;120.158562;810.496094;690.631226;92.887955;814.095337;1123.376831;390.964691;784.155884;677.198059;85.300026;793.934937;1045.927368;183.956039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;806.471069;793.926758;122.629868;810.428894;692.841064;96.319557;814.431213;1124.740234;391.113525;784.678162;679.002930;88.710701;793.806213;1048.397949;183.602310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;806.269470;796.260681;125.180359;810.932922;694.954590;99.723923;814.540161;1126.121948;391.045166;784.291565;681.386292;92.717857;793.375977;1051.245972;183.033218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;805.953613;799.109314;127.853508;810.996765;697.317688;103.404091;814.402283;1127.539063;391.443359;784.334717;683.589111;96.890564;792.895020;1054.269775;183.458237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;805.069092;802.436523;130.296585;811.075012;699.663696;106.456909;814.334412;1128.848999;392.059540;784.864380;685.581421;100.062920;792.432495;1057.396606;183.608902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;805.310364;804.247009;132.693680;810.865051;701.923218;110.264359;814.207703;1130.372925;392.107452;784.495911;688.322266;103.646996;791.954407;1060.667725;183.037155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;805.438049;806.927734;134.796524;810.598328;704.546570;114.275497;814.864380;1132.159668;391.714447;784.041870;690.563660;107.121178;791.581482;1063.505493;182.979202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;804.126221;809.947205;137.246094;810.495239;707.047546;117.570992;815.308289;1133.820679;391.240417;783.559570;692.976379;110.751297;791.466370;1066.406128;183.074570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;803.728882;812.922180;139.846222;809.497559;709.972290;120.432785;815.649719;1135.477295;391.186340;783.224060;695.727539;114.402092;791.143494;1069.834351;182.557877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;803.227417;815.890320;142.495773;809.119446;712.933105;124.325867;815.416748;1137.131226;391.300659;783.479187;698.741455;117.324036;791.065369;1073.336670;182.872177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;802.713135;819.164734;145.194870;808.452332;715.836853;127.132065;815.338928;1138.840942;392.057587;782.670532;701.600159;120.496582;790.454407;1076.692505;182.974197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;801.775513;822.087585;147.422821;808.544373;718.745789;130.903061;815.591736;1140.595581;392.366364;781.942627;704.629700;123.914581;789.953918;1080.139893;182.729355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;801.111145;825.177856;149.529816;807.218323;721.769043;133.738510;816.173950;1142.466309;392.756592;781.251343;707.436768;127.008774;790.104004;1083.502197;182.866882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;800.556030;828.262878;151.690994;806.214294;724.999268;136.595688;816.206543;1144.140503;392.671265;780.481628;710.317444;130.460800;789.866394;1086.777344;183.116592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;799.764893;831.703613;153.675858;805.758728;728.019287;139.187088;816.412231;1146.000122;392.863403;779.346313;713.313416;134.024780;789.269226;1090.230713;183.080078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;798.976746;835.103394;155.651382;804.934631;730.989502;142.427094;816.729492;1147.755981;392.801697;778.314148;716.563416;136.367554;789.294922;1093.420532;183.332092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;797.853516;838.366760;157.642059;803.620544;734.130066;145.241791;817.235413;1149.605835;392.919006;777.168823;719.942505;138.728256;789.524170;1096.825562;183.467728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;796.736145;841.811157;159.677505;802.459167;737.547302;147.976532;817.432739;1151.418091;392.955170;776.097961;723.306763;141.259552;788.898499;1100.406494;183.411285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;795.844604;845.209961;161.736023;801.101746;740.994141;150.182373;817.403442;1153.283447;393.090302;775.037170;726.428284;144.181122;788.712158;1103.817627;183.911087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;794.853516;848.517761;163.697617;800.219116;744.445374;152.843277;817.564392;1155.146240;393.528870;773.853882;729.845093;146.868378;788.793945;1107.324463;184.100418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;793.791077;851.876648;165.134644;799.145874;747.955688;154.800751;817.909058;1156.963623;393.912018;772.818726;733.232971;149.165329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;792.871460;855.548096;167.096008;797.624084;751.403320;157.261749;817.911682;1158.737183;394.198914;771.154602;736.622742;151.731552;;;;788.135071;1114.417725;184.727600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;791.704102;858.851440;168.613266;796.718811;755.212830;159.455765;817.751648;1160.433350;395.101624;769.575439;739.966125;154.345581;;;;788.204895;1117.796875;184.756012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;790.583191;862.459900;170.288345;794.854370;757.877014;161.183380;818.207825;1162.205566;395.601318;767.953430;743.233887;156.400681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;789.473816;865.859009;171.976639;793.089050;761.058228;163.629837;818.778809;1164.050903;395.482361;766.363220;746.659363;158.533997;;;;;;;787.567200;1125.023682;185.484573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;788.247070;869.124390;173.513596;791.460999;764.626770;165.180145;819.293274;1165.742798;395.589050;764.532959;750.307007;160.803238;;;;;;;787.876831;1128.498169;185.399857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;786.979675;872.663330;175.419693;789.537476;767.975952;166.840942;819.470093;1167.411865;396.122192;762.366577;753.803040;162.564758;;;;;;;787.385315;1131.780151;185.965805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
