Präzision01165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;11:22:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;800.838562;670.908203;36.971874;808.071777;769.655334;100.162628;829.064453;692.289063;40.068401;726.500183;1027.766479;301.106628;704.545227;1058.979736;454.054932;;;;;;;;;;;;;;;;;;;;;;;;
2;800.881348;670.889160;36.961658;808.069824;769.598694;100.169739;829.106934;692.291260;40.118149;726.593323;1027.885376;301.072388;704.545227;1058.979736;454.054932;;;;;;;;;;;;;;;;;;;;;;;;
3;800.823364;670.864563;36.941441;808.151672;769.639587;100.080605;829.121338;692.287476;40.141769;726.594910;1027.893066;301.058411;704.442505;1059.075073;454.125061;;;;;;;;;;;;;;;;;;;;;;;;
4;800.877869;670.876343;36.929642;808.145325;769.548279;100.197571;829.153870;692.281921;40.041752;726.579590;1027.883545;301.068054;704.617188;1059.113892;454.040771;;;;;;;;;;;;;;;;;;;;;;;;
5;800.918640;670.820801;36.961731;808.291931;769.619324;100.242874;829.135803;692.340698;40.628494;726.683105;1027.888184;301.088226;704.743103;1059.105103;453.910065;;;;;;;;;;;;;;;;;;;;;;;;
6;800.852173;670.741455;36.928909;808.330505;769.580505;100.211014;829.406006;692.175720;40.340611;726.710449;1027.916870;300.946259;704.700012;1059.193481;453.919678;;;;;;;;;;;;;;;;;;;;;;;;
7;800.829407;670.758545;36.958294;808.247925;769.625427;100.136436;829.314087;692.205688;40.073936;726.808594;1027.931274;300.898865;704.789673;1059.245728;453.904266;;;;;;;;;;;;;;;;;;;;;;;;
8;800.839478;670.828186;36.950615;808.347961;769.570068;100.233810;829.113953;692.274109;39.920998;726.794434;1028.089233;300.788971;704.869690;1059.346558;453.862396;;;;;;;;;;;;;;;;;;;;;;;;
9;800.879822;670.808472;36.949368;808.387695;769.498718;100.280449;829.065430;692.225952;39.932343;726.829285;1027.959839;300.869690;704.882690;1059.360962;453.845367;;;;;;;;;;;;;;;;;;;;;;;;
