Präzision01122;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;
Time:;16:56:33;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;812.867920;758.697388;145.452591;808.043884;669.845947;72.100281;873.226746;1035.200073;469.852325;818.861938;1007.837830;278.077362;825.692383;690.148315;66.607071
2;812.788940;758.709045;145.468018;808.112671;669.852478;72.166260;873.145569;1035.219360;469.887604;818.753235;1007.906311;278.078064;825.906799;690.193604;66.898842
3;812.863892;758.735352;145.912506;808.081787;669.737732;72.347099;873.130798;1035.201660;469.899078;818.391479;1008.067627;278.203339;825.863586;690.002930;67.271187
4;812.852783;758.696533;146.219940;808.201599;669.491089;73.005661;873.151794;1035.182007;469.889526;817.898682;1008.256592;278.175049;825.575562;689.973389;67.432640
5;812.855164;758.856262;146.688828;808.202637;669.013489;74.016884;873.136169;1035.189941;469.914276;817.269714;1008.423950;278.672272;825.025879;690.050293;67.461388
6;812.651611;758.965027;147.267822;807.545715;668.451233;75.051826;873.110840;1035.198242;469.952728;816.697144;1009.011902;278.742004;825.046448;690.183777;68.099792
7;812.401917;759.014160;148.029648;807.553223;668.400513;76.038979;873.075439;1035.267212;469.979553;816.515381;1009.430359;278.809448;825.951965;689.796265;69.724419
8;812.151550;759.058594;148.717056;807.726929;668.496765;77.033440;873.032043;1035.360962;470.049805;816.274109;1009.834717;278.818665;829.666016;688.208130;74.500229
9;811.904297;759.206848;149.600632;807.856567;668.433716;77.828369;873.134827;1035.463745;470.362793;816.709351;1010.146484;278.794434;831.733704;686.961243;77.769966
10;811.755066;759.335815;150.276932;807.847046;668.230530;78.558029;873.038269;1035.657471;470.512573;816.748779;1010.559204;278.783142;831.607361;686.821594;79.029610
11;811.790527;759.355469;151.293625;807.774414;668.138733;79.786743;872.981079;1035.872070;470.571655;816.517517;1011.008972;278.901855;830.792542;686.995667;79.256409
12;811.603271;759.393555;152.549530;807.583435;668.103455;81.390587;872.839172;1036.147339;470.697205;816.214478;1011.603577;279.082794;830.478943;686.927917;79.957939
13;811.448120;759.492676;154.055359;807.522034;667.996460;82.971687;872.716919;1036.478394;470.831329;815.509521;1012.398926;279.405823;830.326233;686.554138;81.843407
14;811.221069;759.740540;154.971069;807.590820;667.976013;84.484856;872.552795;1036.786743;470.931061;814.852295;1013.396118;279.538239;830.105530;686.646179;83.432480
15;810.877502;759.923279;156.103882;807.523499;667.722168;85.968613;872.321655;1037.190186;471.031830;814.138672;1014.267029;279.681152;830.025696;686.554810;84.945114
