Präzision01116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:09:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;841.098999;788.014587;92.524940;826.051575;1022.497437;449.944946;854.453735;976.076050;266.710205;811.553650;681.821167;48.959702;838.960510;697.911255;48.468086;;;;;;;;;;;;;;;;;;
2;841.019714;787.962097;92.578041;825.974854;1022.746033;449.896667;854.372681;976.188110;266.638306;;;;825.833069;699.471863;38.250179;;;;;;;;;;;;;;;;;;
3;841.040344;788.029846;92.585663;825.739929;1022.791809;450.001038;854.396667;976.157532;267.056946;;;;811.602661;681.917053;48.833858;;;;;;;;;;;;;;;;;;
4;841.062622;788.031372;92.768326;825.881287;1023.030945;449.994690;854.461487;976.222107;267.120422;;;;806.979492;666.793213;58.620068;838.945679;697.910156;48.617123;;;;;;;;;;;;;;;
5;841.178162;788.059753;92.806664;825.872498;1023.269592;449.924774;854.374268;976.407288;267.119965;;;;805.830078;655.434570;65.448845;838.945679;697.910156;48.617126;;;;;;;;;;;;;;;
6;840.903748;788.081421;92.832573;825.787781;1023.551697;449.931641;854.343445;976.623901;267.084717;;;;806.284485;648.702026;69.034920;838.937988;697.921631;48.655304;;;;;;;;;;;;;;;
7;840.876343;788.086304;92.893799;825.647278;1023.748962;449.989563;854.328064;976.786316;267.246521;;;;;;;838.773193;698.024658;48.862503;811.440125;682.140015;48.997032;;;;;;;;;;;;
8;840.954041;788.251343;92.969551;825.642883;1023.989563;449.939117;854.331299;976.899353;267.152924;;;;;;;838.615173;698.057129;48.982681;811.326843;682.119324;49.234940;;;;;;;;;;;;
9;840.976868;788.366699;93.106857;825.657410;1024.114258;449.845398;854.272888;977.103821;267.166077;;;;;;;838.546936;698.071838;49.069477;811.248718;682.167542;49.527336;;;;;;;;;;;;
10;840.918457;788.507263;93.374176;825.678650;1024.225220;449.816467;854.272705;977.275391;267.278625;;;;;;;838.466492;698.075928;49.324043;811.136047;682.162476;49.738014;;;;;;;;;;;;
11;840.859009;788.570435;93.623337;825.640015;1024.445923;449.747406;854.147034;977.530640;267.254547;;;;;;;838.341736;698.066223;49.743248;810.977844;682.275269;50.120716;;;;;;;;;;;;
12;840.785950;788.672424;93.850113;825.555054;1024.740356;449.650726;854.195740;977.630798;267.277435;;;;;;;838.117371;698.070984;50.137020;810.745361;682.270691;50.427483;;;;;;;;;;;;
13;840.720154;788.820313;94.049774;825.541138;1024.929810;449.613983;854.175598;977.856079;267.388733;;;;;;;837.885925;698.121033;50.776634;810.414124;682.492004;51.124115;;;;;;;;;;;;
14;840.765991;788.923584;94.420387;825.423523;1025.216064;449.598083;854.238831;977.964294;267.049133;;;;;;;837.693787;698.124146;51.270985;810.144592;682.577576;51.655037;;;;;;;;;;;;
15;840.550476;788.862610;95.161125;825.442810;1025.426270;449.691864;854.513672;978.241760;267.699005;;;;;;;837.576843;698.073853;51.788296;809.932190;682.706665;52.391666;;;;;;;;;;;;
16;840.331726;788.888550;95.685143;825.302124;1025.723145;449.664856;854.472839;978.687988;267.927521;;;;;;;837.224670;697.895874;52.481171;809.592957;682.721680;52.861732;;;;;;;;;;;;
17;840.195068;789.066650;96.433197;825.263306;1025.937378;449.726196;854.363831;979.290161;268.040833;;;;;;;836.987793;697.974365;53.281246;809.314148;682.867126;53.392574;;;;;;;;;;;;
18;840.000793;789.152344;96.950722;825.204590;1026.229736;449.684753;854.370117;979.911926;268.171356;;;;;;;837.003601;698.170532;54.309650;809.239197;682.972290;54.326607;;;;;;;;;;;;
19;839.867798;789.238525;97.465263;825.276733;1026.637451;449.673035;854.301208;980.425598;268.299072;;;;;;;836.545715;698.107422;55.189110;808.982605;683.057861;55.356609;;;;;;;;;;;;
20;839.507202;789.325256;98.001953;825.268799;1027.042725;449.652191;854.028870;980.878479;268.644684;;;;;;;836.125671;697.981262;55.856922;808.732300;683.065063;56.358303;;;;;;;;;;;;
21;839.345215;789.171265;98.625694;825.195496;1027.457275;449.521698;853.866821;981.181763;268.835846;;;;;;;835.740967;697.931091;56.925640;808.342102;683.008423;57.437561;;;;;;;;;;;;
22;839.129211;789.258728;99.503464;825.274048;1027.799561;449.519592;854.172485;981.722778;268.655884;;;;;;;835.517334;697.917603;58.160225;807.935364;683.080139;58.296883;;;;;;;;;;;;
23;839.006409;789.344177;100.807480;825.566895;1028.280884;449.328613;853.938721;982.220032;268.782074;;;;;;;835.375305;697.896667;59.289692;807.691956;683.046692;59.007755;;;;;;;;;;;;
24;839.010254;789.461609;101.736473;825.356201;1028.646973;449.321960;853.813538;982.843872;269.020020;;;;;;;835.203491;697.871094;60.316402;807.301392;682.962830;60.133186;;;;;;;;;;;;
25;838.879150;789.621704;102.672516;825.289917;1029.132935;449.474365;853.498230;983.581299;269.152740;;;;;;;834.643005;697.930298;62.049568;806.646118;682.935730;61.605030;;;;;;;;;;;;
26;838.407715;789.661682;103.454872;825.273804;1029.575806;449.482269;853.340332;984.299988;269.150055;;;;;;;834.346497;697.903015;63.387516;806.287048;682.958191;63.507786;;;;;;;;;;;;
27;837.936035;789.724182;104.400581;825.280334;1030.191528;449.433380;853.377319;984.889404;269.166382;;;;;;;834.370117;697.799683;64.698395;806.223999;682.857910;64.947495;;;;;;;;;;;;
28;837.850464;790.012573;105.567886;825.337402;1030.741455;449.448853;853.406128;985.492615;269.231079;;;;;;;834.300964;697.848694;66.308891;805.943542;683.074219;66.219284;;;;;;;;;;;;
29;837.881042;790.194824;106.892281;825.258606;1031.244507;449.491516;853.478516;986.129822;269.382416;;;;;;;833.774719;697.829651;67.837112;805.566101;683.364197;67.713654;;;;;;;;;;;;
30;838.036926;790.257202;108.231789;825.164612;1031.828613;449.625275;853.635681;987.048157;269.613953;;;;;;;833.350525;697.909363;69.356232;805.355469;683.523132;69.397041;;;;;;;;;;;;
31;837.763916;790.608704;109.588959;825.220764;1032.364868;449.650696;853.785095;987.785400;270.040527;;;;;;;832.967285;697.918640;70.636063;805.301453;683.664246;70.822975;;;;;;;;;;;;
32;837.376038;790.938965;110.592369;825.477417;1033.131714;449.681946;853.637573;988.183655;270.334229;;;;;;;832.565613;697.987610;72.449074;804.633972;683.526733;73.192345;;;;;;;;;;;;
33;837.242249;791.465393;111.836197;825.409851;1034.031006;449.798370;853.098816;988.541382;271.014923;;;;;;;832.530518;698.082275;74.481232;804.459229;683.718506;75.050575;;;;;;;;;;;;
34;837.217896;791.607666;113.354408;825.537720;1034.596069;450.062073;852.929077;989.493530;271.293671;;;;;;;833.211914;697.555237;76.691132;804.395691;683.953430;76.358978;;;;;;;;;;;;
