Präzision01125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:56:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;911.613464;1008.344910;478.549225;826.103882;727.371460;137.728638;849.815063;981.540344;289.296082;818.080627;686.477600;44.537659;797.912170;686.643372;30.187889;;;;;;;;;;;;;;;;;;
2;911.629028;1008.473816;478.502441;826.408081;727.302734;137.951904;849.829590;981.648254;289.197937;818.420471;686.503784;44.447945;798.577881;686.798767;30.016911;;;;;;;;;;;;;;;;;;
3;911.591858;1008.695435;478.458893;826.716797;727.340576;138.201996;849.866943;981.959595;289.167145;818.517395;686.609436;44.507328;799.030151;686.957031;30.142124;;;;;;;;;;;;;;;;;;
4;911.612671;1008.810059;478.566620;826.974854;727.380615;138.434174;849.969971;982.184875;289.110718;818.652283;686.668213;44.620247;799.547241;686.985962;30.279478;;;;;;;;;;;;;;;;;;
5;911.645142;1009.027588;478.510864;827.340698;727.301880;139.144867;850.082153;982.475952;288.802795;818.784973;686.649231;44.805996;799.425232;686.957214;30.734955;;;;;;;;;;;;;;;;;;
6;911.640747;1009.243530;478.474335;827.172424;727.263672;139.933533;850.327942;982.707581;288.594208;818.849792;686.517883;45.280464;798.860840;686.715942;31.101772;;;;;;;;;;;;;;;;;;
7;911.698303;1009.479919;478.459808;827.831665;727.629456;140.292770;850.529358;983.102295;288.524689;819.052673;686.461914;45.701427;799.229980;686.505432;31.847071;;;;;;;;;;;;;;;;;;
8;911.670532;1009.794739;478.392181;828.111511;727.974365;140.445145;850.649658;983.494324;288.443848;819.302856;686.350220;46.068081;801.547852;686.953003;32.550152;;;;;;;;;;;;;;;;;;
9;911.715332;1010.137573;478.350250;828.004028;728.360840;141.049149;850.647888;983.991211;288.295715;819.366028;686.420471;46.797920;794.179688;666.614075;45.306877;;;;;;;;;;;;;;;;;;
10;911.769287;1010.497803;478.254547;828.458679;728.759949;141.452972;850.888489;984.402771;288.343719;819.519958;686.342285;47.377254;792.025269;651.675598;55.051170;;;;;;;;;;;;;;;;;;
11;911.768982;1010.837036;478.182922;828.746826;729.079590;142.017227;851.115967;985.014465;288.077423;819.392151;686.101379;48.257866;790.420227;641.423645;61.568321;;;;;;;;;;;;;;;;;;
12;911.872009;1011.232117;477.984406;828.717529;729.479553;142.501251;851.242859;985.803711;287.886047;819.409180;685.724915;49.322033;;;;794.070923;665.682556;47.926270;;;;;;;;;;;;;;;
13;911.933716;1011.596375;477.821045;828.960510;729.843323;143.340973;851.301514;986.628784;287.771088;819.773010;685.375549;50.715740;;;;794.356689;665.720337;49.167500;;;;;;;;;;;;;;;
14;911.974548;1012.058777;477.677887;829.179626;730.212219;143.909729;851.304749;987.445862;287.634583;820.113159;685.304016;51.924736;;;;794.774963;665.787659;50.863262;;;;;;;;;;;;;;;
15;911.954834;1012.524719;477.602966;829.513245;730.463318;145.078857;851.093079;988.364075;287.539520;820.166931;685.188843;52.979584;;;;794.713379;665.637268;51.950203;;;;;;;;;;;;;;;
16;912.027832;1013.033203;477.389069;829.478149;730.789490;146.539536;850.852966;989.359619;287.409760;820.066467;684.896912;54.535301;;;;794.264282;664.808594;53.605118;;;;;;;;;;;;;;;
17;911.881653;1013.499451;477.389557;829.808411;730.931396;147.892181;850.460144;990.561157;287.268463;820.120056;684.471619;56.230396;;;;794.633606;664.350708;55.529587;;;;;;;;;;;;;;;
18;911.799988;1014.175842;477.220703;829.913940;731.048096;148.953400;850.353210;991.580200;287.487396;820.236389;684.035339;57.731697;;;;794.674683;664.004395;56.927113;;;;;;;;;;;;;;;
19;911.860413;1014.861755;477.100586;830.272583;731.213867;150.473541;850.883179;992.362366;287.313995;820.494934;683.575134;59.248135;;;;794.280212;663.878113;58.770161;;;;;;;;;;;;;;;
20;911.886047;1015.498535;477.014862;830.366760;731.456787;152.056900;851.030090;993.485657;286.964081;820.545715;683.563416;61.493484;;;;794.130798;663.672180;60.773903;;;;;;;;;;;;;;;
21;911.947388;1016.225952;476.934601;830.345398;731.638062;153.746231;851.798218;994.634888;286.811798;820.579712;683.354309;63.479836;;;;794.089294;663.031250;62.799015;;;;;;;;;;;;;;;
22;911.989136;1017.043518;476.884064;830.642395;732.086121;155.762955;851.745667;996.034729;286.665192;820.522827;682.859009;65.175926;;;;794.000732;663.022339;65.195213;;;;;;;;;;;;;;;
23;911.925598;1017.982117;476.896240;830.576843;732.666443;156.972534;851.356323;997.474060;286.645020;820.628113;682.785889;66.990822;;;;794.169434;662.762085;67.604607;;;;;;;;;;;;;;;
24;911.948730;1018.960815;476.958923;830.842651;733.081665;158.627045;850.968445;998.798645;286.876282;820.618469;682.809937;69.342155;;;;794.124390;662.621948;69.297470;;;;;;;;;;;;;;;
25;912.103394;1019.876587;476.924347;830.654602;733.874390;160.697113;850.711548;999.830383;286.964447;820.628723;682.618408;71.190598;;;;794.174744;663.044495;71.533943;;;;;;;;;;;;;;;
26;912.244385;1021.013733;476.740417;830.620728;733.969543;162.333313;850.025513;1001.354370;286.899536;820.374268;682.644775;73.243713;;;;794.646912;663.269348;73.628967;;;;;;;;;;;;;;;
