Präzision01159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:13:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;804.919189;782.719177;103.963760;779.070679;672.310974;72.461365;814.760010;1083.009521;382.249451;793.131104;1010.539490;224.509842;802.161682;684.379150;73.931908;;;;;;;;;;;;;;;
2;804.841675;782.751770;103.913208;779.065735;672.338379;72.534859;814.824524;1083.036865;382.251617;793.234680;1010.549927;224.559677;802.035095;684.361328;73.885910;;;;;;;;;;;;;;;
3;804.786743;782.716064;103.863991;779.003418;672.314880;72.548813;814.851318;1083.117065;382.310760;793.230652;1010.441467;224.534515;803.614929;682.875854;75.657158;;;;;;;;;;;;;;;
4;804.781555;782.716248;103.873909;778.987244;672.304993;72.549561;814.891846;1083.120117;382.365906;793.187378;1010.485229;224.549240;804.245056;682.620667;76.468155;;;;;;;;;;;;;;;
5;804.748840;782.690369;104.000328;778.992310;672.306396;72.545639;814.897461;1083.116089;382.406281;793.216980;1010.475159;224.641281;804.068115;682.407593;76.417145;;;;;;;;;;;;;;;
6;804.668030;782.689209;104.067871;778.919250;672.331177;72.506477;814.984680;1083.133057;382.475830;793.187744;1010.469604;224.711594;803.868164;682.506836;76.208961;;;;;;;;;;;;;;;
7;804.579224;782.708191;104.080421;778.848206;672.347717;72.555443;815.094055;1083.234985;382.488373;793.063538;1010.474365;224.843094;803.945435;682.582520;76.464157;;;;;;;;;;;;;;;
8;804.522827;782.774658;104.215240;778.896362;672.491028;72.651306;815.131348;1083.345703;382.533875;792.945435;1010.487305;224.981750;803.694641;682.637451;76.354179;;;;;;;;;;;;;;;
9;804.210693;782.767639;104.537872;778.842468;672.534058;72.771133;815.298462;1083.354858;382.614594;792.824158;1010.491333;225.113312;803.528076;682.588440;76.328842;;;;;;;;;;;;;;;
10;804.127747;782.747009;104.670006;778.825012;672.624207;72.824478;815.352600;1083.542847;382.648773;792.766296;1010.556274;225.323669;803.753723;682.639160;76.683952;;;;;;;;;;;;;;;
11;804.081970;782.842529;104.751564;778.791077;672.706665;72.877853;815.449097;1083.654297;382.808014;792.642883;1010.641541;225.455170;803.752808;682.681824;76.896454;;;;;;;;;;;;;;;
