Präzision01166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;15:41:14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;803.800537;780.576172;119.473297;857.940247;1099.156250;428.912231;772.493286;677.443787;70.079155;801.557495;696.434082;71.811646;806.866638;1029.098267;258.791595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;802.970581;781.538696;121.505203;857.957581;1100.083496;428.910614;779.423340;699.654114;58.752983;800.328674;696.968628;74.436333;807.221985;1031.185913;259.000671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;802.110046;782.593140;123.647934;858.411255;1101.312622;429.141388;;;;799.651672;697.363892;77.006569;807.598145;1033.628540;258.297272;768.977478;678.623779;75.857857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;800.770325;783.794250;125.499886;859.009521;1102.539063;429.258270;;;;797.811096;698.532349;79.745789;807.963989;1035.703613;258.019806;768.232971;679.935608;77.671066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;799.658142;785.291260;127.442039;859.558472;1103.928345;429.129974;;;;796.297058;700.086609;82.978127;807.407715;1038.008911;258.562988;766.719666;681.305237;80.148834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;798.227661;786.515076;129.638382;860.097107;1105.444824;429.228912;;;;794.724426;701.211853;84.681839;806.962708;1040.297974;259.160522;765.054443;682.397827;83.496956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;796.828125;787.708496;131.888565;860.473572;1106.862061;429.207153;;;;793.104919;702.197449;87.441116;807.292114;1042.705322;259.016663;762.873657;683.257141;86.521553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;795.718506;789.542114;134.186752;860.921265;1108.351440;429.056854;;;;791.457581;703.218628;90.105545;807.648071;1045.408569;258.494781;761.209412;684.893494;89.116493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;794.486511;791.094238;135.965317;861.407227;1110.025269;429.032196;;;;790.012268;704.785767;93.186073;808.026489;1047.823120;258.535370;759.877747;686.359924;91.711952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
