Präzision01159;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:07:53;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;797.303040;754.213867;148.773132;761.705261;1071.983521;480.505127;729.025269;993.735962;285.864410;793.826843;656.821167;81.879982;808.970459;679.359375;76.442528;;;;;;;;;;;;
2;796.748535;754.796265;150.348511;761.712830;1072.455078;480.462952;728.838074;995.116211;285.918091;792.851379;656.494385;84.379669;807.730042;678.952026;78.363304;;;;;;;;;;;;
3;796.333801;755.669434;152.352142;761.819824;1072.996460;480.335327;728.302063;996.366821;286.066559;792.566101;656.635193;86.106430;806.056335;678.868652;79.474007;;;;;;;;;;;;
4;795.911316;756.523499;153.650238;761.691956;1073.742188;480.116730;727.032898;997.877869;286.250824;792.408447;657.191772;88.533882;805.564514;679.312622;81.733437;;;;;;;;;;;;
5;795.090454;757.266846;155.723740;761.624451;1074.504761;479.895569;726.745056;999.439392;286.418274;791.855286;657.418884;90.747627;806.337219;679.747131;84.889023;;;;;;;;;;;;
6;794.296143;757.881531;157.242111;761.458618;1075.335205;479.799286;726.440247;1001.155334;286.357788;791.169128;657.591614;93.454361;806.833557;679.969727;88.977669;;;;;;;;;;;;
7;793.493958;758.733215;159.103897;761.125488;1076.128296;479.834076;725.672363;1003.115601;286.160797;790.424438;658.200195;96.486641;806.298279;679.935059;92.247208;;;;;;;;;;;;
8;792.939941;759.932190;161.586060;760.799377;1077.058960;480.200195;724.597839;1004.962585;286.325867;788.944824;659.015869;99.360878;803.729309;680.327576;93.642410;;;;;;;;;;;;
9;792.108643;760.871399;163.813690;760.503052;1078.218628;480.411530;723.777344;1006.923157;286.666992;788.181946;659.703735;102.008278;801.691589;681.447815;95.305222;;;;;;;;;;;;
10;791.137573;761.803589;166.063248;760.426086;1079.447754;480.360687;723.118103;1009.111389;286.653931;787.795715;660.362366;104.998131;800.450867;682.264648;97.638054;;;;;;;;;;;;
11;790.375366;763.059082;168.536728;760.041870;1080.712402;480.445221;722.411804;1011.200073;286.359100;786.728333;660.676514;107.732315;800.556580;683.059998;101.313187;;;;;;;;;;;;
12;789.188538;764.398560;171.070160;759.540649;1081.988525;480.788574;722.096436;1013.497070;286.461151;785.763000;661.333130;110.856628;801.460571;683.847412;105.986748;;;;;;;;;;;;
13;788.092957;765.728027;173.257248;759.293518;1083.501831;480.992706;720.888000;1015.924377;286.758484;785.087402;662.574951;114.354889;801.020020;684.116089;109.964668;;;;;;;;;;;;
14;787.337097;767.062256;176.168045;759.246094;1085.072632;480.743774;719.818787;1018.188049;287.182220;783.842773;664.209290;117.198586;800.009338;685.077087;112.884514;;;;;;;;;;;;
15;786.041016;768.563599;178.587677;759.281494;1086.663208;480.552094;718.852234;1021.014099;287.056061;782.476257;664.797729;120.253807;798.121948;686.833496;115.381218;;;;;;;;;;;;
16;784.971497;770.221252;181.003159;759.212280;1088.353149;480.769318;718.198730;1023.707581;286.933533;782.024048;666.079468;123.123169;796.763428;688.038574;118.149292;;;;;;;;;;;;
17;783.552612;771.843872;183.322693;758.847290;1089.928955;480.807770;717.578735;1026.212402;287.051422;780.649292;668.104980;126.338593;794.129639;688.848755;120.253433;;;;;;;;;;;;
18;782.448059;773.559021;186.121597;758.527954;1091.581421;481.145630;716.406189;1028.868042;287.310059;779.193176;668.947571;129.370544;793.280945;690.960693;123.215302;;;;;;;;;;;;
19;781.212708;775.135986;188.864883;758.235352;1093.291016;481.661774;715.594238;1031.703979;287.630737;777.843384;670.709534;132.507355;792.392944;692.395447;126.652863;;;;;;;;;;;;
20;779.619141;777.224548;191.269287;758.276306;1095.229614;481.525146;714.861877;1034.712402;287.557831;776.726318;672.515259;135.573395;790.652832;694.081116;129.859329;;;;;;;;;;;;
21;778.198486;779.048828;193.930237;758.126282;1096.922852;482.187653;713.660156;1037.596069;288.070923;775.348999;674.161316;138.649231;789.270447;695.715210;132.413742;;;;;;;;;;;;
22;776.686035;781.265015;196.857727;757.764526;1098.755371;482.340851;712.708435;1040.596436;288.543732;773.854736;676.305420;141.158234;788.776245;697.403992;135.734985;;;;;;;;;;;;
23;775.197266;783.342346;198.759644;757.708801;1100.526978;482.409790;711.351074;1043.609375;288.746857;772.458130;678.242859;144.196716;788.233887;699.672729;139.418823;;;;;;;;;;;;
24;773.488953;785.720398;201.161575;757.583984;1102.381714;482.586792;710.239563;1046.575073;289.309479;770.660522;680.257202;146.736252;786.076599;701.346008;142.020462;;;;;;;;;;;;
25;771.497498;787.766174;203.368790;757.367432;1104.136108;482.891449;709.049377;1049.434570;289.964417;768.929077;682.050659;149.479980;783.836975;703.659790;144.166290;;;;;;;;;;;;
26;769.797791;790.301331;205.675888;757.078857;1105.949219;483.602875;708.699646;1052.550171;290.133911;767.493103;684.764587;151.738647;781.842957;705.793762;146.078796;;;;;;;;;;;;
27;768.094727;792.630310;208.096069;756.512329;1107.804321;484.311340;707.760681;1055.853638;290.032288;765.893188;686.787964;154.136581;780.170959;708.267273;148.654572;;;;;;;;;;;;
28;766.345032;794.961731;210.628250;756.290527;1109.610718;484.895203;707.004272;1059.005615;290.559204;764.186462;689.329651;156.683105;778.358887;710.403076;151.441513;;;;;;;;;;;;
29;764.530640;797.561646;212.300323;756.424500;1111.495361;484.904083;705.793457;1062.227539;291.432648;762.234192;691.620911;158.402283;776.449402;712.909668;153.650879;;;;;;;;;;;;
30;762.806335;800.170105;214.313263;756.415527;1113.289673;485.321625;705.176086;1065.465332;291.950165;760.521545;693.868896;160.557693;775.305908;716.036194;155.795670;;;;;;;;;;;;
31;760.825378;802.625854;216.401749;756.212524;1115.004639;485.761169;704.288086;1068.827148;292.407776;758.260864;696.867737;162.778870;772.868225;717.842468;157.512680;;;;;;;;;;;;
32;758.308044;805.391174;218.193436;755.766174;1116.696777;486.391144;703.294922;1072.146240;292.406281;756.108582;699.315857;164.927353;771.244019;720.681824;160.040924;;;;;;;;;;;;
