Präzision39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:29:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;814.856079;699.988464;74.840736;787.585632;678.990051;77.423416;697.999084;1017.303162;208.173828;695.029968;1113.611450;360.838135;786.704346;795.142517;95.177032;;;;;;;;;;;;;;;;;;;;;
2;815.420227;700.361694;75.494125;787.776550;679.244995;77.400177;697.977661;1017.296082;208.147980;695.103638;1113.610107;360.877136;786.723450;795.034790;95.157661;;;;;;;;;;;;;;;;;;;;;
3;815.172913;699.969910;75.212502;787.677795;679.143311;77.543106;697.882385;1017.323792;208.219009;695.063477;1113.697632;360.894928;786.634155;795.007629;95.199837;;;;;;;;;;;;;;;;;;;;;
4;814.871216;699.835388;74.976837;787.594055;679.078125;77.606766;697.738586;1017.437134;208.291229;695.044434;1113.710205;360.879883;786.629395;795.027588;95.225449;;;;;;;;;;;;;;;;;;;;;
5;814.796753;699.823914;74.950371;787.514038;679.050354;77.687622;697.896118;1017.834839;207.695923;695.079834;1113.703613;360.901794;786.220642;795.080505;94.886688;;;;;;;;;;;;;;;;;;;;;
6;814.680481;699.848572;74.912155;787.434265;679.053345;77.672340;698.088135;1017.925842;207.147186;695.050537;1113.772217;360.990479;786.082214;794.998840;94.829857;;;;;;;;;;;;;;;;;;;;;
7;814.585144;699.833740;74.824287;787.249207;679.065674;77.969063;698.068237;1017.877563;207.105103;695.019958;1113.868408;361.060913;785.993958;795.082092;94.989037;;;;;;;;;;;;;;;;;;;;;
8;814.527832;699.768188;74.890785;787.169617;679.031799;78.069504;697.828491;1017.942444;207.136673;694.974304;1113.880249;361.069580;785.806213;795.092285;95.049301;;;;;;;;;;;;;;;;;;;;;
9;814.415283;699.768555;74.918289;787.148315;679.014282;78.089531;697.612793;1017.943359;207.297379;695.046143;1113.972168;361.043274;785.601074;795.046570;94.992714;;;;;;;;;;;;;;;;;;;;;
10;814.245239;699.824097;74.841248;787.381653;679.159912;78.017426;697.440613;1017.977966;207.399933;694.976135;1114.073486;361.121399;785.488098;795.025085;95.026680;;;;;;;;;;;;;;;;;;;;;
11;814.157593;699.828979;74.937553;787.346008;679.172485;78.086319;697.207581;1017.999390;207.285233;695.042786;1114.097290;361.182770;785.505493;794.945740;95.469154;;;;;;;;;;;;;;;;;;;;;
12;814.079163;699.799866;74.979256;787.262512;679.205627;78.102638;697.036743;1018.056213;207.273666;694.989136;1114.159912;361.237030;785.333191;794.974915;95.699844;;;;;;;;;;;;;;;;;;;;;
13;813.923523;699.925171;75.068146;787.362610;679.316650;78.230682;696.774414;1018.076111;207.209885;694.996704;1114.272339;361.282074;785.120483;795.012268;95.771339;;;;;;;;;;;;;;;;;;;;;
14;813.717651;700.003296;75.373756;787.435852;679.377869;78.280243;696.492065;1018.146790;207.235397;695.012817;1114.372803;361.403809;785.117004;795.105164;95.904655;;;;;;;;;;;;;;;;;;;;;
15;813.535278;700.079163;75.762558;787.563782;679.282715;78.557640;696.381531;1018.243530;207.513031;695.032593;1114.455811;361.463684;784.821411;795.173828;96.098404;;;;;;;;;;;;;;;;;;;;;
16;813.622498;700.099670;76.162056;787.775513;679.306946;79.078110;696.108093;1018.400085;207.509567;695.104553;1114.551880;361.521118;784.574280;795.220886;96.294228;;;;;;;;;;;;;;;;;;;;;
17;813.552002;700.208252;76.648338;787.843750;679.374817;79.277252;695.783142;1018.591980;207.532349;695.113708;1114.667603;361.491302;784.328979;795.366577;96.527565;;;;;;;;;;;;;;;;;;;;;
18;813.469421;700.417542;77.012550;787.849792;679.566895;79.733208;695.518127;1018.755554;207.562424;695.139221;1114.756958;361.633514;783.986267;795.509399;96.990257;;;;;;;;;;;;;;;;;;;;;
19;813.462097;700.535156;77.432198;787.590576;679.450928;80.261497;695.192566;1018.981628;207.676529;695.198242;1114.931641;361.749847;783.835266;795.613220;97.124123;;;;;;;;;;;;;;;;;;;;;
20;813.313110;700.846741;78.258682;787.464172;679.519409;80.642433;694.822571;1019.300232;207.766907;694.946289;1115.194458;361.847656;783.785950;795.749207;97.191788;;;;;;;;;;;;;;;;;;;;;
21;813.269226;701.089111;78.861176;787.226379;679.797241;81.113113;694.427612;1019.720154;207.568863;695.095764;1115.347778;361.939301;784.013794;795.906738;97.675713;;;;;;;;;;;;;;;;;;;;;
22;813.214600;701.260986;79.550972;787.300598;680.156738;81.789505;694.117493;1020.156067;207.707748;695.189636;1115.535889;362.041138;783.730713;796.159668;98.167236;;;;;;;;;;;;;;;;;;;;;
23;813.107849;701.378601;80.210785;786.993469;680.200378;82.645996;693.877808;1020.769714;207.935791;695.162964;1115.883545;362.464661;783.440613;796.314331;98.726997;;;;;;;;;;;;;;;;;;;;;
24;812.708496;701.502991;81.116043;786.423279;680.332397;83.713936;693.485046;1021.264587;208.133453;695.058533;1116.301758;362.827026;783.113708;796.590332;99.441315;;;;;;;;;;;;;;;;;;;;;
25;812.418152;701.741211;82.052322;786.313232;680.641052;84.652878;693.240356;1021.776855;208.287003;694.848938;1116.668091;362.925537;782.696899;796.814209;100.069786;;;;;;;;;;;;;;;;;;;;;
26;811.981262;702.179688;83.044846;786.301453;681.091003;85.478645;693.498962;1022.189575;208.352982;694.884888;1117.059570;362.970215;782.481262;796.963989;100.866661;;;;;;;;;;;;;;;;;;;;;
27;812.294983;701.988525;85.101837;785.623230;681.310547;86.818703;693.492126;1022.878174;208.404190;694.842285;1117.542236;363.130280;782.565796;797.296448;101.637024;;;;;;;;;;;;;;;;;;;;;
28;812.008179;701.919128;86.983627;785.412231;681.648071;88.132446;693.177734;1023.864319;208.443863;694.821167;1117.953979;363.206116;782.090088;797.842529;103.212280;;;;;;;;;;;;;;;;;;;;;
29;811.498169;702.336792;88.355415;785.175110;682.165771;89.989624;692.857849;1024.832642;208.400040;694.780518;1118.528076;363.320831;781.745361;798.188965;104.367287;;;;;;;;;;;;;;;;;;;;;
30;811.196350;702.668030;89.502495;784.529846;682.291626;91.667839;692.731079;1025.596191;208.213120;694.706726;1119.260132;363.461365;781.365112;798.493835;105.461464;;;;;;;;;;;;;;;;;;;;;
31;810.957520;702.972290;92.491875;784.334656;682.618530;93.082588;692.490417;1026.495728;207.932404;694.411316;1119.896729;363.755981;781.110474;798.992004;106.656448;;;;;;;;;;;;;;;;;;;;;
32;810.704956;703.348450;94.218094;784.361206;683.236084;95.403389;692.162231;1027.633057;207.892471;694.254333;1120.734619;363.626343;781.036926;799.479736;108.159828;;;;;;;;;;;;;;;;;;;;;
33;810.156006;703.958130;95.807159;783.942749;683.237610;97.257980;691.969910;1028.744141;208.059296;694.258179;1121.491821;363.601318;780.509033;799.815674;110.045975;;;;;;;;;;;;;;;;;;;;;
34;809.988953;704.351563;98.552490;783.766479;683.698425;99.535614;691.841064;1029.649658;208.263657;694.220947;1122.484985;363.739838;780.706360;800.384644;111.892197;;;;;;;;;;;;;;;;;;;;;
35;809.878479;705.002808;100.773842;783.195801;684.109375;102.166458;691.582031;1030.956665;208.368973;694.118469;1123.343994;363.898834;780.152649;801.111938;113.508751;;;;;;;;;;;;;;;;;;;;;
36;809.437561;705.505981;103.583176;783.170349;684.883606;104.545433;691.178101;1032.245850;208.661453;694.154480;1124.293823;364.000946;779.730408;801.538086;115.016762;;;;;;;;;;;;;;;;;;;;;
37;809.542603;705.609131;105.832596;782.331665;685.587585;107.281227;690.796448;1033.364868;208.780701;694.299194;1125.326660;364.269745;779.603882;801.886292;117.465500;;;;;;;;;;;;;;;;;;;;;
38;808.822510;706.226074;108.412170;782.067688;686.056519;110.345985;690.378662;1034.961914;208.517838;693.924866;1126.414063;364.719818;779.234192;802.717468;119.503929;;;;;;;;;;;;;;;;;;;;;
39;808.784668;706.562256;110.856880;781.763977;686.449097;112.936089;690.212952;1036.352417;208.081436;693.611328;1127.625122;364.894257;778.837769;803.491516;121.120621;;;;;;;;;;;;;;;;;;;;;
40;808.477905;707.495605;113.871490;781.639709;687.149780;115.601326;690.060730;1037.823608;208.446762;693.608765;1128.810669;364.844452;778.778687;804.254395;124.170334;;;;;;;;;;;;;;;;;;;;;
41;807.940063;708.398987;117.000511;781.513245;687.890747;118.728264;689.599731;1039.396240;208.908875;693.661682;1129.982422;364.823608;778.621521;804.885193;126.329086;;;;;;;;;;;;;;;;;;;;;
42;807.991455;709.096680;119.768379;781.053650;688.715271;121.564369;688.962769;1040.644043;208.991684;693.673828;1131.219971;365.104797;777.958801;805.667053;128.373291;;;;;;;;;;;;;;;;;;;;;
43;807.523193;709.720215;123.098259;780.879700;689.443787;124.877480;688.384033;1042.235718;209.195007;693.508850;1132.537109;365.503723;777.892517;806.472961;131.158829;;;;;;;;;;;;;;;;;;;;;
44;807.584839;710.433411;125.879623;780.370483;690.311401;128.157928;687.957275;1043.611206;209.303497;693.515320;1133.872314;365.616699;777.380005;807.675659;133.269455;;;;;;;;;;;;;;;;;;;;;
45;807.124878;711.508545;128.914673;779.947510;690.844360;131.733551;687.697144;1045.275391;209.313187;693.644592;1135.050903;365.285217;777.036682;808.390869;135.864380;;;;;;;;;;;;;;;;;;;;;
46;806.867859;712.752808;132.721115;779.917664;692.031982;134.289673;687.315674;1046.985352;209.594498;693.748779;1136.419678;365.545197;776.755249;809.358154;138.556519;;;;;;;;;;;;;;;;;;;;;
47;806.768188;713.477356;135.420166;779.450195;693.418823;138.014206;686.422913;1048.875732;209.876068;693.270325;1137.813110;365.985168;776.132202;810.805054;140.843826;;;;;;;;;;;;;;;;;;;;;
