Präzision01165;;;;;;;;;;;;;;;;;;;;;
Date:;2025/05/06;;;;;;;;;;;;;;;;;;;;
Time:;14:19:18;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;774.870605;659.852844;37.763817;800.047241;761.014526;88.127785;804.713074;667.215210;42.620930;796.201172;1063.170288;368.585022;778.939392;1017.938599;225.291794;;;;;;
2;774.849854;659.861511;37.789219;800.098022;760.947083;88.228241;804.643188;667.254822;42.505047;796.340149;1063.177002;368.720032;778.946838;1017.654297;226.091461;;;;;;
3;774.841858;659.627441;37.727291;800.101379;760.875061;88.222343;804.662903;667.254272;42.516972;796.469482;1063.052490;368.793213;779.013489;1017.479797;226.418152;;;;;;
4;774.796204;659.587830;37.666008;800.077576;760.805603;88.185059;804.689575;667.077759;42.526833;796.592773;1063.014038;368.895142;778.759949;1017.262451;226.912170;;;;;;
5;774.900391;659.526733;37.642090;800.092529;760.803589;88.202423;804.695618;666.993774;42.545231;796.801270;1063.038452;368.960052;778.708130;1017.135010;227.177200;;;;;;
6;774.838928;659.522217;37.513821;800.154358;760.710754;88.177124;804.639404;667.089722;42.490791;797.029663;1062.935059;369.102112;779.004578;1017.014648;227.440033;;;;;;
7;774.909851;659.524780;37.427834;800.150208;760.623779;88.098091;804.664001;667.038269;42.443642;797.178955;1062.885376;369.228088;779.162659;1016.862366;227.573746;;;;;;
8;775.026184;659.481201;37.337803;800.180298;760.584290;88.255043;804.676575;666.950073;42.437588;797.360168;1062.936890;369.566742;;;;;;;;;
9;775.006348;659.401917;37.247082;800.224915;760.511414;88.289482;804.636841;666.941223;42.402023;797.567627;1062.946655;369.828979;;;;779.279846;1016.683533;227.793350;;;
10;775.044067;659.394348;37.148682;800.203979;760.466187;88.376846;804.517944;666.889038;42.199276;797.795471;1062.974121;370.213654;;;;779.383362;1016.560913;227.916504;;;
11;775.049011;659.318054;37.142624;800.235718;760.398254;88.332779;804.678711;666.720520;42.423447;798.127747;1063.074341;370.186920;;;;779.546753;1016.418579;228.096756;;;
12;775.014954;659.204163;37.193520;800.272461;760.290283;88.498672;804.714050;666.629883;42.499847;798.496094;1063.204590;370.110474;;;;779.530396;1016.296631;228.087952;;;
13;774.976501;659.165894;37.228161;800.328186;760.229248;88.571915;804.721375;666.605347;42.452915;798.855164;1063.134277;370.430664;;;;779.477173;1016.262756;228.193405;;;
14;774.968750;659.180725;37.296188;800.312927;760.158691;88.672333;804.689819;666.515808;42.476654;798.988037;1063.268677;370.617371;;;;779.395935;1016.223694;228.328430;;;
15;774.945740;659.188843;37.293594;800.262207;760.119934;88.769608;804.719788;666.558289;42.499687;799.106628;1063.363281;370.605408;;;;779.381592;1016.226563;228.426041;;;
16;775.066956;659.164307;37.268650;800.303284;760.092163;89.001823;804.660339;666.534546;42.497925;799.375610;1063.468140;370.615356;;;;779.402893;1016.231018;228.462814;;;
17;775.113342;659.262146;37.155190;800.284424;760.105591;89.105560;804.603394;666.631348;42.491024;799.510315;1063.620239;371.065765;;;;779.448364;1016.312500;228.529617;;;
18;775.184021;659.401978;37.268978;800.193054;760.128845;89.256264;804.615906;666.684082;42.581982;799.837769;1063.888184;371.144501;;;;779.423096;1016.401978;228.590027;;;
19;775.196716;659.473450;37.353817;800.195557;760.160706;89.472778;804.715576;666.650879;42.684315;800.063965;1064.122559;371.156433;;;;779.443604;1016.606323;228.621719;;;
20;775.151794;659.533997;37.634800;800.164368;760.222351;89.581795;804.817261;666.781799;42.796997;800.349915;1064.433838;371.329712;;;;779.392273;1016.819580;228.686142;;;
21;775.130310;659.671204;37.973499;800.191345;760.311096;89.818611;804.841614;666.979431;42.873680;800.681396;1064.728638;371.385925;;;;779.484436;1017.078369;228.847488;;;
22;775.119202;659.841431;38.220806;800.146179;760.421326;90.076714;804.938721;667.125793;43.016018;800.980591;1065.274170;371.416870;;;;779.517822;1017.414612;228.972992;;;
23;775.281982;660.118713;38.592735;800.085266;760.551086;90.285065;805.016602;667.918213;43.342224;801.254761;1065.787598;371.568604;;;;779.609619;1017.763916;229.001694;;;
24;775.391541;660.419678;39.050907;799.977417;760.723816;90.538376;804.828857;668.297485;43.406414;801.554260;1066.185181;371.670685;;;;779.730896;1018.404785;229.002197;;;
25;775.382019;660.746826;39.514057;799.742188;761.111450;91.007027;804.730957;668.685730;43.977623;801.768127;1066.808228;371.566864;;;;779.777527;1019.208984;229.215469;;;
26;775.206238;661.214783;40.643253;799.623108;761.602661;91.757599;804.700562;669.315674;44.630238;802.191772;1067.411011;371.468597;;;;780.000305;1019.953247;229.248489;;;
27;775.171387;661.394348;41.664688;799.757629;762.067078;92.646210;804.537842;669.756653;45.602299;802.520142;1068.018066;371.340881;;;;780.310852;1020.666687;229.065125;;;
28;775.318604;661.690857;42.251167;799.724121;762.780090;93.902557;804.667725;669.906372;46.878586;802.855103;1068.830811;371.563477;;;;780.461670;1021.510376;228.837845;;;
29;775.522156;662.174072;43.088409;799.451782;763.350952;95.088356;804.960449;670.143066;48.351173;803.113098;1069.701416;371.554504;;;;780.441589;1022.599243;228.874527;;;
30;775.515381;663.010742;44.741814;799.221741;763.770325;95.714249;804.765259;670.515869;49.907673;803.287537;1070.500000;371.616852;;;;780.308533;1023.715515;229.070816;;;
31;774.596436;663.640869;47.122841;799.314026;764.416809;96.839226;804.087646;671.526184;51.320160;803.335632;1071.305664;371.639862;;;;780.321899;1025.095093;228.921967;;;
32;774.542297;664.217834;48.389603;799.068298;765.476196;98.353798;803.755371;672.266907;52.780586;803.357422;1072.151367;371.695709;;;;780.370483;1027.010498;228.571991;;;
33;774.886353;664.751892;50.465961;799.441162;766.481995;99.688965;804.102051;672.437012;54.774265;803.474243;1073.135864;371.712006;;;;780.593628;1028.621948;228.577469;;;
34;775.134094;665.170593;52.126213;799.342041;767.281250;101.498734;804.587402;673.380188;57.136623;803.599243;1074.107178;371.659912;;;;780.459229;1030.403564;228.513474;;;
35;775.455017;666.009338;54.121815;799.091064;768.142822;103.060051;804.857910;673.754089;59.638130;803.770264;1075.115845;371.598267;;;;780.332886;1032.059692;228.609650;;;
36;776.088562;667.166931;55.921787;798.985901;769.330383;104.548782;804.923584;674.073364;61.984257;803.880615;1076.345825;371.665955;;;;780.493530;1034.004761;228.144318;;;
37;775.395386;668.223694;59.132641;799.161926;770.715881;106.291840;804.904724;675.529236;64.245407;804.176270;1077.533691;371.533661;;;;780.684692;1036.056885;227.462845;;;
