Präzision01142;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;
Time:;17:39:08;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;750.244629;946.924866;197.896591;809.230469;748.946228;97.445068;762.875183;1019.066101;314.288879;802.282288;653.178528;47.679344;833.080261;667.288391;46.487759
2;749.904846;947.035400;198.291779;809.230469;748.946228;97.445068;762.962708;1019.058167;314.291626;802.290405;653.171204;47.631500;835.513611;666.191650;48.586395
3;749.839722;947.050537;198.345642;809.257324;748.895081;97.474945;762.953186;1018.961304;314.261505;802.273376;653.159241;47.649330;836.101318;665.952454;49.095966
4;750.156189;946.938171;198.000961;809.231628;748.889099;97.472481;762.887329;1019.035095;314.232422;802.326111;653.178955;47.591583;835.787048;666.093201;48.847630
5;749.955200;947.023560;198.246750;809.222717;748.848877;97.468323;762.874939;1018.969971;314.211365;802.283081;653.177551;47.587940;835.549683;666.172058;48.619305
6;749.876892;947.033264;198.330399;809.256287;748.840515;97.496941;762.898376;1018.959473;314.214478;802.245972;653.150574;47.591190;835.362671;666.136780;48.447643
7;749.879944;946.984314;198.326584;809.232239;748.837036;97.508736;762.871643;1018.975220;314.228088;802.230469;653.129150;47.578896;835.488220;666.151245;48.528961
8;749.881836;946.978455;198.314911;809.221802;748.837036;97.506226;762.892944;1018.973816;314.251190;802.166138;653.163513;47.643085;835.575928;666.127686;48.637901
9;749.907166;947.003784;198.280334;809.268433;748.764709;97.527214;762.904114;1018.942627;314.197571;802.128296;653.058472;47.648125;835.496460;666.046692;48.599361
10;749.910217;946.951782;198.288391;809.235168;748.718262;97.491478;762.973816;1018.935608;314.210846;802.168884;653.040771;47.600433;835.564819;666.134155;48.636963
11;749.921509;946.938171;198.293533;809.225708;748.726318;97.501495;762.912903;1018.960876;314.213043;802.148743;653.042786;47.623363;835.584595;666.027039;48.590923
12;749.951416;946.927368;198.351608;809.235107;748.727966;97.506813;762.920776;1018.953064;314.282593;802.156799;653.030457;47.661995;835.543457;665.993530;48.597210
13;749.884583;946.930847;198.357925;809.238037;748.727478;97.506729;762.976440;1018.953125;314.231659;802.254028;653.061951;47.679245;835.591919;666.062805;48.659653
14;749.948975;946.923889;198.358841;809.245300;748.718933;97.493530;762.956421;1018.952393;314.247803;802.253418;653.023804;47.598797;835.552429;666.006104;48.593071
15;749.931580;946.859314;198.313644;809.284424;748.714722;97.546288;762.934204;1018.937134;314.326996;802.296387;653.029968;47.620197;835.591370;666.034485;48.648098
16;749.995850;946.835815;198.316025;809.298523;748.606567;97.525703;762.929260;1018.932068;314.319916;802.289185;653.037292;47.665443;835.617310;666.111267;48.678394
17;749.933350;946.911377;198.314224;809.342102;748.654419;97.577011;762.932373;1018.939270;314.361053;802.295532;653.041687;47.662277;835.692932;666.056458;48.618530
