Präzision01162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;15:40:57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;791.250000;768.927917;114.099373;810.544800;687.125732;59.379951;857.005005;1088.852539;429.671326;805.070251;1017.821777;258.615387;790.028076;688.951111;43.006695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;790.782349;769.353882;115.071663;809.605957;687.157043;61.595661;857.273560;1089.566284;430.028534;805.326355;1019.288940;258.472321;787.870422;689.001465;44.658081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;790.156006;770.165588;116.941788;809.337524;687.323120;63.595222;857.480591;1090.368530;430.148529;805.538208;1020.672729;258.425568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;789.231384;770.787903;118.752716;808.146301;687.855591;65.653175;857.704102;1091.256592;430.222046;805.498352;1022.218811;258.241058;;;;779.166504;669.253479;59.925117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;788.774658;771.277710;119.707191;807.079956;688.445679;67.482597;857.940857;1092.134277;430.332642;805.722900;1023.827515;258.460571;;;;778.633545;670.278809;61.865917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;788.035217;772.075684;122.183945;806.296143;688.991455;69.917984;858.229797;1092.984619;430.557465;805.944946;1025.468994;258.286530;;;;777.784729;670.648254;63.711407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;787.229248;773.066956;123.594307;805.867737;689.242737;72.237595;858.776306;1093.950684;430.509644;806.357361;1027.453125;258.149536;;;;776.986755;671.449402;66.538223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;786.613708;774.311646;125.527580;804.612366;689.700806;74.983490;859.438782;1095.003418;430.386810;806.502014;1029.181274;258.260803;;;;775.715332;672.046570;69.027519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;786.011230;775.427063;127.573997;803.541016;690.401184;77.180496;859.933472;1096.066284;430.487427;806.883240;1031.277710;258.375732;;;;774.738525;673.021484;71.737808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
