Präzision01164;;;;;;;;;;;;;;;
Date:;2025/05/06;;;;;;;;;;;;;;
Time:;14:19:01;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;780.795227;1054.721313;220.880325;814.026001;684.388977;78.475151;785.801270;671.780273;75.791092;799.266052;780.889893;115.317261;806.210449;1085.836426;365.917053
2;780.710022;1056.740601;220.704971;814.405945;684.953613;81.321304;785.913879;673.007507;78.042427;798.878174;782.367554;117.376335;806.128113;1087.000244;366.362518
3;780.879028;1058.753662;220.591034;814.474243;686.510254;84.266037;786.631958;674.235535;80.392883;799.279968;783.489990;120.477943;806.044495;1088.392090;366.758240
4;780.716248;1061.221558;220.640854;814.721863;687.773865;87.037994;786.503723;675.578735;83.303040;798.941711;784.932068;123.097244;806.080872;1089.660400;366.828278
5;779.750061;1063.864380;220.759583;814.286194;689.445007;89.953072;786.756714;677.209351;86.746651;798.595093;786.605774;125.323578;806.281433;1090.994263;366.850677
6;779.338257;1066.142578;221.003082;814.488831;690.945068;92.768837;787.106079;678.598328;89.014267;798.405640;788.033813;128.148972;806.541260;1092.670044;366.774170
7;779.409668;1068.721924;221.493210;814.566101;692.712524;96.078499;787.415466;680.306335;91.914513;797.979675;789.983643;130.578445;806.441284;1094.127686;367.376770
8;779.227295;1071.576904;221.514023;814.669434;694.192932;99.649391;787.115967;682.116577;95.070236;797.893372;791.669617;133.541306;806.517151;1095.674927;367.778656
9;778.649048;1074.425049;221.494324;814.251709;696.447632;102.120827;786.184387;683.877930;99.188545;797.344666;793.889038;136.484970;806.396118;1097.197998;367.760468
10;777.996460;1077.296021;222.101135;813.817810;698.044495;105.658012;785.887939;685.665833;102.361839;796.413818;795.998535;138.978043;806.320740;1098.970215;368.198334
11;778.175964;1080.165649;222.649231;813.485657;700.870605;108.469101;785.686829;687.651855;105.041588;796.059387;798.277344;142.787643;806.338745;1100.472900;368.849976
12;778.020447;1083.491455;222.964035;813.646240;702.603271;111.941551;785.805908;689.848572;107.671387;795.434509;800.163757;144.844666;806.606323;1102.303711;369.478760
