Präzision30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;11:12:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;830.244263;787.515747;77.658356;836.786377;1092.272705;333.714447;799.355103;1004.255188;142.439667;795.790405;680.905212;37.922390;821.583557;694.407166;38.048618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;830.340637;787.415039;77.908173;836.954163;1092.275757;333.659363;799.289734;1004.235535;142.484955;795.770447;680.907593;37.962933;821.676636;694.395020;38.085365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;830.273560;787.489258;77.724480;836.920959;1092.270752;333.657837;799.247620;1004.228149;142.505356;795.817871;680.878601;37.900299;821.880615;694.299500;38.252625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;830.276123;787.497131;77.709503;836.913086;1092.351685;333.746033;799.285645;1004.234009;142.493454;795.805603;680.901489;37.904881;822.548828;693.791687;38.941242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;830.289063;787.520935;77.662865;837.112976;1092.409424;333.804993;799.319946;1004.223999;142.532242;795.844604;680.890564;37.942242;822.517883;693.873169;38.871025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;830.320374;787.471985;77.690170;837.153870;1092.437744;333.782990;799.339417;1004.221802;142.513565;795.873535;680.867981;37.961842;822.434753;694.088806;39.149319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;830.437622;787.364319;77.752197;837.265503;1092.437988;333.859802;799.331543;1004.199524;142.566788;795.900208;680.881470;38.025749;822.129395;694.173523;38.522129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;830.444641;787.378845;77.644676;837.319580;1092.537109;333.879150;799.772644;1003.987976;142.459412;795.834839;680.766663;38.020519;822.054565;694.148560;38.258797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;830.436279;787.341248;77.662888;837.486450;1092.563843;333.880768;799.601135;1004.056274;142.458649;795.867798;680.785461;37.999859;822.368286;694.007141;38.487457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;830.425415;787.314270;77.770767;837.584229;1092.476929;334.088135;799.508179;1004.093018;142.586166;795.862610;680.825684;37.980827;822.639771;693.796936;38.754345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;830.465759;787.212402;77.820839;837.743896;1092.459961;334.195984;799.413391;1003.970520;142.704605;795.916870;680.830994;38.099510;822.766235;693.640137;38.980209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;830.470215;787.161438;77.875351;837.981323;1092.452148;334.267456;799.353882;1003.941345;142.720078;795.880676;680.801697;38.153187;822.853333;693.625244;39.091244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;830.483521;787.095886;78.015060;838.104919;1092.595581;334.227814;799.402954;1003.944092;142.715088;795.827820;680.801697;38.177101;823.086060;693.554077;39.722744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;830.428589;786.974060;78.125313;838.236450;1092.552002;334.225037;799.460083;1003.862854;142.716385;795.879578;680.836426;38.243736;823.195313;693.365723;39.515759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;830.331726;786.968750;78.265312;838.295898;1092.372559;334.502228;799.376953;1003.829346;142.691132;795.841919;680.823059;38.429710;823.101929;693.368774;39.288582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;830.217651;786.962402;78.385933;838.421936;1092.566406;334.323669;799.410828;1003.854431;142.779327;795.926636;680.791260;38.434181;823.139954;693.355713;39.369480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;830.007507;786.974487;78.619171;838.541382;1092.751465;334.272034;799.725708;1003.737549;142.571808;795.944885;680.819031;38.612762;823.034607;693.423767;39.444084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;829.909058;787.078735;78.785362;838.626343;1092.794067;334.217438;799.450623;1003.818359;142.591171;795.795166;680.673340;38.899883;822.763855;693.347656;39.620625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;829.790344;787.249756;79.051689;838.712097;1092.915527;334.301147;799.292908;1003.843323;142.711197;795.385437;680.602783;39.428970;822.625671;693.219604;40.343792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;829.940247;787.520752;79.548172;838.810974;1093.020264;334.333130;799.292542;1003.819824;142.830414;795.064087;680.595947;40.696957;822.345886;693.095032;41.022919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;829.640076;787.872375;80.156219;838.912231;1093.134277;334.336426;799.324707;1003.895935;142.855453;794.805054;680.565247;41.889679;822.477966;692.736450;42.291817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;829.385742;788.195862;80.470634;838.973145;1093.167236;334.310150;799.798950;1003.804016;142.747589;794.245056;680.676819;43.177761;821.917542;692.537659;43.744064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;829.363708;788.378601;81.186539;839.057434;1093.281006;334.332001;799.779358;1004.019409;142.788727;793.525513;680.874634;44.509262;821.448669;692.451599;44.866837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;829.328308;788.620483;82.257706;839.179016;1093.409302;334.347229;799.617004;1004.212585;142.925049;793.065796;681.041748;45.570759;820.902710;692.846436;46.097397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;828.804626;788.825500;83.367058;839.318542;1093.538696;334.313660;799.804016;1004.351563;143.253250;792.822510;681.563293;46.834755;820.558105;692.662354;48.282177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;828.080444;789.305603;84.726158;839.657288;1093.656372;334.262024;799.953003;1004.723633;143.420456;792.304321;682.017395;48.244541;821.035034;692.693054;50.560970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;827.612671;789.780334;85.707657;839.757263;1093.813965;334.004883;800.133057;1005.269897;143.422653;791.433044;682.332092;49.865166;820.702820;692.600037;52.322262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;827.309387;790.167664;87.542244;839.781738;1094.128052;333.841858;800.297729;1005.997925;143.706039;791.054321;682.861511;52.282257;819.061462;693.388184;54.350323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;826.887024;790.657837;89.605064;840.041199;1094.257080;333.955231;800.400269;1006.962158;144.009216;790.095764;683.316406;54.683147;818.308899;693.262146;56.498615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;826.649841;790.838928;91.470055;840.235657;1094.554565;333.953278;800.508972;1007.857483;144.292145;789.240173;683.759399;57.006229;817.781921;693.400452;59.643826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;826.214539;791.724304;94.177803;840.668091;1095.083984;333.542969;800.500671;1008.639709;144.397308;788.418762;684.461609;59.447330;817.263550;693.822388;62.854614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;825.661072;792.788330;96.000374;840.812256;1095.586182;333.917023;800.772705;1009.724304;144.955490;788.357910;685.285156;62.516361;816.775024;694.646484;65.286392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;825.092712;793.919189;98.156815;840.976318;1096.117798;334.304352;800.861023;1011.019348;145.648575;787.249939;686.096191;65.506172;815.693054;696.093567;68.471436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;824.684692;794.412292;100.843285;840.886230;1096.796875;334.772827;800.626770;1011.949463;146.438477;786.208374;686.933960;68.507645;814.389221;697.129333;71.931313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;824.240967;795.543518;103.857483;840.593872;1097.660767;335.221344;800.235046;1013.421875;147.583710;785.980835;687.862122;72.121208;814.680054;696.666382;75.545036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;823.159851;797.058105;106.533134;840.610901;1098.362915;335.423157;800.120605;1014.873779;148.555740;785.289429;688.944153;75.403709;814.329346;697.515076;79.599197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;822.786682;798.160706;109.334167;840.738892;1099.193481;335.563599;800.394409;1016.224487;149.483276;784.468384;689.930054;79.023056;813.008484;698.916321;83.548447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;821.955811;799.386475;112.358444;841.050537;1100.254150;335.888275;800.515259;1018.124512;150.454605;782.839111;691.326294;83.279190;811.611450;700.424316;86.941620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;821.174683;801.083130;114.931618;841.452637;1101.326050;336.297943;800.415039;1019.538757;151.479507;782.517517;692.431396;86.686859;811.120422;700.891174;91.078621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;820.789734;802.111023;118.548851;841.687866;1102.533203;336.393890;800.363403;1021.408142;152.693970;781.561035;693.585815;90.556305;810.309326;702.761230;95.156013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;819.576660;803.822510;121.582092;841.775635;1103.960938;336.660278;799.636230;1023.227905;153.970520;780.185364;695.084473;94.590637;809.362000;704.046265;98.468430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;818.846497;805.452942;125.102249;841.756348;1105.039917;337.135223;799.078247;1025.136108;155.326691;779.759949;696.560425;97.965607;808.721008;705.434387;102.753021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;817.961304;807.175781;128.279648;841.908447;1106.318115;338.066132;799.161865;1027.114502;156.616943;778.664673;698.290161;101.391685;807.452393;707.188354;106.657303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;816.637756;809.248108;131.605652;842.160034;1107.709351;338.742096;798.926331;1029.033691;157.851669;777.964478;700.150330;105.458702;806.627258;708.829285;111.078217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;815.360229;811.041687;134.750717;842.854431;1109.082153;338.990448;798.351929;1031.551880;159.286957;776.848389;701.941284;109.250450;805.451294;710.515625;114.730942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;813.905518;813.324890;138.011581;843.526917;1110.663696;339.706543;797.805176;1033.777954;160.802078;775.580444;704.010864;113.307434;803.675964;712.845459;118.737839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;812.895813;815.125671;141.365646;843.329834;1112.273804;340.458984;797.661377;1035.989746;161.938324;774.573364;706.094177;117.222618;802.451111;714.574097;122.935921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;811.268799;817.788818;144.214890;843.185242;1113.731567;341.270752;797.260437;1038.750122;163.176941;772.765015;708.210999;121.370102;800.958618;717.006653;127.072701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;809.755737;820.363342;147.611893;842.996826;1115.175415;342.157562;796.692749;1041.431152;164.443787;772.052063;710.283142;124.976875;800.068909;719.328552;130.775116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;808.087708;822.733398;150.855255;842.900818;1117.014282;342.993561;795.987244;1043.922607;166.070938;770.000854;712.802429;129.128387;798.716736;721.552063;134.451675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;806.141357;825.437317;153.763092;843.224670;1118.645142;343.476959;794.645386;1046.561401;167.555328;768.748230;714.690002;132.167709;797.377808;724.301636;138.258759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;804.237427;828.093567;156.945755;843.692993;1120.373535;344.405884;794.262207;1049.321411;169.448639;767.413696;717.422791;135.484070;795.970764;726.897827;142.057739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;802.287476;830.745361;160.280594;843.539795;1121.989746;345.518188;793.527771;1052.481323;171.055618;765.857605;720.182190;139.399170;794.144043;729.587463;145.232452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;800.073792;833.898315;162.975784;843.796082;1123.821289;346.783356;792.690125;1055.545044;172.329529;764.317078;722.603088;142.524445;793.188049;732.423279;148.846512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;798.357178;836.997375;165.702805;844.399109;1125.428345;347.504242;791.960083;1058.534546;173.971603;762.297852;725.620544;146.069321;791.117493;735.260620;152.387711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;796.516296;839.715210;168.218643;844.797852;1127.471680;347.944885;790.779297;1061.699585;175.661591;760.557800;728.593994;148.828445;788.713135;738.181152;155.477646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;793.865540;842.706116;170.588547;844.383423;1129.221558;349.240387;790.116882;1064.791138;177.316193;759.187683;731.557312;151.537094;786.968567;741.298401;158.504959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;791.490540;846.122925;173.357605;844.232727;1131.102539;350.522888;;;;757.335754;734.590210;154.623978;785.236023;744.387146;161.844193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;789.473511;849.408142;176.223068;844.392090;1132.950684;351.546356;;;;755.587463;737.535767;157.397781;782.519409;747.787048;164.513077;788.152283;1071.126099;180.753235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;787.217651;852.412415;178.207123;845.474182;1134.802612;352.380707;;;;752.827515;740.608032;160.575821;780.771790;750.726624;166.905273;786.999023;1074.500122;182.343994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;784.863159;855.439148;180.228928;845.460083;1136.771851;353.386627;;;;750.607178;743.521729;162.884430;779.236450;754.110474;169.412552;786.253296;1077.704468;183.991257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;782.626465;858.157288;182.111938;844.894043;1138.675537;354.506622;;;;748.449036;747.116638;165.409836;776.981812;757.733154;171.970520;785.601379;1081.103882;185.649246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;779.866394;861.434204;184.426712;846.112366;1140.315430;355.597137;;;;747.002197;750.707031;167.005081;774.560791;761.265381;174.289017;784.751282;1084.602295;187.092819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;777.834106;864.900146;186.329391;846.171936;1142.433716;356.598053;;;;745.322876;754.062683;168.477264;772.309265;764.948425;176.407043;783.683167;1088.118408;188.900421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;775.361755;868.473633;187.753860;846.552002;1144.242798;357.464478;;;;743.206238;757.563721;170.781097;770.173462;768.150879;177.516220;782.768799;1091.590454;190.338058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;773.024597;871.860046;189.468109;846.412659;1146.160400;358.642578;;;;740.628662;761.776245;172.209686;767.900818;771.520691;179.092377;781.520447;1095.080322;192.031479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;769.369019;875.471924;191.284973;846.725403;1148.234619;359.645844;;;;738.093872;764.732178;173.932495;764.946228;774.696167;182.169113;780.529602;1098.546143;193.371582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;766.314941;879.119385;192.906693;847.165039;1150.030640;360.428986;;;;736.336792;768.278503;174.789780;762.027954;777.901855;183.959198;779.473022;1102.229980;195.197968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;763.957886;882.957031;193.668900;847.586060;1151.577637;361.980804;;;;733.943848;771.490479;176.143494;760.515320;781.026367;183.439453;779.026245;1105.684570;196.631058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;761.546814;886.828613;194.425461;848.046204;1153.324463;363.080444;;;;731.093994;775.048950;177.080688;759.603760;784.375000;183.768890;778.371277;1109.295044;198.444321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;758.979187;890.243652;195.421509;848.529724;1155.306274;363.749634;;;;728.478333;778.623718;177.797409;756.814880;788.468506;184.264954;777.485229;1112.813721;199.806290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;755.889343;893.696411;197.172913;849.039490;1157.099487;364.969238;;;;725.932556;782.556458;178.333069;754.454529;791.960999;185.006561;776.030884;1116.284180;201.801804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;753.218994;897.341125;197.802292;849.737244;1158.390625;366.151001;;;;723.556946;786.239624;178.579163;751.185730;795.995422;185.830490;774.919617;1119.598755;203.654205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;751.042786;901.170959;197.935181;850.174194;1160.057617;367.341064;;;;720.740234;790.108337;179.149307;748.440918;799.583618;186.306824;774.520752;1122.899780;205.349503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;748.709106;904.843323;198.362442;850.730225;1161.804565;368.236664;;;;717.885437;793.899048;179.178604;745.794312;802.999695;186.791870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
