Präzision01157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:11:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;784.056396;793.702759;85.578125;680.900635;1094.656738;391.393585;780.789490;682.892944;41.504997;808.928528;702.306213;42.236458;692.469360;1062.125366;211.786896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;783.982178;793.744324;85.517242;680.941223;1094.663940;391.379761;780.823120;682.902893;41.462212;808.880249;702.359192;42.231911;692.429321;1062.141235;211.803802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;783.956421;793.776245;85.507683;680.904358;1094.646118;391.425964;780.813721;682.878845;41.523952;808.118225;702.464233;43.030373;692.454895;1062.128052;211.799011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;783.974670;793.796875;85.538109;680.922241;1094.660767;391.389099;780.781311;682.897522;41.513477;808.005981;702.459656;43.240692;692.485901;1062.151855;211.783844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;784.000244;793.819519;85.514908;680.923096;1094.746582;391.382324;780.803467;682.919678;41.525829;807.979370;702.510986;43.287117;692.525513;1062.151733;211.816010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;783.971680;793.807251;85.546875;680.921692;1094.763184;391.419891;780.811646;682.922180;41.527775;808.009644;702.507263;43.162731;692.553101;1062.145142;211.825836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;784.028259;793.791565;85.586578;680.961792;1094.760986;391.615265;780.811096;682.920349;41.527298;807.620422;702.478088;42.721375;692.578125;1062.139038;211.814270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;783.999817;793.796814;85.548660;680.989746;1094.838379;391.471527;780.805481;682.875793;41.540154;807.747559;702.528259;42.894928;692.570129;1062.149658;211.819412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;784.047607;793.774780;85.334969;680.981628;1094.864258;391.604156;780.815186;682.899658;41.500927;807.992371;702.516174;43.261242;692.600037;1062.226929;211.815201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
