Präzision01164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:14:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;828.241516;774.323975;87.991348;806.367371;672.499146;36.884895;832.904175;687.801575;39.624821;803.346558;1000.741821;227.835831;819.007263;1080.736938;387.986511;;;;;;;;;;;;;;;
2;828.242981;774.262695;87.990273;806.762634;672.318298;36.751637;832.917114;687.786804;39.768356;803.445068;1000.815063;227.692657;818.973145;1080.751831;387.899933;;;;;;;;;;;;;;;
3;828.260193;774.264832;88.008797;806.816589;672.330383;36.757366;832.919067;687.811829;39.759315;803.424011;1000.625916;227.777451;818.978088;1080.657349;387.872955;;;;;;;;;;;;;;;
4;828.333557;774.244812;88.021553;806.769897;672.353516;36.807537;832.923706;687.744507;39.802021;803.295166;1000.641174;227.776184;819.026245;1080.628052;387.927795;;;;;;;;;;;;;;;
5;828.405884;774.252686;88.038361;806.732910;672.669067;36.822586;832.902832;687.794189;39.775764;803.294434;1000.518616;227.966660;819.046631;1080.626953;387.933136;;;;;;;;;;;;;;;
6;828.438049;774.283447;88.038437;806.772217;672.486511;36.983734;832.928894;687.824097;39.810337;803.179199;1000.370850;228.031998;819.055725;1080.545898;387.937042;;;;;;;;;;;;;;;
7;828.505981;774.319458;88.095703;806.804199;672.399719;37.093224;832.908997;687.899048;39.757423;802.872864;1000.347595;228.112762;819.089722;1080.531494;387.899506;;;;;;;;;;;;;;;
8;828.514099;774.353699;88.126152;806.867188;672.530823;37.256191;832.769104;687.971802;39.675777;802.638916;1000.338623;228.083527;819.159485;1080.443115;387.917603;;;;;;;;;;;;;;;
9;828.552490;774.432617;88.315956;806.843811;672.607971;37.443310;832.423279;687.987488;39.666157;802.410095;1000.324585;228.272568;819.168335;1080.427002;387.923828;;;;;;;;;;;;;;;
