Präzision29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:48:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;842.437927;1066.770508;337.487762;828.316345;784.691345;85.688942;798.526917;682.446533;36.193283;809.947754;988.327026;217.438187;826.616882;692.746582;37.859440;;;;;;;;;;;;;;;;;;
2;842.469299;1066.707764;337.507629;828.376953;784.681274;85.742279;;;;809.945068;988.319153;217.385864;826.602051;692.740051;37.814735;806.495850;696.374023;24.375582;;;;;;;;;;;;;;;
3;842.444885;1066.678955;337.471741;828.154663;784.709167;85.742699;;;;809.916565;988.328491;217.393600;826.568420;692.708740;37.833069;797.639099;683.669739;34.446907;;;;;;;;;;;;;;;
4;842.369080;1066.637085;337.542267;828.108948;784.670166;85.732635;;;;809.918945;988.325989;217.400925;826.603333;692.723999;37.855476;795.077515;673.780640;41.567383;;;;;;;;;;;;;;;
5;842.339539;1066.630859;337.562225;828.109985;784.596375;85.729584;;;;809.939636;988.319458;217.391464;826.585693;692.703186;37.858955;794.694153;667.909180;44.957111;;;;;;;;;;;;;;;
6;842.348755;1066.633667;337.565582;828.292603;784.703613;85.720787;;;;809.924316;988.287842;217.528824;826.717590;692.609375;37.971840;795.487366;667.450684;44.871685;;;;;;;;;;;;;;;
7;842.368164;1066.565430;337.634094;828.299072;784.585571;85.765076;;;;809.892273;988.250977;217.599579;826.577759;692.810059;37.820683;796.043030;669.551453;43.394985;;;;;;;;;;;;;;;
8;842.326721;1066.515137;337.678894;828.097595;784.584290;85.820099;;;;809.928528;988.131531;217.663147;826.522827;692.808716;37.800087;796.752075;673.669739;41.047966;;;;;;;;;;;;;;;
9;842.313965;1066.387207;337.761993;828.231689;784.608704;85.813789;;;;809.837952;988.105774;217.740005;826.644043;692.584534;37.916149;797.011963;682.349915;35.812279;;;;;;;;;;;;;;;
10;842.305664;1066.363892;337.770874;828.332947;784.656189;85.854774;;;;809.767395;988.086548;217.887436;826.525269;692.792175;37.800442;798.191040;685.037415;33.140705;;;;;;;;;;;;;;;
11;842.343567;1066.361694;337.798248;828.161560;784.537598;85.877739;;;;809.642822;987.960144;217.954498;826.476563;692.782410;37.773518;798.405823;684.535339;33.231300;;;;;;;;;;;;;;;
12;842.360535;1066.245728;337.874481;828.080261;784.500732;85.881256;;;;809.589783;987.926025;218.058685;826.503784;692.660889;37.831032;797.824768;683.773926;34.150871;;;;;;;;;;;;;;;
13;842.333069;1066.166626;337.850922;828.060730;784.520630;85.929985;;;;809.461853;987.899109;218.152390;826.551147;692.621643;37.906876;797.509949;683.539612;34.689079;;;;;;;;;;;;;;;
14;842.387207;1066.046509;337.978912;828.043274;784.507751;85.970634;;;;809.342957;987.958923;218.211273;826.459167;692.766357;37.812916;797.500610;683.554382;34.819698;;;;;;;;;;;;;;;
15;842.408569;1065.942749;337.997528;828.120178;784.543213;86.058289;;;;809.238892;987.967773;218.219986;826.449158;692.689941;37.895943;797.450439;683.776550;34.850704;;;;;;;;;;;;;;;
16;842.549561;1065.836548;338.032043;828.098206;784.619263;86.140060;;;;809.464417;988.059875;218.022217;826.620361;692.498047;38.148224;797.516235;683.871460;34.900265;;;;;;;;;;;;;;;
17;842.578186;1065.844238;338.074158;828.008606;784.663330;86.227837;;;;809.350220;988.189514;218.045349;826.578430;692.555481;38.161091;797.589722;684.028442;34.913040;;;;;;;;;;;;;;;
18;842.758728;1065.754517;338.151642;828.198975;784.701843;86.536751;;;;809.073914;988.291443;218.176300;826.459229;692.761841;38.140408;797.730103;684.224243;34.956612;;;;;;;;;;;;;;;
19;842.915283;1065.648682;338.271179;828.175903;784.774536;86.789154;;;;808.767151;988.398743;218.365295;826.338745;692.949097;38.236485;797.832642;684.550659;35.004829;;;;;;;;;;;;;;;
20;843.093994;1065.626953;338.367249;828.020325;784.891418;86.894188;;;;808.370422;988.667603;218.468155;826.253296;692.989258;38.362854;798.000183;684.822266;35.034443;;;;;;;;;;;;;;;
21;843.173523;1065.603638;338.555756;827.936035;785.035583;87.178505;;;;808.003418;988.990295;218.584198;826.541016;693.140564;38.680988;797.994080;684.757996;35.234882;;;;;;;;;;;;;;;
22;843.344177;1065.668701;338.752747;827.958862;785.268372;87.740341;;;;807.838074;989.281799;218.753784;825.879517;693.903320;38.815262;797.972534;684.738708;35.612343;;;;;;;;;;;;;;;
23;843.450378;1065.733276;339.043030;827.744812;785.515137;88.083725;;;;807.750793;989.688538;218.806259;825.000916;694.451172;39.013123;797.833801;684.618530;36.403198;;;;;;;;;;;;;;;
24;843.417358;1065.758057;339.619324;827.386963;786.008057;88.833115;;;;807.587402;990.016846;218.834656;825.214783;694.100403;40.682621;797.786743;684.648987;38.020473;;;;;;;;;;;;;;;
25;843.469849;1066.051514;340.132446;827.000366;786.393982;89.888702;;;;807.570007;990.440308;218.927719;825.843262;693.482361;43.136703;797.699890;684.702271;39.867916;;;;;;;;;;;;;;;
26;843.632507;1066.406738;340.598358;826.819031;786.684448;90.703590;;;;807.488586;991.138733;219.145493;826.269287;693.096313;44.985691;797.041260;684.841492;41.597622;;;;;;;;;;;;;;;
27;843.877747;1066.790161;340.963562;827.014404;786.742981;92.087738;;;;807.531921;992.102478;219.356171;826.740234;693.219788;47.154778;796.617554;685.207275;43.218491;;;;;;;;;;;;;;;
28;844.188110;1067.347534;341.059753;826.670898;787.255249;93.670181;;;;807.408875;993.257446;219.906265;826.074219;693.830811;49.124229;796.583679;685.554749;45.045887;;;;;;;;;;;;;;;
29;844.487244;1067.912109;340.823273;826.362793;787.911438;95.442078;;;;806.727661;994.264771;220.849518;826.281372;692.882202;51.595814;796.507324;686.050659;47.251823;;;;;;;;;;;;;;;
30;845.033569;1068.885376;341.244659;826.170105;788.573425;96.937309;;;;806.398193;995.359558;221.466263;825.550659;692.999695;54.544346;795.845093;686.292847;49.694225;;;;;;;;;;;;;;;
31;845.404297;1069.771606;341.921051;825.764221;789.172913;99.176361;;;;806.394531;996.665833;221.792831;825.059998;693.171204;57.205120;795.509705;686.733521;52.457115;;;;;;;;;;;;;;;
32;845.798096;1070.710205;342.322388;825.593323;789.880920;101.484070;;;;806.596375;998.108887;221.996979;824.022522;693.685974;60.121120;795.027649;686.959839;55.541252;;;;;;;;;;;;;;;
33;845.867737;1071.870728;342.927551;824.985229;790.361023;103.581932;;;;806.928162;999.822144;222.121384;822.585388;694.136292;63.015331;794.075134;687.321411;59.060925;;;;;;;;;;;;;;;
34;845.727722;1073.337891;343.740723;824.813904;790.912231;106.440697;;;;806.543701;1001.957092;223.055145;823.209656;694.404114;66.615837;793.060059;687.459717;62.796173;;;;;;;;;;;;;;;
35;845.872192;1074.763550;343.912354;824.218628;792.070068;109.377197;;;;806.378662;1003.949097;223.929001;822.996704;694.297058;70.374886;792.131836;688.128479;66.557655;;;;;;;;;;;;;;;
36;846.234985;1076.479126;344.561768;823.718628;793.224365;112.100166;;;;805.820007;1005.766418;224.165588;822.313599;695.542114;74.405312;792.129700;688.889771;69.961807;;;;;;;;;;;;;;;
37;846.687317;1078.448364;345.026398;823.171631;794.000916;114.634911;;;;805.800354;1007.569763;224.610535;821.661865;695.922180;78.728966;791.661499;689.722412;73.672760;;;;;;;;;;;;;;;
38;846.612488;1080.499756;345.406158;822.568481;795.013306;118.345650;;;;805.356506;1010.017090;225.918274;820.640320;696.921997;81.705780;791.601135;690.483887;77.587547;;;;;;;;;;;;;;;
39;846.219971;1082.283813;345.729156;822.144836;796.541321;121.256287;;;;804.259644;1012.377258;227.002335;820.400085;697.491394;85.897385;790.670715;691.411621;81.576454;;;;;;;;;;;;;;;
40;846.308960;1084.487183;346.405365;821.673584;797.605530;124.541451;;;;804.192078;1014.897461;226.995270;820.144592;698.628357;90.266716;790.153137;692.550903;85.632172;;;;;;;;;;;;;;;
41;846.666687;1086.926270;346.382141;820.755249;799.094666;127.933083;;;;804.351685;1017.620056;227.496887;819.436096;699.890991;94.592819;789.646484;693.589539;89.880905;;;;;;;;;;;;;;;
42;846.079712;1089.156372;347.406647;820.178955;800.672852;131.304810;;;;803.905701;1020.145264;227.747879;818.497314;700.580750;99.063423;789.061584;694.530090;94.093262;;;;;;;;;;;;;;;
43;845.712097;1091.468018;348.261932;819.356567;802.165955;134.556976;;;;803.307922;1022.684021;228.370941;817.742493;702.372314;103.569328;788.442078;695.783936;98.563553;;;;;;;;;;;;;;;
44;845.748169;1094.011353;348.862640;818.593384;803.691650;137.928589;;;;802.272705;1025.216919;230.207916;817.471008;703.152893;108.218971;787.484009;697.187500;102.909523;;;;;;;;;;;;;;;
45;845.869568;1096.405640;349.359863;817.896912;805.544556;141.417145;;;;801.721436;1028.160400;231.028946;816.830017;704.638306;111.958199;786.876404;698.871155;107.491417;;;;;;;;;;;;;;;
46;845.724854;1099.005615;349.970428;817.195190;807.510254;145.291855;;;;801.261047;1031.001709;231.488663;816.048157;706.549683;116.262535;785.696716;700.451294;112.316360;;;;;;;;;;;;;;;
47;845.518982;1101.595337;350.296204;816.168579;809.505432;148.865753;;;;800.285278;1034.096924;232.751266;815.560120;708.067810;120.893974;784.799683;702.073730;116.177948;;;;;;;;;;;;;;;
48;845.063416;1104.057251;350.802917;815.238647;811.747253;152.442963;;;;799.807129;1036.960205;233.373917;814.538696;710.327820;125.452957;783.685364;703.865417;121.017960;;;;;;;;;;;;;;;
49;845.255310;1106.674805;351.440216;814.177368;813.795593;156.124725;;;;799.380127;1039.986938;233.703400;813.575195;712.257813;129.909210;782.411560;705.918701;125.613457;;;;;;;;;;;;;;;
50;845.512878;1109.246094;352.113281;813.235962;816.382813;159.818329;;;;798.321289;1043.219971;234.468872;812.777466;714.343018;134.137009;781.636597;708.505920;130.194565;;;;;;;;;;;;;;;
51;845.087219;1111.890381;353.277985;811.724548;818.619324;163.650040;;;;797.473816;1046.280273;235.704559;811.632813;716.368469;138.520477;780.877136;710.463379;133.825912;;;;;;;;;;;;;;;
52;844.942505;1114.297485;354.209137;810.909485;821.207153;166.894424;;;;796.481201;1049.818848;237.537247;810.461121;719.462646;142.650421;780.476807;712.687378;137.988388;;;;;;;;;;;;;;;
53;844.990295;1116.609619;354.690826;809.668396;824.022400;170.757721;;;;795.894531;1053.094604;238.480316;809.158875;721.241089;147.195557;779.165527;715.203613;141.814987;;;;;;;;;;;;;;;
54;845.207520;1119.137573;355.202972;808.431458;826.595459;174.146439;;;;795.214050;1056.653076;239.077332;807.971924;723.976990;151.731537;777.745422;717.820129;146.371124;;;;;;;;;;;;;;;
55;844.994568;1121.867310;356.362122;806.657288;829.648682;177.388702;;;;794.157471;1060.229614;239.845535;806.643738;726.694824;155.913437;776.259766;720.515442;151.000961;;;;;;;;;;;;;;;
56;844.856140;1124.208496;357.052155;805.288391;832.589172;181.459610;;;;793.324707;1063.709595;240.809998;805.002808;729.864624;159.888840;774.738708;723.546997;154.868347;;;;;;;;;;;;;;;
57;845.040344;1126.850952;357.002869;803.593933;835.778687;184.917847;;;;792.442078;1067.132202;242.077774;803.432190;732.324341;163.793427;773.105469;726.555115;159.215881;;;;;;;;;;;;;;;
58;845.132446;1129.472168;357.865540;801.737488;838.997620;188.074905;;;;791.522583;1070.834229;243.086823;801.309814;735.342102;167.466339;771.518066;729.383667;163.192184;;;;;;;;;;;;;;;
59;844.577637;1132.157837;358.786987;799.159546;842.081116;192.019363;;;;790.669434;1074.469727;244.395477;799.937439;738.137390;171.685059;769.592041;732.209412;166.633698;;;;;;;;;;;;;;;
60;844.446472;1134.517456;359.446625;797.187561;845.354614;195.185257;;;;790.027588;1078.285767;245.162735;798.594116;741.541199;175.584274;767.587585;735.268738;170.440002;;;;;;;;;;;;;;;
61;844.650269;1136.975586;360.046936;795.762390;848.807617;197.922974;;;;789.263184;1082.295288;245.817917;796.148438;744.956909;179.123016;765.781128;738.708069;173.795273;;;;;;;;;;;;;;;
62;844.791931;1139.629028;360.695831;794.299805;852.243896;201.015366;;;;787.949158;1085.910034;247.089539;793.321350;748.698669;181.772278;763.861694;742.155396;177.809738;;;;;;;;;;;;;;;
63;844.701416;1141.994385;362.033905;792.518433;855.595947;204.068146;;;;786.920044;1089.603638;248.809738;791.837524;751.877747;185.079834;761.454895;745.580688;181.668228;;;;;;;;;;;;;;;
