Präzision01160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:07:57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;789.205444;655.953308;99.024048;800.045776;760.072754;155.814606;730.687317;999.800598;284.093964;763.493225;1069.603027;479.616058;804.680786;677.757324;92.920403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;788.264954;656.686829;101.812866;799.385803;760.978882;157.069992;730.622559;1001.596497;283.553406;763.351807;1070.604980;479.792572;801.066772;678.421753;93.286667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;787.474487;656.934448;104.278061;798.470825;762.095764;159.080200;729.496887;1003.453186;283.564728;763.155579;1071.650635;479.829773;799.139160;678.614502;95.121849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;786.886719;657.274963;107.035789;797.648560;762.897888;160.640808;728.977783;1005.280823;284.134155;763.002502;1072.780640;480.195313;800.052612;679.241821;99.046646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;785.426392;657.817017;109.905212;796.641785;764.024292;162.889893;728.350464;1007.286499;284.212250;762.764587;1074.088379;480.020599;801.453308;679.941345;103.755478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;783.882751;658.811707;112.812447;795.669617;765.063538;165.049606;727.609924;1009.460205;283.664856;762.457886;1075.185913;480.248688;801.293945;680.273865;107.393539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;783.150696;660.341370;115.454445;795.079590;766.472351;166.907196;726.919739;1011.538574;283.832489;;;;799.931580;680.984802;109.951050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;782.504578;660.940430;117.865791;794.041748;767.968750;169.101288;726.090515;1013.794922;284.267517;;;;797.691040;682.806519;111.169716;762.139160;1077.735229;480.240662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;781.244812;661.886230;120.664360;792.846802;769.515808;171.221497;724.854126;1016.136841;284.711578;;;;795.672119;683.655457;113.271576;762.064148;1079.089233;480.415619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;779.995850;663.237671;123.693222;791.770935;770.438660;173.439285;724.910950;1018.437866;284.137878;;;;793.521545;684.190979;115.730316;762.066467;1080.544189;480.325470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;778.794861;664.555603;126.101196;790.569946;772.159119;175.435211;724.611877;1020.956665;284.123291;;;;793.687134;685.686707;119.165634;762.052490;1081.903442;480.216827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;777.844971;665.709778;129.043488;789.512085;773.935364;177.328979;723.529968;1023.372986;284.321960;;;;793.124023;687.341919;122.469536;761.841492;1083.411011;480.437622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;776.255981;666.793457;131.654068;788.537170;775.151062;179.753143;722.667053;1025.690918;284.668335;;;;792.426636;688.305725;125.480171;761.431641;1084.794678;480.614410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;774.904480;668.397156;134.234909;787.441650;777.019226;182.033646;722.112244;1028.413696;284.514893;;;;790.827576;689.495728;128.344147;761.113770;1086.320679;480.805420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;773.703918;670.057251;136.720459;785.900391;778.636292;184.246323;721.185120;1031.223267;284.613342;;;;788.723267;691.249268;129.872711;760.788940;1087.801636;480.945404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;772.216736;671.851501;139.330612;784.955261;780.586121;186.223663;720.472900;1033.786621;285.079346;;;;786.829590;692.701477;132.345825;760.821960;1089.381470;481.119568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;771.222778;673.492615;141.488892;783.294128;782.297241;188.366730;719.275391;1036.242432;285.451904;;;;786.456299;694.504822;135.802139;760.900330;1091.027466;481.393219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;769.602600;675.411499;143.966263;781.773132;784.229736;190.966537;718.502441;1039.096191;285.594421;;;;784.245239;696.064941;137.281448;760.495544;1092.623779;481.775452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;767.890442;677.225403;146.345352;780.300049;786.076538;192.944107;717.638916;1041.941284;285.717072;;;;784.263916;698.017761;140.787766;760.040833;1094.252197;482.042114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;766.391479;678.829285;148.636429;778.689148;788.032715;195.015564;;;;;;;783.133545;700.013428;143.725021;759.771912;1095.737183;482.439301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;765.119934;680.900208;150.979813;777.340271;790.167358;196.794006;;;;;;;781.523499;701.234009;145.673920;759.668152;1097.348511;482.602081;716.218506;1047.566162;287.082153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;763.527100;682.749939;153.537262;776.051025;792.224609;198.637558;;;;;;;778.473572;703.864685;146.870651;759.592285;1098.963257;483.007965;715.494995;1050.529297;286.567871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;761.831543;685.046631;155.644394;774.151733;794.440857;200.681915;;;;;;;776.192505;705.603455;148.772034;759.545593;1100.639771;483.259888;714.845825;1053.560913;286.621643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;760.283386;687.052185;158.037445;772.515991;796.658569;202.626694;;;;;;;774.619873;708.400208;150.846237;759.539612;1102.432373;483.305481;714.043213;1056.381958;287.153961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;758.813171;689.477600;159.679626;770.828735;798.696655;204.899521;;;;;;;774.102539;710.165588;153.893005;759.406372;1104.167725;483.308746;712.874084;1059.415161;288.013550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;757.001648;691.751465;162.035233;768.928223;801.203125;207.158691;;;;;;;772.470459;712.423279;156.492874;759.281799;1105.795410;483.974457;712.234802;1062.560913;288.160522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;754.886047;693.850281;164.077713;767.499817;803.231873;208.910141;;;;;;;771.106750;714.468811;158.715179;758.852356;1107.505493;484.347443;711.088013;1065.576782;288.500397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;753.077637;696.168213;166.023361;765.981140;805.969360;211.010986;;;;;;;770.026978;716.936157;161.291733;758.597290;1109.132690;484.625732;710.576233;1068.392456;289.355774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;751.282837;698.457947;167.607407;764.016235;808.394653;212.644089;;;;;;;767.647583;719.287476;163.001266;758.440247;1110.770386;485.291595;709.411865;1071.375366;290.296570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;749.578247;701.190491;169.637985;762.161987;810.927368;214.582184;;;;;;;765.162720;721.709656;164.032562;758.273193;1112.347656;485.644684;708.638428;1074.551514;290.492737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;747.748596;703.626526;171.149368;760.184631;813.336914;216.044586;;;;;;;763.176331;724.537659;165.425674;758.303162;1114.076538;485.983246;708.309692;1077.688721;290.153473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;745.631653;706.173767;172.908875;758.256348;815.584351;217.400070;;;;;;;760.691833;726.870422;167.457321;758.336365;1115.823486;486.456604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
