Präzision01163;;;;;;;;;;;;;;;
Date:;2025/04/30;;;;;;;;;;;;;;
Time:;17:47:06;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;797.288025;774.445740;100.555168;785.381531;1012.052856;222.186523;809.338989;672.681641;63.475464;791.492554;687.487488;39.443363;802.668579;1049.826904;389.244446
2;797.101807;774.838257;100.755196;785.260498;1012.258789;222.155548;808.721924;673.253479;63.892380;790.940735;687.235229;40.532406;802.740906;1049.949951;389.251556
3;796.952271;775.253296;100.825691;785.198120;1012.391296;222.161621;808.742065;673.514526;64.099281;790.187378;686.997070;41.756134;802.771790;1050.050537;389.428131
4;796.680359;775.723755;101.130547;785.014587;1012.617065;222.132172;809.374146;673.919556;64.108063;790.101196;687.062561;43.456348;802.767456;1050.160034;389.425934
5;796.363220;776.211487;101.806641;784.820435;1012.727234;222.127090;809.910034;684.762207;59.810925;785.659241;673.396729;54.453541;802.872192;1050.272461;389.450317
6;795.958984;776.672485;102.394714;784.737793;1012.921936;222.166901;809.018555;687.493469;59.660713;784.706848;671.492920;57.576527;802.895996;1050.369385;389.447388
7;795.629456;777.189270;102.836296;784.649780;1013.348450;222.139816;808.560120;686.903015;61.756561;785.078125;672.817017;58.118946;803.053772;1050.505127;389.583679
8;795.099548;777.803528;103.366547;784.612610;1013.812195;222.177536;808.345459;686.482849;63.858978;784.865295;673.580261;59.610966;803.064758;1050.681519;389.702271
9;794.333618;778.603455;104.070625;784.584412;1014.288391;222.071030;807.756165;686.551819;66.011383;784.447205;673.783142;61.278893;803.260742;1050.988403;389.711151
10;793.494751;779.437988;104.990540;784.672974;1014.661133;222.089355;807.215027;686.781799;67.928055;783.499939;673.978699;63.680794;803.244446;1051.162842;389.906738
11;792.880859;780.081604;105.771286;784.741882;1015.154846;222.265488;806.552002;686.838867;70.298347;783.165222;674.221252;65.297302;803.252380;1051.560059;390.144989
12;792.224426;780.866089;106.808098;784.695557;1016.004822;222.482300;806.466125;687.117676;72.548012;782.535095;674.619690;67.600273;803.406860;1051.910522;390.187714
13;791.451904;781.568787;107.766617;784.904846;1017.102539;222.612717;805.565613;687.252380;74.496552;781.611633;675.027039;69.799248;803.579224;1052.353516;390.190674
14;790.784790;781.967773;108.510246;785.113037;1017.982727;222.752960;804.596619;687.953308;75.980988;780.836426;675.385071;71.623337;803.721191;1052.885620;390.256378
15;790.446594;782.717041;109.942474;785.176392;1018.793579;222.782333;803.377197;688.455811;78.347832;779.867493;675.938660;73.941650;803.870300;1053.545654;390.307037
16;790.131042;783.470032;111.958130;785.001282;1019.959534;223.185135;802.696777;688.971191;80.128983;778.975464;676.469910;76.190361;803.896118;1054.173462;390.479462
17;789.635132;784.169373;113.325073;784.865662;1021.130859;223.551682;801.904602;689.310791;82.713684;777.886780;676.696228;78.280609;804.172607;1054.905151;390.616119
18;789.457275;785.016052;114.889030;784.738403;1022.069885;224.011307;801.267517;689.653931;84.715813;777.151306;677.396362;80.757668;804.088806;1055.764893;391.338348
19;788.946045;785.770264;116.467804;784.928101;1023.331665;224.615509;800.169678;690.140015;87.199234;776.076599;677.990784;82.547646;804.086975;1056.849854;392.031952
20;788.484131;786.068359;117.986671;785.265991;1024.745972;224.974289;799.304565;690.676514;88.811539;774.859741;678.820679;85.050354;804.408508;1057.822998;392.360016
21;787.832214;787.132507;120.515320;785.665039;1025.849731;225.008545;798.262756;691.080078;91.738045;773.833008;679.395569;87.557495;804.763977;1059.128540;392.593384
22;787.296448;788.089661;122.305321;785.848511;1027.376099;225.649948;797.704773;691.587402;93.776703;773.167725;680.021851;89.968849;805.125244;1060.485107;392.607910
23;786.820740;789.033813;124.333374;785.757446;1028.765259;226.551483;796.399292;692.448730;96.201614;771.927063;680.845093;92.536201;805.456604;1061.775513;392.814148
24;786.007690;789.554932;126.844009;785.770081;1030.110718;227.239044;795.253906;693.545410;98.859299;770.860168;681.922974;95.498398;805.663635;1063.186523;393.433472
25;785.198242;790.636292;128.697556;786.360168;1031.695801;228.085541;794.711914;694.192932;101.266403;770.012451;682.549988;98.074501;805.893738;1064.649292;394.050354
26;784.539612;791.964417;130.875809;786.667542;1033.209961;228.291931;793.918457;694.653076;104.768784;769.140442;683.214722;100.694725;806.528809;1066.370850;394.084381
27;783.940857;792.885376;133.721863;786.843323;1035.119019;228.536743;793.101624;695.386169;107.276985;768.470459;684.558472;103.246086;806.950806;1068.040039;394.226349
28;783.097473;793.773376;135.836807;786.538757;1036.909180;229.811874;792.400146;696.723999;109.754333;767.107910;685.780334;106.004959;807.324219;1069.559570;394.479370
29;782.095642;795.203430;137.896545;786.188904;1038.831299;230.798615;790.632629;698.301208;112.286201;766.039734;686.516479;108.986771;807.823914;1071.376831;394.623932
30;781.498901;796.548889;140.630539;786.259460;1040.495850;231.426544;789.682068;698.880188;114.870018;765.239746;687.728882;111.633736;808.551331;1073.270264;394.843750
31;780.531860;797.693298;143.379028;786.565186;1042.491943;231.923584;788.656860;699.739075;117.787621;764.116028;689.017883;114.426399;808.651855;1074.996948;395.660858
32;779.673035;799.117554;145.265381;786.885620;1044.665649;232.660553;787.409363;701.292725;121.508942;762.631775;690.005737;117.627548;808.683716;1076.758179;396.398651
33;778.661133;800.760376;147.888702;786.985291;1046.649780;233.408722;785.977844;702.687561;123.859940;761.583435;691.542175;119.915886;809.080750;1078.521729;396.725433
34;777.524597;802.043457;150.267914;786.764526;1048.797363;234.208710;785.473206;703.431519;126.556107;760.410706;693.150391;122.799339;809.378601;1080.554688;397.571533
35;776.556946;803.703613;152.646408;786.599915;1050.745239;235.130295;784.042358;705.104919;129.310440;759.085571;694.550659;125.704903;809.471558;1082.414551;398.185028
36;775.411133;805.284241;155.131866;786.613586;1052.946533;236.124634;782.361938;706.761963;132.050034;757.885193;696.234070;128.400604;809.599976;1084.178101;398.758209
37;774.050171;806.837708;157.736206;786.662292;1055.448608;236.854446;781.071106;708.194275;133.889526;756.336670;697.595215;130.610336;810.056030;1085.822632;399.288116
38;772.968384;808.692139;160.118896;786.804932;1057.510010;237.498199;779.723022;710.135010;137.074356;754.516724;699.468994;133.504135;810.454956;1087.707764;399.979431
39;771.335693;810.443848;162.150620;786.551331;1059.791138;238.201462;777.807495;711.646912;139.876373;752.676086;701.339050;136.100357;810.572327;1089.540894;400.874603
40;769.938782;812.548889;164.144577;786.118042;1062.225586;239.337830;776.174622;713.716003;141.973602;751.356506;703.348999;138.305908;810.422607;1091.170776;401.699432
41;768.771912;814.463806;166.348389;786.191956;1064.482910;239.983047;774.808533;716.112915;144.037491;749.789795;705.152588;140.110718;810.610718;1092.889771;402.555481
42;767.235596;816.593628;168.932449;785.906189;1066.848022;241.248962;772.687134;717.430359;146.635941;747.851440;707.257080;142.867828;810.904846;1094.759399;403.375946
43;765.699036;818.329956;170.851379;786.046814;1069.109253;242.080124;770.734619;719.138855;149.135269;745.607361;709.170227;145.029556;811.009399;1096.663574;404.123779
44;764.101990;820.511169;173.042236;785.495911;1071.484253;243.500031;769.125183;721.074829;151.077332;743.862000;711.277771;147.223740;811.662048;1098.289063;404.423553
45;762.289490;822.552856;174.610458;784.978516;1073.813599;244.832031;767.176758;723.493774;153.198288;741.975037;713.681396;148.780167;811.918152;1100.180420;405.441467
46;760.553711;825.101563;176.688629;785.127563;1076.371338;245.735092;764.493896;725.359131;155.072479;739.848511;715.762695;150.751068;812.213257;1102.069824;406.039307
47;758.847351;827.042236;178.230133;784.979614;1078.786133;246.725449;762.898438;727.633362;156.438339;738.024292;718.287048;152.034134;812.728882;1103.980957;406.456543
48;757.470337;829.663574;180.416763;784.479980;1081.151123;247.717987;761.205811;729.856201;158.249161;735.469604;720.376038;153.658264;812.794312;1105.709839;407.198669
49;755.695068;831.910217;182.234909;783.988281;1083.760254;248.684174;758.687988;732.123108;160.079651;733.213196;722.579102;155.193726;812.723816;1107.508911;408.415833
50;753.591064;834.167480;183.694489;783.791565;1086.177612;249.937500;756.168701;734.488403;161.052597;731.173340;725.627991;156.378250;812.958313;1109.401489;409.121643
51;751.518188;836.618713;185.129471;783.876282;1088.445923;250.644653;753.860596;736.719299;162.735184;728.872986;728.018677;157.766968;813.065918;1111.313354;410.174255
52;749.467529;838.880981;186.404694;783.528870;1091.130371;251.632813;751.644409;739.344238;164.450653;726.663025;730.539307;158.435745;813.605530;1113.054321;410.864502
53;747.615051;841.557068;188.146332;783.037292;1093.834351;252.767120;749.393311;741.592896;165.327148;723.865295;733.007568;159.421829;813.699646;1114.867554;411.735901
54;746.030701;843.902710;189.358063;782.904846;1096.139282;253.671539;746.608276;744.241943;166.501785;721.183411;735.968384;160.914536;813.980347;1116.835938;412.342224
55;743.975159;846.055176;191.113281;782.622986;1098.792358;255.024216;744.491333;746.767883;168.070389;719.054626;738.429504;161.486618;814.070374;1118.796387;413.056458
56;741.810730;848.849670;192.399200;782.336426;1101.467285;256.127136;741.950989;749.381409;168.625412;716.527954;741.274353;162.061707;814.144775;1120.828857;414.072662
57;739.338074;851.533447;193.607697;782.133545;1104.315308;257.029327;739.307495;752.298889;169.568909;714.343994;744.385803;162.518494;814.603760;1122.613525;414.957428
58;737.524231;854.079590;194.880615;782.204468;1106.883789;257.794800;736.980103;754.797241;169.633926;711.994629;747.226685;162.554123;815.114685;1124.507080;415.461456
59;735.755005;856.850708;195.927155;781.777222;1109.382690;258.868164;734.500488;757.599487;170.891190;709.055359;749.920593;163.560486;815.348877;1126.473267;416.347473
60;733.620789;859.648376;196.666580;781.487488;1112.075073;259.772552;732.116333;760.473877;171.534027;706.167419;752.825317;164.332809;815.273193;1128.414551;417.344421
61;731.670898;862.335388;197.313339;781.475098;1114.827393;260.467834;729.060181;763.025513;172.065552;704.365234;756.137390;164.045029;815.473206;1130.309204;418.112579
62;729.658203;865.247314;198.398071;781.433228;1117.538086;261.212463;726.938965;766.071106;172.025528;702.050476;759.233765;163.767029;816.134888;1132.328979;418.505219
63;727.284058;868.002869;199.482147;780.945557;1120.077759;262.041809;724.632202;768.941956;172.897705;699.493896;762.115784;163.941086;816.815857;1134.236816;419.347382
64;725.261536;870.856995;200.824417;780.401062;1122.541138;263.094391;722.247375;771.564209;173.159134;697.351196;765.418335;163.904587;816.874573;1136.110962;420.334473
65;723.760498;873.595337;201.437225;780.570679;1125.171753;263.873962;718.930115;774.674438;173.502121;695.506165;768.872864;163.338181;817.123230;1137.963623;421.053741
66;721.835510;876.568115;201.436203;780.597961;1127.893311;264.923065;717.218689;777.853699;173.524094;692.118347;771.107178;164.352295;817.489319;1139.985107;421.721832
67;719.796936;879.286987;202.092285;780.047485;1130.456055;265.942261;714.976746;780.427002;174.250931;689.773682;774.409302;163.895081;817.786072;1141.813721;422.610291
68;717.664368;882.118896;203.627945;779.720154;1132.845459;266.951141;712.555786;783.841125;173.529266;688.638916;778.382385;162.777832;818.157532;1143.510010;423.423920
69;715.674377;884.771240;204.212540;779.891968;1135.544678;268.040192;710.616272;787.061768;173.452591;686.097107;781.610046;162.678528;818.642334;1145.327148;423.874237
