Präzision43;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:30:09;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;795.450439;790.185791;92.148552;810.093445;678.506165;51.402615;701.094604;1016.396179;216.167450;688.057129;1120.035767;368.799561;;;;;;;;;;;;
2;795.390930;790.151672;92.100174;810.101807;678.515808;51.414349;701.064575;1016.393799;216.184677;688.102478;1120.031616;368.864136;;;;;;;;;;;;
3;795.364807;790.127075;92.153671;810.102661;678.516602;51.415524;701.083923;1016.395203;216.177155;688.090820;1120.034668;368.860870;829.037231;705.766907;53.818039;;;;;;;;;
4;795.379944;790.181091;92.169708;810.040161;678.493103;51.411594;701.070984;1016.394348;216.179581;688.038269;1120.037354;368.822174;828.948364;705.821228;53.624863;;;;;;;;;
5;795.335083;790.180420;92.118744;810.055603;678.508667;51.416805;701.093933;1016.399231;216.198166;688.032715;1120.116821;368.884613;828.918396;705.863770;53.563942;;;;;;;;;
6;795.335571;790.118347;92.096794;810.036621;678.493713;51.412277;701.028198;1016.406311;216.169205;687.995911;1120.050415;368.819489;828.927734;705.819458;53.593548;;;;;;;;;
7;795.336609;790.137329;92.117851;809.968506;678.515381;51.372391;701.036743;1016.418701;216.094147;688.035828;1120.127930;368.916931;828.951843;705.775574;53.751011;;;;;;;;;
8;795.323303;790.182251;92.089470;809.947632;678.503723;51.400166;701.036194;1016.512573;216.112457;688.015869;1120.135132;368.864563;828.968079;705.730591;53.799126;;;;;;;;;
9;795.333374;790.212158;92.112312;810.012390;678.525269;51.380009;701.072266;1016.440186;216.074097;688.072510;1120.125732;368.878174;828.963013;705.751892;53.761673;;;;;;;;;
