Präzision03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/05/06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:08:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;
10;764.583496;688.849548;140.540024;782.015564;801.699768;155.654312;770.093872;1104.824585;374.237030;790.637939;701.055176;142.138885;;;;;;;;;;;;;739.349976;1057.519287;206.645294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;763.088074;691.365723;144.568832;780.787598;804.561523;158.349976;769.863342;1106.668335;374.437988;789.363464;703.280762;145.658401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;761.120972;694.138428;147.748291;780.112854;807.263306;161.277771;769.419495;1108.564575;374.844086;787.800659;706.031799;149.094269;;;;;;;;;;;;;;;;736.932251;1063.616699;207.164932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;759.902161;697.100830;150.545380;778.760315;810.048523;164.018021;768.460144;1110.693848;376.013641;786.385437;709.234741;152.071976;;;;;;;;;;;;;;;;736.080811;1067.283936;207.116592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;758.585388;699.741333;153.795242;777.213440;812.960754;166.198059;767.626709;1112.810425;376.727051;785.346863;711.825623;154.594910;;;;;;;;;;;;;;;;735.352051;1070.513916;207.927277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;756.830627;702.673279;156.498413;775.918152;816.094177;168.384109;;;;783.662659;714.817627;157.296524;;;;;;;;;;;;;;;;734.151428;1073.978638;208.539597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;755.007385;705.728394;159.510666;773.987183;819.326172;170.887436;;;;782.120850;717.922119;160.176056;;;;;;;;;;;;;;;;;;;767.213806;1117.099243;377.112671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;752.969177;708.673035;163.176575;772.538025;822.447510;172.756622;;;;780.001587;721.056763;163.692703;;;;;;;;;;;;;;;;;;;766.542114;1119.298828;377.765015;732.247253;1081.032349;208.356232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;751.848694;712.137390;164.734467;771.119812;825.468384;174.915604;;;;778.315918;723.668701;165.861343;;;;;;;;;;;;;;;;;;;766.144287;1121.604004;378.415558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;750.198425;715.563538;166.894394;769.626587;828.701904;177.016953;;;;776.975525;726.825378;167.942902;;;;;;;;;;;;;;;;;;;766.106567;1123.816406;378.713867;;;;729.872803;1087.664673;209.578522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;747.930847;718.563293;169.588074;768.185791;832.166016;179.286377;;;;774.836609;730.220398;170.328598;;;;;;;;;;;;;;;;;;;765.811829;1126.070679;378.909882;;;;729.036987;1091.162354;209.440826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;745.518799;721.668457;172.242722;766.339111;835.395264;181.352936;;;;772.433777;733.403442;173.011215;;;;;;;;;;;;;;;;;;;765.454895;1128.408936;379.549316;;;;727.518616;1094.604126;210.422684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;743.265259;724.717041;174.337814;764.729614;838.528687;183.074707;;;;770.557983;736.442627;175.401199;;;;;;;;;;;;;;;;;;;764.724548;1130.718628;380.186737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;740.985107;728.139709;176.428085;762.964417;841.766724;185.016235;;;;768.656982;739.697388;177.071243;;;;;;;;;;;;;;;;;;;764.407776;1133.142578;380.639923;;;;;;;726.229858;1101.604126;210.803421;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;738.886292;731.578674;178.024948;760.891602;845.098999;186.511002;;;;765.992126;743.070435;178.795044;;;;;;;;;;;;;;;;;;;763.808899;1135.442749;381.278992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;736.504211;735.031189;180.076950;758.599792;848.587036;188.323608;;;;763.137573;746.402771;180.899612;;;;;;;;;;;;;;;;;;;763.381958;1137.748413;381.965637;;;;;;;;;;723.956421;1108.415771;212.428238;;;;;;;;;;;;;;;;;;;;;;;;
26;734.347229;738.437378;181.292999;756.503723;851.927246;190.047119;;;;761.229553;749.404114;182.649460;;;;;;;;;;;;;;;;;;;763.359070;1140.073120;382.447021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;731.290771;741.687866;183.364334;754.851990;854.865540;191.442245;;;;759.001404;752.542114;184.145630;;;;;;;;;;;;;;;;;;;763.186523;1142.371948;383.050781;;;;;;;;;;;;;722.438049;1115.425537;213.021027;;;;;;;;;;;;;;;;;;;;;
28;728.921936;744.888611;184.945999;752.626282;858.404114;192.703552;;;;756.370178;755.945129;185.529388;;;;;;;;;;;;;;;;;;;762.795837;1144.701538;383.930664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;726.483887;748.796021;185.743164;750.554626;861.867615;193.452682;;;;753.514160;759.488770;187.398483;;;;;;;;;;;;;;;;;;;762.123108;1146.899902;385.001007;;;;;;;;;;;;;;;;720.887695;1122.229736;214.068039;;;;;;;;;;;;;;;;;;
30;723.373169;752.271118;186.973938;748.553894;865.329285;194.624512;;;;751.155701;762.689026;188.466843;;;;;;;;;;;;;;;;;;;761.869324;1149.228760;385.532867;;;;;;;;;;;;;;;;720.289978;1125.780762;214.354691;;;;;;;;;;;;;;;;;;
31;719.840027;755.561707;188.555435;746.234009;868.542175;195.656296;;;;748.164673;765.984070;189.088226;;;;;;;;;;;;;;;;;;;761.616943;1151.390137;386.066833;;;;;;;;;;;;;;;;719.421936;1129.147583;215.211823;;;;;;;;;;;;;;;;;;
32;717.587280;759.005493;189.252747;743.955444;871.703857;196.408051;;;;745.178589;769.647156;189.737457;;;;;;;;;;;;;;;;;;;761.170105;1153.659668;386.785828;;;;;;;;;;;;;;;;718.301086;1132.392944;216.278671;;;;;;;;;;;;;;;;;;
33;715.252502;762.822937;189.043716;742.101318;874.905396;197.274338;;;;742.755127;772.813721;190.562897;;;;;;;;;;;;;;;;;;;760.633057;1156.035278;387.784210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;712.436340;766.033875;189.756805;739.791992;878.538330;197.684601;;;;739.534973;775.877441;191.916611;;;;;;;;;;;;;;;;;;;760.558411;1158.137695;388.265747;;;;;;;;;;;;;;;;;;;716.989014;1139.152466;217.077728;;;;;;;;;;;;;;;
35;708.878174;769.487366;191.127975;737.704834;881.955505;198.088318;;;;737.186096;779.127380;191.500397;;;;;;;;;;;;;;;;;;;760.645813;1160.441162;388.526001;;;;;;;;;;;;;;;;;;;716.256592;1142.517456;217.908035;;;;;;;;;;;;;;;
36;705.591675;773.319397;191.406250;735.951355;885.056519;198.689056;;;;733.970337;782.339722;191.852341;;;;;;;;;;;;;;;;;;;760.346985;1162.781616;389.146240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;703.601807;776.786804;190.641464;733.918640;888.418213;198.992905;;;;731.993896;785.573853;192.446228;;;;;;;;;;;;;;;;;;;760.096436;1165.054688;390.050079;;;;;;;;;;;;;;;;;;;;;;715.452515;1149.280640;218.928375;;;;;;;;;;;;
38;700.605835;780.000549;190.761139;731.989807;891.769714;199.335602;;;;729.196411;789.141418;192.493484;;;;;;;;;;;;;;;;;;;759.874329;1167.164551;390.809021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;698.001465;783.561890;191.355362;729.961975;894.940063;199.135513;;;;726.448486;792.526062;192.110397;;;;;;;;;;;;;;;;;;;759.788757;1169.287720;391.493683;;;;;;;;;;;;;;;;;;;;;;;;;714.561646;1155.671265;219.884293;;;;;;;;;
40;695.504456;786.907349;191.088989;728.260925;898.057800;199.143784;;;;723.730530;795.601501;192.349243;;;;;;;;;;;;;;;;;;;759.527344;1171.357300;392.272064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;692.696777;790.837524;190.600388;726.274231;901.210144;199.431885;;;;721.092529;798.806702;192.014221;;;;;;;;;;;;;;;;;;;759.492676;1173.655518;393.153076;;;;;;;;;;;;;;;;;;;;;;;;;;;;713.209595;1162.066895;221.950180;;;;;;
42;690.595642;794.095215;190.262772;724.352966;904.412537;199.227463;;;;719.113525;802.072449;191.119476;;;;;;;;;;;;;;;;;;;759.306091;1175.847656;393.792755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;687.568054;797.258972;190.058060;722.723022;907.535767;198.743912;;;;716.707214;805.089417;191.551636;;;;;;;;;;;;;;;;;;;759.382751;1177.947144;394.069946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;712.554932;1168.186157;222.517593;;;
44;684.812195;800.441101;190.288986;720.981689;910.316284;198.532379;;;;713.967651;808.252014;190.909119;;;;;;;;;;;;;;;;;;;759.537231;1179.972290;394.413574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;712.427124;1171.171875;223.186539;;;
45;682.896179;803.843689;189.288803;719.096375;913.709778;197.834686;;;;712.068787;811.593018;190.011871;;;;;;;;;;;;;;;;;;;759.410156;1182.130127;395.274750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;712.143738;1173.952881;223.733154;;;
46;681.928589;807.269226;187.415421;717.471130;916.668823;198.233337;;;;709.643982;815.014343;189.556595;;;;;;;;;;;;;;;;;;;759.282898;1184.279175;395.974335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.743835;1176.821777;224.656921;;;
47;679.679077;810.306274;186.885956;716.147583;919.655273;197.406677;;;;707.476013;817.459106;189.247787;;;;;;;;;;;;;;;;;;;759.070129;1186.342773;396.613098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.864136;1179.967285;224.948425;;;
48;676.683655;813.520874;187.063568;715.004456;922.634705;197.102158;;;;705.429138;820.467468;188.290527;;;;;;;;;;;;;;;;;;;759.005432;1188.166748;396.888428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.522156;1182.477661;225.261383;;;
49;674.584106;816.471558;186.784225;713.553772;925.496338;196.154266;;;;703.658447;823.427856;187.350540;;;;;;;;;;;;;;;;;;;759.149170;1190.155518;396.970734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.257019;1185.125366;225.821381;;;
50;672.716125;819.269287;185.950043;712.286560;928.100037;195.573044;;;;702.095886;826.327087;186.423416;;;;;;;;;;;;;;;;;;;759.624756;1192.055054;397.356201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.413696;1187.694214;226.269562;;;
51;670.871948;822.277893;184.918777;710.794189;930.904419;195.164108;;;;699.952698;829.150330;185.525436;;;;;;;;;;;;;;;;;;;759.831238;1193.891235;397.742126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.100769;1190.234741;226.885040;;;
52;669.497864;825.274597;183.776306;709.433411;933.511536;194.693817;;;;698.028931;832.106262;184.719543;;;;;;;;;;;;;;;;;;;759.800964;1195.698242;398.128204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;710.864319;1192.640503;227.545029;;;
53;667.850037;828.196167;182.706177;708.689331;935.998840;193.983948;;;;696.210205;834.338379;184.114670;;;;;;;;;;;;;;;;;;;759.500244;1197.313599;398.994415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.098145;1195.132935;227.424408;;;
54;666.592285;831.092773;181.818634;707.527039;938.819946;193.160675;;;;693.994568;837.385498;183.734955;;;;;;;;;;;;;;;;;;;759.645630;1198.850830;399.578735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.452087;1197.919556;227.613174;;;
55;664.663147;833.739685;181.441986;706.469299;941.144470;192.623642;;;;692.394592;839.599731;182.817810;;;;;;;;;;;;;;;;;;;759.951538;1200.439819;399.859833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.248535;1199.979736;228.219055;;;
56;663.477112;836.507935;180.355408;705.541016;943.734863;191.846863;;;;691.225891;842.125244;181.543243;;;;;;;;;;;;;;;;;;;760.271912;1202.097778;399.982391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.224121;1201.903198;228.786041;;;
57;661.662231;839.293335;179.499695;704.616943;945.983276;191.494675;;;;690.259705;844.662476;180.545700;;;;;;;;;;;;;;;;;;;760.417480;1203.593262;400.291016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.394958;1204.169067;229.296555;;;
58;660.704102;841.842102;178.309204;703.799133;948.359070;190.939789;;;;688.835327;846.818726;179.427368;;;;;;;;;;;;;;;;;;;760.537598;1205.028442;400.675049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.640076;1206.258911;229.349594;;;
59;659.191528;844.348999;177.686768;702.969360;950.458435;189.958252;;;;687.824890;849.454590;178.694687;;;;;;;;;;;;;;;;;;;760.437195;1206.673218;401.429321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.891357;1208.433228;229.478989;;;
60;658.423889;846.922241;176.512222;702.442383;952.728638;189.634613;;;;686.855408;851.706055;177.648560;;;;;;;;;;;;;;;;;;;760.656433;1208.349121;401.199890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;712.361267;1210.306396;229.374619;;;
61;656.948669;849.009583;176.078125;701.638306;954.779236;188.963211;;;;685.876953;854.104980;177.020508;;;;;;;;;;;;;;;;;;;761.200012;1209.627563;401.485229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;712.934692;1212.409058;229.604202;;;
62;656.381226;851.452759;174.938156;701.352783;956.985840;188.205460;;;;684.416809;856.134155;176.157257;;;;;;;;;;;;;;;;;;;761.511841;1210.905762;401.604187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;713.010376;1214.129883;229.771835;;;
63;655.063049;853.468262;174.621384;700.947754;958.777649;187.771179;;;;683.738525;858.091003;175.049698;;;;;;;;;;;;;;;;;;;761.766663;1212.351929;401.278625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;713.078918;1215.926758;230.416504;;;
64;654.811462;855.795288;173.437912;700.575928;960.900879;187.097595;;;;683.094971;860.082581;175.072388;;;;;;;;;;;;;;;;;;;762.020996;1213.741821;401.402344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;714.068481;1217.585449;230.216003;;;
65;653.747803;857.849121;173.071365;699.930847;962.873169;186.452591;;;;682.570496;862.045654;174.343475;;;;;;;;;;;;;;;;;;;762.411743;1214.916626;401.701782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;714.705750;1219.536499;229.962280;;;
66;652.880737;859.856262;172.558487;699.614685;964.436768;186.173203;;;;681.663818;864.080627;173.476563;;;;;;;;;;;;;;;;;;;762.773743;1216.100220;401.494110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715.003479;1220.844482;229.760132;;;
67;652.056274;861.776306;172.092392;699.596008;966.255798;185.930420;;;;681.297119;865.679810;173.032257;;;;;;;;;;;;;;;;;;;762.971130;1217.350952;401.651215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715.626587;1222.615479;229.520264;;;
68;651.520935;863.494629;171.578278;699.298462;967.593018;185.229065;;;;680.624512;868.124817;172.537308;;;;;;;;;;;;;;;;;;;763.226746;1218.446777;401.691315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;716.328674;1224.164551;229.395599;;;
69;651.579956;865.578674;170.440750;699.001587;969.421204;184.575638;;;;679.801147;869.101257;171.660049;;;;;;;;;;;;;;;;;;;763.656189;1219.592896;401.601013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;716.554138;1225.329834;229.670761;;;
70;650.398804;866.908386;170.578033;698.793762;970.869873;184.163391;;;;679.006958;870.662415;171.223648;;;;;;;;;;;;;;;;;;;764.338562;1220.897461;401.334137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;717.067627;1226.925049;229.723709;;;
71;649.867004;868.534973;170.406570;698.676392;972.092102;183.889969;;;;678.864929;872.474487;171.023407;;;;;;;;;;;;;;;;;;;764.797852;1222.118652;401.040375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;717.938171;1228.218872;229.579468;;;
72;649.393494;870.003052;170.300385;698.936890;973.874878;183.144699;;;;678.574463;873.520142;171.030792;;;;;;;;;;;;;;;;;;;765.205017;1223.146851;400.779602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;718.726807;1229.528198;229.145401;;;
73;648.705017;871.401489;170.108795;699.012390;975.427673;182.733643;;;;678.372314;874.923096;170.715042;;;;;;;;;;;;;;;;;;;765.533752;1224.342651;400.643066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;719.299561;1230.721191;229.066391;;;
74;648.686584;873.227051;169.796448;699.256470;976.387512;182.427994;;;;678.026733;876.331055;169.891449;;;;;;;;;;;;;;;;;;;765.884460;1225.298584;400.765961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;720.316711;1232.122559;228.494705;;;
75;648.071594;874.348389;169.398483;699.458801;977.645630;182.055008;;;;677.502686;877.651306;169.010056;;;;;;;;;;;;;;;;;;;766.007324;1226.307007;401.060242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;721.427246;1233.084229;228.040741;;;
76;647.782532;875.683655;169.063522;699.428162;978.774048;181.949295;;;;677.425720;878.965942;168.674423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;721.988708;1234.054810;227.986603;;;
77;648.185669;877.289368;167.958862;699.426697;979.885010;181.457184;;;;677.356018;880.231812;168.408340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;722.566406;1235.213745;227.992371;766.340820;1228.142456;401.174286
78;647.963867;878.498291;167.676178;699.474731;981.019409;180.713181;;;;677.316223;881.331848;168.030579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;723.300110;1236.272461;227.823654;766.912048;1229.021362;400.923004
79;647.462524;879.710876;167.881882;699.642822;982.190613;180.405304;;;;677.029114;882.898560;167.731949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;724.122437;1236.947876;227.190048;767.530334;1229.839355;400.565674
80;647.634705;881.010681;166.978836;699.990356;983.299316;180.110199;;;;676.820984;883.466064;167.459320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;724.988342;1237.649170;227.028107;768.304932;1230.726074;399.907410
81;647.629578;882.069153;166.454224;700.244873;984.065674;179.531296;;;;676.731995;884.263245;166.730927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;725.942871;1238.705322;226.905273;768.970642;1231.460571;399.392151
82;647.030273;883.053833;167.223755;700.335876;984.761841;179.085144;;;;676.463318;885.284912;166.320938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;726.979065;1239.778809;226.293213;769.374695;1232.342041;399.028809
83;646.427002;883.944946;167.715744;700.509827;985.707458;178.360687;;;;676.353638;886.161255;165.926315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;727.686646;1240.568481;226.026810;769.676147;1233.011108;398.853058
84;646.707153;884.926147;166.397980;700.589844;986.683655;177.678055;;;;676.266235;886.817688;165.865768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;728.412720;1241.110107;225.764236;769.995239;1233.607788;398.747681
85;646.703613;885.870361;165.856216;700.872620;987.425476;177.340027;;;;676.063416;887.979858;165.374252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;729.582336;1241.700806;225.082184;770.411377;1234.137817;398.605133
86;646.524414;886.771667;165.514404;700.970276;988.077942;177.117645;;;;676.134277;888.889709;165.040878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730.642456;1242.273804;224.601227;770.832397;1234.907471;398.297638
87;646.199036;887.688721;165.337646;701.086121;988.713135;176.877258;;;;675.682068;889.629944;164.361450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;731.243958;1242.830811;224.168900;771.567261;1235.561890;397.509277
88;646.238586;888.320862;164.226547;701.233215;989.247925;176.391876;;;;675.921997;890.747864;163.504456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;731.751770;1243.324829;224.066605;771.727600;1236.114014;397.411652
89;646.176880;889.016296;163.422760;701.412354;989.875305;175.790863;;;;675.520630;891.085266;162.571564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;732.571167;1244.034912;223.743362;771.971436;1236.600952;397.303772
90;646.141357;889.749023;163.013977;701.698792;990.586426;175.175995;;;;675.612427;891.457336;162.128326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;733.470398;1244.603394;223.107056;772.241821;1237.135254;397.050079
91;645.626709;890.526306;162.585709;701.821350;991.365601;174.402542;;;;675.725952;892.072754;161.597656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;734.153198;1245.047485;222.652451;772.609741;1237.770874;396.491760
92;645.633911;891.194885;161.874039;702.015137;992.006104;173.787292;;;;675.662109;892.757324;161.170609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;734.670044;1245.463257;222.298706;773.018677;1238.126709;396.155579
93;645.471375;891.803894;161.389420;702.000244;992.342346;173.459213;;;;675.655884;893.191589;161.152832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;735.307190;1245.941528;221.717453;773.483032;1238.506104;395.757080
94;645.328674;892.374634;160.639557;701.883362;992.512085;173.147079;;;;675.248657;893.793152;160.574570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;736.168945;1246.345215;221.146088;773.956238;1238.952515;395.189728
